
					Các Thủ Lãnh 1				|
Bây giờ, hãy nộp cho chúng ta những người gian tà của Ghi-bê -a, để chúng ta xử tử chúng nó, và diệt điều ác khỏi giữa Y-sơ-ra-ên. Nhưng người Bên-gia-min không khứng nghe tiếng của anh em mình, là dân Y-sơ-ra-ên,|現 在 你 們 要 將 基 比 亞 的 那 些 匪 徒 交 出 來 、 我 們 好 治 死 他 們 、 從 以 色 列 中 除 掉 這 惡 ． 便 雅 憫 人 卻 不 肯 聽 從 他 們 弟 兄 以 色 列 人 的 話 。
bèn ra khỏi thành họ, và nhóm hiệp tại Ghi-bê -a đặng giao chiến cùng dân Y-sơ-ra-ên.|便 雅 憫 人 從 他 們 的 各 城 裡 出 來 、 聚 集 到 了 基 比 亞 、 要 與 以 色 列 人 打 仗 。
Trong ngày đó, người ta tu bộ người Bên-gia-min từ các thành mà đến; số là hai muôn sáu ngàn người nam, đều có tài cầm gươm, không kể dân Ghi-bê -a, được số bảy trăm người tinh-binh.|那 時 便 雅 憫 人 、 從 各 城 裡 點 出 拿 刀 的 、 共 有 二 萬 六 千 ． 另 外 還 有 基 比 亞 人 點 出 七 百 精 兵 。
Trong cả dân sự ấy có bảy trăm người tinh-binh thuận tay tả. Hết thảy những kẻ đó có tài dùng trành ném đá trúng một sợi tóc, mà chẳng hề sai trật.|在 眾 軍 之 中 有 揀 選 的 七 百 精 兵 、 都 是 左 手 便 利 的 、 能 用 機 弦 甩 石 打 人 、 毫 髮 不 差 。
Người ta cũng tu bộ những người nam Y-sơ-ra-ên, không kể người Bên-gia-min, thì số được bốn mươi vạn người, có tài cầm gươm, thảy đều là chiến sĩ.|便 雅 憫 人 之 外 、 點 出 以 色 列 人 拿 刀 的 、 共 有 四 十 萬 、 都 是 戰 士 。
Vậy, dân Y-sơ-ra-ên đi lên Ghi-bê -a và cầu vấn Đức Chúa Trời như vầy: Ai trong chúng tôi phải lên trước đặng giao chiến cùng người Bên-gia-min? Đức Giê-hô-va đáp: Giu-đa sẽ đi lên trước.|以 色 列 人 就 起 來 、 到 伯 特 利 去 求 問 　 神 、 說 、 我 們 中 間 誰 當 首 先 上 去 與 便 雅 憫 人 爭 戰 呢 ． 耶 和 華 說 、 猶 大 當 先 上 去 。
Vừa sáng ngày, dân Y-sơ-ra-ên kéo đi và đóng trại gần Ghi-bê -a.|以 色 列 人 早 晨 起 來 、 對 著 基 比 亞 安 營 。
Người Y-sơ-ra-ên ra đánh người Bên-gia-min, dàn trận cùng chúng tại trước Ghi-bê -a.|以 色 列 人 出 來 、 要 與 便 雅 憫 人 打 仗 、 就 在 基 比 亞 前 擺 陣 。
Người Bên-gia-min bèn ra khỏi Ghi-bê -a, và trong ngày đó, giết hai muôn ngàn người Y-sơ-ra-ên, nằm chật đất.|便 雅 憫 人 就 從 基 比 亞 出 來 、 當 日 殺 死 以 色 列 人 二 萬 二 千 。
Dân Y-sơ-ra-ên lại phấn chí, dàn trận mới tại chỗ mình đã dàn ngày thứ nhứt.|以 色 列 人 彼 此 奮 勇 、 仍 在 頭 一 日 擺 陣 的 地 方 又 擺 陣 。
Dân Y-sơ-ra-ên đi lên khóc trước mặt Đức Giê-hô-va cho đến chiều tối, cầu vấn Đức Giê-hô-va mà rằng: Tôi phải đi giao chiến lại cùng người Bên-gia-min, là anh em của tôi, chăng? Đức Giê-hô-va đáp: Hãy lên đánh nó!|未 擺 陣 之 先 、 以 色 列 人 上 去 、 在 耶 和 華 面 前 哭 號 直 到 晚 上 、 求 問 耶 和 華 說 、 我 們 再 去 與 我 們 弟 兄 便 雅 憫 人 打 仗 可 以 不 可 以 ． 耶 和 華 說 、 可 以 上 去 攻 擊 他 們 。
Ngày thứ nhì người Y-sơ-ra-ên kéo tới đánh ngươi Bên-gia-min.|第 二 日 、 以 色 列 人 就 上 前 攻 擊 便 雅 憫 人 。
Người Bên-gia-min cũng ra Ghi-bê -a nội ngày đó, đánh dân Y-sơ-ra-ên, lại giết nằm sải dưới đất một muôn tám ngàn người của dân ấy, thảy đều có tài cầm gươm.|便 雅 憫 人 也 在 這 日 從 基 比 亞 出 來 、 與 以 色 列 人 接 戰 、 又 殺 死 他 們 一 萬 八 千 、 都 是 拿 刀 的 。
Bấy giờ, hết thảy người Y-sơ-ra-ên và cả dân sự đều đi lên Bê-tên, khóc và đứng tại đó trước mặt Đức Giê-hô-va, cữ ăn trong ngày ấy cho đến chiều tối, rồi dâng của lễ thiêu và của lễ thù ân tại trước mặt Đức Giê-hô-va.|以 色 列 眾 人 就 上 到 伯 特 利 、 坐 在 耶 和 華 面 前 哭 號 、 當 日 禁 食 直 到 晚 上 ． 又 在 耶 和 華 面 前 獻 燔 祭 和 平 安 祭 。
Đương khi ấy, hòm giao ước của Đức Chúa Trời ở tại đó, có Phi-nê -a, con trai Ê-lê -a-sa, cháu A-rôn, phục sự trước mặt Đức Giê-hô-va. Vậy, dân Y-sơ-ra-ên cầu vấn Đức Giê-hô-va mà rằng:|那 時 、 　 神 的 約 櫃 在 那 裡 ． 亞 倫 的 孫 子 、 以 利 亞 撒 的 兒 子 非 尼 哈 、 侍 立 在 約 櫃 前 、 以 色 列 人 問 耶 和 華 說 、 我 們 當 再 出 去 與 我 們 弟 兄 便 雅 憫 人 打 仗 呢 、 還 是 罷 兵 呢 ． 耶 和 華 說 、 你 們 當 上 去 、 因 為 明 日 我 必 將 他 們 交 在 你 們 手 中 。
Tôi còn phải giao chiến cùng người Bên-gia-min, anh em tôi, hay là tôi phải đình lại? Đức Giê-hô-va đáp: Hãy đi lên, vì ngày mai ta sẽ phó chúng nó vào tay các ngươi.|見 士 ? 、 ?
Y-sơ-ra-ên bèn phục binh chung quanh Ghi-bê -a.|以 色 列 人 在 基 比 亞 的 四 圍 、 設 下 伏 兵 。
Ngày thứ ba, dân Y-sơ-ra-ên đi lên, đánh người Bên-gia-min và dàn trận cùng Ghi-bê -a như các lần trước.|第 三 日 、 以 色 列 人 又 上 去 攻 擊 便 雅 憫 人 、 在 基 比 亞 前 擺 陣 、 與 前 兩 次 一 樣 。
Người Bên-gia-min ra đón dân Y-sơ-ra-ên, bị dụ xa thành. Y như hai lần trước chúng khởi đánh và giết mấy người của dân Y-sơ-ra-ên, chừng ba mươi người, tại trong hai con đường trải qua đồng bằng đi lên, một ngả tới Bê-tên, và ngả kia tới Ghi-bê -a.|便 雅 憫 人 也 出 來 迎 敵 、 就 被 引 誘 離 城 ． 在 田 間 兩 條 路 上 、 一 通 伯 特 利 、 一 通 基 比 亞 、 像 前 兩 次 、 動 手 殺 死 以 色 列 人 約 有 三 十 個 。
Người Bên-gia-min nói rằng: Kìa, chúng nó bị bại trước mặt chúng ta như lần trước. Nhưng dân Y-sơ-ra-ên nói: Chúng ta hãy chạy trốn, dụ chúng nó ra cách xa thành, đến trong các đường cái.|便 雅 憫 人 說 、 他 們 仍 舊 敗 在 我 們 面 前 ． 但 以 色 列 人 說 、 我 們 不 如 逃 跑 引 誘 他 們 離 開 城 到 路 上 來 。
Hết thảy người Y-sơ-ra-ên bèn bỏ chỗ mình đứng, dàn trận tại Ba-anh-Tha-ma, và đạo binh phục của Y-sơ-ra-ên đã phục của Y-sơ-ra-ên đâm sầm ra khỏi chỗ phục mình tại đồng bằng Ghi-bê -a.|以 色 列 眾 人 都 起 來 、 在 巴 力 他 瑪 擺 陣 ． 以 色 列 的 伏 兵 、 從 馬 利 迦 巴 埋 伏 的 地 方 衝 上 前 去 。
Như vậy, xảy có một muôn tinh binh của Y-sơ-ra-ên đã phục trước tại Ghi-bê -a xông tới, đánh giặc rất dữ dội; nhưng người Bên-gia-min không biết tai họa hãm lấy mình.|有 以 色 列 人 中 的 一 萬 精 兵 、 來 到 基 比 亞 前 接 戰 、 勢 派 甚 是 兇 猛 ． 便 雅 憫 人 卻 不 知 道 災 禍 臨 近 了 。
Đức Giê-hô-va đánh bại người chi phái Bên-gia-min trước mặt dân Y-sơ-ra-ên; và trong ngày đó, dân Y-sơ-ra-ên giết hai muôn năm ngàn mốt người Bên-gia-min, hết thảy đều có tài cầm gươm.|耶 和 華 使 以 色 列 人 殺 敗 便 雅 憫 人 ． 那 日 以 色 列 人 殺 死 便 雅 憫 人 二 萬 五 千 一 百 、 都 是 拿 刀 的 。
Người Bên-gia-min thấy rõ mình bị bại. Vả, người Y-sơ-ra-ên đã nhường bước cho người Bên-gia-min, vì chúng tin cậy nơi sự phục binh mình ở gần Ghi-bê -a.|於 是 便 雅 憫 人 知 道 自 己 敗 了 ． 先 是 以 色 列 人 、 因 為 靠 著 在 基 比 亞 前 所 設 的 伏 兵 、 就 在 便 雅 憫 人 面 前 詐 敗 。
Những binh đã phục, lật đật xông hãm Ghi-bê -a, đi tới lấy gươm giết hết thảy cả người ở thành.|伏 兵 急 忙 闖 進 基 比 亞 、 用 刀 殺 死 全 城 的 人 。
Người Y-sơ-ra-ên đã hẹn một dấu hiệu với những binh phục, là những phục binh phải làm cho một ngọn khói đen cất lên khỏi thành.|以 色 列 人 豫 先 同 伏 兵 約 定 在 城 內 放 火 、 以 煙 氣 上 騰 為 號 。
Vậy, dân Y-sơ -r-ên đã thối lại trong trận, còn người Bên-gia-min khởi đánh và giết chừng ba mươi người Y-sơ-ra-ên. Chúng nói: Quả thật chúng nó bị thua trước mặt chúng ta như lần trước!|以 色 列 人 臨 退 陣 的 時 候 、 便 雅 憫 人 動 手 殺 死 以 色 列 人 、 約 有 三 十 個 ． 就 說 、 他 們 仍 像 前 次 被 我 們 殺 敗 了 。
Nhưng khi trụ khói khởi bay lên khỏi thành, người Bên-gia-min nhìn xem lại đằng sau, thấy cả thành đều có khói bay lên trời.|當 煙 氣 如 柱 從 城 中 上 騰 的 時 候 、 便 雅 憫 人 回 頭 觀 看 、 見 全 城 的 煙 氣 沖 天 。
Bấy giờ, dân Y-sơ-ra-ên trở lại, còn nhưng người Bên-gia-min lấy làm kinh hãi, vì thấy tai họa đã hãm áp mình.|以 色 列 人 又 轉 身 回 來 ． 便 雅 憫 人 就 甚 驚 惶 、 因 為 看 見 災 禍 臨 到 自 己 了 。
Chúng xây lưng lại trước mặt dân Y-sơ-ra-ên, chạy trốn về phía đồng vắng; nhưng đạo binh Y-sơ-ra-ên theo riết gần, và những kẻ ra khỏi thành đều bị giết liền.|他 們 在 以 色 列 人 面 前 、 轉 身 往 曠 野 逃 跑 、 以 色 列 人 在 後 面 追 殺 ． 那 從 各 城 裡 出 來 的 、 也 都 夾 攻 殺 滅 他 們 。
Chúng vây phủ người Bên-gia-min, đuổi theo và chà đạp họ tại nơi họ dừng lại, cho đến chỗ đối ngang Ghi-bê -a, về hướng mặt trời mọc.|以 色 列 人 圍 繞 便 雅 憫 人 、 追 趕 他 們 、 在 他 們 歇 腳 之 處 、 對 著 日 出 之 地 的 基 比 亞 踐 踏 他 們 。
Như vậy, một muôn tám ngàn người Bên-gia-min phải ngã, thảy đều là người dõng sĩ.|便 雅 憫 人 死 了 的 、 有 一 萬 八 千 ． 都 是 勇 士 。
Trong số người xây lưng chạy trốn về phía đồng vắng, hướng hòn đá Rim-môn, thì dân Y-sơ-ra-ên còn giết dọc đường năm ngàn người nữa, đoạn theo riết gần đến Ghi-bê-om thì giết hai ngàn người.|其 餘 的 人 轉 身 向 曠 野 逃 跑 、 往 臨 門 磐 去 ． 以 色 列 人 在 道 路 上 殺 了 他 們 五 千 人 、 如 拾 取 遺 穗 一 樣 ． 追 到 基 頓 又 殺 了 他 們 二 千 人 。
Vậy, số tổng cộng người Bên-gia-min ngã chết trong ngày đó là hai muôn năm ngàn người có tài cầm gươm, và thảy đều là người dõng sĩ.|那 日 便 雅 憫 死 了 的 、 共 有 二 萬 五 千 人 ． 都 是 拿 刀 的 勇 士 。
Lại có sáu trăm người xây lưng chạy trốn về phía đồng vắng, đến hòn đá Rim-môn và ở đó bốn tháng.|只 剩 下 六 百 人 、 轉 身 向 曠 野 逃 跑 、 到 了 臨 門 磐 、 就 在 那 裡 住 了 四 個 月 。
Đoạn, dân Y-sơ-ra-ên trở lại đánh người Bên-gia-min, dùng gươm giết hết thảy người ta ở trong thành, súc vật và hết thảy vật nào gặp được; lại hễ gặp thành nào, thì châm lửa đốt nó.|以 色 列 人 又 轉 到 便 雅 憫 地 、 將 各 城 的 人 和 牲 畜 、 並 一 切 所 遇 見 的 、 都 用 刀 殺 盡 、 又 放 火 燒 了 一 切 城 邑 。

					Các Thủ Lãnh 21				|
						士師記 21					
Tại Mích-ba, dân Y-sơ-ra-ên có lập lời thề nầy: Chẳng ai trong chúng ta sẽ gả con gái mình cho một người Bên-gia-min.|以 色 列 人 在 米 斯 巴 曾 起 誓 說 、 我 們 都 不 將 女 兒 給 便 雅 憫 人 為 妻 。
Đoạn, dân sự đến Bê-tên, ở lại đó trước mặt Đức Chúa Trời cho đến chiều tối, cất tiếng lên khóc dầm dề;|以 色 列 人 來 到 伯 特 利 坐 在 　 神 面 前 直 到 晚 上 放 聲 痛 哭 、
mà rằng: Oi, Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên, ngày nay thiếu một chi phái của Y-sơ-ra-ên; sao tai họa nầy xảy đến cho chúng tôi?|說 、 耶 和 華 以 色 列 的 　 神 阿 、 為 何 以 色 列 中 有 這 樣 缺 了 一 支 派 的 事 呢 。
Qua ngày sau, dân sự đều đứng dậy, xây trong chỗ đó một bàn thờ, dâng lên của lễ thiêu và của lễ thù ân.|次 日 清 早 百 姓 起 來 、 在 那 裡 築 了 一 座 壇 、 獻 燔 祭 和 平 安 祭 。
Vả, dân Y-sơ-ra-ên có thề lời trọng thể nầy: Kẻ nào chẳng đến ra mắt Đức Giê-hô-va tại Mích-ba, sẽ hẳn bị xử tử! Nên họ bèn hỏi: Trong các chi phái Y-sơ-ra-ên có người nào không đến hội đồng trước mặt Đức Giê-hô-va chăng?|以 色 列 人 彼 此 問 說 、 以 色 列 各 支 派 中 、 誰 沒 有 同 會 眾 上 到 耶 和 華 面 前 來 呢 ． 先 是 以 色 列 人 起 過 大 誓 說 、 凡 不 上 米 斯 巴 到 耶 和 華 面 前 來 的 、 必 將 他 治 死 。
Song dân Y-sơ-ra-ên ăn năn về điều xảy đến cho chi phái Bên-gia-min, anh em mình, mà rằng: Ngày nay, một chi phái đã truất khỏi Y-sơ-ra-ên.|以 色 列 人 為 他 們 的 弟 兄 便 雅 憫 後 悔 、 說 、 如 今 以 色 列 中 絕 了 一 個 支 派 了 。
Chúng ta sẽ làm sao đặng có người nữ cho những kẻ còn sống, vì chúng ta đã nhơn danh Đức Giê-hô-va thề rằng không gả một con gái nào của chúng ta cho họ?|我 們 既 在 耶 和 華 面 前 起 誓 說 、 必 不 將 我 們 的 女 兒 給 便 雅 憫 人 為 妻 、 現 在 我 們 當 怎 樣 辦 理 、 使 他 們 剩 下 的 人 有 妻 呢 。
Vậy, chúng nói rằng: Trong các chi phái Y-sơ-ra-ên, có ai chẳng đến ra mắt trước mặt Đức Giê-hô-va tại Mích-ba chăng? Vả, từ Gia-be trong xứ Ga-la-át, chẳng có ai đến vào trại quân tại hội đồng;|又 彼 此 問 說 、 以 色 列 支 派 中 誰 沒 有 上 米 斯 巴 到 耶 和 華 面 前 來 呢 ． 他 們 就 查 出 基 列 雅 比 沒 有 一 人 進 營 到 會 眾 那 裡 ．
vì khi tu bộ dân, thì chẳng thấy có người nào của dân Gia-be ở xứ Ga-la-át.|因 為 百 姓 被 數 的 時 候 、 沒 有 一 個 基 列 雅 比 人 在 那 裡 。
Hội chúng bèn sai đến Gia-be một muôn hai ngàn người mạnh mẽ hơn hết, và truyền lịnh rằng: Hãy đi, dùng gươm giết dân cư của Gia-be ở xứ Ga-la-át, luôn với người nữ và con trẻ.|會 眾 就 打 發 一 萬 二 千 大 勇 士 、 吩 咐 他 們 說 、 你 們 去 用 刀 將 基 列 雅 比 人 連 婦 女 帶 孩 子 都 擊 殺 了 。
Nầy là điều các ngươi sẽ làm: Hãy tận diệt mọi người nam luôn với mọi người nữ đã làm bạn một người nam.|所 當 行 的 就 是 這 樣 、 要 將 一 切 男 子 、 和 已 嫁 的 女 子 盡 行 殺 戮 ．
Chúng tìm được trong dân Gia-be ở xứ Ga-la-át, bốn trăm con gái đồng trinh chưa làm bạn với người nam, bèn dẫn chúng nó về trại quân tại Si-lô, ở trong xứ Ca-na-na.|他 們 在 基 列 雅 比 人 中 、 遇 見 了 四 百 個 未 嫁 的 處 女 、 就 帶 到 迦 南 地 的 示 羅 營 裡 。
Toàn hội chúng sai sứ đến người Bên-gia-min rút ở nơi hòn đá Rim-môn đặng giảng hòa cho chúng.|全 會 眾 打 發 人 到 臨 門 磐 的 便 雅 憫 人 那 裡 、 向 他 們 說 和 睦 的 話 。
Người Bên-gia-min bèn trở về; dân Y-sơ-ra-ên gả cho chúng những người nữ mình đã dung thứ, để còn sống trong số những người nữ Gia-be ở xứ Ga-la-át; nhưng không đủ cho mọi người.|當 時 便 雅 憫 人 回 來 了 、 以 色 列 人 就 把 所 存 活 基 列 雅 比 的 女 子 給 他 們 為 妻 、 還 是 不 彀 。
Vậy, dân sự ăn năn về việc Bên-gia-min, vì Đức Giê-hô-va có làm khuyết trong các chi phái Y-sơ-ra-ên.|百 姓 為 便 雅 憫 人 後 悔 、 因 為 耶 和 華 使 以 色 列 人 缺 了 一 個 支 派 〔 原 文 作 使 以 色 列 中 有 了 破 口 〕 。
Các trưởng lão của hội chúng nói: Bởi những người nữ của chi phái Bên-gia-min bị tuyệt diệt, thì chúng ta phải làm sao đặng kiếm vợ cho những người còn lại?|會 中 的 長 老 說 、 便 雅 憫 中 的 女 子 既 然 除 滅 了 、 我 們 當 怎 樣 辦 理 、 使 那 餘 剩 的 人 有 妻 呢 。
Lại tiếp rằng: Những người còn sống sẽ nhận được sản nghiệp thuộc về Bên-gia-min, kẻo một chi phái bị truất khỏi Y-sơ-ra-ên chăng.|又 說 、 便 雅 憫 逃 脫 的 人 當 有 地 業 、 免 得 以 色 列 中 塗 抹 了 一 個 支 派 。
