
					Xuất Hành 1				|
Ngày mai, hãy chực cho sẵn, vừa sáng lên trên đỉnh núi Si-na -i, đứng trước mặt ta tại đó.|明 日 早 晨 、 你 要 豫 備 好 了 、 上 西 乃 山 、 在 山 頂 上 站 在 我 面 前 。
Không ai nên lên theo cùng ngươi hết, khắp núi không nên thấy có người, và chiên, bò cũng chẳng nên ăn cỏ nơi núi nầy nữa.|誰 也 不 可 和 你 一 同 上 去 、 遍 山 都 不 可 有 人 、 在 山 根 也 不 可 叫 羊 群 牛 群 喫 草 。
Môi-se bèn đục hai bảng đá, y như hai bảng trước; dậy sớm, cầm theo tay hai bảng đó lên trên núi Si-na -i, y như lời Đức Giê-hô-va đã phán dặn.|摩 西 就 鑿 出 兩 塊 石 版 、 和 先 前 的 一 樣 ． 清 晨 起 來 、 照 耶 和 華 所 吩 咐 的 上 西 乃 山 去 、 手 裡 拿 著 兩 塊 石 版 。
Đức Giê-hô-va ngự xuống trong đám mây, đứng gần bên Môi-se và hô danh Giê-hô-va.|耶 和 華 在 雲 中 降 臨 、 和 摩 西 一 同 站 在 那 裡 、 宣 告 耶 和 華 的 名 。
Ngài đi ngang qua mặt người, hô rằng: Giê-hô-va! Giê-hô-va! là Đức Chúa Trời nhân từ, thương xót, chậm giận, đầy dẫy ân huệ và thành thực,|耶 和 華 在 他 面 前 宣 告 說 、 耶 和 華 、 耶 和 華 、 是 有 憐 憫 、 有 恩 典 的 　 神 、 不 輕 易 發 怒 、 並 有 豐 盛 的 慈 愛 和 誠 實 。
ban ơn đến ngàn đời, xá điều gian ác, tội trọng, và tội lỗi; nhưng chẳng kể kẻ có tội là vô tội, và nhơn tội tổ phụ phạt đến con cháu trải ba bốn đời.|為 千 萬 人 存 留 慈 愛 、 赦 免 罪 孽 、 過 犯 、 和 罪 惡 ． 萬 不 以 有 罪 的 為 無 罪 、 必 追 討 他 的 罪 、 自 父 及 子 、 直 到 三 四 代 。
Môi-se lật đật cúi đầu xuống đất và thờ lạy, mà thưa rằng:|摩 西 急 忙 伏 地 下 拜 、
Lạy Chúa! Nếu tôi được ơn trước mặt Chúa, xin hãy đi giữa chúng tôi, vì dân nầy là một dân cứng cổ. Xin hãy tha sự gian ác cùng tội lỗi, và nhận chúng tôi làm cơ nghiệp Chúa.|說 、 主 阿 、 我 若 在 你 眼 前 蒙 恩 、 求 你 在 我 們 中 間 同 行 、 因 為 這 是 硬 著 頸 項 的 百 姓 ． 又 求 你 赦 免 我 們 的 罪 孽 、 和 罪 惡 、 以 我 們 為 你 的 產 業 。
Đức Giê-hô-va phán rằng: Nầy, ta lập một giao ước. Trước mặt các dân sự của ngươi, ta sẽ làm các phép lạ chưa hề có làm trên cả mặt đất, hay là nơi dân nào; và toàn dân sự mà trong đó có ngươi, sẽ xem thấy việc Đức Giê-hô, vì điều ta sẽ làm cùng ngươi là một điều đáng kinh khiếp.|耶 和 華 說 、 我 要 立 約 、 要 在 百 姓 面 前 行 奇 妙 的 事 、 是 在 遍 地 萬 國 中 所 未 曾 行 的 ． 在 你 四 圍 的 外 邦 人 、 就 要 看 見 耶 和 華 的 作 為 、 因 我 向 你 所 行 的 是 可 畏 懼 的 事 。
Hãy cẩn thận về điều ta truyền cho ngươi hôm nay. Nầy, ta sẽ đuổi khỏi trước mặt ngươi dân A-mô-rít, dân Ca-na-an, dân Hê-tít, dân Phê-rê-sít, dân Hê-vít, và dân Giê-bu-sít.|我 今 天 所 吩 咐 你 的 、 你 要 謹 守 ． 我 要 從 你 面 前 攆 出 亞 摩 利 人 、 迦 南 人 、 赫 人 、 比 利 洗 人 、 希 未 人 、 耶 布 斯 人 。
Hãy cẩn thận đừng lập giao ước cùng dân của xứ mà ngươi sẽ vào, e chúng nó sẽ thành cái bẫy giữa ngươi chăng.|你 要 謹 慎 、 不 可 與 你 所 去 那 地 的 居 民 立 約 、 恐 怕 成 為 你 們 中 間 的 網 羅 ．
Nhưng các ngươi hãy phá hủy bàn thờ, đập bể pho tượng và đánh hạ các thần chúng nó.|卻 要 拆 毀 他 們 的 祭 壇 、 打 碎 他 們 的 柱 像 、 砍 下 他 們 的 木 偶 。
Vì ngươi đừng sấp mình xuống trước mặt Chúa nào khác, bởi Đức Giê-hô-va tự xưng là Đức Chúa Trời kỵ tà; Ngài thật là một Đức Chúa Trời kỵ tà vậy.|不 可 敬 拜 別 神 、 因 為 耶 和 華 是 忌 邪 的 　 神 、 名 為 忌 邪 者 。
Hãy cẩn thận đừng lập giao ước cùng dân của xứ đó, e khi chúng nó hành dâm cùng các tà thần chúng nó và tế các tà thần của chúng nó, có kẻ mời, rồi ngươi ăn của chúng họ chăng.|只 怕 你 與 那 地 的 居 民 立 約 、 百 姓 隨 從 他 們 的 神 、 就 行 邪 淫 、 祭 祀 他 們 的 神 、 有 人 叫 你 、 你 便 喫 他 的 祭 物 、
Lại đừng cưới con gái chúng nó cho con trai ngươi, e khi con gái chúng nó hành dâm với các tà thần chúng nó, quyến dụ con trai ngươi cũng hành dâm cùng các tà thần của chúng nó nữa chăng.|又 為 你 的 兒 子 娶 他 們 的 女 兒 為 妻 、 他 們 的 女 兒 隨 從 他 們 的 神 就 行 邪 淫 、 使 你 的 兒 子 也 隨 從 他 們 的 神 行 邪 淫 。
Ngươi chớ đúc thần tượng.|不 可 為 自 己 鑄 造 神 像 。
Ngươi hãy giữ lễ bánh không men. Nhằm kỳ tháng lúa trỗ, hãy ăn bánh không men trong bảy ngày, như ta đã truyền dặn ngươi; vì nhằm tháng đó ngươi ra khỏi xứ Ê-díp-tô.|你 要 守 除 酵 節 、 照 我 所 吩 咐 你 的 、 在 亞 筆 月 內 所 定 的 日 期 、 喫 無 酵 餅 七 天 、 因 為 你 是 這 亞 筆 月 內 出 了 埃 及 。
Các con trưởng nam đều thuộc về ta; cùng các con đực đầu lòng của bầy súc vật ngươi, hoặc bò hoặc chiên cũng vậy.|凡 頭 生 的 都 是 我 的 、 一 切 牲 畜 頭 生 的 、 無 論 是 牛 是 羊 、 公 的 都 是 我 的 。
Nhưng ngươi sẽ bắt một chiên con hay là dê con mà chuộc một con lừa đầu lòng. Nếu chẳng chuộc nó, ngươi hãy bẻ cổ nó. Ngươi sẽ chuộc các con trưởng nam mình; và chớ ai đi tay không đến chầu trước mặt ta.|頭 生 的 驢 、 要 用 羊 羔 代 贖 、 若 不 代 贖 、 就 要 打 折 他 的 頸 項 。 凡 頭 生 的 兒 子 都 要 贖 出 來 。 誰 也 不 可 空 手 朝 見 我 。
Trong sáu ngày ngươi hãy làm công việc, nhưng qua ngày thứ bảy hãy nghỉ, dẫu mùa cày hay mùa gặt ngươi cũng phải nghỉ vậy.|你 六 日 要 作 工 、 第 七 日 要 安 息 、 雖 在 耕 種 收 割 的 時 候 、 也 要 安 息 。
Đầu mùa gặt lúa mì, ngươi hãy giữ lễ của các tuần lễ; và cuối năm giữ lễ mùa màng.|在 收 割 初 熟 麥 子 的 時 候 、 要 守 七 七 節 ． 又 在 年 底 要 守 收 藏 節 。
Thường năm ba lần, trong vòng các ngươi, mỗi người nam sẽ ra mắt Chúa Giê-hô-va, là Đức Chúa Trời của Y-sơ-ra-ên.|你 們 一 切 男 丁 、 要 一 年 三 次 朝 見 主 耶 和 華 以 色 列 的 　 神 。
Vì ta sẽ đuổi các dân khỏi trước mặt ngươi, ta sẽ mở rộng bờ cõi ngươi; và trong khi ngươi lên ra mắt Giê-hô-va Đức Chúa Trời ngươi, mỗi năm ba lần, thì sẽ chẳng ai tham muốn xứ ngươi hết.|我 要 從 你 面 前 趕 出 外 邦 人 、 擴 張 你 的 境 界 ． 你 一 年 三 次 上 去 朝 見 耶 和 華 你 　 神 的 時 候 、 必 沒 有 人 貪 慕 你 的 地 土 。
Ngươi chớ dâng huyết của con sinh tế ta cùng bánh pha men; thịt của con sinh về lễ Vượt-qua chớ nên giữ đến sáng mai.|你 不 可 將 我 祭 物 的 血 、 和 有 酵 的 餅 、 一 同 獻 上 ． 逾 越 節 的 祭 物 、 也 不 可 留 到 早 晨 。
Ngươi sẽ đem dâng hoa quả đầu mùa của đất sanh sản vào đến Giê-hô-va, là Đức Chúa Trời ngươi. Ngươi chớ nấu thịt dê con trong sữa mẹ nó.|地 裡 首 先 初 熟 之 物 、 要 送 到 耶 和 華 你 　 神 的 殿 。 不 可 用 山 羊 羔 母 的 奶 、 煮 山 羊 羔 。
Đức Giê-hô-va cũng phán cùng Môi-se rằng: Hãy chép các lời nầy; vì theo các lời nầy mà ta lập giao ước cùng ngươi và cùng Y-sơ-ra-ên.|耶 和 華 吩 咐 摩 西 說 、 你 要 將 這 些 話 寫 上 、 因 為 我 是 按 這 話 與 你 和 以 色 列 人 立 約 。
Môi-se ở đó cùng Đức Giê-hô-va trong bốn mươi ngày và bốn mười đêm, không ăn bánh, cũng không uống nước; Đức Giê-hô-va chép trên hai bảng đá các lời giao ước, tức là mười điều răn.|摩 西 在 耶 和 華 那 裡 四 十 晝 夜 、 也 不 喫 飯 、 也 不 喝 水 ． 耶 和 華 將 這 約 的 話 、 就 是 十 條 誡 、 寫 在 兩 塊 版 上 。
Khi Môi-se tay cầm hai bảng chứng đi xuống núi Si-na -i, chẳng biết rằng da mặt mình sáng rực bởi vì mình hầu chuyện Đức Giê-hô-va.|摩 西 手 裡 拿 著 兩 塊 法 版 下 、 西 乃 山 的 時 候 、 不 知 道 自 己 的 面 皮 、 因 耶 和 華 和 他 說 話 就 發 了 光 。
Nhưng A-rôn cùng cả dân Y-sơ-ra-ên nhìn Môi-se thấy mặt người sáng rực, sợ không dám lại gần.|亞 倫 和 以 色 列 眾 人 看 見 摩 西 的 面 皮 發 光 、 就 怕 挨 近 他 。
Môi-se bèn gọi họ, A-rôn cùng các hội trưởng đến gần; rồi nói chuyện cùng họ.|摩 西 叫 他 們 來 、 於 是 亞 倫 和 會 眾 的 官 長 都 到 他 那 裡 去 、 摩 西 就 與 他 們 說 話 。
Kế sau, cả dân Y-sơ-ra-ên đến gần, người truyền dặn các điều của Đức Giê-hô-va đã phán dặn mình nơi núi Si-na -i.|隨 後 以 色 列 眾 人 都 近 前 來 、 他 就 把 耶 和 華 在 西 乃 山 與 他 所 說 的 一 切 話 、 都 吩 咐 他 們 。
Môi-se thôi nói chuyện cùng họ, liền lấy lúp che mặt mình lại.|摩 西 與 他 們 說 完 了 話 、 就 用 帕 子 蒙 上 臉 。
Khi Môi-se vào trước mặt Đức Giê-hô-va đặng hầu chuyện Ngài, thì dở lúp lên cho đến chừng nào lui ra; đoạn ra nói lại cùng dân Y-sơ-ra-ên mọi lời Ngài đã phán dặn mình.|但 摩 西 進 到 耶 和 華 面 前 與 他 說 話 、 就 揭 去 帕 子 、 及 至 出 來 的 時 候 、 便 將 耶 和 華 所 吩 咐 的 告 訴 以 色 列 人 。
Dân Y-sơ-ra-ên nhìn mặt Môi-se thấy da mặt người sáng rực, thì Môi-se lấy lúp che mặt mình cho đến khi nào vào hầu chuyện Đức Giê-hô-va.|以 色 列 人 看 見 摩 西 的 面 皮 發 光 、 摩 西 又 用 帕 子 蒙 上 臉 、 等 到 他 進 去 與 耶 和 華 說 話 就 揭 去 帕 子 。

					Xuất Hành 35				|
						出埃及記 35					
Môi-se nhóm hết hội chúng Y-sơ-ra-ên lại mà nói rằng: Đây là các việc của Đức Giê-hô-va đã phán dạy làm:|摩 西 招 聚 以 色 列 全 會 眾 、 對 他 們 說 、 這 是 耶 和 華 所 吩 咐 的 話 、 叫 你 們 照 著 行 。
Người ta sẽ làm công việc trong sáu ngày, nhưng đến ngày thứ bảy sẽ là một lễ thánh, tức là ngày sa-bát biệt riêng ra thánh cho Đức Giê-hô-va. Ai làm công việc trong ngày đó sẽ bị xử tử.|六 日 要 作 工 、 第 七 日 乃 為 聖 日 、 當 向 耶 和 華 守 為 安 息 聖 日 、 凡 這 日 之 內 作 工 的 、 必 把 他 治 死 。
Nhằm ngày sa-bát chớ nổi lửa trong nhà nào của các ngươi hết.|當 安 息 日 、 不 可 在 你 們 一 切 的 住 處 生 火 。
Môi-se nói cùng cả hội chúng Y-sơ-ra-ên rằng: Đây là các lời Đức Giê-hô-va đã phán dặn:|摩 西 對 以 色 列 全 會 眾 說 、 耶 和 華 所 吩 咐 的 是 這 樣 ．
Hãy lấy một lễ vật chi ở nhà các ngươi mà dâng cho Đức Giê-hô-va. Hễ người nào có lòng thành dâng cho, hãy đem lễ vật cho Đức Giê-hô-va: vàng, bạc và đồng;|你 們 中 間 要 拿 禮 物 獻 給 耶 和 華 、 凡 樂 意 獻 的 、 可 以 拿 耶 和 華 的 禮 物 來 、 就 是 金 銀 銅 、
chỉ tím, đỏ điều, đỏ sặm, vải gai mịn, lông dê,|藍 色 紫 色 朱 紅 色 線 、 細 麻 、 山 羊 毛 、
da chiên đực nhuộm đỏ, da cá nược, cây si-tim,|染 紅 的 公 羊 皮 、 海 狗 皮 、 皂 莢 木 、
dầu thắp, các thứ hương liệu đặng chế dầu xức và hương thơm,|點 燈 的 油 、 並 作 膏 油 、 和 香 的 香 料 、
bích ngọc, và các thứ ngọc khác để dùng khảm cho ê-phót và bảng đeo ngực.|紅 瑪 瑙 、 與 別 樣 的 寶 石 、 可 以 鑲 嵌 在 以 弗 得 和 胸 牌 上 。
Trong vòng các ngươi mấy người khôn ngoan hơn hết hãy đến làm mọi điều Đức Giê-hô-va đã phán dặn;|你 們 中 間 凡 心 裡 有 智 慧 的 、 都 要 來 作 耶 和 華 一 切 所 吩 咐 的 、
đền tạm, trại và bong của đền tạm, móc, ván, xà ngang, trụ và lỗ trụ;|就 是 帳 幕 、 和 帳 幕 的 罩 棚 、 並 帳 幕 的 蓋 、 鉤 子 、 板 、 閂 、 柱 子 、 帶 卯 的 座 、
hòm bảng chứng và đòn khiêng, nắp thi ân cùng màn che nơi chí thánh;|櫃 和 櫃 的 杠 、 施 恩 座 、 和 遮 掩 櫃 的 幔 子 、
cài bàn và đòn khiêng, các đồ phụ tùng của bàn cùng bánh trần thiết;|桌 子 、 和 桌 子 的 杠 、 與 桌 子 的 一 切 器 具 、 並 陳 設 餅 、
chân đèn, đồ phụ tùng, các đèn và dầu thắp đèn;|燈 臺 、 和 燈 臺 的 器 具 、 燈 盞 、 並 點 燈 的 油 、
bàn thờ xông hương cùng đòn khiêng; dầu xức, hương liệu, và bức màn cửa đền tạm;|香 壇 、 和 壇 的 杠 、 膏 油 、 和 馨 香 的 香 料 、 並 帳 幕 門 口 的 簾 子 、
bàn thờ dâng của lễ thiêu và rá đồng; đòn khiêng và các đồ phụ tùng của bàn thờ; cái thùng và chân thùng;|燔 祭 壇 、 和 壇 的 銅 網 、 壇 的 杠 、 並 壇 的 一 切 器 具 、 洗 濯 盆 、 和 盆 座 、
bố vi che hành lang, trụ, lỗ trụ, và bức màn của cửa hành lang;|院 子 的 帷 子 、 和 帷 子 的 柱 子 、 帶 卯 的 座 、 和 院 子 的 門 簾 、
các nọc của đền tạm, cùng nọc và dây của hành lang;|帳 幕 的 橛 子 、 並 院 子 的 橛 子 、 和 這 兩 處 的 繩 子 、
bộ áo lễ dùng về công việc trong nơi thánh; bộ áo thánh cho A-rôn, thầy tế lễ cả, và bộ áo cho các con trai người đặng làm chức tế lễ.|精 工 作 的 禮 服 、 和 祭 司 亞 倫 並 他 兒 子 在 聖 所 用 以 供 祭 司 職 分 的 聖 衣 。
Cả hội chúng Y-sơ-ra-ên bèn lui ra khỏi mặt Môi-se.|以 色 列 全 會 眾 從 摩 西 面 前 退 去 。
Mọi người có lòng cảm động, và mọi người có lòng thành, đều đem lễ vật đến dâng cho Đức Giê-hô-va, để làm công việc hội mạc, các đồ phụ tùng và bộ áo thánh.|凡 心 裡 受 感 、 和 甘 心 樂 意 的 、 都 拿 耶 和 華 的 禮 物 來 、 用 以 作 會 幕 和 其 中 一 切 的 使 用 、 又 用 以 作 聖 衣 。
Phàm người nam cùng nữ, tức mọi kẻ có lòng thành, đều đến đem những hoa tai, nhẫn, khâu, kiềng, các thứ trang sức bằng vàng và hết thảy đều dâng lễ vật bằng vàng cho Đức Giê-hô-va.|凡 心 裡 樂 意 獻 禮 物 的 、 連 男 帶 女 、 各 將 金 器 、 就 是 胸 前 鍼 、 耳 環 、 〔 或 作 鼻 環 〕 打 印 的 戒 指 、 和 手 釧 、 帶 來 獻 給 耶 和 華 。
Kẻ nào ở nhà mình có chỉ tím, đỏ điều, đỏ sặm, vải gai mịn, lông dê, da chiên đực nhuộm đỏ, và da cá nược đều đem đến.|凡 有 藍 色 紫 色 朱 紅 色 線 、 細 麻 、 山 羊 毛 、 染 紅 的 公 羊 皮 、 海 狗 皮 的 、 都 拿 了 來 。
Hễ ai có chi làm lễ vật bằng bạc hay bằng đồng, đều đem dâng cho Đức Giê-hô-va, và hễ ai có cây si-tim nơi nhà mình dùng hiệp về các công việc tế lễ, đều đem đến.|凡 獻 銀 子 和 銅 、 給 耶 和 華 為 禮 物 的 、 都 拿 了 來 ． 凡 有 皂 莢 木 可 作 甚 麼 使 用 的 、 也 拿 了 來 。
Phàm người đàn bà khéo thì chánh tay mình kéo chỉ lấy và đem đến món chi họ đã kéo rồi, chỉ tím, đỏ điều, đỏ sặm, và chỉ gai mịn.|凡 心 中 有 智 慧 的 婦 女 、 親 手 紡 線 、 把 所 紡 的 藍 色 紫 色 朱 紅 色 線 、 和 細 麻 、 都 拿 了 來 。
Còn mấy người đàn bà có cảm động và tài khéo thì kéo chỉ lông dê.|凡 有 智 慧 心 裡 受 感 的 婦 女 、 就 紡 山 羊 毛 。
Các bực tôn trưởng trong dân sự đem bích ngọc và các thứ ngọc khác để khảm cho ê-phót và bảng đeo ngực;|眾 官 長 把 紅 瑪 瑙 、 和 別 樣 的 寶 石 、 可 以 鑲 嵌 在 以 弗 得 與 胸 牌 上 的 、 都 拿 了 來 ．
dầu thắp đèn, các hương liệu để chế dầu xức và dầu thơm.|又 拿 香 料 作 香 、 拿 油 點 燈 、 作 膏 油 。
Cả dân Y-sơ-ra-ên, nam hay nữ, phàm ai có lòng cảm động xui cho mình tình nguyện quyên vào các công việc Đức Giê-hô-va đã phán dặn nơi Môi-se, đều đem dâng cho Đức Giê-hô-va các lễ tình nguyện vậy.|以 色 列 人 、 無 論 男 女 、 凡 甘 心 樂 意 獻 禮 物 給 耶 和 華 的 、 都 將 禮 物 拿 來 、 作 耶 和 華 藉 摩 西 所 吩 咐 的 一 切 工 。
