
					II Các Vua 1				|
						列王紀下 22					
Khi Giô-si -a lên làm vua, được tám tuổi; người cai trị ba mươi mốt năm tại Giê-ru-sa-lem. Mẹ người tên là Giê-đi-đa, con gái của A-đa-gia, cháu Bô-cát.|約 西 亞 登 基 的 時 候 年 八 歲 ． 在 耶 路 撒 冷 作 王 三 十 一 年 ． 他 母 親 名 叫 耶 底 大 、 是 波 斯 加 人 亞 大 雅 的 女 兒 。
Người làm điều thiện trước mặt Đức Giê-hô-va, đi theo trọn con đường của Đa-vít, tổ phụ mình, không tẻ tách hoặc về bên hữu, hoặc về bên tả.|約 西 亞 行 耶 和 華 眼 中 看 為 正 的 事 、 行 他 祖 大 衛 一 切 所 行 的 、 不 偏 左 右 。
Năm thứ mười tám đời Giô-si -a, vua sai thơ ký Sa-phan, con trai A-xa-lia, cháu Mê-su-lam, đến đền Đức Giê-hô-va, mà dặn rằng:|約 西 亞 王 十 八 年 、 王 差 遣 米 書 蘭 的 孫 子 亞 薩 利 的 兒 子 書 記 沙 番 、 上 耶 和 華 殿 去 、 吩 咐 他 說 、
Hãy đi lên thầy tế lễ thượng phẩm Hinh-kia, đếm bạc đã đem đến trong đền thờ của Đức Giê-hô-va, tức là bạc mà các người giữ cửa đền thờ đã thâu lấy nơi dân sự;|你 去 見 大 祭 司 希 勒 家 、 使 他 將 奉 到 耶 和 華 殿 的 銀 子 、 就 是 守 門 的 從 民 中 收 聚 的 銀 子 、 數 算 數 算 、
đoạn hãy giao bạc ấy cho những kẻ coi sóc việc đền thờ của Đức Giê-hô-va, để họ giao lại cho thợ sửa sang các nơi hư nứt của đền thờ,|交 給 耶 和 華 殿 裡 辦 事 的 人 、 使 他 們 轉 交 耶 和 華 殿 裡 作 工 的 人 、 好 修 理 殿 的 破 壞 之 處 ．
tức thợ mộc, thợ xây cất, thợ hồ, và dùng mua gỗ và đá đẽo đặng tu bổ đền lại.|就 是 轉 交 木 匠 和 工 人 、 並 瓦 匠 、 又 買 木 料 和 鑿 成 的 石 頭 、 修 理 殿 宇 ．
Song chớ tính sổ bạc giao nơi tay chúng, vì chúng vốn làm thành thực.|將 銀 子 交 在 辦 事 的 人 手 裡 、 不 與 他 們 算 帳 ． 因 為 他 們 辦 事 誠 實 。
Thầy tế lễ thượng phẩm Hinh-kia nói với thơ ký Sa-phan rằng: Tôi đã tìm được quyển luật pháp trong đền thờ Đức Giê-hô-va. Hinh-kia trao quyển sách đó cho Sa-phan, và người đọc nó.|大 祭 司 希 勒 家 對 書 記 沙 番 說 、 我 在 耶 和 華 殿 裡 得 了 律 法 書 。 希 勒 家 將 書 遞 給 沙 番 、 沙 番 就 看 了 。
Đoạn, thơ ký Sa-phan đến tìm vua, thuật lại điều này mà rằng: Các tôi tớ vua đã đóng bạc tìm đặng trong đền thờ, và đã giao nơi tay các người lo coi sóc công việc đền thờ của Đức Giê-hô-va.|書 記 沙 番 到 王 那 裡 、 回 覆 王 說 、 你 的 僕 人 已 將 殿 裡 的 銀 子 倒 出 數 算 、 交 給 耶 和 華 殿 裡 辦 事 的 人 了 。
Thơ ký Sa-phan lại nói rằng: Thầy tế lễ thượng phẩm Hinh-kia có trao cho tôi một quyển sách; đoạn, Sa-phan đọc sách đó trước mặt vua.|書 記 沙 番 又 對 王 說 、 祭 司 希 勒 家 遞 給 我 一 卷 書 ． 沙 番 就 在 王 面 前 讀 那 書 。
Vua vừa nghe các lời của sách luật pháp, liền xé quần áo mình.|王 聽 見 律 法 書 上 的 話 、 便 撕 裂 衣 服 、
Đoạn, vua truyền lịnh cho thầy tế lễ Hinh-kia, cho A-hi-ca, con trai Sa-phan, cho Ac-bồ, con trai Mi-ca-gia, đầy tớ của vua, mà rằng:|吩 咐 祭 司 希 勒 家 、 與 沙 番 的 兒 子 亞 希 甘 、 米 該 亞 的 兒 子 亞 革 波 、 書 記 沙 番 、 和 王 的 臣 僕 亞 撒 雅 、 說 、
Hãy đi cầu vấn Đức Giê-hô-va cho ta, cho dân sự, và cho cả Giu-đa, về các lời của sách mới tìm được. Vì cơn giận của Đức Giê-hô-va nổi lên cùng chúng ta thật là lớn lao, tại tổ phụ chúng ta không có nghe theo các lời của sách này, và không làm theo điều đã đã truyền phán cho chúng ta.|你 們 去 、 為 我 、 為 民 、 為 猶 大 眾 人 、 以 這 書 上 的 話 求 問 耶 和 華 ． 因 為 我 們 列 祖 沒 有 聽 從 這 書 上 的 言 語 、 沒 有 遵 著 書 上 所 吩 咐 我 們 的 去 行 、 耶 和 華 就 向 我 們 大 發 烈 怒 。
Vậy, thầy tế lễ Hinh-kia, A-hi-cam, Ac-bồ, Sa-phan, và A-sa-gia đi tìm nữ tiên tri Hun-đa, vợ của Sa-lum, người giữ áo lễ, con trai của Tiếc-va, cháu của Hạt-ha; người ở tại Giê-ru-sa-lem, trong quận thứ nhì. Chúng nói chuyện với nàng,|於 是 祭 司 希 勒 家 、 和 亞 希 甘 、 亞 革 波 、 沙 番 、 亞 撒 雅 、 都 去 見 女 先 知 戶 勒 大 ． 戶 勒 大 是 掌 管 禮 服 沙 龍 的 妻 ． 沙 龍 是 哈 珥 哈 斯 的 孫 子 、 特 瓦 的 兒 子 。 戶 勒 大 住 在 耶 路 撒 冷 第 二 區 ． 他 們 請 問 於 他 。
nàng bèn nói rằng: Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên nói như vầy: Hãy nói với người sai các ngươi đến ta rằng:|他 對 他 們 說 、 耶 和 華 以 色 列 的 　 神 如 此 說 、 你 們 可 以 回 覆 那 差 遣 你 們 來 見 我 的 人 、 說 、
Đức Giê-hô-va phán như vầy: Ta sẽ dẫn tai họa trên chỗ này và trên dân cư nó, làm hoàn thành mọi lời của sách mà vua Giu-đa đã đọc.|耶 和 華 如 此 說 、 我 必 照 著 猶 大 王 所 讀 那 書 上 的 一 切 話 、 降 禍 與 這 地 、 和 其 上 的 居 民 。
Bởi vì dân Giu-đa đã lìa bỏ ta, đốt hương cho các thần khác, chọc giận vì các công việc của tay chúng nó, nên cơn giận ta sẽ nổi lên cùng chỗ này, không hề nguôi.|因 為 他 們 離 棄 我 、 向 別 神 燒 香 、 用 他 們 手 所 作 的 惹 我 發 怒 ． 所 以 我 的 忿 怒 必 向 這 地 發 作 、 總 不 止 息 。
Còn về vua Giu-đa đã sai các người cầu vấn Đức Giê-hô-va, thì hãy nói với người rằng: Về các lời người đã nghe Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên phán như vầy:|然 而 差 遣 你 們 來 求 問 耶 和 華 的 猶 大 王 、 你 們 要 這 樣 回 覆 他 、 說 、 耶 和 華 以 色 列 的 　 神 如 此 說 、 至 於 你 所 聽 見 的 話 、
Khi ngươi nghe lời ta phán nghịch cùng chỗ này, và nghịch cùng dân cư nó rằng, chỗ này sẽ bị phá hoang, dân cư trở thành rủa sả, thì ngươi có lòng mềm mại, hạ mình xuống trước mặt Đức Giê-hô-va, xé quần áo mình, và khóc lóc trước mặt ta; bởi vậy cho nên ta cũng có nghe ngươi.|就 是 聽 見 我 指 著 這 地 、 和 其 上 的 居 民 、 所 說 要 使 這 地 變 為 荒 場 、 民 受 咒 詛 的 話 ． 你 便 心 裡 敬 服 、 在 我 面 前 自 卑 、 撕 裂 衣 服 、 向 我 哭 泣 、 因 此 我 應 允 了 你 ． 這 是 我 耶 和 華 說 的 。
Kìa, ta sẽ thâu ngươi về cùng các tổ phụ ngươi; và ngươi sẽ được thâu vào nơi mồ mả ngươi cách bình an, và mắt ngươi sẽ chẳng thấy những điều tai họa mà ta toàn giáng xuống trên chỗ này. Chúng bèn tâu lại cho vua những lời ấy.|我 必 使 你 平 平 安 安 的 歸 到 墳 墓 、 到 你 列 祖 那 裡 ． 我 要 降 與 這 地 的 一 切 災 禍 、 你 也 不 至 親 眼 看 見 。 他 們 就 回 覆 王 去 了 。

					II Các Vua 23				|
						列王紀下 23					
Vua bèn sai người nhóm hiệp hết thảy những trưởng lão Giu-đa và Giê-ru-sa-lem.|王 差 遣 人 招 聚 猶 大 和 耶 路 撒 冷 的 眾 長 老 來 。
Đoạn, vua đi lên đền thờ Đức Giê-hô-va, có hết thảy người Giu-đa, cả dân cư Giê-ru-sa-lem, những thầy tế lễ, đấng tiên tri, cùng cả dân sự, vô luận nhỏ lớn, đều đi theo người. Người đọc cho chúng nghe các lời của sách giao ước, mà người ta đã tìm được trong đền thờ của Đức Giê-hô-va.|王 和 猶 大 眾 人 、 與 耶 路 撒 冷 的 居 民 、 並 祭 司 、 先 知 、 和 所 有 的 百 姓 、 無 論 大 小 、 都 一 同 上 到 耶 和 華 的 殿 ． 王 就 把 耶 和 華 殿 裡 所 得 的 約 書 念 給 他 們 聽 。
Vua đứng trên tòa, lập giao ước trước mặt Đức Giê-hô-va, hứa đi theo Đức Giê-hô-va, hết lòng hết ý gìn giữ những điều răn, chứng cớ, và luật lệ của Ngài, và làm hoàn thành lời giao ước đã chép trong sách này. Cả dân sự đều ưng lời giao ước ấy.|王 站 在 柱 旁 、 在 耶 和 華 面 前 立 約 、 要 盡 心 盡 性 的 順 從 耶 和 華 、 遵 守 他 的 誡 命 、 法 度 、 律 例 、 成 就 這 書 上 所 記 的 約 言 ． 眾 民 都 服 從 這 約 。
Vua bèn truyền lịnh cho thầy tế lễ thượng phẩm Hinh-kia, cho mấy thầy phó tế, và các người giữ cửa đền thờ, cất khỏi đền thờ của Đức Giê-hô-va hết thảy những khí giới người ta làm đặng cúng thờ Ba-anh, At-tạt-tê, và cả cơ binh trên trời. Người bảo thiêu các vật đó ngoài Giê-ru-sa-lem, trong đồng ruộng Xết-rôn, rồi đem tro nó đến Bê-tên.|王 吩 咐 大 祭 司 希 勒 家 、 和 副 祭 司 、 並 把 門 的 、 將 那 為 巴 力 、 和 亞 舍 拉 、 並 天 上 萬 象 所 造 的 器 皿 、 都 從 耶 和 華 殿 裡 搬 出 來 、 在 耶 路 撒 冷 外 汲 淪 溪 旁 的 田 間 燒 了 、 把 灰 拿 到 伯 特 利 去 。
Người cũng đuổi những thầy cả của các tà thần mà những vua Giu-đa đã lập, đặng xông hương trên các nơi cao trong những thành Giu-đa và tại các nơi chung quanh Giê-ru-sa-lem; cũng đuổi đi những thầy cả dâng hương cho Ba-anh, cho mặt trời, mặt trăng, huỳnh đạo, và cả cơ binh trên trời.|從 前 猶 大 列 王 所 立 拜 偶 像 的 祭 司 、 在 猶 大 城 邑 的 邱 壇 、 和 耶 路 撒 冷 的 周 圍 燒 香 ． 現 在 王 都 廢 去 ． 又 廢 去 向 巴 力 、 和 日 、 月 、 行 星 、 〔 行 星 或 作 十 二 宮 〕 並 天 上 萬 象 、 燒 香 的 人 ．
Người cất hình tượng At-tạt-tê khỏi đền thờ của Đức Giê-hô-va, đem nó ra ngoài Giê-ru-sa-lem, đến khe Xết-rôn, thiêu đốt nó tại đó và nghiền ra tro, rồi rải tro ấy trên mồ của thường dân.|又 從 耶 和 華 殿 裡 、 將 亞 舍 拉 搬 到 耶 路 撒 冷 外 汲 淪 溪 邊 焚 燒 、 打 碎 成 灰 、 將 灰 撒 在 平 民 的 墳 上 ．
Người lại phá những phòng của bợm vĩ gian ở trong đền thờ của Đức Giê-hô-va, là nơi đó người nữ dệt những trại cho At-tạt-tê.|又 拆 毀 耶 和 華 殿 裡 孌 童 的 屋 子 、 就 是 婦 女 為 亞 舍 拉 織 帳 子 的 屋 子 ．
Người cũng đòi đến hết thảy những thầy tế lễ ở các thành Giu-đa, làm ô uế những nơi cao mà chúng nó có xông hương, từ Ghê-ba cho đến Bê -e-Sê-ba; lại phá những bàn thờ lập tại cửa thành, tức tại cửa Giô-suê, quan cai thành, ở về phía bên tả, khi vào cửa thành.|並 且 從 猶 大 的 城 邑 帶 眾 祭 司 來 、 污 穢 祭 司 燒 香 的 邱 壇 、 從 迦 巴 直 到 別 是 巴 、 又 拆 毀 城 門 旁 的 邱 壇 、 這 邱 壇 在 邑 宰 約 書 亞 門 前 、 進 城 門 的 左 邊 。
Song, những người đã làm thầy tế lễ các nơi cao, thì chẳng được lên đến bàn thờ của Đức Giê-hô-va tại Giê-ru-sa-lem; song họ ăn bánh không men với anh em mình.|但 是 邱 壇 的 祭 司 不 登 耶 路 撒 冷 耶 和 華 的 壇 、 只 在 他 們 弟 兄 中 間 喫 無 酵 餅 ．
Người cũng làm ô uế Tô-phết tại trong trũng con cái Hi-nôm, hầu cho từ rày về sau, không ai được đưa con trai hay là con gái mình qua lửa cho Mo-lóc.|又 污 穢 欣 嫩 子 谷 的 陀 斐 特 、 不 許 人 在 那 裡 使 兒 女 經 火 、 獻 給 摩 洛 ．
Người trừ bỏ những con ngựa các vua Giu-đa dâng cho mặt trời, ở nơi cửa vào đền Đức Giê-hô-va, tại nơi công đường của quan hoạn Nê-than-Mê-léc, trong hành lang của đền thờ; còn những xe của mặt trời, thì người thiêu đốt.|又 將 猶 大 列 王 在 耶 和 華 殿 門 旁 、 太 監 拿 單 米 勒 靠 近 遊 廊 的 屋 子 、 向 日 頭 所 獻 的 馬 廢 去 、 且 用 火 焚 燒 日 車 。
Vua Giô-si -a cũng phá những bàn thờ mà các vua Giu-đa đã cất trên nóc nhà lầu của vua A-cha; lại những bàn thờ mà Ma-na-se có dựng lên trong hai hành lang của đền thờ Đức Giê-hô-va, thì người đập bể, cất khỏi chỗ, và rải bụi nát nó trong khe Xết-rôn.|猶 大 列 王 在 亞 哈 斯 樓 頂 上 所 築 的 壇 、 和 瑪 拿 西 在 耶 和 華 殿 兩 院 中 所 築 的 壇 、 王 都 拆 毀 打 碎 了 、 就 把 灰 倒 在 汲 淪 溪 中 。
Vua cũng làm ô uế những nơi cao ở tại trước Giê-ru-sa-lem, bên phía hữu núi Tà-tịch, là những nơi cao mà Sa-lô-môn, vua Y-sơ-ra-ên, đã cất lên để cùng thờ At-tạt-tê, thần tượng quái gở của dân Si-đôn, Kê-mốt, thần tượng quái gở của dân Mô-áp, và Minh-cô, thần tượng gớm ghiếc của dân Am-môn.|從 前 以 色 列 王 所 羅 門 在 耶 路 撒 冷 前 、 邪 僻 山 右 邊 、 為 西 頓 人 可 憎 的 神 亞 斯 他 錄 、 摩 押 人 可 憎 的 神 基 抹 、 亞 捫 人 可 憎 的 神 米 勒 公 、 所 築 的 邱 壇 、 王 都 污 穢 了 。
Người bẻ gãy các trụ thờ, đánh đổ các hình tượng At-tạt-tê, và chất đầy hài cốt tại chỗ nó đã đứng.|又 打 碎 柱 像 、 砍 下 木 偶 、 將 人 的 骨 頭 充 滿 了 那 地 方 。
Lại, người phá bàn thờ tại Bê-tên, và nơi cao mà Giê-rô-bô-am, con trai Nê-bát, đã lập, tức là người đó gây cho Y-sơ-ra-ên phạm tội; người phá bàn thờ ấy, thiêu đốt nơi cao, và cán nghiền thành ra tro bụi; cũng thiêu đốt tượng At-tạt-tê.|他 將 伯 特 利 的 壇 、 就 是 叫 以 色 列 人 陷 在 罪 裡 尼 八 的 兒 子 耶 羅 波 安 所 築 的 那 壇 、 都 拆 毀 焚 燒 、 打 碎 成 灰 、 並 焚 燒 了 亞 舍 拉 。
Giô-si -a xây lại chợt thấy những mồ mả ở trên núi; người bèn sai lấy hài cốt ở trong những mồ mả ấy, rồi thiêu nó trên bàn thờ, làm cho bàn thờ bị ô uế, y như lời của Đức Giê-hô-va, mà người của Đức Chúa Trời đã báo cáo trước.|約 西 亞 回 頭 、 看 見 山 上 的 墳 墓 、 就 打 發 人 將 墳 墓 裡 的 骸 骨 取 出 來 、 燒 在 壇 上 、 污 穢 了 壇 、 正 如 從 前 神 人 宣 傳 耶 和 華 的 話 。
Đoạn, vua hỏi rằng: Bia ta thấy đó là chi? Các người thành ấy đáp rằng: Ay là mồ mả của người Đức Chúa Trời ở Giu-đa, đến báo cáo trước về những việc mà vua đã làm cho bàn thờ tại Bê-tên.|約 西 亞 問 說 、 我 所 看 見 的 是 甚 麼 碑 。 那 城 裡 的 人 回 答 說 、 先 前 有 神 人 從 猶 大 來 、 豫 先 說 王 現 在 向 伯 特 利 壇 所 行 的 事 、 這 就 是 他 的 墓 碑 。
Người tiếp: Hãy để hài cốt ấy bình yên, chớ ai dời đi. Vậy, chúng chẳng dời hài cốt của người, cùng hài cốt của đấng tiên tri ở Sa-ma-ri mà ra.|約 西 亞 說 、 由 他 罷 ． 不 要 挪 移 他 的 骸 骨 。 他 們 就 不 動 他 的 骸 骨 、 也 不 動 從 撒 瑪 利 亞 來 那 先 知 的 骸 骨 。
Giô-si -a cũng dỡ hết thảy chùa miễu của các nơi cao ở tại trong thành Sa-ma-ri, mà các vua Y-sơ-ra-ên đã lập đặng chọc giận Đức Giê-hô-va, phá hủy các nhà đó như đã làm trong Bê-tên.|從 前 以 色 列 諸 王 在 撒 瑪 利 亞 的 城 邑 、 建 築 邱 壇 的 殿 、 惹 動 耶 和 華 的 怒 氣 、 現 在 約 西 亞 都 廢 去 了 、 就 如 他 在 伯 特 利 所 行 的 一 般 ．
Người giết tại trên bàn thờ những thầy cả của các nơi cao, và thiêu hài cốt ở trên. Đoạn, người trở về Giê-ru-sa-lem.|又 將 邱 壇 的 祭 司 、 都 殺 在 壇 上 、 並 在 壇 上 燒 人 的 骨 頭 、 就 回 耶 路 撒 冷 去 了 。
Vua bèn truyền lịnh cho cả dân sự rằng: Hãy giữ lễ Vượt qua cho Giê-hô-va Đức Chúa Trời của các ngươi, tùy theo các lời đã chép trong sách giao ước.|王 吩 咐 眾 民 說 、 你 們 當 照 這 約 書 上 所 寫 的 、 向 耶 和 華 你 們 的 　 神 守 逾 越 節 。
Trong lúc các quan xét đã xét đoán Y-sơ-ra-ên, hoặc trong đời các vua Y-sơ-ra-ên và vua Giu-đa, thật chẳng hề có giữ một lễ Vượt qua nào|自 從 士 師 治 理 以 色 列 人 、 和 以 色 列 王 猶 大 王 的 時 候 、 直 到 如 今 、 實 在 沒 有 守 過 這 樣 的 逾 越 節 ．
giống như lễ Vượt qua giữ cho Đức Giê-hô-va tại Giê-ru-sa-lem, nhằm năm thứ mười tám đời vua Giô-si -a.|只 有 約 西 亞 王 十 八 年 在 耶 路 撒 冷 向 耶 和 華 守 這 逾 越 節 。
Giô-si -a cũng trừ diệt những đồng cốt và thầy bói, những thê-ra-phim, và hình tượng, cùng hết thảy sự gớm ghiếc thấy trong xứ Giu-đa và tại Giê-ru-sa-lem, đặng làm theo các lời luật pháp đã chép trong sách mà thầy tế lễ Hinh-kia đã tìm đặng trong đền thờ của Đức Giê-hô-va.|凡 猶 大 國 和 耶 路 撒 冷 所 有 交 鬼 的 、 行 巫 術 的 、 與 家 中 的 神 像 、 和 偶 像 、 並 一 切 可 憎 之 物 、 約 西 亞 盡 都 除 掉 、 成 就 了 祭 司 希 勒 家 在 耶 和 華 殿 裡 所 得 律 法 書 上 所 寫 的 話 。
