
					II Sa-mu-ên 1				|
Tôi đuổi theo kẻ thù nghịch tôi, và hủy diệt nó, Chỉ trở về sau khi đã tận diệt chúng nó.|我 追 趕 我 的 仇 敵 、 滅 絕 了 他 們 ． 未 滅 以 先 、 我 沒 有 歸 回 。
Tôi trừ tiệt, đâm lủng chúng nó, không thể dậy lại được; Chúng nó sa ngã dưới chơn tôi.|我 滅 絕 了 他 們 、 打 傷 了 他 們 、 使 他 們 不 能 起 來 ． 他 們 都 倒 在 我 的 腳 下 。
Vì Chúa đã thắt lưng tôi bằng sức mạnh để chiến trận, Và khiến kẻ dấy nghịch cùng tôi xếp rệp dưới tôi.|因 為 你 曾 以 力 量 束 我 的 腰 、 使 我 能 爭 戰 ． 你 也 使 那 起 來 攻 擊 我 的 、 都 服 在 我 以 下 。
Chúa cũng khiến kẻ thù nghịch xây lưng cùng tôi, Hầu cho tôi diệt những kẻ ghét tôi.|你 又 使 我 的 仇 敵 、 在 我 面 前 轉 背 逃 跑 、 叫 我 能 以 剪 除 那 恨 我 的 人 。
Chúng nó trông ngóng, nhưng chẳng ai cứu cho; Chúng nó kêu cùng Đức Giê-hô-va, song Ngài không đáp lại.|他 們 仰 望 、 卻 無 人 拯 救 、 就 是 呼 求 耶 和 華 、 他 也 不 應 允 。
Bấy giờ tôi đập giập chúng nó khác nào bụi dưới đất; Chà nát, giày đạp chúng nó giống như bùn ngoài đường.|我 搗 碎 他 們 、 如 同 地 上 的 灰 塵 ． 踐 踏 他 們 四 散 在 地 、 如 同 街 上 的 泥 土 。
Chúa đã giải cứu tôi khỏi sự tranh giành của dân sự tôi, Gìn giữ tôi để làm đầu các nước; Một dân tộc tôi không quen biết sự phục sự tôi.|你 救 我 脫 離 我 百 姓 的 爭 競 、 保 護 我 作 列 國 的 元 首 ． 我 素 不 認 識 的 民 、 必 事 奉 我 。
Các người ngoại quốc sẽ phục dưới tôi; Vừa nghe nói về tôi, chúng nó đều vâng theo tôi.|外 邦 人 要 投 降 我 、 一 聽 見 我 的 名 聲 、 就 必 順 從 我 。
Các người ngoại quốc sẽ tàn mọt, Đi ra khỏi chỗ ẩn mình cách run sợ.|外 邦 人 要 衰 殘 、 戰 戰 兢 兢 的 出 他 們 的 營 寨 。
Đức Giê-hô-va hằng sống; đáng ngợi khen hòn đá lớn tôi! Nguyện Đức Chúa Trời, là hòn đá của sự chửng cứu tôi, được tôn cao!|耶 和 華 是 活 神 ． 願 我 的 磐 石 、 被 人 稱 頌 ． 願 　 神 、 那 拯 救 我 的 磐 石 、 被 人 尊 崇 。
Từ là Đức Chúa Trời báo thù cho tôi, Khiến các dân tộc qui phục tôi.|這 位 　 神 就 是 那 為 我 伸 冤 、 使 眾 民 服 在 我 以 下 的 。
Ngài giải cứu tôi khỏi kẻ thù nghịch; Thật Chúa nâng tôi lên cao hơn kẻ dấy nghịch cùng tôi, Và cứu tôi khỏi người hung bạo.|你 救 我 脫 離 仇 敵 、 又 把 我 舉 起 、 高 過 那 些 起 來 攻 擊 我 的 ． 你 救 我 脫 離 強 暴 的 人 。
Vì vậy, Đức Giê-hô-va ôi! Tôi sẽ khen ngợi Ngài tại giữa các dân, Và ca tụng danh của Ngài.|耶 和 華 阿 、 因 此 我 要 在 外 邦 中 稱 謝 你 、 歌 頌 你 的 名 。
Đức Giê-hô-va ban cho vua của Ngài sự giải cứu lớn lao, Và làm ơn cho đấng chịu xức dầu của Ngài, Tức là cho Đa-vít và cho dòng dõi người, đến đời đời.|耶 和 華 賜 極 大 的 救 恩 給 他 所 立 的 王 、 施 慈 愛 給 他 的 受 膏 者 、 就 是 給 大 衛 和 他 的 後 裔 、 直 到 永 遠 。

					II Sa-mu-ên 23				|
						撒母耳記下 23					
Nầy là lời sau hết của Đa-vít. Nầy là lời của Đa-vít, con trai Y-sai, Tức lời của người đã được nâng lên cao thay, Đấng chịu xức dầu của Đức Chúa Trời Gia-cốp, Và làm kẻ hát êm dịu của Y-sơ-ra-ên.|以 下 是 大 衛 末 了 的 話 。 耶 西 的 兒 子 大 衛 得 居 高 位 、 是 雅 各 　 神 所 膏 的 ． 作 以 色 列 的 美 歌 者 說 、
Thần của Đức Giê-hô-va đã cậy miệng ta mà phán, Và lời của Ngài ở nơi lưỡi miệng ta.|耶 和 華 的 靈 藉 著 我 說 、 他 的 話 在 我 口 中 。
Đức Chúa Trời của Y-sơ-ra-ên đã phán, Hòn Đá lớn của Y-sơ-ra-ên đã phán cùng ta rằng: Người nào cai trị loài người cách công bình, Cách kính sợ Đức Chúa Trời,|以 色 列 的 　 神 、 以 色 列 的 磐 石 、 曉 諭 我 說 、 那 以 公 義 治 理 人 民 的 、 敬 畏 　 神 執 掌 權 柄 、
Thì sẽ giống như sự chói lòa buổi sáng, khi mặt trời mọc, Khác nào một buổi sớm mai chẳng có mây; Các ánh sáng nó làm cho cây cỏ bởi đất nảy ra sau khi mưa.|他 必 像 日 出 的 晨 光 、 如 無 雲 的 清 晨 、 雨 後 的 晴 光 、 使 地 發 生 嫩 草 。
Nhà ta dầu chẳng phải như vậy trước mặt Đức Chúa Trời, Song Ngài đã lập với ta một giao ước đời đời, Vững bền trong mọi sự và chắc chắn. Vì đó là cả sự cứu rỗi và cả sự ước ao ta, Dẫu Ngài không làm cho điều đó nẩy nở ra.|我 家 在 　 神 面 前 並 非 如 此 ． 　 神 卻 與 我 立 永 遠 的 約 ． 這 約 凡 事 堅 穩 、 關 乎 我 的 一 切 救 恩 、 和 我 一 切 所 想 望 的 、 他 豈 不 為 我 成 就 麼 。
Trái lại, hết thảy kẻ hung ác đều giống như gai chông mà người ta liệng ra xa, Không thể lấy bằng tay được;|但 匪 類 都 必 像 荊 棘 被 丟 棄 ． 人 不 敢 用 手 拿 他 ．
Người ta phải dùng đồ bằng sắt hay là cán cây lao đặng nắm nó. Rồi chính tại chỗ, nó bị thiêu trong lửa.|拿 他 的 人 必 帶 鐵 器 和 槍 杆 、 終 久 他 必 被 火 焚 燒 。
Nầy là tên các người mạnh bạo đã giúp việc cho Đa-vít: Giô-sép-Ba-sê-bết, người Tách-kê-môn, làm đầu lính thị vệ của vua. Ay là người quơ giáo mình cự lại tám trăm người, và giết đi trong một lúc gặp.|大 衛 勇 士 的 名 字 、 記 在 下 面 ． 他 革 捫 人 約 設 巴 設 、 又 稱 伊 斯 尼 人 亞 底 挪 、 他 是 軍 長 的 統 領 、 一 時 擊 殺 了 八 百 人 。
Sau người ấy, có Ê-lê -a-sa, con trai Đô-đô, cháu của A-cô-hi, là một trong ba người mạnh bạo đã cùng Đa-vít thách dân Phi-li-tin hiệp lại đặng chiến trận.|其 次 是 亞 合 人 朵 多 的 兒 子 以 利 亞 撒 。 從 前 非 利 士 人 聚 集 要 打 仗 、 以 色 列 人 迎 著 上 去 、 有 跟 隨 大 衛 的 三 個 勇 士 向 非 利 士 人 罵 陣 、 其 中 有 以 利 亞 撒 ．
Khi dân Y-sơ-ra-ên rút đi, thì Ê-lê -a-sa chổi dậy, đánh dân Phi-li-tin cho đến khi tay người tê cứng lại nơi gươm người. Trong ngày đó, Đức Giê-hô-va khiến cho dân Y-sơ-ra-ên được thắng trận cả thể; chúng chỉ theo sau Ê-lê -a-sa đặng cướp bóc kẻ thù nghịch đó thôi.|他 起 來 擊 殺 非 利 士 人 、 直 到 手 臂 疲 乏 、 手 粘 住 刀 把 ． 那 日 耶 和 華 使 以 色 列 人 大 獲 全 勝 ． 眾 民 在 以 利 亞 撒 後 頭 專 奪 財 物 。
Sau người ấy có Sa-ma, con trai A-ghe, người Ha-ra. Dân Phi-li-tin đã hiệp lại thành đoàn lũ; ở đó có một đồng gieo đầy đậu, và dân sự đều chạy trốn khỏi trước mặt dân Phi-li-tin.|其 次 是 哈 拉 人 亞 基 的 兒 子 沙 瑪 。 一 日 非 利 士 人 聚 集 成 群 、 在 一 塊 長 滿 紅 豆 的 田 裡 ． 眾 民 就 在 非 利 士 人 面 前 逃 跑 。
Nhưng Sa-ma đứng ở giữa ruộng, binh vực nó, và đánh dân Phi-li-tin. Như vậy, Đức Giê-hô-va khiến cho dân Y-sơ-ra-ên được thắng trận cả thể.|沙 瑪 卻 站 在 那 田 間 、 擊 殺 非 利 士 人 、 救 護 了 那 田 ． 耶 和 華 使 以 色 列 人 大 獲 全 勝 。
Trong vòng ba mươi quan tướng, có ba người đi xuống nhằm lúc mùa gặt và đến cùng Đa-vít tại hang đá A-đu-lam, trong khi một cơ quân Phi-li-tin đóng trại tại trũng Rê-pha-im.|收 割 的 時 候 、 有 三 十 個 勇 士 中 的 三 個 人 、 下 到 亞 杜 蘭 洞 見 大 衛 ． 非 利 士 的 軍 兵 在 利 乏 音 谷 安 營 。
Bấy giờ Đa-vít ở trong đồn, và ở tại Bết-lê-hem có một đạo binh hờ của dân Phi-li-tin.|那 時 大 衛 在 山 寨 ． 非 利 士 人 的 防 營 在 伯 利 恆 。
Đa-vít ao ước rằng: Chớ chi ta được uống nước bởi giếng ở bên cửa thành Bết-lê-hem!|大 衛 渴 想 、 說 、 甚 願 有 人 將 伯 利 恆 城 門 旁 井 裡 的 水 打 來 給 我 喝 。
Bấy giờ, có ba người quan tướng đầy lòng gan dạ, xông ngang qua trại quân Phi-li-tin, múc nước giếng ở bên cửa thành Bết-lê-hem, rồi đem về dâng cho Đa-vít; nhưng người từ chối không uống, bèn rảy nước đó ra làm lễ dâng cho Đức Giê-hô-va,|這 三 個 勇 士 就 闖 過 非 利 士 人 的 營 盤 、 從 伯 利 恆 城 門 旁 的 井 裡 打 水 、 拿 來 奉 給 大 衛 ． 他 卻 不 肯 喝 、 將 水 奠 在 耶 和 華 面 前 、
mà rằng: Đức Giê-hô-va ôi! tôi hẳn không uống đâu. Nước nầy khác nào huyết của ba người nầy, liều mạng sống mình đặng đi đến nơi kia. Vậy người không chịu uống. Đó là sự của ba người tướng mạnh bạo ấy đã làm.|說 、 耶 和 華 阿 、 這 三 個 人 冒 死 去 打 水 ． 這 水 好 像 他 們 的 血 一 般 ． 我 斷 不 敢 喝 ． 如 此 大 衛 不 肯 喝 、 這 是 三 個 勇 士 所 作 的 事 。
A-bi-sai, em Giô-áp, con trai của Xê-ru-gia, làm tướng của ba người dõng sĩ; người dùng cây giáo mình đánh chết ba trăm người, và có danh tiếng trong ba người dõng sĩ ấy.|洗 魯 雅 的 兒 子 約 押 的 兄 弟 亞 比 篩 是 這 三 個 勇 士 的 首 領 。 他 舉 槍 殺 了 三 百 人 、 就 在 三 個 勇 士 裡 得 了 名 。
Trong cả ba, A-bi-sai có danh hơn hết, và người làm đầu họ. Dầu vậy, người không bằng ba người kia.|他 在 這 三 個 勇 士 裡 、 是 最 尊 貴 的 ． 所 以 作 他 們 的 首 領 ． 只 是 不 及 前 三 個 勇 士 。
Lại có Bê-na-gia ở Cáp-sê-ên, con trai của Giê-hô-gia-đa, là một người mạnh bạo, nổi tiếng vì các công lớn của mình. Người đã giết hai người Mô-áp mạnh bạo hơn hết. Trong một ngày tuyết kia, ấy cũng người nầy đi xuống một cái hầm chứa nước, có con sư tử, và giết nó đi.|有 甲 薛 勇 士 耶 何 耶 大 的 兒 子 比 拿 雅 行 過 大 能 的 事 ． 他 殺 了 摩 押 人 亞 利 伊 勒 的 兩 個 兒 子 ． 又 在 下 雪 的 時 候 下 坑 裡 去 、 殺 了 一 個 獅 子 ．
Lại người cũng đánh giết một người Ê-díp-tô, có bộ tướng đáng sợ hãi. Người Ê-díp-tô cầm nơi tay một cây giáo; còn Bê-na-gia cầm cây gậy xuống đón người. Người rứt cây giáo khỏi tay người Ê-díp-tô, rồi dùng một cây giáo ấy mà giết hắn đi.|又 殺 了 一 個 強 壯 的 埃 及 人 ． 埃 及 人 手 裡 拿 著 槍 ． 比 拿 雅 只 拿 著 棍 子 下 去 、 從 埃 及 人 手 裡 奪 過 槍 來 、 用 那 槍 將 他 殺 死 。
Đó là công việc Bê-na-gia, con trai Giê-hô-gia-đa, đã làm; người được nổi tiếng trong ba người tướng gan dạ kia. Trong bọn ba mươi người, Bê-na-gia có danh tiếng hơn;|這 是 耶 何 耶 大 的 兒 子 比 拿 雅 所 行 的 事 、 就 在 三 個 勇 士 裡 得 了 名 。
song không bằng ba người trước. Đa-vít nhận người vào trong bàn mật nghị mình.|他 比 那 三 十 個 勇 士 都 尊 貴 、 只 是 不 及 前 三 個 勇 士 。 大 衛 立 他 作 護 衛 長 。
A-sa-ên, em Giô-áp, là một người thuộc trong ba mươi người dõng sĩ kia; cũng có En-ca-nan, con trai của Đô-đô, ở Bết-lê-hem;|三 十 個 勇 士 裡 有 約 押 的 兄 弟 亞 撒 黑 、 伯 利 恆 人 朵 多 的 兒 子 伊 勒 哈 難 ．
lại có Sa-ma ở Ha-rốt, Ê-li-ca ở Ha-rốt;|哈 律 人 沙 瑪 、 哈 律 人 以 利 加 、
Hê-lết ở Phê-lết; Y-sa, con trai của Y-kẻ ở Tê-cô;|帕 勒 提 人 希 利 斯 、 提 哥 亞 人 益 吉 的 兒 子 以 拉 、
A-bi-ê-xe ở A-na-tốt; Mê-bô-nai ở Hu-sa;|亞 拿 突 人 亞 比 以 謝 、 戶 沙 人 米 本 乃 、
Sanh-môn ở A-hô -a; Ma-ha-rai ở Nê-tô-pha;|亞 合 人 撒 們 、 尼 陀 法 人 瑪 哈 萊 、
Hê-lép, con trai của Ba -a-na ở Nê-to-pha; Y-tai, con trai của Ri-bai ở Ghi-bê -a, thành của dân Bên-gia-min;|尼 陀 法 人 巴 拿 的 兒 子 希 立 、 便 雅 憫 族 基 比 亞 人 利 拜 的 兒 子 以 太 、
Bê-na-gia ở Phi-ra-thôn; Hi-đai ở Na-ha-lê-Gia-ách;|比 拉 頓 人 比 拿 雅 、 迦 實 溪 人 希 太 、
A-bi-Anh-bôn ở A-ra-ba; Ach-ma-vét ở Bạt cum;|伯 亞 拉 巴 人 亞 比 亞 本 、 巴 魯 米 人 押 斯 瑪 弗 、
Ê-li -a-ba ở Sa-bôn; các con trai của Gia-sen, Giô-na-than;|沙 本 人 以 利 雅 哈 巴 、 雅 善 兒 子 中 的 約 拿 單 、
Sa-ma ở Ha-ra; A-ki-am, con trai của Sa-ra, người A-ra-rít;|哈 拉 人 沙 瑪 、 哈 拉 人 沙 拉 的 兒 子 亞 希 暗 、
Ê-li-phê-lết, con trai của A-cạt-bai, con trai của một người Ma-ca-thít; Ê-li-am, con trai của A-hi-tô-phe ở Ghi-lô;|瑪 迦 人 亞 哈 拜 的 兒 子 以 利 法 列 、 基 羅 人 亞 希 多 弗 的 兒 子 以 連 、
Hết-rai ở Cạt-mên; Pha-rai ở A-ráp;|迦 密 人 希 斯 萊 、 亞 巴 人 帕 萊 、
Di-ganh, con trai của Na-than, ở Xô-ba; Ba-ni ở Ga-đi;|瑣 巴 人 拿 單 的 兒 子 以 甲 、 迦 得 人 巴 尼 、
Xê-léc, người Am-môn, Na-ha-rai ở Bê-ê-rốt, là kẻ vác binh khí cho Giô-áp, con trai của Xê-ru-gia;|亞 捫 人 洗 勒 、 比 錄 人 拿 哈 萊 、 是 給 洗 魯 雅 的 兒 子 約 押 拿 兵 器 的 、
Y-ra ở Giê-the; Ga-rép ở Giê-the;|以 帖 人 以 拉 、 以 帖 人 迦 立 、
U-ri người Hê-tít; cộng là ba mươi bảy người.|赫 人 烏 利 亞 、 共 有 三 十 七 人 。

					II Sa-mu-ên 24				|
						撒母耳記下 24					
Cơn thạnh nộ của Đức Giê-hô-va lại nổi phừng cùng dân Y-sơ-ra-ên. Ngài giục lòng Đa-vít nghịch cùng chúng mà rằng: Hãy đi tu bộ dân Y-sơ-ra-ên và dân Giu-đa.|耶 和 華 又 向 以 色 列 人 發 怒 、 就 激 動 大 衛 、 使 他 吩 咐 人 去 數 點 以 色 列 人 和 猶 大 人 。
Vua bèn nói với Giô-áp, là quan tổng binh ở gần người, mà rằng: Hãy đi khắp các chi phái Y-sơ-ra-ên, từ Đan cho đến Bê -e-Sê-ba, tu bộ dân sự, để cho ta biết số dân Y-sơ-ra-ên là bao nhiêu.|大 衛 就 吩 咐 跟 隨 他 的 元 帥 約 押 說 、 你 去 走 遍 以 色 列 眾 支 派 、 從 但 直 到 別 是 巴 、 數 點 百 姓 、 我 好 知 道 他 們 的 數 目 。
Giô-áp đáp cùng vua rằng: Nguyện Giê-hô-va Đức Chúa Trời của vua làm cho dân sự vua ngày nay được còn thêm gấp bằng trăm, và nguyện mắt vua chúa tôi thấy sự gia thêm ấy! Nhưng cớ sao vua chúa tôi vui lòng về một việc như vậy?|約 押 對 王 說 、 無 論 百 姓 多 少 、 願 耶 和 華 你 的 　 神 再 加 增 百 倍 、 使 我 主 我 王 親 眼 得 見 ． 我 主 我 王 何 必 喜 悅 行 這 事 呢 。
Dầu vậy mặc lòng, lời của vua mạnh hơn sự chống trả của Giô-áp và các quan tướng. Vậy, Giô-áp và các quan tướng ở trước mặt vua, đều đi ra đặng tu bộ dân Y-sơ-ra-ên.|但 王 的 命 令 勝 過 約 押 和 眾 軍 長 、 約 押 和 眾 軍 長 、 就 從 王 面 前 出 去 、 數 點 以 色 列 的 百 姓 。
Sau khi qua sông Giô-đanh rồi, chúng hạ trại tại A-rô -e, về phía hữu thành ở giữa trũng Gát; rồi hại trại tại Gia-ê-xe.|他 們 過 了 約 但 河 、 在 迦 得 谷 中 城 的 右 邊 亞 羅 珥 安 營 、 與 雅 謝 相 對 ．
Từ đó họ đi vào trong xứ Ga-la-át, về hướng xứ thấp của Hốt-si. Kế đó, họ đến Đan-Gia-an và miền chung quanh Si-đôn.|又 到 了 基 列 、 和 他 停 合 示 地 ． 又 到 了 但 雅 安 、 繞 到 西 頓 、
Họ cũng đi đến thành lũy xứ Ty-rơ, vào các thành dân Hế-vít và dân Ca-na-an, rồi họ giáp đến Bê -e-Sê-ba tại miền nam Giu-đa.|來 到 推 羅 的 保 障 、 並 希 未 人 和 迦 南 人 的 各 城 ． 又 到 猶 大 南 方 的 別 是 巴 。
Như vậy, họ đi khắp xứ và trở về Giê-ru-sa-lem trong chín thành và hai mươi ngày.|他 們 走 遍 全 地 、 過 了 九 個 月 零 二 十 天 就 回 到 耶 路 撒 冷 。
Giô-áp bèn trao cho vua cái sổ trọn sự tu bộ dân sự: trong Y-sơ-ra-ên có tám trăm ngàn người lính chiến, có tài cầm gươm được, và trong Giu-đa năm trăm ngàn người.|約 押 將 百 姓 的 總 數 奏 告 於 王 ． 以 色 列 拿 刀 的 勇 士 有 八 十 萬 ． 猶 大 有 五 十 萬 。
Sau khi tu bộ dân sự rồi, Đa-vít bị lương tâm cắn rứt, bèn cầu Đức Giê-hô-va rằng: Tôi đã làm như vậy, thật là đã phạm tội rất nặng. Vậy, bây giờ Đức Giê-hô-va ôi! xin hãy cất tội lỗi của kẻ tôi tớ Ngài đã phạm; vì tôi có làm cách ngu dại quá.|大 衛 數 點 百 姓 以 後 、 就 心 中 自 責 、 禱 告 耶 和 華 、 說 、 我 行 這 事 大 有 罪 了 ． 耶 和 華 阿 、 求 你 除 掉 僕 人 的 罪 孽 ． 因 我 所 行 的 甚 是 愚 昧 。
Sáng ngày mai, khi Đa-vít dậy, có lời của Đức Giê-hô-va phán cùng tiên tri Gát, là người tiên kiến của Đa-vít, rằng:|大 衛 早 晨 起 來 、 耶 和 華 的 話 臨 到 先 知 迦 得 、 就 是 大 衛 的 先 見 、 說 、
Hãy đi nói với Đa-vít: Đức Giê-hô-va phán như vầy: Ta có ba điều định cho ngươi; trong ba điều đó, hãy chọn một, rồi ta sẽ lấy nó mà phạt ngươi.|你 去 告 訴 大 衛 說 、 耶 和 華 如 此 說 、 我 有 三 樣 災 、 隨 你 選 擇 一 樣 、 我 好 降 與 你 。
