
					Công Vụ Các Sứ đồ 1				|
Khi lui ra rồi, các người nói cùng nhau rằng: Trong cách ăn ở người nầy, thật chẳng có chi đáng chết hoặc đáng bỏ tù cả.|退 到 裡 面 、 彼 此 談 論 說 、 這 人 並 沒 有 犯 甚 麼 該 死 該 綁 的 罪 。
Vua Ac-ríp-ba nói với Phê-tu rằng: Nếu người nầy chưa kêu nài đến Sê-sa, có thể tha được.|亞 基 帕 又 對 非 斯 都 說 、 這 人 若 沒 有 上 告 於 該 撒 、 就 可 以 釋 放 了 。

					Công Vụ Các Sứ đồ 27				|
						使徒行傳 27					
Khi đã định rằng chúng ta phải đi đàng biển qua nước Y-ta-li, họ bèn giao Phao-lô và nầy tên phạm khác cho một thầy đội tên là Giu-lơ, về đội quân Au-gu ta.|非 斯 都 既 然 定 規 了 、 叫 我 們 坐 船 往 義 大 利 去 、 便 將 保 羅 、 和 別 的 囚 犯 、 交 給 御 營 裡 的 一 個 百 夫 長 、 名 叫 猶 流 。
Chúng ta xuống một chiếc tàu ở A-tra-mít phải trảy đi dọc bờ biển A-si, đoạn thì ra đi. A-ri-tạc, là người Ma-xê-đoan, về thành Tê-sa-lô-ni-ca, cùng đi với chúng ta.|有 一 隻 亞 大 米 田 的 船 、 要 沿 著 亞 西 亞 一 帶 地 方 的 海 邊 走 、 我 們 就 上 了 那 船 開 行 、 有 馬 其 頓 的 帖 撒 羅 尼 迦 人 、 亞 里 達 古 、 和 我 們 同 去 。
Đến ngày sau, chúng ta tới thành Si-đôn, thì Giu-lơ đãi Phao-lô cách nhơn từ, cho phép người đi thăm bạn hữu mình, và được họ lo việc mình.|第 二 天 、 到 了 西 頓 ． 猶 流 寬 待 保 羅 、 准 他 往 朋 友 那 裡 去 、 受 他 們 的 照 應 。
Đoạn, từ nơi đó, chúng ta theo mé bờ đảo Chíp-rơ, vì bấy giờ ngược gió.|從 那 裡 又 開 船 、 因 為 風 不 順 、 就 貼 著 居 比 路 背 風 岸 行 去 。
Sau khi vượt qua biển Si-li-si và Bam-phi-ly, thì chúng ta đến thành My-ra, trong xứ Ly-si.|過 了 基 利 家 旁 非 利 亞 前 面 的 海 、 就 到 了 呂 家 的 每 拉 。
Ở đó, thầy đội thấy có một chiếc tàu ở A-léc-xan-tri sẽ đi qua Y-ta-li, bèn cho chúng ta xuống tàu đó.|在 那 裡 百 夫 長 遇 見 一 隻 亞 力 山 太 的 船 、 要 往 義 大 利 去 、 便 叫 我 們 上 了 那 船 。
Tàu chạy chậm lắm, mất nhiều ngày khó nhọc mới tới ngang thành Cơ-nít. Vì gió quá, tàu không thể ghé bến được, nên chúng ta lại theo mé bờ đảo Cơ-rết, qua Sa-môn.|一 連 多 日 、 船 行 得 慢 、 僅 僅 來 到 革 尼 土 的 對 面 。 因 為 被 風 攔 阻 、 就 貼 著 革 哩 底 背 風 岸 、 從 撒 摩 尼 對 面 行 過 ．
Khi đã chịu khó đi dọc theo nơi đó, chúng ta mới đến một nơi gọi là Mỹ-Cảng, gần thành La-sê.|我 們 沿 岸 行 走 、 僅 僅 來 到 一 個 地 方 、 名 叫 佳 澳 ． 離 那 裡 不 遠 、 有 拉 西 亞 城 。
Trải lâu ngày, tàu chạy phải nguy hiểm . Phao-lô bảo trước cho những người trong tàu,|走 的 日 子 多 了 、 已 經 過 了 禁 食 的 節 期 、 行 船 又 危 險 、 保 羅 就 勸 眾 人 說 、
rằng: Tôi thấy sự vượt biển nầy chắc sẽ phải nguy hiểm và hư hại, chẳng những cho hàng hóa và chiếc tàu mà thôi, lại đến thân chúng ta nữa.|眾 位 、 我 看 這 次 行 船 、 不 但 貨 物 和 船 要 受 傷 損 、 大 遭 破 壞 、 連 我 們 的 性 命 也 難 保 。
Nhưng thầy đội tin lời người lái tàu và chủ tàu hơn là lời Phao-lô nói.|但 百 夫 長 信 從 掌 船 的 和 船 主 、 不 信 從 保 羅 所 說 的 。
Vì cảng đó không tiện cho tàu đậu lúc mùa đông, nên phần nhiều người đều bàn rằng phải lìa khỏi đó và ráng sức đến cảng Phê-nít, là cảng của đảo Cơ-rết, hướng phía tây nam và phía tây bắc, đặng qua mùa đông ở đó.|且 因 在 這 海 口 過 冬 不 便 、 船 上 的 人 、 就 多 半 說 、 不 如 開 船 離 開 這 地 方 、 或 者 能 到 非 尼 基 過 冬 ． 非 尼 基 是 革 哩 底 的 一 個 海 口 、 一 面 朝 東 北 、 一 面 朝 東 南 。
Vừa có gió nam non bắt đầu thổi, họ tưởng rằng có thể tới nơi mình đã định, thì kéo neo mà đi dọc theo gần đảo Cơ-rết.|這 時 微 微 起 了 南 風 、 他 們 以 為 得 意 、 就 起 了 錨 、 貼 近 革 哩 底 行 去 。
Nhưng cách ít lâu có trận gió dữ tợn gọi là gió Ơ-ra-qui-lôn thổi lên vật vào đảo.|不 多 幾 時 、 狂 風 從 島 上 撲 下 來 、 那 風 名 叫 友 拉 革 羅 。
Tàu đã phải bạt đi, chống lại gió chẳng nổi, nên chúng ta để mặc cho theo chiều gió.|船 被 風 抓 住 、 敵 不 住 風 、 我 們 就 任 風 颳 去 。
Tàu bị bạt đến dưới một hòn đảo nhỏ kia gọi là Cơ-lô-đa, chúng ta khó nhọc lắm mới cầm được chiếc thuyền.|貼 著 一 個 小 島 的 背 風 岸 奔 行 、 那 島 名 叫 高 大 、 在 那 裡 僅 僅 收 住 了 小 船 ．
Sau khi trục lên, họ dùng phương thế làm cho chắc chắn: lấy dây ràng phía dưới chiếc tàu lại; đoạn lại sợ mắc cạn trên bãi Si-rơ-tơ, thì hạ buồm xuống, để mặc gió đưa trôi đi.|既 然 把 小 船 拉 上 來 、 就 用 纜 索 捆 綁 船 底 ． 又 恐 怕 在 賽 耳 底 沙 灘 上 擱 了 淺 、 就 落 下 篷 來 、 任 船 飄 去 。
Đến ngày mai, vì bão cứ thổi cũng mạnh như vậy luôn, họ bèn quăng hàng hóa xuống biển.|我 們 被 風 浪 逼 得 甚 急 、 第 二 天 眾 人 就 把 貨 物 拋 在 海 裡 。
Ngày thứ ba, chúng ta dùng chính tay mình quăng đồ đạc trong tàu xuống biển.|到 第 三 天 、 他 們 又 親 手 把 船 上 的 器 具 拋 棄 了 。
Trong mấy ngày mặt trời chẳng có, ngôi sao cũng không, mà bão thì vẫn thổi ào ào luôn, đến nỗi chúng ta chẳng còn trông cậy được cứu nữa.|太 陽 和 星 辰 多 日 不 顯 露 、 又 有 狂 風 大 浪 催 逼 、 我 們 得 救 的 指 望 就 都 絕 了 。
Vì họ không ăn đã lâu, nên Phao-lô đứng dậy giữa đám họ, mà nói rằng: Hỡi bạn hữu ta, chớ chi bữa trước tin làm ta mà chẳng dời khỏi đảo Cơ-rết, thì chúng ta đã chẳng mắc cơn nguy hiểm và tổn hại nầy.|眾 人 多 日 沒 有 喫 甚 麼 、 保 羅 就 出 來 站 在 他 們 中 間 說 、 眾 位 、 你 們 本 該 聽 我 的 話 、 不 離 開 革 哩 底 、 免 得 遭 這 樣 的 傷 損 破 壞 。
nhưng bây giờ, ta khuyên các ngươi hãy vững lòng; trong các ngươi chẳng mất ai hết, chỉ mất chiếc tàu mà thôi.|現 在 我 還 勸 你 們 放 心 ． 你 們 的 性 命 、 一 個 也 不 失 喪 、 惟 獨 失 喪 這 船 。
Vì đêm nay, một thiên sứ của Đức Chúa Trời, là Đấng ta thuộc về và hầu việc, có hiện đến cùng ta mà phán rằng:|因 我 所 屬 所 事 奉 的 　 神 、 他 的 使 者 昨 夜 站 在 我 旁 邊 說 、
Hỡi Phao-lô, đừng sợ chi hết; ngươi phải ứng hầu trước mặt Sê-sa; và nầy, Đức Chúa Trời đã ban cho ngươi hết thảy những kẻ cùng đi biển với ngươi.|保 羅 、 不 要 害 怕 、 你 必 定 站 在 該 撒 面 前 ． 並 且 與 你 同 船 的 人 、 　 神 都 賜 給 你 了 。
Vậy, hỡi các ông, hãy vững lòng, vì ta có lòng tin cậy Đức Chúa Trời rằng sẽ xảy ra như lời Ngài đã phán vậy;|所 以 眾 位 可 以 放 心 、 我 信 　 神 他 怎 樣 對 我 說 、 事 情 也 要 怎 樣 成 就 。
nhưng chúng ta chắc sẽ bị tấp lên một hòn đảo nào.|只 是 我 們 必 要 撞 在 一 個 島 上 。
Đã đến đêm thứ mười bốn mà chúng ta cứ trôi nổi trên biển A-đờ-ria-tích, lúc nửa đêm, các bạn tàu ngờ đang đến gần một đất nào.|到 了 第 十 四 天 夜 間 、 船 在 亞 底 亞 海 、 飄 來 飄 去 、 約 到 半 夜 、 水 手 以 為 漸 近 旱 地 、
Họ thả trái dò xuống, thì thấy sâu hai chục sải; hơi xa một ít, lại thả nữa, thì thấy mười lăm sải.|就 探 深 淺 、 探 得 有 十 二 丈 ． 稍 往 前 行 、 又 探 深 淺 、 探 得 有 九 丈 。
Bấy giờ, sợ đụng rạn, bọ bèn từ trên đầu lái tàu quăng bốn neo xuống, và ước ao đến sáng.|恐 怕 撞 在 石 頭 上 、 就 從 船 尾 拋 下 四 個 錨 、 盼 望 天 亮 。
nhưng vì bạn tàu tìm phương lánh khỏi chiếc tàu và thả chiếc tam bản xuống biển, giả đó đi thả neo đằng trước mũi,|水 手 想 要 逃 出 船 去 、 把 小 船 放 在 海 裡 、 假 作 要 從 船 頭 拋 錨 的 樣 子 ．
thì Phao-lô nói với thầy đội và lính rằng: Nếu những người nầy chẳng cứ ở trong tàu, thì các ông chẳng được cứu.|保 羅 對 百 夫 長 和 兵 丁 說 、 這 些 人 若 不 等 在 船 上 、 你 們 必 不 能 得 救 。
Bọn lính bèn cắt dây buộc tam bản, làm cho rớt xuống.|於 是 兵 丁 砍 斷 小 船 的 繩 子 、 由 他 飄 去 。
Đoạn, trong khi đợi trời sáng, Phao-lô khuyên ai nấy hãy ăn. Người nói: Hôm nay là ngày thứ mười bốn mà các ngươi đang trông đợi, nhịn đói chẳng ăn chút nào.|天 漸 亮 的 時 候 、 保 羅 勸 眾 人 都 喫 飯 、 說 、 你 們 懸 望 忍 餓 不 喫 甚 麼 、 已 經 十 四 天 了 。
Vậy, ta khuyên các ngươi hãy ăn, vì thật là rất cần cho sự cứu của các ngươi, và chẳng ai trong vòng các ngươi sẽ mất một sợi tóc trên đầu mình.|所 以 我 勸 你 們 喫 飯 、 這 是 關 乎 你 們 救 命 的 事 ． 因 為 你 們 各 人 連 一 根 頭 髮 、 也 不 至 於 損 壞 。
Nói như vậy rồi, người bèn lấy bánh, đứng trước mặt mọi người, tạ ơn Đức Chúa Trời rồi, thì bẻ ra và ăn.|保 羅 說 了 這 話 、 就 拿 著 餅 、 在 眾 人 面 前 祝 謝 了 　 神 、 擘 開 喫 。
Bấy giờ ai nấy đều giục lòng, và ăn.|於 是 他 們 都 放 下 心 、 也 就 喫 了 。
Vả, số chúng ta hết thảy ở trong tàu được hai trăm bảy mươi sáu người.|我 們 在 船 上 的 、 共 有 二 百 七 十 六 個 人 。
Họ đã ăn vừa no nê, bèn quăng đồ lương thực xuống biển, làm cho nhẹ tàu đi.|他 們 喫 飽 了 、 就 把 船 上 的 麥 子 、 拋 在 海 裡 、 為 要 叫 船 輕 一 點 。
Đến sáng ngày, họ chẳng nhận biết là đất nào, nhưng thấy có cái vịnh và bờ, bèn định đỗ tàu đó mà núp xem có thể được chăng.|到 了 天 亮 、 他 們 不 認 識 那 地 方 、 但 見 一 個 海 灣 、 有 岸 可 登 、 就 商 議 能 把 船 攏 進 去 不 能 。
Vậy, họ dứt dây bỏ neo xuống biển, tháo dây bánh lái; đoạn, xổ buồm sau lái thuận theo gió, tìm lối chạy vào bờ.|於 是 砍 斷 纜 索 、 棄 錨 在 海 裡 、 同 時 也 鬆 開 舵 繩 、 拉 起 頭 篷 、 順 著 風 向 岸 行 去 。
Song chạy nhầm chỗ hai ngọn nước biển xáp nhau, thì họ làm cho tàu bị cạn tại đó; đầu mũi cắm xuống không động đậy được, còn đầu lái bị sóng đánh dữ lắm nên nát hết.|但 遇 著 兩 水 夾 流 的 地 方 、 就 把 船 擱 了 淺 ． 船 頭 膠 住 不 動 、 船 尾 被 浪 的 猛 力 衝 壞 。
Bấy giờ quân lính bàn định giết các tù phạm, e có người nào trong bọn họ lội thoát khỏi chăng.|兵 丁 的 意 思 、 要 把 囚 犯 殺 了 、 恐 怕 有 洑 水 脫 逃 的 。
nhưng thầy đội muốn cứu Phao-lô, nên ngăn trở nghị định đó. Người truyền cho ai biết lội thì nhảy xuống nước trước đi mà lội vào bờ,|但 百 夫 長 要 救 保 羅 、 不 准 他 們 任 意 而 行 、 就 吩 咐 會 洑 水 的 、 跳 下 水 去 先 上 岸 ．
và truyền cho những kẻ còn lại, người thì cỡi trên ván, kẻ thì cỡi trên miếng vách nát của chiếc tàu. Thế là ai nấy đều được lên bờ vô sự vậy.|其 餘 的 人 、 可 以 用 板 子 、 或 船 上 的 零 碎 東 西 上 岸 ． 這 樣 、 眾 人 都 得 了 救 上 了 岸 。

					Công Vụ Các Sứ đồ 28				|
						使徒行傳 28					
Đã được cứu như vậy rồi, chúng ta mới biết cù lao đó tên là Man-tơ.|我 們 既 已 得 救 、 纔 知 道 那 島 名 叫 米 利 大 。
Thổ nhơn đãi chúng ta một cách nhơn từ hiếm có, tiếp rước chúng ta thay thảy gần kề đống lửa lớn đã đốt, vì đang mưa và trời lạnh lẽo.|土 人 看 待 我 們 、 有 非 常 的 情 分 、 因 為 當 時 下 雨 、 天 氣 又 冷 、 就 生 火 、 接 待 我 們 眾 人 。
Phao-lô lượm được một bó củi khô, quăng vào trong lửa, xảy có con rắn lục từ trong bó củi bị nóng bò ra, quấn trên tay người.|那 時 、 保 羅 拾 起 一 捆 柴 、 放 在 火 上 、 有 一 條 毒 蛇 、 因 為 熱 了 出 來 、 咬 住 他 的 手 。
Thổ nhơn thấy con vật đeo thòng lòng trên tay người, bèn nói với nhau rằng: Thật người nầy là tay giết người; nên dầu được cứu khỏi biển rồi, nhưng lẽ công bình chẳng khứng cho sống!|土 人 看 見 那 毒 蛇 、 懸 在 他 手 上 、 就 彼 此 說 、 這 人 必 是 個 兇 手 、 雖 然 從 海 裡 救 上 來 、 天 理 還 不 容 他 活 著 。
Nhưng Phao-lô rảy rắn vào lửa, chẳng thấy hề chi hết.|保 羅 竟 把 那 毒 蛇 甩 在 火 裡 、 並 沒 有 受 傷 。
Họ ngờ người sẽ bị sưng lên, hoặc ngã xuống chết tức thì; nhưng đã đợi lâu rồi, chẳng thấy hại chi cho người, bèn đổi ý mà nói rằng thật là một vì thần.|土 人 想 他 必 要 腫 起 來 、 或 是 忽 然 仆 倒 死 了 ． 看 了 多 時 、 見 他 無 害 、 就 轉 念 說 、 他 是 個 神 。
Trong chỗ đó, có mấy đám rằng thuộc về người tù trưởng của đảo ấy, tên là Búp-li -u; người nầy đãi đằng chúng ta cách mến khách lắm trong ba ngày.|離 那 地 方 不 遠 、 有 田 產 是 島 長 部 百 流 的 ． 他 接 納 我 們 、 盡 情 款 待 三 日 。
Vả, cha của Búp-li -u nầy đương nằm trên giường đau bịnh nóng lạnh và bịnh lỵ. Phao-lô đi thăm người, cầu nguyện xong, đặt tay lên và chữa lành cho.|當 時 、 部 百 流 的 父 親 、 患 熱 病 和 痢 疾 躺 著 ． 保 羅 進 去 、 為 他 禱 告 、 按 手 在 他 身 上 、 治 好 了 他 。
Nhơn đó, ai nấy trong đảo có bịnh, đều đến cùng Phao-lô, và được chữa lành cả.|從 此 、 島 上 其 餘 的 病 人 、 也 來 得 了 醫 治 。
Họ cũng tôn trọng chúng ta lắm, và lúc chúng ta đi, thì sửa soạn mọi đồ cần dùng cho chúng ta.|他 們 又 多 方 的 尊 敬 我 們 ． 到 了 開 船 的 時 候 、 也 把 我 們 所 需 用 的 送 到 船 上 。
Sau đó ba tháng, chúng ta xuống tàu ở A-léc-xan-tri mà đi, là tàu đã qua mùa đông tại đảo đó, và có hiệu là Đi-ốt-của.|過 了 三 個 月 、 我 們 上 了 亞 力 山 太 的 船 、 往 前 行 ． 這 船 以 丟 斯 雙 子 為 記 、 是 在 那 海 島 過 了 冬 的 。
Tới thành Sy-ra-cu-sơ rồi, chúng ta ở lại đây ba ngày.|到 了 敘 拉 古 、 我 們 停 泊 三 日 。
Từ nơi đó, chạy theo mé biển Si-si-lơ, tới thành Rê-ghi-um. Đến ngày mai, vì gió nam nổi lên, nên sau hai ngày nữa chúng ta tới thành Bu-xô-lơ.|又 從 那 裡 繞 行 、 來 到 利 基 翁 ． 過 了 一 天 、 起 了 南 風 、 第 二 天 就 來 到 部 丟 利 。
Ở đó gặp anh em mời chúng ta ở lại bảy ngày; rồi thì đi đến thành Rô-ma.|在 那 裡 遇 見 弟 兄 們 、 請 我 們 與 他 們 同 住 了 七 天 ． 這 樣 、 我 們 來 到 羅 馬 。
Anh em trong thành nầy nghe nói về chúng ta, bèn ra đến Phô-rum Ap-bi -u và chỗ Ba Quán mà đón rước chúng ta. Phao-lô thấy anh em, thì cảm tạ Đức Chúa Trời và vững chí.|那 裡 的 弟 兄 們 、 一 聽 見 我 們 的 信 息 、 就 出 來 到 亞 比 烏 巿 、 和 三 館 地 方 迎 接 我 們 ． 保 羅 見 了 他 們 、 就 感 謝 　 神 、 放 心 壯 膽 。
Khi chúng ta đã đến thành Rô-ma, Phao-lô được phép ở riêng với một người lính canh giữ.|進 了 羅 馬 城 、 〔 有 古 卷 在 此 有 百 夫 長 把 眾 囚 犯 交 給 御 營 的 統 領 惟 有 〕 保 羅 蒙 准 、 和 一 個 看 守 他 的 兵 、 另 住 在 一 處 。
