
					Giăng 1				|
Đức Chúa Jêsus thấy mẹ mình, và một môn đồ Ngài yêu đứng gần người, thì nói cùng mẹ rằng: Hỡi đờn bà kia, đó là con của ngươi!|耶 穌 見 母 親 和 他 所 愛 的 那 門 徒 站 在 旁 邊 、 就 對 他 母 親 說 、 母 親 、 〔 原 文 作 婦 人 〕 看 你 的 兒 子 。
Đoạn, Ngài lại phán cùng người môn đồ rằng: Đó là mẹ ngươi! Bắt đầu từ bấy giờ, môn đồ ấy rước người về nhà mình.|又 對 那 門 徒 說 、 看 你 的 母 親 。 從 此 那 門 徒 就 接 他 到 自 己 家 裡 去 了 。
Sau đó, Đức Chúa Jêsus biết mọi việc đã được trọn rồi, hầu cho lời Kinh Thánh được ứng nghiệm, thì phán rằng: Ta khát.|這 事 以 後 、 耶 穌 知 道 各 樣 的 事 已 經 成 了 、 為 要 使 經 上 的 話 應 驗 、 就 說 、 我 渴 了 。
Tại đó, có một cái bình đựng đầy giấm. Vậy, họ lấy một miếng bông đá thấm đầy giấm, buộc vào cây ngưu tất đưa kề miệng Ngài.|有 一 個 器 皿 盛 滿 了 醋 、 放 在 那 裡 ． 他 們 就 拿 海 絨 蘸 滿 了 醋 、 綁 在 牛 膝 草 上 、 送 到 他 口 。
Khi Đức Chúa Jêsus chịu lấy giấm ấy rồi, bèn phán rằng: Mọi việc đã được trọn; rồi Ngài gục đầu mà trút linh hồn.|耶 穌 嘗 〔 原 文 作 受 〕 了 那 醋 、 就 說 、 成 了 ． 便 低 下 頭 、 將 靈 魂 交 付 　 神 了 。
Vì bấy giờ là ngày sắm sửa về ngày Sa-bát, mà Sa-bát nầy là rất trọng thể, nên dân Giu-đa ngại rằng những thây còn treo lại trên thập tự giá trong ngày Sa-bát chăng, bèn xin Phi-lát cho đánh gãy ống chơn những người đó và cất xuống.|猶 太 人 因 這 日 是 豫 備 日 、 又 因 那 安 息 日 是 個 大 日 、 就 求 彼 拉 多 叫 人 打 斷 他 們 的 腿 、 把 他 們 拿 去 、 免 得 屍 首 當 安 息 日 留 在 十 字 架 上 。
Vậy, quân lính lại, đánh gãy ống chơn người thứ nhứt, rồi đến người kia, tức là kẻ cùng bị đóng đinh với Ngài.|於 是 兵 丁 來 了 、 把 頭 一 個 人 的 腿 、 並 與 耶 穌 同 釘 第 二 個 人 的 腿 、 都 打 斷 了 。
Khi quân lính đến nơi Đức Chúa Jêsus, thấy Ngài đã chết rồi, thì không đánh gãy ống chơn Ngài;|只 是 來 到 耶 穌 那 裡 、 見 他 已 經 死 了 、 就 不 打 斷 他 的 腿 。
nhưng có một tên lính lấy giáo đâm ngang sườn Ngài, tức thì máu và nước chảy ra.|惟 有 一 個 兵 拿 槍 扎 他 的 肋 旁 、 隨 即 有 血 和 水 流 出 來 。
Kẻ đã thấy thì làm chứng về việc đó, , hầu cho các ngươi cũng tin.|看 見 這 事 的 那 人 就 作 見 證 、 他 的 見 證 也 是 真 的 、 並 且 他 知 道 自 己 所 說 的 是 真 的 、 叫 你 們 也 可 以 信 。
Vì điều đó xảy ra, cho được ứng nghiệm lời Thánh Kinh nầy: Chẳng một cái xương nào của Ngài sẽ bị gãy.|這 些 事 成 了 、 為 要 應 驗 經 上 的 話 說 、 『 他 的 骨 頭 、 一 根 也 不 折 斷 。 』
Lại có lời Kinh Thánh nầy nữa: Chúng sẽ ngó thấy người mà mình đã đâm.|經 上 又 有 一 句 說 、 『 他 們 要 仰 望 自 己 所 扎 的 人 。 』
Sau đó, Giô-sép người A-ri-ma-thê, làm môn đồ Đức Chúa Jêsus một cách kín giấu, vì sợ dân Giu-đa, xin phép Phi-lát cho lấy xác Đức Chúa Jêsus; thì Phi-lát cho phép. Vậy, người đến và lấy xác Ngài.|這 些 事 以 後 、 有 亞 利 馬 太 人 約 瑟 、 是 耶 穌 的 門 徒 、 只 因 怕 猶 太 人 、 就 暗 暗 的 作 門 徒 、 他 來 求 彼 拉 多 、 要 把 耶 穌 的 身 體 領 去 ． 彼 拉 多 允 准 、 他 就 把 耶 穌 的 身 體 領 去 了 。
Ni-cô-đem, là người khi trước đã tới cùng Đức Chúa Jêsus trong ban đêm, bấy giờ cũng đến, đem theo độ một trăm cân một dược hòa với lư hội.|又 有 尼 哥 底 母 、 就 是 先 前 夜 裡 去 見 耶 穌 的 、 帶 著 沒 藥 、 和 沉 香 、 約 有 一 百 斤 前 來 。
Vậy, hai người lấy xác Đức Chúa Jêsus, dùng vải gai và thuốc thơm gói lại, theo như tục khâm liệm của dân Giu-đa.|他 們 就 照 猶 太 人 殯 葬 的 規 矩 、 把 耶 穌 的 身 體 用 、 細 麻 布 加 上 香 料 裹 好 了 。
Vả, tại nơi Ngài bị đóng đinh, có một cái vườn, trong vườn đó có một cái huyệt mới, chưa chôn ai.|在 耶 穌 釘 十 字 架 的 地 方 、 有 一 個 園 子 ． 園 子 裡 有 一 座 新 墳 墓 、 是 從 來 沒 有 葬 過 人 的 。
Ay là nơi hai người chôn Đức Chúa Trời, vì bấy giờ là ngày sắm sửa của dân Giu-đa, và mộ ấy ở gần.|只 因 是 猶 太 人 的 豫 備 日 、 又 因 那 墳 墓 近 、 他 們 就 把 耶 穌 安 放 在 那 裡 。

					Giăng 20				|
						約翰福音 20					
Ngày thứ nhứt trong tuần lễ, lúc rạng đông, trời còn mờ mờ, Ma-ri Ma-đơ-len tới mộ, thấy hòn đá lấp cửa mộ đã dời đi.|七 日 的 第 一 日 清 早 、 天 還 黑 的 時 候 、 抹 大 拉 的 馬 利 亞 來 到 墳 墓 那 裡 、 看 見 石 頭 從 墳 墓 挪 開 了 ．
Vậy, người chạy tìm Si-môn Phi -e-rơ và môn đồ khác, là người Đức Chúa Jêsus yêu, mà nói rằng: Người ta đã dời Chúa khỏi mộ, chẳng hay để Ngài ở tại đâu.|就 跑 來 見 西 門 彼 得 、 和 耶 穌 所 愛 的 那 個 門 徒 、 對 他 們 說 、 有 人 把 主 從 墳 墓 裡 挪 了 去 、 我 們 不 知 道 放 在 那 裡 。
Phi -e-rơ với môn đồ khác bèn bước ra, đi đến mồ.|彼 得 和 那 門 徒 就 出 來 、 往 墳 墓 那 裡 去 。
Cả hai đều chạy, nhưng môn đồ kia chạy mau hơn Phi -e-rơ, và đến mồ trước.|兩 個 人 同 跑 、 那 門 徒 比 彼 得 跑 得 更 快 、 先 到 了 墳 墓 ．
Người cúi xuống, thấy vải bỏ dưới đất; nhưng không vào.|低 頭 往 裡 看 、 就 見 細 麻 布 還 放 在 那 裡 ． 只 是 沒 有 進 去 。
Si-môn Phi -e-rơ theo đến, vào trong mộ, thấy vải bỏ dưới đất,|西 門 彼 得 隨 後 也 到 了 、 進 墳 墓 裡 去 、 就 看 見 細 麻 布 還 放 在 那 裡 ．
và cái khăn liệm trùm đầu Đức Chúa Jêsus chẳng cùng một chỗ với vải, nhưng cuốn lại để riêng ra một nơi khác.|又 看 見 耶 穌 的 裹 頭 巾 、 沒 有 和 細 麻 布 放 在 一 處 、 是 另 在 一 處 捲 著 。
Bấy giờ, môn đồ kia đã đến mộ trước, cũng bước vào, thì thấy và tin.|先 到 墳 墓 的 那 門 徒 也 進 去 、 看 見 就 信 了 。
Vì chưng hai người chưa hiểu lời Kinh Thánh rằng Đức Chúa Jêsus phải từ kẻ chết sống lại.|因 為 他 們 還 不 明 白 聖 經 的 意 思 、 就 是 耶 穌 必 要 從 死 裡 復 活 。
Đoạn, hai môn đồ trở về nhà mình.|於 是 兩 個 門 徒 回 自 己 的 住 處 去 了 。
Song Ma-ri đứng bên ngoài, gần mộ, mà khóc. Người vừa khóc, vừa cúi xuống dòm trong mộ,|馬 利 亞 卻 站 在 墳 墓 外 面 哭 ． 哭 的 時 候 、 低 頭 往 墳 墓 裡 看 、
thấy hai vị thiên sứ mặc áo trắng, một vị ngồi đằng đầu, một vị ngồi đằng chơn, chỗ xác Đức Chúa Jêsus đã nằm.|就 見 兩 個 天 使 、 穿 著 白 衣 、 在 安 放 耶 穌 身 體 的 地 方 坐 著 、 一 個 在 頭 、 一 個 在 腳 。
Hai thiên sứ hỏi: Hỡi đờn bà kia, sao ngươi khóc? Người thưa rằng: Vì người ta đã dời Chúa tôi đi, không biết để Ngài ở đâu.|天 使 對 他 說 、 婦 人 、 你 為 甚 麼 哭 。 他 說 、 因 為 有 人 把 我 主 挪 了 去 、 我 不 知 道 放 在 那 裡 。
Vừa nói xong người xây lại thấy Đức Chúa Jêsus tại đó; nhưng chẳng biết ấy là Đức Chúa Jêsus.|說 了 這 話 、 就 轉 過 身 來 、 看 見 耶 穌 站 在 那 裡 、 卻 不 知 道 是 耶 穌 。
Đức Chúa Jêsus hỏi người rằng: Hỡi đờn bà kia, sao ngươi khóc? Ngươi tìm ai? Người ngỡ rằng đó là kẻ làm vườn bèn nói rằng: Hỡi chúa, ví thật ngươi là kẻ đã đem Ngài đi, xin nói cho ta biết ngươi để Ngài đâu, thì ta sẽ đến mà lấy.|耶 穌 問 他 說 、 婦 人 、 為 甚 麼 哭 、 你 找 誰 呢 。 馬 利 亞 以 為 是 看 園 的 、 就 對 他 說 、 先 生 、 若 是 你 把 他 移 了 去 、 請 告 訴 我 、 你 把 他 放 在 那 裡 、 我 便 去 取 他 。
Đức Chúa Trời phán rằng: Hỡi Ma-ri, Ma-ri bèn xây lại, lấy tiếng Hê-bơ-rơ mà thưa rằng: Ra-bu-ni !|耶 穌 說 、 馬 利 亞 。 馬 利 亞 就 轉 過 來 、 用 希 伯 來 話 對 他 說 、 拉 波 尼 ． （ 拉 波 尼 就 是 夫 子 的 意 思 。 ）
Đức Chúa Jêsus phán rằng: Chớ rờ đến ta; vì ta chưa lên cùng Cha! Nhưng hãy đi đến cùng anh em ta, nói rằng ta lên cùng Cha ta và Cha các ngươi, cùng Đức Chúa Trời ta và Đức Chúa Trời các ngươi.|耶 穌 說 、 不 要 摸 我 ． 因 我 還 沒 有 升 上 去 見 我 的 父 ． 你 往 我 弟 兄 那 裡 去 、 告 訴 他 們 說 、 我 要 升 上 去 、 見 我 的 父 、 也 是 你 們 的 父 ． 見 我 的 　 神 、 也 是 你 們 的 　 神 。
Ma-ri Ma-đơ-len đi rao bảo cho môn đồ rằng mình đã thấy Chúa, và Ngài đã phán cùng mình những điều đó.|抹 大 拉 的 馬 利 亞 就 去 告 訴 門 徒 說 、 我 已 經 看 見 了 主 ． 他 又 將 主 對 他 說 的 這 話 告 訴 他 們 。
Buổi chiều nội ngày đó, là ngày thứ nhứt trong tuần lễ, những cửa nơi các môn đồ ở đều đương đóng lại, vì sự dân Giu-đa, Đức Chúa Jêsus đến đứng chính giữa các môn đồ mà phán rằng: Bình an cho các ngươi!|那 日 （ 就 是 七 日 的 第 一 日 ） 晚 上 、 門 徒 所 在 的 地 方 、 因 怕 猶 太 人 、 門 都 關 了 ． 耶 穌 來 站 在 當 中 、 對 他 們 說 、 願 你 們 平 安 。
Nói đoạn, Ngài giơ tay và sườn mình cho môn đồ xem. Các môn đồ vừa thấy Chúa thì đầy sự mừng rỡ.|說 了 這 話 、 就 把 手 和 肋 旁 、 指 給 他 們 看 ． 門 徒 看 見 主 、 就 喜 樂 了 。
Ngài lại phán cùng môn đồ rằng: Bình an cho các ngươi! Cha đã sai ta thể nào, ta cũng sai các ngươi thể ấy.|耶 穌 又 對 他 們 說 、 願 你 們 平 安 ． 父 怎 樣 差 遣 了 我 、 我 也 照 樣 差 遣 你 們 。
Khi Ngài phán điều đó rồi, thì hà hơi trên môn đồ mà rằng: Hãy nhận lãnh Đức Thánh Linh.|說 了 這 話 、 就 向 他 們 吹 一 口 氣 、 說 、 你 們 受 聖 靈 。
Kẻ nào mà các ngươi tha tội cho, thì tội sẽ được tha; còn kẻ nào các ngươi cầm tội lại, thì sẽ bị cầm cho kẻ đó.|你 們 赦 免 誰 的 罪 、 誰 的 罪 就 赦 免 了 ． 你 們 留 下 誰 的 罪 、 誰 的 罪 就 留 下 了 。
Vả, lúc Đức Chúa Jêsus đến, thì Thô-ma, tức Đi-đim, là một người trong mười hai sứ đồ, không có ở đó với các môn đồ.|那 十 二 個 門 徒 中 、 有 稱 為 低 土 馬 的 多 馬 ． 耶 穌 來 的 時 候 、 他 沒 有 和 他 們 同 在 。
Các môn đồ khác nói với người rằng: Chúng ta đã thấy Chúa. Nhưng người trả lời rằng: Nếu ta không thấy dấu đinh trong bàn tay Ngài, nếu ta không đặt ngón tay vào chỗ dấu đinh, và nếu ta không đặt bàn tay nơi sườn Ngài, thì ta không tin.|那 些 門 徒 就 對 他 說 、 我 們 已 經 看 見 主 了 。 多 馬 卻 說 、 我 非 看 見 他 手 上 的 釘 痕 、 用 指 頭 探 入 那 釘 痕 、 又 用 手 探 入 他 的 肋 旁 、 我 總 不 信 。
Cách tám ngày, các môn đồ lại nhóm nhau trong nhà, có Thô-ma ở với. Khi cửa đương đóng, Đức Chúa Jêsus đến, đứng chính giữa môn đồ mà phán rằng: Bình an cho các ngươi!|過 了 八 日 、 門 徒 又 在 屋 裡 、 多 馬 也 和 他 們 同 在 、 門 都 關 了 ． 耶 穌 來 站 在 當 中 說 、 願 你 們 平 安 。
Đoạn, Ngài phán cùng Thô-ma rằng: Hãy đặt ngón tay ngươi vào đây, và xem bàn tay ta; cũng hãy giơ bàn tay ngươi ra và đặt vào sườn ta, chớ cứng lòng, song hãy tin!|就 對 多 馬 說 、 伸 過 你 的 指 頭 來 、 摸 （ 摸 原 文 作 看 ） 我 的 手 ． 伸 出 你 的 手 來 、 探 入 我 的 肋 旁 ． 不 要 疑 惑 、 總 要 信 。
Thô-ma thưa rằng: Lạy Chúa tôi và Đức Chúa Trời tôi!|多 馬 說 、 我 的 主 、 我 的 　 神 。
Đức Chúa Jêsus phán: Vì ngươi đã thấy ta, nên ngươi tin. Phước cho những kẻ chẳng từng thấy mà đã tin vậy!|耶 穌 對 他 說 、 你 因 看 見 了 我 纔 信 ． 那 沒 有 看 見 就 信 的 、 有 福 了 。
Đức Chúa Jêsus đã làm trước mặt môn đồ Ngài nhiều phép lạ khác nữa, mà không chép trong sách nầy.|耶 穌 在 門 徒 面 前 、 另 外 行 了 許 多 神 蹟 、 沒 有 記 在 這 書 上 。
Nhưng các việc nầy đã chép, để cho các ngươi tin rằng Đức Chúa Jêsus là Đấng Christ, tức là Con Đức Chúa Trời, và để khi các ngươi tin, thì nhờ danh Ngài mà được sự sống.|但 記 這 些 事 、 要 叫 你 們 信 耶 穌 是 基 督 、 是 　 神 的 兒 子 ． 並 且 叫 你 們 信 了 他 、 就 可 以 因 他 的 名 得 生 命 。

					Giăng 21				|
						約翰福音 21					
Rồi đó, Đức Chúa Jêsus lại hiện ra cùng môn đồ nơi gần biển Ti-bê-ri-át. Việc Ngài hiện ra như vầy:|這 些 事 以 後 、 耶 穌 在 提 比 哩 亞 海 邊 、 又 向 門 徒 顯 現 ． 他 怎 樣 顯 現 記 在 下 面 。
Si-môn Phi -e-rơ, Thô-ma gọi là Đi-đim, Na-tha-na-ên nguyên ở thành Ca-na trong xứ Ga-li-lê các con trai của Xê-bê-đê và hai người môn đồ khác nữa nhóm lại cùng nhau.|有 西 門 彼 得 和 稱 為 低 土 馬 的 多 馬 、 並 加 利 利 的 迦 拿 人 拿 但 業 、 還 有 西 庇 太 的 兩 個 兒 子 、 又 有 兩 個 門 徒 、 都 在 一 處 。
Si-môn Phi -e-rơ nói rằng: Tôi đi đánh cá. Các người kia trả lời rằng: Chúng tôi đi với anh. Các ngươi ấy ra đi xuống thuyền, nhưng trong đêm đó, chẳng được chi hết.|西 門 彼 得 對 他 們 說 、 我 打 魚 去 ． 他 們 說 、 我 們 也 和 你 同 去 。 他 們 就 出 去 、 上 了 船 、 那 一 夜 並 沒 有 打 著 甚 麼 。
Đến sáng, Đức Chúa Jêsus đứng trên bờ, nhưng môn đồ không biết đó là Đức Chúa Jêsus.|天 將 亮 的 時 候 、 耶 穌 站 在 岸 上 ． 門 徒 卻 不 知 道 是 耶 穌 。
Đức Chúa Jêsus phán rằng: Hỡi các con, không có chi ăn hết sao? Thưa rằng: Không|耶 穌 就 對 他 們 說 、 小 子 、 你 們 有 喫 的 沒 有 。 他 們 回 答 說 、 沒 有 。
Ngài phán rằng: Hãy thả lưới bên hữu thuyền, thì các ngươi sẽ được. Vậy, các người ấy thả lưới xuống, được nhiều cá đến nổi không thể kéo lên nữa.|耶 穌 說 、 你 們 把 網 撒 在 船 的 右 邊 、 就 必 得 著 。 他 們 便 撒 下 網 去 、 竟 拉 不 上 來 了 、 因 為 魚 甚 多 。
Môn đồ mà Đức Chúa Jêsus yêu bèn nói với Phi -e-rơ rằng: Ay là Chúa! Khi Si-môn Phi -e-rơ nghe rằng ấy là Chúa, bèn lấy áo dài quấn mình  và nhảy xuống nước.|耶 穌 所 愛 的 那 門 徒 對 彼 得 說 、 是 主 。 那 時 西 門 彼 得 赤 著 身 子 、 一 聽 見 是 主 、 就 束 上 一 件 外 衣 、 跳 在 海 裡 。
Các môn đồ khác đem thuyền trở lại, kéo tay lưới đầy cá, vì cách bờ chỉ chừng hai trăm cu-đê mà thôi.|其 餘 的 門 徒 、 （ 離 岸 不 遠 、 約 有 二 百 肘 〔 古 時 以 肘 為 尺 一 肘 約 有 今 時 尺 半 〕 ） 就 在 小 船 上 把 那 網 魚 拉 過 來 。
Lúc môn đồ đã lên bờ, thấy tại đó có lửa than, ở trên để cá, và có bánh.|他 們 上 了 岸 、 就 看 見 那 裡 有 炭 火 、 上 面 有 魚 、 又 有 餅 。
Đức Chúa Jêsus phán rằng: Hãy đem các ngươi mới đánh được đó lại đây.|耶 穌 對 他 們 說 、 把 剛 纔 打 的 魚 拿 幾 條 來 。
Si-môn Phi -e-rơ xuống thuyền, kéo tay lưới đầy một trăm năm mươi ba con cá lớn lên bờ; và, dầu nhiều cá dường ấy, lưới vẫn không đứt.|西 門 彼 得 就 去 、 〔 或 作 上 船 〕 把 網 拉 到 岸 上 、 那 網 滿 了 大 魚 、 共 一 百 五 十 三 條 ． 魚 雖 這 樣 多 、 網 卻 沒 有 破 。
Đức Chúa Jêsus phán rằng: Hãy lại mà ăn. Nhưng không một người môn đồ nào dám hỏi rằng: Ngươi là ai? Vì biết quả rằng ấy là Chúa.|耶 穌 說 、 你 們 來 喫 早 飯 ． 門 徒 中 沒 有 一 個 敢 問 他 、 你 是 誰 、 因 為 知 道 是 主 。
