
					II Sử Ký 1				|
tức giao cho các nhà thuộc về đền mà các vua Giu-đa đã phá hủy.|就 是 交 給 木 匠 、 石 匠 、 買 鑿 成 的 石 頭 、 和 架 木 、 與 棟 梁 、 修 猶 大 王 所 毀 壞 的 殿 。
Các thợ ấy đều làm công việc cách thành tâm. Kẻ quản đốc các thợ ấy là Gia-hát và Ô-ba-đia, hai người Lê-vi thuộc về dòng Mê-ra-ri; Xa-cha-ri và Mê-su-lam về dòng Kê-hát, cùng mấy người Lê-vi khác, đánh nhạc khí giỏi.|這 些 人 辦 事 誠 實 ． 督 工 的 是 利 未 人 米 拉 利 的 子 孫 雅 哈 、 俄 巴 底 ． 督 催 的 是 哥 轄 的 子 孫 撒 迦 利 亞 、 米 書 蘭 、 還 有 善 於 作 樂 的 利 未 人 。
Chúng cũng quản đốc kẻ khiêng gánh, và coi sóc những người làm đủ mọi thứ công việc; còn những ký lục, quan cai và kẻ canh cửa đều là người Lê-vi.|他 們 又 監 管 扛 抬 的 人 、 督 催 一 切 作 工 的 ． 利 未 人 中 、 也 有 作 書 記 、 作 司 事 、 作 守 門 的 。
Khi người ta đem bạc đã đem vào đền Đức Giê-hô-va ra, thì Hinh-kia, thầy tế lễ, tìm được cuốn sách luật pháp của Đức Giê-hô-va truyền lại bởi Môi-se.|他 們 將 奉 到 耶 和 華 殿 的 銀 子 運 出 來 的 時 候 、 祭 司 希 勒 家 偶 然 得 了 摩 西 所 傳 耶 和 華 的 律 法 書 。
Hinh-kia cất tiếng lên nói với thơ ký Sa-phan rằng: Ta có tìm được cuốn sách luật pháp ở trong đền của Đức Giê-hô-va. Rồi Hinh-kia giao sách ấy cho Sa-phan.|希 勒 家 對 書 記 沙 番 說 、 我 在 耶 和 華 殿 裡 得 了 律 法 書 、 遂 將 書 遞 給 沙 番 。
Sa-phan đem sách đó cho vua; rồi người cũng tâu với vua rằng: Mọi việc giao nơi tay các tôi tớ vua thì họ đương làm.|沙 番 把 書 拿 到 王 那 裡 、 回 覆 王 說 、 凡 交 給 僕 人 們 辦 的 都 辦 理 了 。
Chúng đã lấy bạc tìm được trong đền Đức Giê-hô-va ra, và đã giao nơi tay các đốc công và những người làm công việc.|耶 和 華 殿 裡 的 銀 子 倒 出 來 、 交 給 督 工 的 、 和 匠 人 的 手 裡 了 。
Thơ ký Sa-phan lại tâu với vua rằng: Thầy tế lễ Hinh-kia có trao cho tôi một cuốn sách. Sa-phan bèn đọc tại trước mặt vua.|書 記 沙 番 又 對 王 說 、 祭 司 希 勒 家 遞 給 我 一 卷 書 ． 沙 番 就 在 王 面 前 讀 那 書 。
Xảy khi vua nghe các lời luật pháp rồi, thì xé áo mình.|王 聽 見 律 法 上 的 話 、 就 撕 裂 衣 服 、
Vua truyền lịnh cho Hinh-kia, A-hi-cam, con trai của Sa-phan, Ap-đôn, con trai của Mi-ca, Sa-phan, thơ ký, và A-sa-gia, quan cận thần vua, mà rằng:|吩 咐 希 勒 家 與 沙 番 的 兒 子 亞 希 甘 、 米 迦 的 兒 子 亞 比 頓 、 書 記 沙 番 、 和 王 的 臣 僕 亞 撒 雅 、 說 、
Hãy vì ta, vì các người Y-sơ-ra-ên và vì người Giu-đa còn sót lại, mà đi cầu vấn Đức Giê-hô-va về các lời phán của sách này đã tìm lại được vì cơn giận của Đức Giê-hô-va đã giáng trên chúng ta thật lớn thay, bởi các tổ phụ ta không gìn giữ lời phán của Đức Giê-hô-va, và chẳng làm theo các điều đã chép trong sách này.|你 們 去 為 我 為 以 色 列 和 猶 大 剩 下 的 人 、 以 這 書 上 的 話 求 問 耶 和 華 、 因 我 們 列 祖 沒 有 遵 守 耶 和 華 的 言 語 、 沒 有 照 這 書 上 所 記 的 去 行 、 耶 和 華 的 烈 怒 就 倒 在 我 們 身 上 。
Hinh-kia và các kẻ vua sai đi đến Hun-đa, nữ tiên tri, vợ của Sa-lum, là người giữ áo lễ, con trai của Tô-cát, cháu Hát-ra; bà ở tại Giê-ru-sa-lem trong quận thứ nhì; chúng nói với bà theo các lời vua đã phán.|於 是 希 勒 家 和 王 所 派 的 眾 人 、 都 去 見 女 先 知 戶 勒 大 ． 戶 勒 大 是 掌 管 禮 服 沙 龍 的 妻 、 沙 龍 是 哈 斯 拉 的 孫 子 特 瓦 的 兒 子 ． 戶 勒 大 住 在 耶 路 撒 冷 第 二 區 ． 他 們 請 問 於 他 。
Bà bèn nói với chúng rằng: Giê-hô-va Đức Chúa Trời của Y-sơ -r-ên phán như vầy: Hãy nói cùng người đã sai các ngươi đến cùng ta rằng:|他 對 他 們 說 、 耶 和 華 以 色 列 的 　 神 如 此 說 、 你 們 可 以 回 覆 那 差 遣 你 們 來 見 我 的 人 說 、
Đức Giê-hô-va phán như vầy: nầy ta sẽ khiến các tai vạ giáng trên chỗ này và trên dân ở chỗ này, tức là các sự rủa sả chép trong sách mà người ta đã đọc trước mặt vua Giu-đa.|耶 和 華 如 此 說 、 我 必 照 著 在 猶 大 王 面 前 所 讀 那 書 上 的 一 切 咒 詛 、 降 禍 與 這 地 、 和 其 上 的 居 民 ．
Bởi vì chúng đã lìa bỏ ta, xông hương cho các tà thần, lấy các công việc tay chúng nó làm mà chọc giận ta; nên cơn thạnh nộ ta sẽ đổ ra trên chỗ này, không hề nguôi.|因 為 他 們 離 棄 我 、 向 別 神 燒 香 、 用 他 們 手 所 作 的 惹 我 發 怒 、 所 以 我 的 忿 怒 如 火 倒 在 這 地 上 、 總 不 息 滅 。
Còn vua Giu-đa đã sai các ngươi đi cầu vấn Đức Giê-hô-va, các ngươi hãy nói cho người như vầy: Về các lời ngươi đã nghe, Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên có phán như vầy:|然 而 差 遣 你 們 來 求 問 耶 和 華 的 猶 大 王 、 你 們 要 這 樣 回 覆 他 說 、 耶 和 華 以 色 列 的 　 神 如 此 說 、 至 於 你 所 聽 見 的 話 、
Khi ngươi nghe lời ta phán nghịch cùng chỗ này, và nghịch cùng dân cư nó, thì ngươi có lòng mềm mại, hạ mình xuống trước mặt ta, xé áo ngươi, và khóc lóc tại trước mặt ta; bởi vậy cho nên ta cũng có nghe ngươi.|就 是 聽 見 我 指 著 這 地 和 其 上 居 民 所 說 的 話 、 你 便 心 裡 敬 服 、 在 我 面 前 自 卑 、 撕 裂 衣 服 、 向 我 哭 泣 、 因 此 我 應 允 了 你 ． 這 是 我 耶 和 華 說 的 。
Kìa, ta sẽ khiến ngươi về cùng tổ phụ ngươi, ngươi sẽ được chôn bình an, và mắt ngươi sẽ chẳng thấy các tai vạ ta toan giáng xuống trên chốn này cùng trên dân cư nó. Chúng bèn tâu lại cho vua những lời ấy.|我 必 使 你 平 平 安 安 地 歸 到 墳 墓 、 到 你 列 祖 那 裡 、 我 要 降 與 這 地 和 其 上 居 民 的 一 切 災 禍 、 你 也 不 至 親 眼 看 見 ． 他 們 就 回 覆 王 去 了 。
Vua bèn sai người nhóm các trưởng lão Giu-đa và Giê-ru-sa-lem.|王 差 遣 人 招 聚 猶 大 和 耶 路 撒 冷 的 眾 長 老 來 。
Đoạn, vua đi lên đền Đức Giê-hô-va, có hết thảy người Giu-đa, dân cư Giê-ru-sa-lem, những thầy tế lễ, người Lê-vi, và cả dân sự, từ nhỏ đến lớn, đều đi theo người; người đọc cho chúng nghe các lời của sách giao ước đã tìm được trong đền của Đức Giê-hô-va,|王 和 猶 大 眾 人 、 與 耶 路 撒 冷 的 居 民 、 並 祭 司 利 未 人 、 以 及 所 有 的 百 姓 、 無 論 大 小 、 都 一 同 上 到 耶 和 華 的 殿 ． 王 就 把 殿 裡 所 得 的 約 書 念 給 他 們 聽 。
Vua đứng tại chỗ mình, lập giao ước trước mặt Đức Giê-hô-va, hứa đi theo Đức Giê-hô-va, hết lòng hết ý gìn giữ các điều răn, chứng cớ, và luật lệ của Ngài, đặng làm trọn lời giao ước giao ước đã chép trong sách ấy.|王 站 在 他 的 地 位 上 、 在 耶 和 華 面 前 立 約 、 要 盡 心 盡 性 的 順 從 耶 和 華 、 遵 守 他 的 誡 命 、 法 度 、 律 例 、 成 就 這 書 上 所 記 的 約 言 ．
Người cũng khiến những người ở Giê-ru-sa-lem và Bên-gia-min ưng theo giao ước ấy. Vậy, dân cư Giê-ru-sa-lem đều làm theo giao ước của Đức Chúa Trời, là Đức Chúa Trời của tổ phụ họ.|又 使 住 耶 路 撒 冷 和 便 雅 憫 的 人 、 都 服 從 這 約 ． 於 是 耶 路 撒 冷 的 居 民 、 都 遵 行 他 們 列 祖 之 　 神 的 約 。
Giô-si -a cất hết thảy sự gớm ghiếc khỏi các xứ thuộc về dân Y-sơ-ra-ên, và buộc hết thảy những người ở xứ Y-sơ-ra-ên phải phục sự Giê-hô-va Đức Chúa Trời của họ. Trọn đời Giô-si -a, chúng hằng theo Giê-hô-va Đức Chúa Trời của tổ phụ họ, chẳng lìa bỏ Ngài.|約 西 亞 從 以 色 列 各 處 、 將 一 切 可 憎 之 物 盡 都 除 掉 、 使 以 色 列 境 內 的 人 、 都 事 奉 耶 和 華 他 們 的 　 神 。 約 西 亞 在 世 的 日 子 、 就 跟 從 耶 和 華 他 們 列 祖 的 　 神 、 總 不 離 開 。

					II Sử Ký 35				|
						歷代志下 35					
Giô-si -a giữ lễ Vượt qua cho Đức Giê-hô-va tại Giê-ru-sa-lem ngày mười bốn tháng giêng, họ giết con sinh về lễ Vượt qua.|約 西 亞 在 耶 路 撒 冷 向 耶 和 華 守 逾 越 節 ． 正 月 十 四 日 、 就 宰 了 逾 越 節 的 羊 羔 。
Người cắt những thầy tế lễ giữ chức phận mình, và khuyên giục chúng về việc của đền Đức Giê-hô-va.|王 分 派 祭 司 各 盡 其 職 、 又 勉 勵 他 們 辦 耶 和 華 殿 中 的 事 。
Người phán cùng những người Lê-vi vẫn dạy dỗ cả Y-sơ-ra-ên, và đã biệt mình riêng ra thánh cho Đức Giê-hô-va, mà rằng: Hãy để hòm thánh tại trong đền mà Sa-lô-môn, con trai của Đa-vít, vua Y-sơ-ra-ên, đã xây cất; các ngươi không còn khiêng hòm ấy trên vai. Bây giờ, hãy phục sự Giê-hô-va Đức Chúa Trời của các ngươi và giúp việc cho Y-sơ-ra-ên là dân sự của Ngài;|又 對 那 歸 耶 和 華 為 聖 、 教 訓 以 色 列 人 的 利 未 人 說 、 你 們 將 聖 約 櫃 安 放 在 以 色 列 王 大 衛 兒 子 所 羅 門 建 造 的 殿 裡 、 不 必 再 用 肩 扛 抬 ． 現 在 要 事 奉 耶 和 華 你 們 的 　 神 、 服 事 他 的 民 以 色 列 。
các ngươi hãy tùy tông tộc và ban thứ các ngươi, mà dọn mình cho sẵn, chiếu theo lệ luật mà Đa-vít, vua Y-sơ-ra-ên, và Sa-lô-môn, con trai người, đã chép.|你 們 應 當 按 著 宗 族 、 照 著 班 次 、 遵 以 色 列 王 大 衛 和 他 兒 子 所 羅 門 所 寫 的 、 自 己 豫 備 。
Đoạn hạy đứng trong nơi thánh, theo thứ tự tông tộc của anh em các ngươi, là dân Y-sơ-ra-ên, và theo thứ tự tông tộc của anh em các ngươi, là dân Y-sơ-ra-ên, và theo thứ tự tông tộc của người Lê-vi.|要 按 著 你 們 的 弟 兄 這 民 宗 族 的 班 次 、 站 在 聖 所 、 每 班 中 要 利 未 宗 族 的 幾 個 人 。
Các ngươi hãy giết con sinh về lễ Vượt qua, biệt mình riêng ra thánh và sắm sửa lễ Vượt qua thế cho anh em các ngươi, để làm y như lời của Đức Giê-hô-va cậy Môi-se phán.|要 宰 逾 越 節 的 羊 羔 、 潔 淨 自 己 ． 為 你 們 的 弟 兄 豫 備 了 、 好 遵 守 耶 和 華 藉 摩 西 所 吩 咐 的 話 。
Giô-si -a ban cho dân sự những súc vật nhỏ, số là ba vạn chiên con và dê con, cùng ba ngàn con bò đực, dùng trọn về lễ Vượt qua cho các người có mặt tại đó; các thú đó đều bắt nơi sản vật của vua.|約 西 亞 從 群 畜 中 賜 給 在 那 裡 所 有 的 人 民 、 綿 羊 羔 和 山 羊 羔 三 萬 隻 、 牛 三 千 隻 、 作 逾 越 節 的 祭 物 ． 這 都 是 出 自 王 的 產 業 中 。
Các quan trưởng cũng đều đành lòng ban súc vật cho dân sự, cấp cho thầy tế lễ và người Lê-vi. Hinh-kia, Xa-cha-ri, và Giê-hi-ên, là các người quản đốc đền Đức Chúa Trời, cấp cho những thầy tế lễ, hai ngàn sáu trăm con chiên, và ba trăm con bò để dùng về lễ Vượt qua.|約 西 亞 的 眾 首 領 也 樂 意 將 犧 牲 給 百 姓 、 和 祭 司 利 未 人 ． 又 有 管 理 　 神 殿 的 希 勒 家 、 撒 迦 利 亞 、 耶 歇 將 羊 羔 二 千 六 百 隻 、 牛 三 百 隻 、 給 祭 司 作 逾 越 節 的 祭 物 。
Cô-na-nia, Sê-ma-gia, Na-tha-na-ên, và các anh em người, Ha-sa-bia, Giê -i-ên, và Giô-xa-bát, là các quan trưởng của người Lê-vi, đều cấp cho người Lê-vi năm ngàn con chiên, và năm trăm con bò để dùng về lễ Vượt qua.|利 未 人 的 族 長 歌 楠 雅 、 和 他 兩 個 兄 弟 示 瑪 雅 、 拿 坦 業 、 與 哈 沙 比 雅 、 耶 利 、 約 撒 拔 、 將 羊 羔 五 千 隻 、 牛 五 百 隻 、 給 利 未 人 作 逾 越 節 的 祭 物 。
Vậy, việc tế lễ đã sắp đặt rồi, những thầy tế lễ đều đứng tại chỗ mình, và người lê-vi cứ theo ban thứ mình, y theo mạng lịnh của vua.|這 樣 、 供 獻 的 事 齊 備 了 ． 祭 司 站 在 自 己 的 地 方 、 利 未 人 按 著 班 次 站 立 、 都 是 照 王 所 吩 咐 的 。
Người Lê-vi giết con sinh về lễ Vượt qua, và những thầy tế lễ nhận lấy huyết nơi tay chúng mà rảy nó ra; còn người Lê-vi thì lột da con sinh.|利 未 人 宰 了 逾 越 節 的 羊 羔 、 祭 司 從 他 們 手 裡 接 過 血 來 灑 在 壇 上 、 利 未 人 剝 皮 、
Chúng để những của lễ thiêu riêng ra, đặng phân phát cho dân sự, theo thứ tự tông tộc của họ, để dâng cho Đức Giê-hô-va, tùy theo điều đã chép trong sách của Môi-se; họ cũng làm như vậy về các con bò đực.|將 燔 祭 搬 來 、 按 著 宗 族 的 班 次 分 給 眾 民 、 好 照 摩 西 書 上 所 寫 的 、 獻 給 耶 和 華 ． 獻 牛 也 是 這 樣 。
Chúng theo lệ định, mà quay thịt con sinh về lễ Vượt qua; còn những vật thánh thì nấu trong cái nồi, cái vạc, và cái chảo, rồi hối hả đem phân phát cho cả dân sự.|他 們 按 著 常 例 、 用 火 烤 逾 越 節 的 羊 羔 ． 別 的 聖 物 用 鍋 、 用 釜 、 用 罐 煮 了 ． 速 速 的 送 給 眾 民 。
Kế sau, chúng lo sắm sửa vật dùng cho mình và cho những thầy tế lễ; vì những thầy tế lễ, là con cháu A-rôn, đều mắc việc dâng của lễ thiêu và mỡ cho đến chiều tối; vì vậy người Lê-vi sắm sửa vật dùng cho mình và cho những thầy tế lễ, là con cháu của A-rôn.|然 後 為 自 己 和 祭 司 豫 備 祭 物 、 因 為 祭 司 亞 倫 的 子 孫 獻 燔 祭 和 脂 油 、 直 到 晚 上 ． 所 以 利 未 人 為 自 己 、 和 祭 司 亞 倫 的 子 孫 、 豫 備 祭 物 。
Những người ca hát, là con cháu của A-sáp, đều ở tại chỗ mình, tùy theo lệ của Đa-vít, A-sáp, Hê-man, và Giê-đu-thun, đấng tiên kiến của vua, đã định; các người canh cửa đều ở tại mỗi cửa, không cần rời khỏi việc mình, vì anh em của họ, là người Lê-vi, sắm sửa vật dùng cho họ.|歌 唱 的 亞 薩 之 子 孫 、 照 著 大 衛 、 亞 薩 、 希 幔 、 和 王 的 先 見 耶 杜 頓 所 吩 咐 的 、 站 在 自 己 的 地 位 上 ． 守 門 的 看 守 各 門 、 不 用 離 開 他 們 的 職 事 、 因 為 他 們 的 弟 兄 利 未 人 給 他 們 豫 備 祭 物 。
Nội ngày đó, các cuộc thờ phượng Đức Giê-hô-va đã sắp đặt rồi, để giữ lễ Vượt qua, và dâng những của lễ thiêu trên bàn thờ của Đức Giê-hô-va, tùy theo mạng lịnh của vua Giô-si -a.|當 日 供 奉 耶 和 華 的 事 齊 備 了 、 就 照 約 西 亞 王 的 吩 咐 守 逾 越 節 、 獻 燔 祭 在 耶 和 華 的 壇 上 。
Những người Y-sơ-ra-ên có mặt tại đó, đều giữ lễ Vượt qua trong lúc ấy, và giữ lễ bánh không men trong bảy ngày.|當 時 在 耶 路 撒 冷 的 以 色 列 人 守 逾 越 節 、 又 守 除 酵 節 七 日 。
Từ đời tiên tri Sa-mu-ên, trong Y-sơ-ra-ên, người ta không có giữ lễ Vượt qua giống như vậy; cũng chẳng có vua nào trong các vua Y-sơ-ra-ên giữ lễ Vượt qua giống như lễ Vượt qua mà Giô-si -a với những thầy tế lễ, người Lê-vi, cả dân Giu-đa, và Y-sơ-ra-ên có mặt tại đó, đã giữ.|自 從 先 知 撒 母 耳 以 來 、 在 以 色 列 中 沒 有 守 過 這 樣 的 逾 越 節 、 以 色 列 諸 王 也 沒 有 守 過 、 像 約 西 亞 、 祭 司 、 利 未 人 在 那 裡 的 猶 大 人 和 以 色 列 人 、 以 及 耶 路 撒 冷 居 民 所 守 的 逾 越 節 。
