
					Giô-sua 1				|
Khi dân Y-sơ-ra-ên hay được điều đó, cả hội chúng Y-sơ-ra-ên bèn hiệp lại tại Si-lô, đặng kéo lên hãm đánh họ.|全 會 眾 一 聽 見 、 就 聚 集 在 示 羅 、 要 上 去 攻 打 他 們 。
Dân Y-sơ-ra-ên sai Phi-nê -a, con trai thầy tế lễ Ê-lê -a-sa, đến cùng người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se tại xứ Ga-la-át;|以 色 列 人 打 發 祭 司 以 利 亞 撒 的 兒 子 非 尼 哈 、 往 基 列 地 去 見 流 便 人 、 迦 得 人 、 瑪 拿 西 半 支 派 的 人 。
cũng có mười trưởng tộc theo người, một trưởng tộc cho mỗi chi phái Y-sơ-ra-ên; mỗi người trong họ là trưởng tộc của hàng ngàn người Y-sơ-ra-ên.|又 打 發 十 個 首 領 與 非 尼 哈 同 去 、 就 是 以 色 列 每 支 派 的 一 個 首 領 、 都 是 以 色 列 軍 中 的 統 領 。
Chúng đến gần người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se trong xứ Ga-la-át, mà nói rằng:|他 們 到 了 基 列 地 、 見 流 便 人 、 迦 得 人 、 和 瑪 拿 西 半 支 派 的 人 、 對 他 們 說 、
Cả hội chúng của Đức Giê-hô-va có hỏi như vầy: Sự bất trung này mà các ngươi đã phạm cùng Đức Chúa Trời của Y-sơ-ra-ên là chi? Vì sao ngày nay các ngươi bỏ Đức Giê-hô-va, mà lập một bàn thờ đặng phản nghịch cùng Đức Giê-hô-va?|耶 和 華 全 會 眾 這 樣 說 、 你 們 今 日 轉 去 不 跟 從 耶 和 華 、 干 犯 以 色 列 的 　 神 、 為 自 己 築 一 座 壇 、 悖 逆 了 耶 和 華 、 這 犯 的 是 甚 麼 罪 呢 ．
Tội ác của Phê-ô gây vạ cho cả hội chúng của Đức Giê-hô-va, mà đến bây giờ chúng ta chưa rửa sạch được, há là một việc nhỏ mọn cho chúng ta sao?|從 前 拜 毘 珥 的 罪 孽 還 算 小 嗎 ． 雖 然 瘟 疫 臨 到 耶 和 華 的 會 眾 、 到 今 日 我 們 還 沒 有 洗 淨 這 罪 。
Ngày nay các ngươi lại bỏ Đức Giê-hô-va ư! Vả, nếu ngày nay các ngươi phản nghịch cùng Đức Giê-hô-va, ngày mai chắc Ngài sẽ nổi giận cùng cả hội chúng Y-sơ-ra-ên.|你 們 今 日 竟 轉 去 不 跟 從 耶 和 華 麼 ． 你 們 今 日 既 悖 逆 耶 和 華 、 明 日 他 必 向 以 色 列 全 會 眾 發 怒 ．
Song nếu đất các ngươi nhận được bị ô uế, thì hãy đi qua đất mà Đức Giê-hô-va đã chiếm lấy, là nơi đã lập đền tạm của Đức Giê-hô-va, và hãy lập nghiệp ở giữa chúng ta; nhưng chớ phản nghịch cùng Đức Giê-hô-va, và đừng phân rẽ chúng ta ra, mà lập một bàn thờ kình địch cùng bàn thờ của Giê-hô-va Đức Chúa Trời chúng ta.|你 們 所 得 為 業 之 地 、 若 嫌 不 潔 淨 、 就 可 以 過 到 耶 和 華 之 地 、 就 是 耶 和 華 的 帳 幕 所 住 之 地 、 在 我 們 中 間 得 地 業 ． 只 是 不 可 悖 逆 耶 和 華 、 也 不 可 得 罪 我 們 、 在 耶 和 華 我 們 　 神 的 壇 以 外 為 自 己 築 壇 。
A-can, con trai Xê-rách, há chẳng có phạm một tội bất trung về vật đáng diệt, và cơn thạnh nộ của Đức Giê-hô-va há chẳng nổi phừng cùng cả hội chúng Y-sơ-ra-ên sao? Và người ấy chẳng phải một mình chết vì tội mình đâu!|從 前 謝 拉 的 曾 孫 亞 干 、 豈 不 是 在 那 當 滅 的 物 上 犯 了 罪 、 就 有 忿 怒 臨 到 以 色 列 全 會 眾 麼 ． 那 人 在 所 犯 的 罪 中 、 不 獨 一 人 死 亡 。
Bấy giờ, người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se đáp cùng trưởng tộc hàng ngàn người Y-sơ-ra-ên, mà rằng:|於 是 流 便 人 、 迦 得 人 、 瑪 拿 西 半 支 派 的 人 、 回 答 以 色 列 軍 中 的 統 領 說 、
Giê-hô-va, Đức Chúa Trời toàn năng, Giê-hô-va, Đức Chúa Trời toàn năng biết điều đó, và Y-sơ-ra-ên sẽ rõ! Nếu ấy là phản nghịch, nếu là bất trung cùng Đức Giê-hô-va, thì ngày nay chớ cứu chúng tôi!|大 能 者 　 神 耶 和 華 。 大 能 者 　 神 耶 和 華 、 他 是 知 道 的 。 以 色 列 人 也 必 知 道 。 我 們 若 有 悖 逆 的 意 思 、 或 是 干 犯 耶 和 華 ． （ 願 你 今 日 不 保 佑 我 們 ）
Nếu chúng tôi có lập một bàn thờ đặng lìa bỏ Đức Giê-hô-va, nếu để dâng của lễ thiêu, của lễ chay, và của lễ thù ân tại đó, nguyện chánh Đức Giê-hô-va đòi lại chúng tôi!|為 自 己 築 壇 、 要 轉 去 不 跟 從 耶 和 華 、 或 是 要 將 燔 祭 、 素 祭 、 平 安 祭 獻 在 壇 上 、 願 耶 和 華 親 自 討 我 們 的 罪 。
Chúng tôi có ý lập bàn thờ, vì chúng tôi sợ con cháu của anh em một mai nói cùng con cháu chúng tôi rằng: Các ngươi có chi chung cùng Giê-hô-va, Đức Chúa Trời của Y-sơ-ra-ên?|我 們 行 這 事 並 非 無 故 、 是 特 意 作 的 、 說 、 恐 怕 日 後 你 們 的 子 孫 對 我 們 的 子 孫 說 、 你 們 與 耶 和 華 以 色 列 的 　 神 、 有 何 關 涉 呢 ．
Hỡi con cháu Ru-bên, con cháu Gát, Đức Giê-hô-va đã đặt sông Giô-đanh làm giới hạn giữa chúng ta và các ngươi; các ngươi chẳng có phần chi nơi Đức Giê-hô-va! Như vậy con cháu của anh em sẽ làm cho con cháu chúng tôi thôi kính sợ Đức Giê-hô-va.|因 為 耶 和 華 把 約 但 河 定 為 我 們 和 你 們 這 流 便 人 、 迦 得 人 的 交 界 ． 你 們 與 耶 和 華 無 分 了 、 這 樣 、 你 們 的 子 孫 、 就 使 我 們 的 子 孫 、 不 再 敬 畏 耶 和 華 了 。
Bởi cớ đó, chúng tôi có nói rằng: Chúng ta hãy lập một bàn thờ, chẳng phải để dâng của lễ thiêu hay là dâng hi sinh;|因 此 我 們 說 、 不 如 為 自 己 築 一 座 壇 、 不 是 為 獻 燔 祭 、 也 不 是 為 獻 別 的 祭 、
nhưng để làm chứng giữa chúng tôi và anh em cùng con cháu sau chúng ta rằng chúng tôi dùng của lễ thiêu, của lễ chuộc tội, và của lễ thù ân mà giữ cuộc thờ phượng của Đức Giê-hô-va trước mặt Ngài; hầu cho về sau con cháu anh em không nói cùng con cháu chúng tôi rằng: Các ngươi không có phần nơi Đức Giê-hô-va!|乃 是 為 你 我 中 間 、 和 你 我 後 人 中 間 作 證 據 ． 好 叫 我 們 也 在 耶 和 華 面 前 獻 燔 祭 、 平 安 祭 、 和 別 的 祭 事 奉 他 、 免 得 你 們 的 子 孫 、 日 後 對 我 們 的 子 孫 說 、 你 們 與 耶 和 華 無 分 了 。
Lại chúng tôi có nói: Khi nào họ sẽ nói điều đó cùng chúng tôi, hay là nói cùng con cháu sau chúng tôi, thì chúng tôi sẽ nói: Hãy xem hình dạng bàn thờ Đức Giê-hô-va, mà tổ phụ chúng ta đã lập, nào phải dùng cho của lễ thiêu hay là dâng hi sinh, nhưng để làm chứng giữa chúng tôi và các ngươi!|所 以 我 們 說 、 日 後 你 們 對 我 們 、 或 對 我 們 的 後 人 這 樣 說 、 我 們 就 可 以 回 答 說 、 你 們 看 我 們 列 祖 所 築 的 壇 、 是 耶 和 華 壇 的 樣 式 、 這 並 不 是 為 獻 燔 祭 、 也 不 是 為 獻 別 的 祭 、 乃 是 為 作 你 我 中 間 的 證 據 。
Chúng tôi ngày nay quyết không có ý phản nghịch cùng Đức Giê-hô-va và lìa bỏ Ngài, mà lập một bàn thờ khác hơn bàn thờ trước mặt đền tạm của Giê-hô-va Đức Chúa Trời chúng ta, đặng dùng nó dâng của lễ thiêu, của lễ chay, và những hi sinh.|我 們 在 耶 和 華 我 們 　 神 帳 幕 前 的 壇 以 外 、 另 築 一 座 壇 、 為 獻 燔 祭 、 素 祭 、 和 別 的 祭 、 悖 逆 耶 和 華 、 今 日 轉 去 不 跟 從 他 、 我 們 斷 沒 有 這 個 意 思 。
Khi thầy tế lễ Phi-nê -a, các mục bá của hội chúng, các quan trưởng của hàng ngàn người Y-sơ-ra-ên đi theo người, đã nghe những lời của người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se nói, thì điều lấy làm bằng lòng.|祭 司 非 尼 哈 與 會 中 的 首 領 、 就 是 與 他 同 來 以 色 列 軍 中 的 統 領 、 聽 見 流 便 人 、 迦 得 人 、 瑪 拿 西 人 所 說 的 話 、 就 都 以 為 美 。
Phi-nê -a, con trai thầy tế lễ Ê-lê -a-sa, nói cùng người Ru-bên, người Gát, và người Ma-na-se, mà rằng: Ngày nay chúng tôi biết rằng Đức Giê-hô-va ngự giữa chúng ta, vì các ngươi không có phạm tội bất trung này cùng Đức Giê-hô-va; như vậy các ngươi đã giải cứu dân Y-sơ-ra-ên khỏi tay Đức Giê-hô-va.|祭 司 以 利 亞 撒 的 兒 子 非 尼 哈 、 對 流 便 人 、 迦 得 人 、 瑪 拿 西 人 說 、 今 日 我 們 知 道 耶 和 華 在 我 們 中 間 、 因 為 你 們 沒 有 向 他 犯 了 這 罪 。 現 在 你 們 救 以 色 列 人 脫 離 耶 和 華 的 手 了 。
Phi-nê -a, con trai thầy tế lễ Ê-lê -a-sa, cùng các quan trưởng từ giã người Ru-bên, người Gát ở xứ Ga-la-át, trở về xứ Ca-na-an cùng dân Y-sơ-ra-ên, thuật lại điều đã xảy qua.|祭 司 以 利 亞 撒 的 兒 子 非 尼 哈 、 與 眾 首 領 離 了 流 便 人 、 迦 得 人 、 從 基 列 地 回 往 迦 南 地 、 到 了 以 色 列 人 那 裡 、 便 將 這 事 回 報 他 們 。
Việc này dân Y-sơ-ra-ên lấy làm đẹp lòng; chúng bèn ngợi khen Đức Chúa Trời, và chẳng còn toan kéo lên đánh người Ru-bên và người Gát, đặng tàn hại xứ họ ở.|以 色 列 人 以 這 事 為 美 ． 就 稱 頌 　 神 、 不 再 題 上 去 攻 打 流 便 人 、 迦 得 人 、 毀 壞 他 們 所 住 的 地 了 。
Vì vậy, người Ru-bên và người Gát đặt tên bàn thờ là Et, vì nói rằng nó làm chứng giữa chúng ta rằng Giê-hô-va là Đức Chúa Trời.|流 便 人 、 迦 得 人 、 給 壇 起 名 叫 證 壇 、 意 思 說 、 這 壇 在 我 們 中 間 證 明 耶 和 華 是 　 神 。

					Giô-sua 23				|
						約書亞記 23					
Khi Đức Giê-hô-va ban sự an nghỉ cho Y-sơ-ra-ên từ lâu rồi, giải cứu họ khỏi các thù nghịch ở bốn phía, và Giô-suê đã già tuổi tác cao,|耶 和 華 使 以 色 列 人 安 靜 、 不 與 四 圍 的 一 切 仇 敵 爭 戰 、 已 經 多 日 、 約 書 亞 年 紀 老 邁 、
thì người gọi cả Y-sơ-ra-ên, các trưởng lão, các quan trưởng, các quan xét, và các quan tướng mà nói rằng: Ta là lão già đã cao tuổi rồi.|就 把 以 色 列 眾 人 的 長 老 、 族 長 、 審 判 官 、 並 官 長 都 召 了 來 、 對 他 們 說 、 我 年 紀 已 經 老 邁 ．
Các ngươi đã thấy mọi điều Giê-hô-va Đức Chúa Trời các ngươi đã làm cho những dân tộc này mà Ngài bắt qui phục các ngươi; vì ấy là Giê-hô-va Đức Chúa Trời các ngươi đã chiến đấu cho các ngươi.|耶 和 華 你 們 的 　 神 、 因 你 們 的 緣 故 、 向 那 些 國 所 行 的 一 切 事 、 你 們 親 眼 看 見 了 、 因 那 為 你 們 爭 戰 的 、 是 耶 和 華 你 們 的 　 神 。
Kìa, tùy theo chi phái, ta đã bắt thăm cấp cho các ngươi làm sản nghiệp xứ chưa đánh lấy, và xứ của những dân tộc mà ta đã diệt, từ sông Giô-đanh cho đến biển lớn, về phía mặt trời lặn.|我 所 剪 除 和 所 剩 下 的 各 國 、 從 約 但 河 起 到 日 落 之 處 的 大 海 、 我 已 經 拈 鬮 分 給 你 們 各 支 派 為 業 ．
Giê-hô-va Đức Chúa Trời các ngươi sẽ đuổi và cất dân ấy khỏi trước mặt các ngươi, và các ngươi sẽ nhận được xứ nó, y như Giê-hô-va Đức Chúa Trời các ngươi đã phán.|耶 和 華 你 們 的 　 神 必 將 他 們 從 你 們 面 前 趕 出 去 、 使 他 們 離 開 你 們 、 你 們 就 必 得 他 們 的 地 為 業 、 正 如 耶 和 華 你 們 的 　 神 所 應 許 的 。
Vậy, hãy vững lòng gìn giữ làm theo mọi điều đã ghi trong sách luật pháp của Môi-se, chớ xây qua bên hữu hoặc bên tả.|所 以 你 們 要 大 大 壯 膽 、 謹 守 遵 行 寫 在 摩 西 律 法 書 上 的 一 切 話 ． 不 可 偏 離 左 右 。
Chớ nên xen lộn cùng các dân tộc này còn ở lại giữa các ngươi, chớ xưng đến danh các thần chúng nó, chớ biểu ai bắt các thần ấy mà thề, chớ hầu việc, và đừng quì lạy trước các thần đó.|不 可 與 你 們 中 間 所 剩 下 的 這 些 國 民 攙 雜 ． 他 們 的 神 、 你 們 不 可 題 他 的 名 、 不 可 指 著 他 起 誓 、 也 不 可 事 奉 、 叩 拜 ．
Nhưng phải tríu mến Giê-hô-va Đức Chúa Trời các ngươi, y như các ngươi đã làm đến ngày nay.|只 要 照 著 你 們 到 今 日 所 行 的 、 專 靠 耶 和 華 你 們 的 　 神 。
Vì Đức Giê-hô-va đã đuổi khỏi trước mặt các ngươi những dân tộc lớn và cường thạnh, và đến ngày nay chẳng ai đứng nổi trước mặt các ngươi.|因 為 耶 和 華 已 經 把 又 大 又 強 的 國 民 、 從 你 們 面 前 趕 出 ． 直 到 今 日 、 沒 有 一 人 在 你 們 面 前 站 立 得 住 。
Một người trong các ngươi đuổi được đến ngàn người của chúng nó; vì Giê-hô-va Đức Chúa Trời các ngươi là Đấng chiến đấu cho các ngươi, y như Ngài đã phán.|你 們 一 人 必 追 趕 千 人 、 因 耶 和 華 你 們 的 　 神 照 他 所 應 許 的 為 你 們 爭 戰 。
Vậy, hãy cẩn thận lấy mình đặng kính mến Giê-hô-va Đức Chúa Trời các ngươi.|你 們 要 分 外 謹 慎 、 愛 耶 和 華 你 們 的 　 神 。
Vả, nếu các ngươi trở lòng và hiệp với phần còn lại của các dân tộc này ở giữa các ngươi, nếu các ngươi làm sui gia cùng chúng nó, hoặc các ngươi xen vào cùng chúng nó, và chúng nó cùng các ngươi,|你 們 若 稍 微 轉 去 、 與 你 們 中 間 所 剩 下 的 這 些 國 民 聯 絡 、 彼 此 結 親 、 互 相 往 來 、
thì phải biết rõ ràng Giê-hô-va Đức Chúa Trời các ngươi chẳng còn cứ đuổi những dân tộc này khỏi trước mặt các ngươi nữa; nhưng chúng nó sẽ làm lưới và bẫy cho các ngươi, làm roi đánh nơi hông, làm chông gai chích trong mắt, cho đến chừng nào các ngươi bị diệt mất khỏi xứ tốt đẹp này mà Giê-hô-va Đức Chúa Trời các ngươi đã ban cho.|你 們 要 確 實 知 道 、 耶 和 華 你 們 的 　 神 、 必 不 再 將 他 們 從 你 們 眼 前 趕 出 ． 他 們 卻 要 成 為 你 們 的 網 羅 、 機 檻 、 肋 上 的 鞭 、 眼 中 的 刺 ． 直 到 你 們 在 耶 和 華 你 們 　 神 所 賜 的 這 美 地 上 滅 亡 。
Nầy, ngày nay ta sẽ đi đường cả thế gian phải đi; vậy, hãy hết lòng hết ý nhận biết rằng trong các lời lành mà Giê-hô-va Đức Chúa Trời các ngươi đã phán về các ngươi, chẳng có một lời nào sai hết, thảy đều ứng nghiệm cho các ngươi; thật chẳng một lời nào sai hết.|我 現 在 要 走 世 人 必 走 的 路 、 你 們 是 一 心 一 意 的 知 道 耶 和 華 你 們 　 神 所 應 許 賜 福 與 你 們 的 話 、 沒 有 一 句 落 空 、 都 應 驗 在 你 們 身 上 了 。
Vả, hễ các lời lành mà Giê-hô-va Đức Chúa Trời các ngươi đã phán được ứng nghiệm cho các ngươi thế nào, thì Đức Giê-hô-va cũng sẽ làm ứng nghiệm những lời hăm dọa của Ngài trên các ngươi thế ấy, cho đến chừng Ngài diệt các ngươi khỏi xứ tốt đẹp này mà Giê-hô-va Đức Chúa Trời các ngươi đã ban cho.|耶 和 華 你 們 　 神 所 應 許 的 一 切 福 氣 、 怎 樣 臨 到 你 們 身 上 、 耶 和 華 也 必 照 樣 使 各 樣 禍 患 臨 到 你 們 身 上 、 直 到 把 你 們 從 耶 和 華 你 們 　 神 所 賜 的 這 美 地 上 除 滅 。
Nếu các ngươi bội giao ước của Giê-hô-va Đức Chúa Trời các ngươi đã dặn biểu, nếu các ngươi đi hầu việc các thần khác, và quì lạy trước chúng nó, thì cơn thạnh nộ của Đức Giê-hô-va sẽ nổi phừng cùng các ngươi, và các ngươi bị diệt mất liền khỏi xứ tốt đẹp mà Ngài đã ban cho.|你 們 若 違 背 耶 和 華 你 們 　 神 吩 咐 你 們 所 守 的 約 、 去 事 奉 別 神 、 叩 拜 他 、 耶 和 華 的 怒 氣 、 必 向 你 們 發 作 、 使 你 們 在 他 所 賜 的 美 地 上 速 速 滅 亡 。

					Giô-sua 24				|
						約書亞記 24					
Giô-suê bèn nhóm hiệp các chi phái Y-sơ-ra-ên tại Si-chem, và gọi các trưởng lão Y-sơ-ra-ên, các quan trưởng, các quan xét, và các quan tướng; họ đều ra mắt trước mặt Đức Chúa Trời.|約 書 亞 將 以 色 列 的 眾 支 派 聚 集 在 示 劍 ． 召 了 以 色 列 的 長 老 、 族 長 、 審 判 官 、 並 官 長 來 、 他 們 就 站 在 　 神 面 前 ．
Giô-suê nói cùng cả dân sự rằng: Giê-hô-va Đức Chúa Trời có phán như vầy: Tổ phụ các ngươi, là Tha-rê, cha của Ap-ra-ham, và Na-cô, thuở xưa ở phía bên sông, và hầu việc các thần khác.|約 書 亞 對 眾 民 說 、 耶 和 華 以 色 列 的 　 神 如 此 說 、 古 時 你 們 的 列 祖 、 就 是 亞 伯 拉 罕 、 和 拿 鶴 的 父 親 他 拉 、 住 在 大 河 那 邊 事 奉 別 神 ．
