
					Dân Số 1				|
tức là mọi vật đưa vào lửa được, thì các ngươi phải đưa ngang qua lửa đặng luyện nó; nhưng người ta cũng phải dùng nước tẩy uế mà làm cho nó được sạch nữa. Còn mọi vật chi không đưa qua lửa được, thì phải ngâm nó trong nước.|凡 能 見 火 的 、 你 們 要 叫 它 經 火 、 就 為 潔 淨 、 然 而 還 要 用 除 污 穢 的 水 潔 淨 它 、 凡 不 能 見 火 的 、 你 們 要 叫 它 過 水 。
Ngày thứ bảy các ngươi phải giặt áo xống mình, thì sẽ được sạch; đoạn mới được vào trại quân.|第 七 日 、 你 們 要 洗 衣 服 、 就 為 潔 淨 、 然 後 可 以 進 營 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Ngươi, Ê-lê -a-sa, thầy tế lễ, và các quan trưởng của những tông tộc, hãy dựng sổ về của giặc mà người ta đã đoạt được, nào người, nào vật,|你 和 祭 司 以 利 亞 撒 、 並 會 眾 的 各 族 長 、 要 計 算 所 擄 來 的 人 口 和 牲 畜 的 總 數 。
rồi chia của đó cho các người đã ra trận và cho cả hội chúng.|把 所 擄 來 的 、 分 作 兩 半 、 一 半 歸 與 出 去 打 仗 的 精 兵 、 一 半 歸 與 全 會 眾 。
Trong phần thuộc về quân binh đã ra trận, hoặc người, hoặc bò, hoặc lừa hay chiên, ngươi phải cứ thâu một phần trong năm trăm mà đóng thuế cho Đức Giê-hô-va,|又 要 從 出 去 打 仗 所 得 的 人 口 、 牛 、 驢 、 羊 群 中 、 每 五 百 取 一 、 作 為 貢 物 奉 給 耶 和 華 。
tức phải thâu thuế đó trong phân nửa thuộc về quân binh và giao cho Ê-lê -a-sa, thầy tế lễ, làm lễ vật dâng cho Đức Giê-hô-va.|從 他 們 一 半 之 中 、 要 取 出 來 交 給 祭 司 以 利 亞 撒 、 作 為 耶 和 華 的 舉 祭 。
Còn trong phân nửa kia thuộc về dân Y-sơ-ra-ên, hoặc người, hoặc bò, hoặc lừa hay chiên, tức các súc vật, ngươi phải cứ mỗi năm chục mà để riêng ra một, và giao cho người Lê-vi có chức phận coi sóc đền tạm của Đức Giê-hô-va.|從 以 色 列 人 的 一 半 之 中 、 就 是 從 人 口 、 牛 、 驢 、 羊 群 、 各 樣 牲 畜 中 、 每 五 十 取 一 、 交 給 看 守 耶 和 華 帳 幕 的 利 未 人 。
Môi-se và Ê-lê -a-sa, thầy tế lễ, làm y như Đức Giê-hô-va đã phán dặn Môi-se.|於 是 摩 西 和 祭 司 以 利 亞 撒 、 照 耶 和 華 所 吩 咐 摩 西 的 行 了 。
Vả, của giặc còn lại mà quân binh cướp lấy được, là sáu trăm bảy mươi lăm ngàn con chiên cái;|除 了 兵 丁 所 奪 的 財 物 以 外 、 所 擄 來 的 、 羊 六 十 七 萬 五 千 隻 ．
bảy mươi hai ngàn con bò,|牛 七 萬 二 千 隻 ．
sáu mươi mốt ngàn con lừa đực.|驢 六 萬 一 千 匹 ．
Người nữ chưa kết bạn cùng người nam nào, hết thảy được ba mươi hai ngàn người.|女 人 共 三 萬 二 千 口 ． 都 是 沒 有 出 嫁 的 。
Phân nửa thuộc về kẻ đã đi trận, là ba trăm ba mươi bảy ngàn năm trăm con chiên cái,|出 去 打 仗 之 人 的 分 、 就 是 他 們 所 得 的 那 一 半 、 共 計 羊 三 十 三 萬 七 千 五 百 隻 。
đóng thuế cho Đức Giê-hô-va là sáu trăm bảy mươi lăm con;|從 其 中 歸 耶 和 華 為 貢 物 的 、 有 六 百 七 十 五 隻 ．
ba mươi sáu ngàn con bò, đóng thuế cho Đức Giê-hô-va là bảy mươi hai con;|牛 三 萬 六 千 隻 ． 從 其 中 歸 耶 和 華 為 貢 物 的 、 有 七 十 二 隻 ．
ba ngàn năm trăm con lừa đực, và đóng thuế cho Đức Giê-hô-va sáu mươi mốt con;|驢 三 萬 零 五 百 匹 、 從 其 中 歸 耶 和 華 為 貢 物 的 、 有 六 十 一 匹 ．
mười sáu ngàn người, và đóng thuế cho Đức Giê-hô-va là ba mươi hai người.|人 一 萬 六 千 口 、 從 其 中 歸 耶 和 華 的 、 有 三 十 二 口 。
Môi-se giao cho Ê-lê -a-sa, thầy tế lễ của thuế làm lễ vật dâng cho Đức Giê-hô-va, y như Đức Giê-hô-va đã phán dặn Môi-se.|摩 西 把 貢 物 、 就 是 歸 與 耶 和 華 的 舉 祭 、 交 給 祭 司 以 利 亞 撒 、 是 照 耶 和 華 所 吩 咐 摩 西 的 。
Phân nửa kia thuộc về dân Y-sơ-ra-ên, tức là phân nửa mà Môi-se chia ra với phân nửa của quân binh đã đi trận,|以 色 列 人 所 得 的 那 一 半 、 就 是 摩 西 從 打 仗 的 人 取 來 分 給 他 們 的 。
phân nửa nầy thuộc về hội chúng, số là ba trăm ba mươi bảy ngàn năm trăm con chiên cái,|（ 會 眾 的 那 一 半 、 有 羊 三 十 三 萬 七 千 五 百 隻 ．
ba mươi sáu ngàn con bò,|牛 三 萬 六 千 隻 ．
ba mươi ngàn năm trăm con lừa,|驢 三 萬 零 五 百 匹 ．
và mười sáu ngàn người.|人 一 萬 六 千 口 。 ）
Trong phân nửa nầy thuộc về dân Y-sơ-ra-ên, Môi-se cứ mỗi năm chục thì để riêng ra một, bất luận người hay vật, và giao cho người Lê-vi có chức phận coi sóc đền tạm của Đức Giê-hô-va, y như Đức Giê-hô-va đã phán dặn mình.|無 論 是 人 口 、 是 牲 畜 、 摩 西 每 五 十 取 一 、 交 給 看 守 耶 和 華 帳 幕 的 利 未 人 、 是 照 耶 和 華 所 吩 咐 摩 西 的 。
Những quan trưởng, tức là quan tướng một ngàn quân và quan tướng một trăm quân, đến gần Môi-se|帶 領 千 軍 的 各 軍 長 、 就 是 千 夫 長 、 百 夫 長 、 都 近 前 來 見 摩 西 、
mà rằng: Những kẻ tôi tớ ông đã dựng sổ chiến sĩ, là người ở dưới quyền chúng tôi, và không thiếu một tên.|對 他 說 、 僕 人 權 下 的 兵 、 已 經 計 算 總 數 、 並 不 短 少 一 人 。
Mỗi người trong chúng tôi có đem đến đồ bằng vàng mình đã được, hoặc dây chuyền, hoặc vòng, hoặc cà-rá, hoặc hoa tai, hoặc kiềng, làm lễ vật dâng cho Đức Giê-hô-va đặng chuộc tội cho mình trước mặt Ngài.|如 今 我 們 將 各 人 所 得 的 金 器 、 就 是 腳 鍊 子 、 鐲 子 、 打 印 的 戒 指 、 耳 環 、 手 釧 、 都 送 來 為 耶 和 華 的 供 物 、 好 在 耶 和 華 面 前 、 為 我 們 的 生 命 贖 罪 。
Môi-se và Ê-lê -a-sa, thầy tế lễ, bèn nhận lãnh vàng, và hết thảy đồ trang sức làm công kỹ.|摩 西 和 祭 司 以 利 亞 撒 、 就 收 了 他 們 的 金 子 、 都 是 打 成 的 器 皿 。
Hết thảy vàng về lễ vật mà những quan tướng một ngàn quân và quan tướng một trăm quân dâng cho Đức Giê-hô-va, cộng là mười sáu ngàn bảy trăm năm mươi siếc-lơ.|千 夫 長 、 百 夫 長 、 所 獻 給 耶 和 華 為 舉 祭 的 金 子 、 共 有 一 萬 六 千 七 百 五 十 舍 客 勒 。
Vả, mỗi người trong quân binh đều có cướp lấy vật cho mình.|各 兵 丁 都 為 自 己 奪 了 財 物 。
Vậy, Môi-se và Ê-lê -a-sa, thầy tế lễ, nhận lãnh vàng của quan tướng ngàn quân và trăm quân, rồi đem vào hội mạc làm kỷ niệm về dân Y-sơ-ra-ên trước mặt Đức Giê-hô-va.|摩 西 和 祭 司 以 利 亞 撒 、 收 了 千 夫 長 、 百 夫 長 的 金 子 、 就 帶 進 會 幕 、 在 耶 和 華 面 前 作 為 以 色 列 人 的 紀 念 。

					Dân Số 32				|
						民數記 32					
Vả, con cháu Ru-bên cùng con cháu Gát có bầy súc vật rất nhiều; thấy xứ Gia-ê-xe và xứ Ga-la-át là đất tiện hiệp nuôi bầy súc vật:|流 便 子 孫 、 和 迦 得 子 孫 的 牲 畜 、 極 其 眾 多 ． 他 們 看 見 雅 謝 地 和 基 列 地 是 可 牧 放 牲 畜 之 地 、
bèn đến thưa cùng Môi-se, Ê-lê -a-sa, thầy tế lễ, và các hội trưởng mà rằng:|就 來 見 摩 西 和 祭 司 以 利 亞 撒 、 並 會 眾 的 首 領 、 說 、
A-ta-rốt, Đi-bôn, Gia-ê-xe, Nim-ra, Hết-bôn, Ê-lê -a-sa, Sê-bam, Nê-bô và Bê-ôn,|亞 大 錄 、 底 本 、 雅 謝 、 寧 拉 、 希 實 本 、 以 利 亞 利 、 示 班 、 尼 波 、 比 穩 、
xứ mà Đức Giê-hô-va đã đánh bại trước mặt hội chúng Y-sơ-ra-ên, là một xứ tiện hiệp nuôi bầy súc vật, và các tôi tớ ông có bầy súc vật.|就 是 耶 和 華 在 以 色 列 會 眾 前 面 所 攻 取 之 地 、 是 可 牧 放 牲 畜 之 地 、 你 僕 人 也 有 牲 畜 。
Lại tiếp rằng: Nếu chúng tôi được ơn trước mặt ông, chớ chi ban xứ nầy cho kẻ tôi tớ ông làm sản nghiệp, xin đừng biểu chúng tôi đi ngang qua sông Giô-đanh.|又 說 、 我 們 若 在 你 眼 前 蒙 恩 、 求 你 把 這 地 給 我 們 為 業 、 不 要 領 我 們 過 約 但 河 。
Nhưng Môi-se đáp cùng con cháu Gát và con cháu Ru-bên rằng: Anh em các ngươi há sẽ đi trận, còn các ngươi ở lại đây sao?|摩 西 對 迦 得 子 孫 和 流 便 子 孫 說 、 難 道 你 們 的 弟 兄 去 打 仗 、 你 們 竟 坐 在 這 裡 麼 。
Sao các ngươi xui dân Y-sơ-ra-ên trở lòng, không khứng đi qua xứ mà Đức Giê-hô-va đã cho?|你 們 為 何 使 以 色 列 人 灰 心 喪 膽 、 不 過 去 進 入 耶 和 華 所 賜 給 他 們 的 那 地 呢 。
Ay, tổ phụ các ngươi cũng làm như vậy khi ở từ Ca-đe-Ba-nê -a, ta sai họ đi do thám xứ.|我 先 前 從 加 低 斯 巴 尼 亞 打 發 你 們 先 祖 去 窺 探 那 地 、 他 們 也 是 這 樣 行 。
Vì tổ phụ các ngươi lên đến đèo Ech-côn, thấy xứ, rồi xui dân Y-sơ-ra-ên trở lòng, không khứng vào xứ mà Đức Giê-hô-va đã ban cho.|他 們 上 以 實 各 谷 、 去 窺 探 那 地 回 來 的 時 候 、 使 以 色 列 人 灰 心 喪 膽 、 不 進 入 耶 和 華 所 賜 給 他 們 的 地 。
Trong ngày đó, cơn thạnh nộ của Đức Giê-hô-va phừng lên và Ngài thề rằng:|當 日 耶 和 華 的 怒 氣 發 作 、 就 起 誓 說 、
Những người đi lên khỏi xứ Ê-díp-tô, từ hai mươi tuổi sắp lên, sẽ chẳng hề thấy xứ mà ta đã thề ban cho Ap-ra-ham, Y-sác, và Gia-cốp, vì các người đó không theo ta cách trung thành,|凡 從 埃 及 上 來 二 十 歲 以 外 的 人 、 斷 不 得 看 見 我 對 亞 伯 拉 罕 、 以 撒 、 雅 各 起 誓 應 許 之 地 、 因 為 他 們 沒 有 專 心 跟 從 我 。
trừ ra Ca-lép, con trai của Giê-phu-nê, là người Kê-nít, và Giô-suê, con trai của Nun: hai người đó đã theo Đức Giê-hô-va cách trung thành.|惟 有 基 尼 洗 族 耶 孚 尼 的 兒 子 迦 勒 、 和 嫩 的 兒 子 約 書 亞 、 可 以 看 見 、 因 為 他 們 專 心 跟 從 我 。
Ay vậy, cơn thạnh nộ của Đức Giê-hô-va nổi phừng phừng cùng dân Y-sơ-ra-ên, Ngài làm cho dân đó đi lưu lạc trong đồng vắng bốn mươi năm, cho đến chừng nào cả dòng dõi đã làm điều ác trước mặt Đức Giê-hô-va bị tiêu diệt hết.|耶 和 華 的 怒 氣 向 以 色 列 人 發 作 、 使 他 們 在 曠 野 飄 流 四 十 年 、 等 到 在 耶 和 華 眼 前 行 惡 的 那 一 、 代 人 都 消 滅 了 。
Nầy các ngươi dấy lên thế cho tổ phụ mình, là dòng dõi tội nhân, đặng gia thêm sức thạnh nộ của Đức Giê-hô-va cùng Y-sơ-ra-ên nữa.|誰 知 、 你 們 起 來 接 續 先 祖 、 增 添 罪 人 的 數 目 、 使 耶 和 華 向 以 色 列 大 發 烈 怒 。
Vì nhược bằng các ngươi đi tẻ Ngài ra, thì Ngài sẽ cứ để dân nầy ở trong đồng vắng, và các ngươi làm cho dân chết sạch hết vậy.|你 們 若 退 後 不 跟 從 他 、 他 還 要 把 以 色 列 人 撇 在 曠 野 、 便 是 你 們 使 這 眾 民 滅 亡 。
Nhưng các người đó đến gần Môi-se mà rằng: Tại đây, chúng tôi sẽ dựng chuồng cho súc vật và thành cho con trẻ chúng tôi;|兩 支 派 的 人 挨 近 摩 西 說 、 我 們 要 在 這 裡 為 牲 畜 壘 圈 、 為 婦 人 孩 子 造 城 。
rồi chúng tôi cầm binh khí lập tức đặng đi trước dân Y-sơ-ra-ên cho đến chừng nào đưa dân ấy vào cõi đã phân định cho họ. Còn con trẻ chúng tôi phải ở trong thành kiên cố, vì cớ dân bổn xứ.|我 們 自 己 要 帶 兵 器 、 行 在 以 色 列 人 的 前 頭 、 好 把 他 們 領 到 他 們 的 地 方 、 但 我 們 的 婦 人 孩 子 、 因 這 地 居 民 的 緣 故 、 要 住 在 堅 固 的 城 內 。
Chúng tôi không trở về nhà chúng tôi trước khi mọi người trong dân Y-sơ-ra-ên chưa lãnh được sản nghiệp mình.|我 們 不 回 家 、 直 等 到 以 色 列 人 各 承 受 自 己 的 產 業 。
Chúng tôi sẽ chẳng được chi với dân Y-sơ-ra-ên về bên kia sông Giô-đanh hay là xa hơn, vì chúng tôi được sản nghiệp mình ở bên nầy sông Giô-đanh, về phía đông.|我 們 不 和 他 們 在 約 但 河 那 邊 一 帶 之 地 同 受 產 業 、 因 為 我 們 的 產 業 是 坐 落 在 約 但 河 東 邊 這 裡 。
Môi-se đáp cùng các người rằng: Nếu các ngươi làm điều đó, nếu cầm binh khí đặng đi chiến trận trước mặt Đức Giê-hô-va,|摩 西 對 他 們 說 、 你 們 若 這 樣 行 、 在 耶 和 華 面 前 帶 著 兵 器 出 去 打 仗 ．
nếu mọi người cầm binh khí đi ngang qua sống Giô-đanh trước mặt Đức Giê-hô-va, cho đến khi nào đuổi quân-nghịch chạy khỏi trước mặt Ngài,|所 有 帶 兵 器 的 人 都 要 在 耶 和 華 面 前 過 約 但 河 、 等 他 趕 出 他 的 仇 敵 、
và nếu chỉ trở về sau khi xứ đã phục trước mặt Đức Giê-hô-va, thì đối cùng Đức Giê-hô-va và Y-sơ-ra-ên, các ngươi sẽ không bị trách móc chi, và đất nầy sẽ làm sản nghiệp cho các ngươi trước mặt Đức Giê-hô-va.|那 地 被 耶 和 華 制 伏 了 、 然 後 你 們 可 以 回 來 、 向 耶 和 華 和 以 色 列 纔 為 無 罪 、 這 地 也 必 在 耶 和 華 面 前 歸 你 們 為 業 。
Còn nếu không làm như vậy, nầy các ngươi sẽ phạm tội cùng Đức Giê-hô-va, và phải biết rằng tội chắc sẽ đổ lại trên các ngươi.|倘 若 你 們 不 這 樣 行 、 就 得 罪 耶 和 華 、 要 知 道 你 們 的 罪 必 追 上 你 們 。
Vậy, hãy cất thành cho con trẻ mình, cùng dựng chuồng cho bầy súc vật và làm điều các ngươi đã nói.|如 今 你 們 口 中 所 出 的 、 只 管 去 行 、 為 你 們 的 婦 人 孩 子 造 城 、 為 你 們 的 羊 群 壘 圈 。
Con cháu Gát và con cháu Ru-bên bèn nói cùng Môi-se rằng: Các tôi tớ ông sẽ làm điều mà chúa tôi phán dặn.|迦 得 子 孫 和 流 便 子 孫 對 摩 西 說 、 僕 人 要 照 我 主 所 吩 咐 的 去 行 。
Con trẻ, vợ, bầy chiên, và hết thảy súc vật chúng tôi sẽ ở đây trong những thành xứ Ga-la-át;|我 們 的 妻 子 、 孩 子 、 羊 群 、 和 所 有 的 牲 畜 、 都 要 留 在 基 列 的 各 城 。
còn hết thảy tôi tớ ông sẽ cầm binh khí, đi ngang qua, sẵn ngừa mà chiến trận trước mặt Đức Giê-hô-va, như chúa tôi đã phán dặn.|但 你 的 僕 人 、 凡 帶 兵 器 的 、 都 要 照 我 主 所 說 的 話 、 在 耶 和 華 面 前 過 去 打 仗 。
Vậy, Môi-se về phần các người đó truyền lịnh cho Ê-lê -a-sa, thầy tế lễ, cho Giô-suê, con trai Nun, và cho các quan trưởng của những chi phái dân Y-sơ-ra-ên,|於 是 摩 西 為 他 們 囑 咐 祭 司 以 利 亞 撒 、 和 嫩 的 兒 子 約 書 亞 、 並 以 色 列 眾 支 派 的 族 長 、 說 、
mà rằng: Nếu con cháu Gát và con cháu Ru-bên cầm binh khí đi ngang qua sông Giô-đanh với các ngươi đặng chiến trận trước mặt Đức Giê-hô-va, và nếu xứ phục các ngươi, thì các ngươi phải ban cho họ xứ Ga-la-át làm sản nghiệp.|迦 得 子 孫 和 流 便 子 孫 、 凡 帶 兵 器 在 耶 和 華 面 前 去 打 仗 的 、 若 與 你 們 一 同 過 約 但 河 、 那 地 被 你 們 制 伏 了 、 你 們 就 要 把 基 列 地 給 他 們 為 業 。
Nhưng nếu họ không cầm binh khí mà đi ngang qua với các ngươi, thì họ sẽ có sản nghiệp giữa các ngươi trong xứ Ca-na-an.|倘 若 他 們 不 帶 兵 器 和 你 們 一 同 過 去 、 就 要 在 迦 南 地 你 們 中 間 得 產 業 。
