
					Deuteronomy 1				|
Make all the people come together, men and women and children, and anyone from another country who is with you, so that hearing they may become wise in the fear of the Lord your God, and take care to do all the words of this law;|Ngươi phải nhóm hiệp dân sự, nào người nam, người nữ, nào con trẻ và khách lạ ở trong các thành của ngươi, để chúng nghe, tập kính sợ Giê-hô-va Đức Chúa Trời ngươi, và cẩn thận làm theo các lời của luật pháp nầy.
And so that your children, to whom it is new, may give ear and be trained in the fear of the Lord your God, while you are living in the land which you are going over Jordan to take for your heritage.|Những con cái của dân sự chưa biết việc ấy, sẽ nghe, tập kính sợ Giê-hô-va Đức Chúa Trời các ngươi, trọn lúc các ngươi sống trên đất mà các ngươi sẽ nhận được, sau khi đã đi ngang qua sông Gô-đanh.
At that time the Lord said to Moses, The day of your death is near: send for Joshua, and come to the Tent of meeting so that I may give him his orders. So Moses and Joshua went to the Tent of meeting.|Đức Giê-hô-va bèn phán cùng Môi-se rằng: Kìa, ngày chết của ngươi hầu gần; hãy gọi Giô-suê, rồi hai ngươi hãy ra mắt tại hội mạc, để ta truyền lịnh ta cho người. Vậy, Môi-se và Giô-suê đi đến chầu tại hội mạc.
And the Lord was seen in the Tent in a pillar of cloud resting by the door of the Tent.|Đức Giê-hô-va hiện ra nơi Trại, trong một trụ mây, và trụ mây dừng lại tại cửa Trại.
And the Lord said to Moses, Now you are going to rest with your fathers; and this people will be false to me, uniting themselves to the strange gods of the land where they are going; they will be turned away from me and will not keep the agreement I have made with them.|Đức Giê-hô-va phán cùng Môi-se rằng: Kìa, ngươi sẽ an giấc với các tổ phụ ngươi; dân sự nầy sẽ dấy lên và thông dâm cùng các thần khác trong xứ mà họ sẽ vào, bỏ ta và bội giao ước ta đã lập cùng họ.
In that day my wrath will be moved against them, and I will be turned away from them, veiling my face from them, and destruction will overtake them, and unnumbered evils and troubles will come on them; so that in that day they will say, Have not these evils come on us because our God is not with us?|Trong ngày ấy, cơn thạnh nộ ta sẽ phừng lên cùng họ, ta sẽ bỏ họ, giấu mặt ta đi, khiến cho họ bị tiêu nuốt; nhiều sự tai vạ và buồn thảm sẽ xông hãm vào họ. Trong ngày đó họ sẽ nói rằng: Há có phải vì Đức Chúa Trời không ngự giữa tôi, nên những tai vạ nầy xông hãm vào tôi chăng?
Truly, my face will be turned away from them in that day, because of all the evil they have done in going after other gods.|Còn ta, trong ngày đó, sẽ giấu mất mặt ta đi, vì cớ các tội ác của dân đã làm, trở theo các thần khác.
Make then this song for yourselves, teaching it to the children of Israel: put it in their mouths, so that this song may be a witness for me against the children of Israel.|Vậy bây giờ, hãy chép bài ca nầy và dạy cho dân Y-sơ-ra-ên; hãy để trong miệng họ, để bài ca nầy dùng làm chứng cho ta nghịch cùng dân Y-sơ-ra-ên.
For when I have taken them into the land named in my oath to their fathers, a land flowing with milk and honey, and they have made themselves full of food and are fat, then they will be turned to other gods and will give them worship, no longer honouring me or keeping my agreement.|Vì ta sẽ đưa dân nầy vào xứ, ta đã thề hứa cùng tổ phụ chúng nó; tức là xứ đượm sữa và mật; chúng nó sẽ ăn no nê và mập béo; đoạn, trở đi hầu việc các thần khác, khinh dể ta, và bội giao ước của ta.
Then when evils and troubles without number have overtaken them, this song will be a witness to them, for the words of it will be clear in the memories of their children: for I see the thoughts which are moving in their hearts even now, before I have taken them into the land of my oath.|Khi tai vạ nhiều và sự gian truân đã xông hãm dân nầy, thì bấy giờ, bài ca nầy sẽ rền lên làm chứng nghịch cùng nó, vì miệng của dòng dõi nó sẽ không quên. Vả, ta biết những ý tưởng của nó đã kết nên ngày nay, trước khi đưa nó vào xứ mà ta đã thề ban cho.
So that same day Moses made this song, teaching it to the children of Israel.|Trong ngày đó, Môi-se chép bài ca nầy và dạy cho dân Y-sơ-ra-ên.
Then he gave orders to Joshua, the son of Nun, saying to him, Be strong and take heart: for you are to go at the head of the children of Israel into the land which I made an oath to give them; and I will be with you.|Đức Giê-hô-va ra lịnh cho Giô-suê, con trai Nun, mà rằng: Hãy vững lòng bền chí, vì ngươi sẽ đưa dân Y-sơ-ra-ên vào trong xứ mà ta đã thề ban cho chúng nó; còn ta, ta sẽ ở cùng ngươi.
Now after writing all the words of this law in a book till the record of them was complete,|Khi Môi-se chép những lời luật pháp nầy trong một cuốn sách xong rồi,
Moses said to the Levites who were responsible for taking up the ark of the Lord's agreement,|thì ra lịnh cho người Lê-vi khiêng hòm giao ước của Đức Giê-hô-va mà rằng:
Take this book of the law and put it by the ark of the Lord's agreement, so that it may be a witness against you.|Hãy lấy cuốn sách luật pháp nầy, để bên hòm giao ước của Giê-hô-va Đức Chúa Trời các ngươi. Nó sẽ ở đó làm chứng nghịch cùng ngươi;
For I have knowledge of your hard and uncontrolled hearts: even now, while I am still living, you will not be ruled by the Lord; how much less after my death?|vì ta biết tánh bội nghịch và cứng cổ của ngươi. Nầy ngày nay, lúc ta còn sống với các ngươi, các ngươi đã phản nghịch cùng Đức Giê-hô-va; huống chi sau khi ta qua đời!
Get together before me all those who are in authority in your tribes, and your overseers, so that I may say these things in their hearing, and make heaven and earth my witnesses against them.|Hãy nhóm hiệp những trưởng lão của các chi phái và quan cai các ngươi lại gần ta; ta sẽ cho họ nghe những lời nầy nơi lỗ tai, và ta bắt trời cùng đất làm chứng nghịch cùng họ.
For I am certain that after my death you will give yourselves up to sin, wandering from the way which I have given you; and evil will overtake you in the end, because you will do evil in the eyes of the Lord, moving him to wrath by the work of your hands.|Vì ta biết rằng, sau khi ta qua đời, các ngươi hẳn sẽ bại hoại, trở bỏ đường ta đã truyền dạy cho các ngươi; trong ngày sau rốt, tai họa sẽ xông hãm các ngươi, bởi các ngươi làm điều ác trước mặt Đức Giê-hô-va, lấy những công việc của tay mình mà chọc Ngài nổi giận.
Then in the hearing of all the meeting of Israel, Moses said the words of this song, to the end.|Môi-se đọc hết những lời của bài ca nầy cho cả hội Y-sơ-ra-ên nghe:

					Deuteronomy 32				|
						Phục Truyền Luật Lệ 32					
Give ear, O heavens, to my voice; let the earth take note of the words of my mouth:|Hỡi trời, hãy lắng tai, tôi sẽ nói; Và đất, hãy nghe những lời của miệng tôi.
My teaching is dropping like rain, coming down like dew on the fields; like rain on the young grass and showers on the garden plants:|Đạo của tôi rải ra như mưa; Lời tôi sa xuống khác nào sương móc, Tợ mưa tro trên cây cỏ, Tỉ như mưa tầm tã trên đồng xanh.
For I will give honour to the name of the Lord: let our God be named great.|Vì tôi sẽ tung hô danh Giê-hô-va. Hãy tôn sự oai nghiêm cho Đức Chúa Trời chúng tôi!
He is the Rock, complete is his work; for all his ways are righteousness: a God without evil who keeps faith, true and upright is he.|Công việc của Hòn Đá là trọn vẹn; Vì các đường lối Ngài là công bình. Ay là Đức Chúa Trời thành tín và vô tội; Ngài là công bình và chánh trực.
They have become false, they are not his children, the mark of sin is on them; they are an evil and hard-hearted generation.|Chúng đáng mang xấu hổ, vì đã phản Ngài, Chẳng phải con trai của Ngài nữa: quả là một dòng dõi gian tà và điên-đảo!
Is this your answer to the Lord, O foolish people and unwise? Is he not your father who has given you life? He has made you and given you your place.|Hỡi dân khờ dại không trí, Các ngươi báo đáp Đức Giê-hô-va như vậy sao? Ngài há chẳng phải là Cha ngươi, Đấng đã chuộc ngươi chăng? Há chẳng phải Ngài đã dựng nên ngươi, và lập ngươi sao?
Keep in mind the days of the past, give thought to the years of generations gone by: go to your father and he will make it clear to you, to the old men and they will give you the story.|Hãy nhớ lại những ngày xưa; Suy xét những năm của các đời trước; Hãy hạch hỏi cha ngươi, người sẽ dạy cho. Cùng các trưởng lão, họ sẽ nói cho.
