
					II Kings 1				|
And the high places before Jerusalem, on the south side of the mountain of destruction, which Solomon, king of Israel, had made for Ashtoreth, the disgusting god of the Zidonians, and for Chemosh, the disgusting god of Moab, and for Milcom, the disgusting god of the children of Ammon, the king made unclean.|Vua cũng làm ô uế những nơi cao ở tại trước Giê-ru-sa-lem, bên phía hữu núi Tà-tịch, là những nơi cao mà Sa-lô-môn, vua Y-sơ-ra-ên, đã cất lên để cùng thờ At-tạt-tê, thần tượng quái gở của dân Si-đôn, Kê-mốt, thần tượng quái gở của dân Mô-áp, và Minh-cô, thần tượng gớm ghiếc của dân Am-môn.
The stone pillars were broken to bits and the wood pillars cut down, and the places where they had been were made full of the bones of the dead.|Người bẻ gãy các trụ thờ, đánh đổ các hình tượng At-tạt-tê, và chất đầy hài cốt tại chỗ nó đã đứng.
And the altar at Beth-el, and the high place put up by Jeroboam, the son of Nebat, who made Israel do evil, that altar and that high place were pulled down; and the high place was burned and crushed to dust and the Asherah was burned.|Lại, người phá bàn thờ tại Bê-tên, và nơi cao mà Giê-rô-bô-am, con trai Nê-bát, đã lập, tức là người đó gây cho Y-sơ-ra-ên phạm tội; người phá bàn thờ ấy, thiêu đốt nơi cao, và cán nghiền thành ra tro bụi; cũng thiêu đốt tượng At-tạt-tê.
Then Josiah, turning round, saw on the mountain the places of the dead, and he sent and had the bones taken out of their places and burned on the altar, so making it unclean, as the Lord had said by the man of God when Jeroboam was in his place by the altar on that feast-day. And he, turning his eyes to the resting-place of the man of God who had given word of these things, said:|Giô-si -a xây lại chợt thấy những mồ mả ở trên núi; người bèn sai lấy hài cốt ở trong những mồ mả ấy, rồi thiêu nó trên bàn thờ, làm cho bàn thờ bị ô uế, y như lời của Đức Giê-hô-va, mà người của Đức Chúa Trời đã báo cáo trước.
What is that headstone I see over there? And the men of the town said to him, It is the resting-place of the man of God who came from Judah and gave word of all these things which you have done to the altar of Beth-el.|Đoạn, vua hỏi rằng: Bia ta thấy đó là chi? Các người thành ấy đáp rằng: Ay là mồ mả của người Đức Chúa Trời ở Giu-đa, đến báo cáo trước về những việc mà vua đã làm cho bàn thờ tại Bê-tên.
So he said, Let him be; let not his bones be moved. So they let his bones be with the bones of the prophet who came from Samaria.|Người tiếp: Hãy để hài cốt ấy bình yên, chớ ai dời đi. Vậy, chúng chẳng dời hài cốt của người, cùng hài cốt của đấng tiên tri ở Sa-ma-ri mà ra.
Then Josiah took away all the houses of the high places in the towns of Samaria, which the kings of Israel had put up, moving the Lord to wrath, and he did with them as he had done in Beth-el.|Giô-si -a cũng dỡ hết thảy chùa miễu của các nơi cao ở tại trong thành Sa-ma-ri, mà các vua Y-sơ-ra-ên đã lập đặng chọc giận Đức Giê-hô-va, phá hủy các nhà đó như đã làm trong Bê-tên.
And all the priests of the high places there he put to death on the altars, burning the bones of the dead on them; and then he went back to Jerusalem.|Người giết tại trên bàn thờ những thầy cả của các nơi cao, và thiêu hài cốt ở trên. Đoạn, người trở về Giê-ru-sa-lem.
And the king gave orders to all the people, saying, Keep the Passover to the Lord your God, as it says in this book of the law.|Vua bèn truyền lịnh cho cả dân sự rằng: Hãy giữ lễ Vượt qua cho Giê-hô-va Đức Chúa Trời của các ngươi, tùy theo các lời đã chép trong sách giao ước.
Truly, such a Passover had not been kept in all the days of the judges of Israel or of the kings of Israel or the kings of Judah;|Trong lúc các quan xét đã xét đoán Y-sơ-ra-ên, hoặc trong đời các vua Y-sơ-ra-ên và vua Giu-đa, thật chẳng hề có giữ một lễ Vượt qua nào
In the eighteenth year of the rule of King Josiah this Passover was kept to the Lord in Jerusalem.|giống như lễ Vượt qua giữ cho Đức Giê-hô-va tại Giê-ru-sa-lem, nhằm năm thứ mười tám đời vua Giô-si -a.
And all those who had control of spirits, and the wonder-workers, and the images, and the false gods, and all the disgusting things which were seen in the land of Judah and in Jerusalem, Josiah put away, so that he might give effect to the words of the agreement recorded in the book which Hilkiah the priest made discovery of in the house of the Lord.|Giô-si -a cũng trừ diệt những đồng cốt và thầy bói, những thê-ra-phim, và hình tượng, cùng hết thảy sự gớm ghiếc thấy trong xứ Giu-đa và tại Giê-ru-sa-lem, đặng làm theo các lời luật pháp đã chép trong sách mà thầy tế lễ Hinh-kia đã tìm đặng trong đền thờ của Đức Giê-hô-va.
Never before had there been a king like him, turning to the Lord with all his heart and with all his soul and with all his power, as the law of Moses says; and after him there was no king like him.|Trước Giô-si -a, chẳng có một vua nào hết lòng, hết ý, hết sức mình, mà tríu mến Đức Giê-hô-va, làm theo trọn vẹn luật pháp của Môi-se; và sau người cũng chẳng có thấy ai giống như người nữa.
But still the heat of the Lord's wrath was not turned back from Judah, because of all Manasseh had done in moving him to wrath.|Dầu vậy Đức Giê-hô-va không nguôi cơn giận nóng và mạnh mà Ngài nổi lên cùng Giu-đa, vì cớ các tội trọng của Ma-na-se trêu chọc Ngài.
And the Lord said, I will send Judah away from before my face, as I have sent Israel; I will have nothing more to do with this town, which I had made mine, even Jerusalem, and the holy house of which I said, My name will be there.|Vả, Đức Giê-hô-va có phán rằng: Ta sẽ cất Giu-đa khỏi mặt ta như ta đã cất Y-sơ-ra-ên đi, và ta sẽ trừ bỏ thành Giê-ru-sa-lem mà ta đã chọn, và đền thờ mà ta phán về nó rằng: Danh ta sẽ ngự tại đó.
Now the rest of the acts of Josiah, and all he did, are they not recorded in the book of the history of the kings of Judah?|Các chuyện khác của Giô-si -a, những công việc người làm, điều chép trong sử ký về các vua Giu-đa.
In his days, Pharaoh-necoh, king of Egypt, sent his armies against the king of Assyria to the river Euphrates; and King Josiah went out against him; and he put him to death at Megiddo, when he had seen him.|Trong đời Giô-si -a, Pha-ra-ôn Nê-cô, vua Ê-díp-tô, đi lên sông Ơ-phơ-rát, hãm đánh vua A-si-ri. Giô-si -a bèn đi ngữ người. Nhưng Pha-ra-ôn vừa khi gặp người, bèn giết đi tại Mê-ghi-đô.
And his servants took his body in a carriage from Megiddo to Jerusalem, and put him into the earth there. And the people of the land took Jehoahaz, the son of Josiah, and put the holy oil on him and made him king in place of his father.|Từ Mê-ghi-đô, các tôi tớ chở thây người trên xe về Giê-ru-sa-lem, rồi chôn người tại trong mồ mả người. Dân của xứ chọn Giô -a-cha, con trai Giô-si -a xức dầu cho người, và tôn người lên làm vua thế cho cha người.
Jehoahaz was twenty-three years old when he became king, ruling in Jerusalem for three months; his mother's name was Hamutal, the daughter of Jeremiah of Libnah.|Giô -a-cha được hai mươi ba tuổi khi lên làm vua; người cai trị ba tháng tại Giê-ru-sa-lem. Mẹ người tên là Ha-mu-ta, con gái của Giê-rê-mi ở Líp-na.
He did evil in the eyes of the Lord, as his fathers had done.|Người làm điều ác trước mặt Đức Giê-hô-va, theo trọn gương của các tổ phụ mình đã làm.
And Pharaoh-necoh put him in chains at Riblah in the land of Hamath, so that he might not be king in Jerusalem; and took from the land a tax of a hundred talents of silver and a talent of gold.|Pha-ra-ôn Nê-cô bắt giam người tại Ríp-la, trong xứ Ha-mát, hầu cho người không cai trị tại Giê-ru-sa-lem nữa. Lại, người bắt xứ tiến cống một trăm ta lạng bạc và một ta lâng vàng.
Then Pharaoh-necoh made Eliakim, the son of Josiah, king in place of Josiah his father, changing his name to Jehoiakim; but Jehoahaz he took away to Egypt, where he was till his death.|Đoạn, Pha-ra-ôn Nê-cô lập Ê-li -a-kim, con trai Giô-si -a, làm vua thế cho Giô-si -a, cha người, và cải tên người là Giê-hô-gia-kim. Còn Giô -a-cha bị bắt làm phu tù tại Ê-díp-tô, và người qua đời tại đó.
And Jehoiakim gave the silver and gold to Pharaoh, taxing the land by his orders to get the money; the people of the land had to give silver and gold, everyone as he was taxed, to make the payment to Pharaoh-necoh.|Giê-hô-gia-kim nộp cho Pha-ra-ôn những bạc và vàng ấy. Nhưng để lo cho có số tiền Pha-ra-ôn đòi, thì người phải đánh thuế dân của xứ; người định thuế vàng bạc mỗi người phải giữ đóng; đoạn người giao hết cho Pha-ra-ôn Nê-cô.
Jehoiakim was twenty-five years old when he became king; he was ruling in Jerusalem for eleven years; his mother's name was Zebidah, the daughter of Pedaiah of Rumah.|Giê-hô-gia-kim được hai mươi lăm tuổi khi lên làm vua, và người cai trị mười một năm tại Giê-ru-sa-lem. Mẹ người tên là Xê-bụt-đa, con gái Phê-đa-gia ở Ru-ma.
He did evil in the eyes of the Lord as his fathers had done.|Người làm điều ác tại trước mặt Đức Giê-hô-va, theo trọn gương các tổ phụ mình đã làm.

					II Kings 24				|
						II Các Vua 24					
In his days, Nebuchadnezzar, king of Babylon, came up and Jehoiakim was his servant for three years; then he took up arms against him.|Trong đời Giê-hô-gia-kim trị vì, Nê-bu-cát-nết-sa, vua Ba-by-lôn, xâm lấy xứ. Giê-hô-gia-kim thần phục người trong ba năm, rồi người đổi ý và phản nghịch với người.
And the Lord sent against him bands of the Chaldaeans and of the Edomites and of the Moabites and of the children of Ammon; sending them against Judah for its destruction, as he had said by his servants the prophets.|Đức Giê-hô-va khiến những quân Canh-đê, quân Sy-ri, quân Mô-áp, và quân của dân Am-môn đến đấu địch cùng Giu-đa, để hủy hại Giu-đa, tùy theo lời Đức Giê-hô-va đã cậy miệng các tiên tri, là tôi tớ Ngài, mà phán ra.
