
					I Kings 1				|
And he said to him, These are the words of the Lord: Because you have let go from your hands the man whom I had put to the curse, your life will be taken for his life, and your people for his people.|Tiên tri bèn nói rằng: Đức Giê-hô-va phán như vầy: Bởi vì ngươi để thoát khỏi tay ngươi kẻ ta đã định đáng tận diệt, vậy nên, mạng sống ngươi sẽ thế cho mạng sống nó, và dân sự ngươi thế cho dân sự nó.
Then the king of Israel went back to his house, bitter and angry, and came to Samaria.|Vua Y-sơ-ra-ên bèn trở về cung điện mình tại Sa-ma-ri, lấy làm buồn rầu và giận dữ.

					I Kings 21				|
						I Các Vua 21					
Now Naboth the Jezreelite had a vine-garden in Jezreel, near the house of Ahab, king of Samaria.|Sau các việc ấy, xảy có chuyện này: Na-bốt, người Gít-rê-ên, có một vườn nho tại trong đồng bằng Gít-rê-ên, giáp đền của A-háp, vua Sa-ma-ri.
And Ahab said to Naboth, Give me your vine-garden so that I may have it for a garden of sweet plants, for it is near my house; and let me give you a better vine-garden in exchange, or, if it seems good to you, let me give you its value in money.|A-háp nói cùng Na-bốt rằng: Hãy nhường vườn nho của ngươi cho ta, để ta dùng làm vườn rau; vì nó ở gần bên đền ta. Ta sẽ đổi cho ngươi một vườn nho tốt hơn; hay là, nếu ngươi thích, ta sẽ cho ngươi bằng bạc.
But Naboth said to Ahab, By the Lord, far be it from me to give you the heritage of my fathers.|Nhưng Na-bốt thưa lại với A-háp rằng: Nguyện Đức Giê-hô-va giữ lấy tôi, chớ để tôi nhường cho vua cơ nghiệp của tổ phụ tôi!
So Ahab came into his house bitter and angry because Naboth the Jezreelite had said to him, I will not give you the heritage of my fathers. And stretching himself on the bed with his face turned away, he would take no food.|A-háp vào đền mình, buồn và giận, bởi có lời Na-bốt, người Gít-rê-ên đã nói; vì người đã nói rằng: Tôi không nhường cho vua cơ nghiệp của tổ tiên tôi. A-háp nằm trên giường, xây mặt đi, không chịu ăn.
But Jezebel, his wife, came to him and said, Why is your spirit so bitter that you have no desire for food?|Hoàng hậu Giê-sa-bên đến gần người mà nói rằng: Bởi sao vua có lòng buồn rầu và không chịu ăn?
And he said to her, Because I was talking to Naboth the Jezreelite, and I said to him, Let me have your vine-garden for a price, or, if it is pleasing to you, I will give you another vine-garden for it: and he said, I will not give you my vine-garden.|Người đáp: Vì ta có nói chuyện với Na-bốt, người Gít-rê-ên rằng: Hãy nhường vườn nho ngươi cho ta mà lấy tiền, hay là nếu ngươi thích, ta sẽ đổi cho ngươi một vườn nho khác; song người đáp lại rằng: Tôi không nhường cho vua vườn nho của tôi.
Then Jezebel, his wife, said, Are you now the ruler of Israel? Get up, take food, and let your heart be glad; I will give you the vine-garden of Naboth the Jezreelite.|Hoàng hậu Giê-sa-bên bèn nói rằng: Có phải ông hành quyền vua trên Y-sơ-ra-ên chăng? Hãy chổi dậy, ăn đi và vui lòng. Tôi sẽ ban cho ông vườn nho của Na-bốt, người Gít-rê-ên.
So she sent a letter in Ahab's name, stamped with his stamp, to the responsible men and the chiefs who were in authority with Naboth.|Giê-sê-bên viết thơ nhơn danh A-háp, đóng ấn vua, gởi cho các trưởng lão và kẻ cả ở trong thành Na-bốt và ở cùng người.
And in the letter she said, Let a time of public sorrow be fixed, and put Naboth at the head of the people;|Trong thơ nói như vầy: Hãy truyền rao lễ kiêng ăn, rồi đặt Na-bốt ở đầu dân sự;
And get two good-for-nothing persons to come before him and give witness that he has been cursing God and the king. Then take him out and have him stoned to death.|đoạn, hãy để trước mặt người hai kẻ gian phạm làm chứng cho người, mà rằng: Ngươi có rủa sả Đức Chúa Trời và vua. Kế, hãy dẫn người ra khỏi thành, ném đá cho chết đi.
So the responsible men and the chiefs who were in authority in his town, did as Jezebel had said in the letter she sent them.|Những người của thành Na-bốt, tức những trưởng lão, và kẻ cả ở đó, đều làm theo lời Giê-sa-bên truyền dặn trong thơ mà người đã gởi cho.
They gave orders for a day of public sorrow, and put Naboth at the head of the people.|Họ rao truyền lễ kiêng ăn và đặt Na-bốt ở đầu dân sự.
And the two good-for-nothing persons came in and took their seats before him and gave witness against Naboth, in front of the people, saying, Naboth has been cursing God and the king. Then they took him outside the town and had him stoned to death.|Bấy giờ, hai tên gian phạm đến ngồi trước mặt Na-bốt, và cáo gian người tại trước mặt dân sự, mà rằng: Na-bốt có rủa sả Đức Chúa Trời và vua. Đoạn, họ dẫn người ra khỏi thành, ném đá người chết.
And they sent word to Jezebel, saying, Naboth has been stoned and is dead.|Họ bèn sai đến nói với Giê-sa-bên rằng: Na-bốt đã bị ném đá và chết rồi.
Then Jezebel, hearing that Naboth had been stoned and was dead, said to Ahab, Get up and take as your heritage the vine-garden of Naboth the Jezreelite, which he would not give you for money, for Naboth is no longer living but is dead.|Khi Giê-sa-bên hay rằng Na-bốt đã bị ném đá và chết rồi, bèn nói cùng A-háp rằng: Hãy chổi dậy, nhận lấy vườn nho mà Na-bốt, người Gít-rê-ên, đã từ chối không chịu nhường cho ông để lấy bạc; vì Na-bốt không còn sống nữa: đã chết rồi.
So Ahab, hearing that Naboth was dead, went down to the vine-garden of Naboth the Jezreelite to take it as his heritage.|Nghe tin Na-bốt đã chết, A-háp liền đứng dậy đi xuống vườn nho của Na-bốt, người Gít-rê-ên, đặng lấy làm của mình.
And the word of the Lord came to Elijah the Tishbite, saying,|Bấy giờ, có lời của Đức Giê-hô-va phán dạy Ê-li, người Thi-ê-se, rằng:
Go down to Ahab, king of Israel, in Samaria; see, he is in the vine-garden of Naboth the Jezreelite, where he has gone to take it as his heritage.|Hãy đứng dậy đi xuống đón A-háp, vua Y-sơ-ra-ên, ở tại Sa-ma-ri. Kìa, người ở trong vườn nho của Na-bốt, đặng lấy làm của mình.
Say to him, The Lord says, Have you put a man to death and taken his heritage? Then say to him, The Lord says, In the place where dogs have been drinking the blood of Naboth, there will your blood become the drink of dogs.|Ngươi sẽ nói với người rằng: Đức Giê-hô-va phán như vầy: Ngươi há đã giết người, và bây giờ lại chiếm lấy cơ nghiệp nó sao? Ngươi phải tiếp rằng: Đức Giê-hô-va phán như vầy: Ở tại chỗ mà chó đã liếm huyết của Na-bốt, thì chó cũng sẽ liếm chính huyết của ngươi.
And Ahab said to Elijah, Have you come face to face with me, O my hater? And he said, I have come to you because you have given yourself up to do evil in the eyes of the Lord.|A-háp bèn nói cùng Ê-li rằng: Ớ kẻ thù nghịch, ngươi có gặp ta à? Ê-li đáp: Phải, tôi có gặp vua, bởi vì vua đã bán mình đặng làm điều ác trước mặt Đức Giê-hô-va.
See, I will send evil on you and put an end to you completely, cutting off from Ahab every male child, him who is shut up and him who goes free in Israel;|Vậy thì ta sẽ giáng họa trên ngươi. Ta sẽ quét sạch ngươi, trừ diệt các nam đinh của nhà A-háp, bất kỳ kẻ nô lệ hay là người tự do trong Y-sơ-ra-ên;
And I will make your family like the family of Jeroboam, the son of Nebat, and like the family of Baasha, the son of Ahijah, because you have made me angry, and have made Israel do evil.|vì ngươi chọc giận ta, xui cho Y-sơ-ra-ên phạm tội, nên ta sẽ làm cho nhà ngươi giống như nhà của Giê-rô-bô-am, con trai Nê-bát, và giống như nhà Ba-ê-sa, con trai A-hi-gia.
And of Jezebel the Lord said, Jezebel will become food for dogs in the heritage of Jezreel.|Đức Giê-hô-va cũng phán về Giê-sa-bên, mà rằng: Chó sẽ ăn thịt Giê-sa-bên tại thành lũy Gít-rê-ên.
Any man of the family of Ahab who comes to his death in the town will become food for the dogs; and he who comes to his death in the open country will be food for the birds of the air.|Phàm người thuộc về nhà A-háp, kẻ nào chết tại trong thành sẽ bị chó ăn; còn kẻ nào chết trong đồng sẽ bị chim trời rỉa ăn.
(There was no one like Ahab, who gave himself up to do evil in the eyes of the Lord, moved to it by Jezebel his wife.|Quả thật, chẳng có ai giống như A-háp, buông mình làm điều ác trước mặt Đức Giê-hô-va, vì bị hoàng hậu Giê-sa-bên xui giục người.
He did a very disgusting thing in going after false gods, doing all the things the Amorites did, whom the Lord sent out before the children of Israel.)|Người làm điều gớm ghiếc quá độ, mà theo hình tượng, y như dân A-mô-rít làm, là dân Đức Giê-hô-va đã đuổi khỏi trước mặt dân Y-sơ-ra-ên.
Hearing these words, Ahab, in great grief, put haircloth on his flesh and went without food, sleeping in haircloth, and going about quietly.|A-háp nghe lời của Ê-li nói, bèn xé quần áo mình; lấy bao mặc cho mình và nhịn đói; nằm vấn bao và ở khiêm nhượng.
Then the word of the Lord came to Elijah the Tishbite, saying,|Bấy giờ, có lời của Đức Giê-hô-va phán dạy Ê-li, người Thi-sê-be, mà rằng:
Do you see how Ahab has made himself low before me? because he has made himself low before me, I will not send the evil in his life-time, but in his son's time I will send the evil on his family.|Ngươi có thấy thế nào A-háp hạ mình xuống trước mặt ta chăng? Bởi vì người hạ mình xuống trước mặt ta, ta không giáng họa trong đời nó; nhưng trong đời con trai nó ta sẽ giáng họa trên nhà nó.

					I Kings 22				|
						I Các Vua 22					
Now for three years there was no war between Aram and Israel.|Trong ba năm Sy-ri và Y-sơ-ra-ên không có giặc.
