
					Job 1				|
To whom I have given the waste land for a heritage, and the salt land as a living-place.|Ta đã ban cho nó đồng vắng làm nhà, Và ruộng mặn làm nơi ở.
He makes sport of the noise of the town; the voice of the driver does not come to his ears;|Nó khinh chê tiếng ồn ào của thị thành, Không nghe tiếng của kẻ coi dắt.
He goes looking for his grass-lands in the mountains, searching out every green thing.|Khắp các núi là đồng cỏ của nó, Nó tìm kiếm mọi vật xanh tươi.
Will the ox of the mountains be your servant? or is his night's resting-place by your food-store?|Chớ thì con bò tót muốn làm việc cho ngươi chăng? Nó chịu ở gần bên máng cỏ ngươi chớ?
Will he be pulling your plough with cords, turning up the valleys after you?|Ngươi há có thể lấy dây cột bò tót nơi giòng cày sao? Nó sẽ chịu theo sau ngươi mà bừa trũng chăng?
Will you put your faith in him, because his strength is great? will you give the fruit of your work into his care?|Ngươi há sẽ nhờ cậy nó, vì nó sức nhiều sao? Ngươi sẽ giao công lao mình cho nó chăng?
Will you be looking for him to come back, and get in your seed to the crushing-floor?|Chờ thì ngươi cậy nó đem ngũ cốc về, Và nhờ nó gom lúa mì lại trong sân ngươi ư?
Is the wing of the ostrich feeble, or is it because she has no feathers,|Chim lạc đà đập cánh vui mừng; Nhưng cánh và lông ấy, há có biết thương yêu sao?
That she puts her eggs on the earth, warming them in the dust,|Vì nó để trứng mình dưới đất, Vùi nóng trứng ấy nơi bụi cát,
Without a thought that they may be crushed by the foot, and broken by the beasts of the field?|Quên rằng có lẽ chơn người bước nát nó, Hoặc con thú đồng giày đạp nó đi chăng.
She is cruel to her young ones, as if they were not hers; her work is to no purpose; she has no fear.|Nó ở khắc khổ với con nó, dường như không thuộc về nó, Sự lao khổ nó luống công, nhưng nó không lo căm đến.
For God has taken wisdom from her mind, and given her no measure of knowledge.|Vì Đức Chúa Trời cất sự khôn ngoan khỏi nó, Không phân chia thông sáng cho nó.
When she is shaking her wings on high, she makes sport of the horse and of him who is seated on him.|Khi nó đập cánh bay lên, Bèn nhạo báng ngựa và người cỡi ngựa.
Do you give strength to the horse? is it by your hand that his neck is clothed with power?|Có phải ngươi ban sức lực cho ngựa, Và phủ cổ nó lông gáy rung rung chăng?
Is it through you that he is shaking like a locust, in the pride of his loud-sounding breath?|Há có phải ngươi khiến nó nhảy búng như cào cào chăng? Tiếng kêu hí có oai của nó, thật đáng sợ.
He is stamping with joy in the valley; he makes sport of fear.|Nó đào đất trong trũng, vui mừng về sức lực mình; Nó xông tới đón quân cầm binh khí.
In his strength he goes out against the arms of war, turning not away from the sword.|Nó khinh chê sự sợ, chẳng ghê điều chi; Trước ngọn gươm nó không xây trở.
The bow is sounding against him; he sees the shining point of spear and arrow.|Trên nó vang tiếng gùi tên, Giáo và lao sáng giới.
Shaking with passion, he is biting the earth; he is not able to keep quiet at the sound of the horn;|Nó lượt dậm, vừa nhảy vừa hét, Khi kèn thổi nó chẳng cầm mình lại được.
When it comes to his ears he says, Aha! He is smelling the fight from far off, and hearing the thunder of the captains, and the war-cries.|Vừa khi nghe kèn thổi, nó bèn la: Hi! Hi! Từ xa nó đánh hơi mùi giặc, Nghe tiếng ầm ầm của các quan tướng và tiếng reo hô của chiến sĩ.
Is it through your knowledge that the hawk takes his flight, stretching out his wings to the south?|Có phải nhờ sự khôn ngươi mà con diều vùng bay đi, Và sè cánh nó về hướng nam?
Or is it by your orders that the eagle goes up, and makes his resting-place on high?|Có phải theo lịnh ngươi mà chim ưng cất lên, Và đóng ổ nó tại nơi cao?
On the rock is his house, and on the mountain-top his strong place.|Nó ở trong bàn thạch, đậu trên chót vót hòn đá, Tại trên đỉnh núi không ai leo lên được.
From there he is watching for food; his eye sees it far off.|Từ đó, nó rình mồi, Mắt nó thấy mồi ở xa.
His young have blood for their drink, and where the dead bodies are, there is he to be seen.|Các con nhỏ nó hút huyết, Và hễ nơi nào có xác chết, thì nó bèn có tại đó.

					Job 40				|
						Gióp 40					
Will he who is protesting give teaching to the Ruler of all? Let him who has arguments to put forward against God give an answer.|Đức Giê-hô-va còn đáp lại cho Gióp, mà rằng:
And Job said in answer to the Lord,|Kẻ bắt bẻ Đấng Toàn năng há sẽ tranh luận cùng Ngài sao? Kẻ cãi luận cùng Đức Chúa Trời, hãy đáp điều đó đi!
Truly, I am of no value; what answer may I give to you? I will put my hand on my mouth.|Gióp bèn thưa cùng Đức Giê-hô-va rằng:
I have said once, and even twice, what was in my mind, but I will not do so again.|Tôi vốn là vật không ra gì, sẽ đáp chi với Chúa? Tôi đặt tay lên che miệng tôi.
Then the Lord made answer to Job out of the storm-wind, and said,|Tôi đã nói một lần, song sẽ chẳng còn đáp lại; Phải, tôi đã nói hai lần, nhưng không nói thêm gì nữa.
Get your strength together like a man of war: I will put questions to you, and you will give me the answers.|Từ giữa trận gió trốt, Đức Giê-hô-va đáp cùng Gióp, mà rằng:
Will you even make my right of no value? will you say that I am wrong in order to make clear that you are right?|Hãy thắt lưng ngươi như kẻ dõng sĩ; Ta sẽ hỏi ngươi, ngươi sẽ chỉ dạy cho ta!
Have you an arm like God? have you a voice of thunder like his?|Ngươi há có ý phế lý đoán ta sao? Có muốn định tội cho ta đặng xưng mình là công bình ư?
Put on the ornaments of your pride; be clothed with glory and power:|Ngươi có một cánh tay như của Đức Chúa Trời chăng? Có thể phát tiếng sấm rền như Ngài sao?
Let your wrath be overflowing; let your eyes see all the sons of pride, and make them low.|Vậy bây giờ, ngươi hãy trang điểm mình bằng sự cao sang và oai nghi, Mặc lấy sự tôn trọng và vinh hiển.
Send destruction on all who are lifted up, pulling down the sinners from their places.|Khá tuôn ra sự giận hoảng hốt của ngươi; Hãy liếc mắt xem kẻ kiêu ngạo và đánh hạ nó đi.
Let them be covered together in the dust; let their faces be dark in the secret place of the underworld.|Hãy liếc mắt coi kẻ kiêu ngạo và đánh hạ nó đi; Khá chà nát kẻ hung bạo tại chỗ nó.
Then I will give praise to you, saying that your right hand is able to give you salvation.|Hãy giấu chúng nó chung nhau trong bụi đất, Và lấp mặt họ trong chốn kín đáo.
See now the Great Beast, whom I made, even as I made you; he takes grass for food, like the ox.|Bấy giờ, ta cũng sẽ khen ngợi ngươi, Vì tay hữu ngươi chửng cứu ngươi được!
His strength is in his body, and his force in the muscles of his stomach.|Nầy, con trâu nước mà ta đã dựng nên luôn với ngươi; Nó ăn cỏ như con bò.
His tail is curving like a cedar; the muscles of his legs are joined together.|Hãy xem: sức nó ở nơi lưng, Mãnh lực nó ở trong gân hông nó.
His bones are pipes of brass, his legs are like rods of iron.|Nó cong đuôi nó như cây bá hương; Gân đùi nó tréo xỏ-rế.
He is the chief of the ways of God, made by him for his pleasure.|Các xương nó như ống đồng, Tứ chi nó như cây sắt.
He takes the produce of the mountains, where all the beasts of the field are at play.|Nó là công việc khéo nhứt của Đức Chúa Trời; Đấng dựng nên nó giao cho nó cây gươm của nó.
He takes his rest under the trees of the river, and in the pool, under the shade of the water-plants.|Các núi non sanh đồng cỏ cho nó ăn, Là nơi các thú đồng chơi giỡn.
He is covered by the branches of the trees; the grasses of the stream are round him.|Nó nằm ngủ dưới bông sen, Trong bụi sậy và nơi bưng.
Truly, if the river is overflowing, it gives him no cause for fear; he has no sense of danger, even if Jordan is rushing against his mouth.|Bông sen che bóng cho nó, Và cây liễu của rạch vây quanh nó.
Will anyone take him when he is on the watch,|Kìa, sông tràn lên dữ tợn, nhưng nó không sợ hãi gì; Dầu sông Giô-đanh bủa lên miệng nó, nó cũng ở vững vàng.
or put metal teeth through his nose?|Ai bắt được nó ở trước mặt? Ai hãm nó trong lưới, rồi xoi mũi nó?

					Job 41				|
						Gióp 41					
Is it possible for Leviathan to be pulled out with a fish-hook, or for a hook to be put through the bone of his mouth?|Ngươi có thể câu sấu với lưỡi câu, Và dùng dây mà xỏ lưỡi nó chăng?
Will you put a cord into his nose, or take him away with a cord round his tongue?|Có thể xỏ một sợ mây qua mũi nó, Và soi hàm nó bằng một cái móc ư?
Will he make prayers to you, or say soft words to you?|Nó há sẽ cầu ơn nhiều cùng ngươi, Và nói với ngươi những lời êm ái sao?
Will he make an agreement with you, so that you may take him as a servant for ever?|Nó sẽ lập giao ước với ngươi, Để ngươi bắt nó làm tôi mọi đời đời chớ?
Will you make sport with him, as with a bird? or put him in chains for your young women?|Ngươi há sẽ chơi giỡn với nó như với một con chim, Cột nó cho các con gái nhỏ mình chơi hay sao?
Will the fishermen make profit out of him? will they have him cut up for the traders?|Bọn thợ câu sẽ bán nó không? Phân phát nó cho các lái buôn chăng?
