
					Joshua 1				|
And Phinehas, the son of Eleazar the priest, said to the children of Reuben and the children of Gad and the children of Manasseh, Now we are certain that the Lord is among us, because you have not done this wrong against the Lord: and you have kept us from falling into the hands of the Lord.|Phi-nê -a, con trai thầy tế lễ Ê-lê -a-sa, nói cùng người Ru-bên, người Gát, và người Ma-na-se, mà rằng: Ngày nay chúng tôi biết rằng Đức Giê-hô-va ngự giữa chúng ta, vì các ngươi không có phạm tội bất trung này cùng Đức Giê-hô-va; như vậy các ngươi đã giải cứu dân Y-sơ-ra-ên khỏi tay Đức Giê-hô-va.
Then Phinehas, the son of Eleazar the priest, and the chiefs went back from the land of Gilead, from the children of Reuben and the children of Gad, and came to the children of Israel in Canaan and gave them the news.|Phi-nê -a, con trai thầy tế lễ Ê-lê -a-sa, cùng các quan trưởng từ giã người Ru-bên, người Gát ở xứ Ga-la-át, trở về xứ Ca-na-an cùng dân Y-sơ-ra-ên, thuật lại điều đã xảy qua.
And the children of Israel were pleased about this; and they gave praise to God, and had no more thought of going to war against the children of Reuben and the children of Gad for the destruction of their land.|Việc này dân Y-sơ-ra-ên lấy làm đẹp lòng; chúng bèn ngợi khen Đức Chúa Trời, và chẳng còn toan kéo lên đánh người Ru-bên và người Gát, đặng tàn hại xứ họ ở.
And the children of Reuben and the children of Gad gave to that altar the name of Ed. For, they said, It is a witness between us that the Lord is God.|Vì vậy, người Ru-bên và người Gát đặt tên bàn thờ là Et, vì nói rằng nó làm chứng giữa chúng ta rằng Giê-hô-va là Đức Chúa Trời.

					Joshua 23				|
						Giô-sua 23					
Now after a long time, when the Lord had given Israel rest from wars on every side, and Joshua was old and full of years,|Khi Đức Giê-hô-va ban sự an nghỉ cho Y-sơ-ra-ên từ lâu rồi, giải cứu họ khỏi các thù nghịch ở bốn phía, và Giô-suê đã già tuổi tác cao,
Joshua sent for all Israel, for their responsible men and their chiefs and their judges and their overseers, and said to them, I am old, and full of years:|thì người gọi cả Y-sơ-ra-ên, các trưởng lão, các quan trưởng, các quan xét, và các quan tướng mà nói rằng: Ta là lão già đã cao tuổi rồi.
You have seen everything the Lord your God has done to all these nations because of you; for it is the Lord your God who has been fighting for you.|Các ngươi đã thấy mọi điều Giê-hô-va Đức Chúa Trời các ngươi đã làm cho những dân tộc này mà Ngài bắt qui phục các ngươi; vì ấy là Giê-hô-va Đức Chúa Trời các ngươi đã chiến đấu cho các ngươi.
Now I have given to you, as the heritage of your tribes, all these nations which are still in the land, together with those cut off by me, from Jordan as far as the Great Sea on the west.|Kìa, tùy theo chi phái, ta đã bắt thăm cấp cho các ngươi làm sản nghiệp xứ chưa đánh lấy, và xứ của những dân tộc mà ta đã diệt, từ sông Giô-đanh cho đến biển lớn, về phía mặt trời lặn.
The Lord your God will send them away by force, driving them out before you; and you are to take their land for your heritage, as the Lord your God said to you.|Giê-hô-va Đức Chúa Trời các ngươi sẽ đuổi và cất dân ấy khỏi trước mặt các ngươi, và các ngươi sẽ nhận được xứ nó, y như Giê-hô-va Đức Chúa Trời các ngươi đã phán.
So be very strong to keep and do whatever is recorded in the book of the law of Moses, not turning away from it to the right or to the left;|Vậy, hãy vững lòng gìn giữ làm theo mọi điều đã ghi trong sách luật pháp của Môi-se, chớ xây qua bên hữu hoặc bên tả.
Have nothing to do with these nations who still are living among you; let not their gods be named by you or used in your oaths; do not be their servants or give them worship:|Chớ nên xen lộn cùng các dân tộc này còn ở lại giữa các ngươi, chớ xưng đến danh các thần chúng nó, chớ biểu ai bắt các thần ấy mà thề, chớ hầu việc, và đừng quì lạy trước các thần đó.
But be true to the Lord your God as you have been till this day.|Nhưng phải tríu mến Giê-hô-va Đức Chúa Trời các ngươi, y như các ngươi đã làm đến ngày nay.
For the Lord has sent out from before you nations great and strong: and they have all given way before you till this day.|Vì Đức Giê-hô-va đã đuổi khỏi trước mặt các ngươi những dân tộc lớn và cường thạnh, và đến ngày nay chẳng ai đứng nổi trước mặt các ngươi.
One man of you is able to put to flight a thousand; for it is the Lord your God who is fighting for you, as he has said to you.|Một người trong các ngươi đuổi được đến ngàn người của chúng nó; vì Giê-hô-va Đức Chúa Trời các ngươi là Đấng chiến đấu cho các ngươi, y như Ngài đã phán.
So keep watch on yourselves, and see that you have love for the Lord your God.|Vậy, hãy cẩn thận lấy mình đặng kính mến Giê-hô-va Đức Chúa Trời các ngươi.
For if you go back, joining yourselves to the rest of these nations who are still among you, getting married to them and living with them and they with you:|Vả, nếu các ngươi trở lòng và hiệp với phần còn lại của các dân tộc này ở giữa các ngươi, nếu các ngươi làm sui gia cùng chúng nó, hoặc các ngươi xen vào cùng chúng nó, và chúng nó cùng các ngươi,
Then you may be certain that the Lord your God will not go on driving these nations out from before you; but they will become a danger and a cause of sin to you, a whip for your sides and thorns in your eyes, till you are cut off from this good land which the Lord your God has given you.|thì phải biết rõ ràng Giê-hô-va Đức Chúa Trời các ngươi chẳng còn cứ đuổi những dân tộc này khỏi trước mặt các ngươi nữa; nhưng chúng nó sẽ làm lưới và bẫy cho các ngươi, làm roi đánh nơi hông, làm chông gai chích trong mắt, cho đến chừng nào các ngươi bị diệt mất khỏi xứ tốt đẹp này mà Giê-hô-va Đức Chúa Trời các ngươi đã ban cho.
Now I am about to go the way of all the earth: and you have seen and are certain, all of you, in your hearts and souls, that in all the good things which the Lord said about you, he has kept faith with you; everything has come true for you.|Nầy, ngày nay ta sẽ đi đường cả thế gian phải đi; vậy, hãy hết lòng hết ý nhận biết rằng trong các lời lành mà Giê-hô-va Đức Chúa Trời các ngươi đã phán về các ngươi, chẳng có một lời nào sai hết, thảy đều ứng nghiệm cho các ngươi; thật chẳng một lời nào sai hết.
And you will see that, as all the good things which the Lord your God undertook to do for you, have come to you, so the Lord will send down on you all the evil things till he has made your destruction complete, and you are cut off from the good land which the Lord your God has given you.|Vả, hễ các lời lành mà Giê-hô-va Đức Chúa Trời các ngươi đã phán được ứng nghiệm cho các ngươi thế nào, thì Đức Giê-hô-va cũng sẽ làm ứng nghiệm những lời hăm dọa của Ngài trên các ngươi thế ấy, cho đến chừng Ngài diệt các ngươi khỏi xứ tốt đẹp này mà Giê-hô-va Đức Chúa Trời các ngươi đã ban cho.
If the agreement of the Lord your God, which was given to you by his orders, is broken, and you become the servants of other gods and give them worship, then the wrath of the Lord will be burning against you, and you will quickly be cut off from the good land which he has given you.|Nếu các ngươi bội giao ước của Giê-hô-va Đức Chúa Trời các ngươi đã dặn biểu, nếu các ngươi đi hầu việc các thần khác, và quì lạy trước chúng nó, thì cơn thạnh nộ của Đức Giê-hô-va sẽ nổi phừng cùng các ngươi, và các ngươi bị diệt mất liền khỏi xứ tốt đẹp mà Ngài đã ban cho.

					Joshua 24				|
						Giô-sua 24					
Then Joshua got all the tribes of Israel together at Shechem; and he sent for the responsible men of Israel and their chiefs and their judges and their overseers; and they took their place before God.|Giô-suê bèn nhóm hiệp các chi phái Y-sơ-ra-ên tại Si-chem, và gọi các trưởng lão Y-sơ-ra-ên, các quan trưởng, các quan xét, và các quan tướng; họ đều ra mắt trước mặt Đức Chúa Trời.
And Joshua said to all the people, These are the words of the Lord, the God of Israel: In the past your fathers, Terah, the father of Abraham, and the father of Nahor, were living on the other side of the River: and they were worshipping other gods.|Giô-suê nói cùng cả dân sự rằng: Giê-hô-va Đức Chúa Trời có phán như vầy: Tổ phụ các ngươi, là Tha-rê, cha của Ap-ra-ham, và Na-cô, thuở xưa ở phía bên sông, và hầu việc các thần khác.
And I took your father Abraham from the other side of the River, guiding him through all the land of Canaan; I made his offspring great in number, and gave him Isaac.|Nhưng ta chọn Ap-ra-ham, tổ phụ các ngươi, từ phía bên sông, khiến người đi khắp xứ Ca-na-an, ban Y-sác cho người, và làm cho dòng dõi người sanh sản nhiều thêm.
And to Isaac I gave Jacob and Esau: to Esau I gave Mount Seir, as his heritage; but Jacob and his children went down to Egypt.|Ta ban Gia-cốp và Ê-sau cho Y-sác, rồi ban núi Sê -i-rơ cho Ê-sau làm sản nghiệp; còn Gia-cốp và các con cái người đều đi xuống xứ Ê-díp-tô.
And I sent Moses and Aaron, troubling Egypt by all the signs I did among them: and after that I took you out.|Kế đó, ta sai Môi-se và A-rôn, dùng các phép lạ làm ra giữa xứ Ê-díp-tô mà hành hại nó; đoạn, ta đem các ngươi ra khỏi đó.
I took your fathers out of Egypt: and you came to the Red Sea; and the Egyptians came after your fathers to the Red Sea, with their war-carriages and their horsemen.|Ta bèn đem tổ phụ các ngươi ra khỏi xứ Ê-díp-tô, và các ngươi đi đến biển. Người Ê-díp-tô dùng xe binh và lính kỵ mà đuổi theo tổ phụ các ngươi đến Biển đỏ.
And at their cry, the Lord made it dark between you and the Egyptians, and made the sea go over them, covering them with its waters; your eyes have seen what I did in Egypt: then for a long time you were living in the waste land.|Bấy giờ, tổ phụ các ngươi kêu cầu cùng Đức Giê-hô-va, Ngài bèn giáng sự tối tăm giữ các ngươi và dân RÊ-díp-tô, dẫn nước biển lấp trên mình chúng nó, và mắt các ngươi đã thấy điều ta đã làm cho người Ê-díp-tô; và các ngươi có ở lâu ngày trong đống vắng.
