
					Proverbs 1				|
Do not say evil of a servant to his master, or he will put a curse on you, and you will get into trouble.|Chớ phao vu kẻ tôi tớ cho chủ nó, E nó rủa sả ngươi, và ngươi mắc tội chăng.
There is a generation who put a curse on their father, and do not give a blessing to their mother.|Có một dòng dõi rủa sả cha mình, Cũng không chúc phước cho mẹ mình.
There is a generation who seem to themselves to be free from sin, but are not washed from their unclean ways.|Có một dòng dõi tư tưởng mình thánh sạch, Song chưa được rửa sạch nhơ bởn mình.
There is a generation, O how full of pride are their eyes! O how their brows are lifted up!|Có một dòng dõi bộ mặt kiêu hãnh thay, Mí mắt giương cao dường nào!
There is a generation whose teeth are like swords, their strong teeth like knives, for the destruction of the poor from the earth, and of those who are in need from among men.|Có một dòng dõi nanh tợ gươm, Hàm răng như dao, Đặng cắn xé những người khó khăn khỏi đất, Và những kẻ nghèo khổ khỏi loài người.
The night-spirit has two daughters, Give, give. There are three things which are never full, even four which never say, Enough:|Con đỉa có hai con gái, nói rằng: Hãy cho! hãy cho! Có ba sự chẳng hề no đủ, Và bốn điều chẳng nói rằng: Thôi, đủ!
The underworld, and the woman without a child; the earth which never has enough water, and the fire which never says, Enough.|Tức là âm phủ, người đờn bà son sẻ, Đất không no đủ nước, Và lửa mà chẳng hề nói: Đủ rồi!
The eye which makes sport of a father, and sees no value in a mother when she is old will be rooted out by the ravens of the valley, and be food for the young eagles.|Con mắt nhạo báng cha mình, Khinh sự vâng lời đối với mẹ mình, Các con quạ của trũng sẽ móc mắt ấy, Và các chim ưng con sẽ ăn nó đi.
There are three things, the wonder of which overcomes me, even four things outside my knowledge:|Có ba việc lấy làm diệu kỳ cho ta, Và bốn điều mà ta chẳng biết được:
The way of an eagle in the air; the way of a snake on a rock; the way of a ship in the heart of the sea; and the way of a man with a girl.|Là đường chim ưng bay trên trời; Lối con rắn bò trên hòn đá; Lằn tàu chạy giữa biển, Và đường người nam giao hợp với người nữ.
This is the way of a false wife; she takes food, and, cleaning her mouth, says, I have done no wrong.|Tánh nết người kỵ nữ cũng vậy: Nàng ăn, rồi nàng lau miệng, Và nói rằng: Tôi có phạm tội ác đâu.
For three things the earth is moved, and there are four which it will not put up with:|Có ba vật làm cho trái đất rúng động, Và bốn điều, nó chẳng chịu nổi được:
A servant when he becomes a king; a man without sense when his wealth is increased;|Là tôi tớ khi được tức vị vua; Kẻ ngu muội khi được no nê đồ ăn;
A hated woman when she is married; and a servant-girl who takes the place of her master's wife.|Người đờn bà đáng ghét khi lấy chồng, Và con đòi khi kế nghiệp bà chủ mình.
There are four things which are little on the earth, but they are very wise:|Có bốn vật nhỏ mọn trên trái đất, Song vốn rất khôn ngoan:
The ants are a people not strong, but they put by a store of food in the summer;|Con kiến dầu là loại yếu hèn, Lo sắm sẵn vật thực mình trong mùa hạ;
The conies are only a feeble people, but they make their houses in the rocks;|Con thỏ rừng dầu là loại không sức lực, Đóng cư sở mình trong hòn đá;
The locusts have no king, but they all go out in bands;|Loài cào cào dầu không có vua chúa, Bay ra có từng đám;
You may take the lizard in your hands, but it is in kings' houses.|Con thằn lằn mà người ta lấy tay bắt được, Vẫn ở trong đền vua.
There are three things whose steps are good to see, even four whose goings are fair:|Có ba vật điệu đi tốt đẹp, Và bốn vật nước bước xem sang trọng:
The lion, which is strongest among beasts, not turning from his way for any;|Sư tử, mạnh hơn hết trong các loài vật, Chẳng lui lại trước mặt loài nào cả;
The war-horse, and the he-goat, and the king when his army is with him.|Con ngựa hăng thắng tử tế, con dê đực, Và vua không ai đối địch được.
If you have done foolishly in lifting yourself up, or if you have had evil designs, put your hand over your mouth.|Nếu người có làm ngu dại mà tự cao kiêu ngạo, Và nếu người có ác tưởng, hãy đặt tay che miệng mình.
The shaking of milk makes butter, and the twisting of the nose makes blood come: so the forcing of wrath is a cause of fighting.|Vì ép sữa làm ra mỡ sữa, Và đánh đập lỗ mũi bèn làm cho phun máu; Cũng vậy trêu chọn giận sanh ra điều tranh cạnh.

					Proverbs 31				|
						Châm Ngôn 31					
The words of Lemuel, king of Massa: the teaching which he had from his mother.|Lời của vua Lê-mu-ên, Các châm ngôn mà mẹ người dạy cho người.
What am I to say to you, O Lemuel, my oldest son? and what, O son of my body? and what, O son of my oaths?|Hỡi con ta sẽ nói gì? Hỡi con của thai ta, ta phải nói chi? Hỡi con của sự khấn nguyện ta, ta nên nói điều gì với con?
Do not give your strength to women, or your ways to that which is the destruction of kings.|Chớ phó sức lực con cho người đờn bà, Đừng ở theo con đường gây cho vua chúa bị bại hoại.
It is not for kings, O Lemuel, it is not for kings to take wine, or for rulers to say, Where is strong drink?|Hỡi Lê-mu-ên, chẳng xứng hiệp cho các vua, Chẳng xứng hiệp cho các vua uống rượu, Hay là cho các quan trưởng nói rằng: Vật uống say ở đâu?
For fear that through drinking they may come to have no respect for the law, wrongly judging the cause of those who are in trouble.|E chúng uống, quên luật pháp, Và làm hư sự xét đoán của người khốn khổ chăng.
Give strong drink to him who is near to destruction, and wine to him whose soul is bitter:|Hãy ban vật uống say cho người gần chết, Và rượu cho người có lòng bị cay đắng:
Let him have drink, and his need will go from his mind, and the memory of his trouble will be gone.|Họ hãy uống, và quên nỗi nghèo khổ mình, Chẳng nhớ đến điều cực nhọc của mình nữa.
Let your mouth be open for those who have no voice, in the cause of those who are ready for death.|Hãy mở miệng mình binh kẻ câm, Và duyên cớ của các người bị để bỏ.
Let your mouth be open, judging rightly, and give right decisions in the cause of the poor and those in need.|Khá mở miệng con, xét đoán cách công bình, Và phân xử phải nghĩa cho người buồn thảm và nghèo nàn.
Who may make discovery of a woman of virtue? For her price is much higher than jewels.|Một người nữ tài đức ai sẽ tìm được? Giá trị nàng trổi hơn châu ngọc.
The heart of her husband has faith in her, and he will have profit in full measure.|Lòng người chồng tin cậy nơi nàng, Người sẽ chẳng thiếu huê lợi.
She does him good and not evil all the days of her life.|Trọn đời nàng làm cho chồng được ích lợi, Chớ chẳng hề sự tổn hại.
She gets wool and linen, working at the business of her hands.|Nàng lo tìm lông chiên và gai sợi, Lạc ý lấy tay mình mà làm công việc.
She is like the trading-ships, getting food from far away.|Nàng giống như các chiếc tàu buôn bán, Ở từ chỗ xa chở bánh mình về.
She gets up while it is still night, and gives meat to her family, and their food to her servant-girls.|Nàng thức dậy khi trời còn tối, Phát vật thực cho người nhà mình, Và cắt công việc cho các tớ gái mình.
After looking at a field with care, she gets it for a price, planting a vine-garden with the profit of her work.|Nàng tưởng đến một đồng ruộng, bèn mua nó được; Nhờ hoa lợi của hai tay mình, nàng trồng một vườn nho.
She puts a band of strength round her, and makes her arms strong.|Nàng thắt lưng bằng sức lực, Và làm hai cánh tay mình ra mạnh mẽ.
She sees that her marketing is of profit to her: her light does not go out by night.|Nàng cảm thấy công việc mình được ích lợi; Ban đêm đèn nàng chẳng tắt.
She puts her hands to the cloth-working rod, and her fingers take the wheel.|Nàng đặt tay vào con quay, Và các ngón tay nàng cầm con cúi.
Her hands are stretched out to the poor; yes, she is open-handed to those who are in need.|Nàng mở đưa tay ra giúp kẻ khó khăn, Giơ tay mình lên tiếp người nghèo khổ.
She has no fear of the snow for her family, for all those in her house are clothed in red.|Nàng không sợ người nhà mình bị giá tuyết, Vì cả nhà đều mặc áo bằng lông chiên đỏ sặm.
She makes for herself cushions of needlework; her clothing is fair linen and purple.|Nàng làm lấy những chăn mền; Ao xống nàng đều bằng vải gai mịn màu đỏ điều.
Her husband is a man of note in the public place, when he takes his seat among the responsible men of the land.|Tại nơi cửa thành chồng nàng được chúng biết, Khi ngồi chung với các trưởng lão của xứ.
She makes linen robes and gets a price for them, and traders take her cloth bands for a price.|Nàng chế áo lót và bán nó; Cũng giao đai lưng cho con buôn.
Strength and self-respect are her clothing; she is facing the future with a smile.|Nàng mặc lấy sức lực và oai phong, Và khi tưởng đến buổi sau, bèn vui cười.
