
					Isaiah 1				|
See, they may be moved to war, but not by my authority: all those who come together to make an attack on you, will be broken against you.|Nầy, nếu người ta lập mưu hại ngươi, ấy chẳng phải bởi ta. Kẻ nào lập mưu hại ngươi sẽ vì cớ ngươi mà sa ngã.
See, I have made the iron-worker, blowing on the burning coals, and making the instrument of war by his work; and I have made the waster for destruction.|Nầy, chính ta đã tạo thành người thợ rèn thổi lửa than, chế ra khí dụng để dùng; và cũng chính ta đã tạo thành kẻ phá diệt đặng làm sự phá diệt.
No instrument of war which is formed against you will be of any use; and every tongue which says evil against you will be judged false. This is the heritage of the servants of the Lord, and their righteousness comes from me, says the Lord.|Phàm binh khí chế ra nghịch cùng ngươi sẽ chẳng thạnh lợi, và ngươi sẽ định tội mọi lưỡi dấy lên để xét đoán ngươi. Đức Giê-hô-va phán: Ay là phần cơ nghiệp của các tôi tớ Đức Giê-hô-va, và sự công bình bởi ta ban cho họ.

					Isaiah 55				|
						I-sai-a 55					
Ho! everyone in need, come to the waters, and he who has no strength, let him get food: come, get bread without money; wine and milk without price.|Hỡi những kẻ nào khát, hãy đến suối nước! Và người nào không có tiền bạc, hãy đến, mua mà ăn! Hãy đến, mua rượu và sữa mà không cần tiền, không đòi giá.
Why do you give your money for what is not bread, and the fruit of your work for what will not give you pleasure? Give ear to me, so that your food may be good, and you may have the best in full measure.|Sao các ngươi trả tiền để mua đồ không phải là bánh? Sao các ngươi đem công lao mình đổi lấy vật chẳng làm cho no? Hãy chăm chỉ nghe ta, hãy ăn của ngon, và cho linh hồn các ngươi vui thích trong của béo.
Give ear, and come to me, take note with care, so that your souls may have life: and I will make an eternal agreement with you, even the certain mercies of David.|Hãy nghiêng tai, và đến cùng ta; hãy nghe ta, thì linh hồn các ngươi được sống. Ta sẽ lập với các ngươi một giao ước đời đời, tức là sự nhơn từ chắc thật đã hứa cùng Đa-vít.
See, I have given him as a witness to the peoples, a ruler and a guide to the nations.|Nầy, ta đã lập người lên làm chứng kiến cho các nước, làm quan trưởng và quan tướng cho muôn dân.
See, you will send for a nation of which you had no knowledge, and those who had no knowledge of you will come running to you, because of the Lord your God, and because of the Holy One of Israel, for he has given you glory.|Nầy, ngươi sẽ kêu gọi nước mà ngươi chưa hề biết, và nước chưa hề biết ngươi sẽ chạy đến cùng ngươi, vì cớ Giê-hô-va Đức Chúa Trời ngươi, là Đấng Thánh của Y-sơ-ra-ên, là Đấng đã làm vinh hiển ngươi.
Make search for the Lord while he is there, make prayer to him while he is near:|Hãy tìm kiếm Đức Giê-hô-va đang khi mình gặp được; hãy kêu cầu đang khi Ngài ở gần!
Let the sinner give up his way, and the evil-doer his purpose: and let him come back to the Lord, and he will have mercy on him; and to our God, for there is full forgiveness with him.|Kẻ ác khá bỏ đường mình, người bất nghĩa khá bỏ các ý tưởng; hãy trở lại cùng Đức Giê-hô-va, Ngài sẽ thương xót cho, hãy đến cùng Đức Chúa Trời chúng ta, vì Ngài tha thứ dồi dào.
For my thoughts are not your thoughts, or your ways my ways, says the Lord.|Đức Giê-hô-va phán: Ý tưởng ta chẳng phải ý tưởng các ngươi, đường lối các ngươi chẳng phải đường lối ta.
For as the heavens are higher than the earth, so are my ways higher than your ways, and my thoughts than your thoughts.|Vì các từng trời cao hơn đất bao nhiêu, thì đường lối ta cao hơn đường lối các ngươi, ý tưởng ta cao hơn ý tưởng các ngươi cũng bấy nhiêu.
For as the rain comes down, and the snow from heaven, and does not go back again, but gives water to the earth, and makes it fertile, giving seed to the planter, and bread for food;|Vả, như mưa và tuyết xuống từ trên trời và không trở lại nữa, mà đượm nhuần đất đai, làm cho sanh ra và kết nụ, đặng có giống cho kẻ giao, có bánh cho kẻ ăn,
So will my word be which goes out of my mouth: it will not come back to me with nothing done, but it will give effect to my purpose, and do that for which I have sent it.|thì lời nói của ta cũng vậy, đã ra từ miệng ta, thì chẳng trở về luống nhưng, mà chắc sẽ làm trọn điều ta muốn, thuận lợi công việc ta đã sai khiến nó.
For you will go out with joy, and be guided in peace: the mountains and the hills will make melody before you, and all the trees of the fields will make sounds of joy.|Vì các ngươi sẽ đi ra vui vẻ, được đưa đi trong sự bình an. Trước mặt các ngươi, núi và đồi sẽ trổi tiếng ca hát, mọi cây cối ngoài đồng sẽ vỗ tay.
In place of the thorn will come up the fir-tree, and in place of the blackberry the myrtle: and it will be to the Lord for a name, for an eternal sign which will not be cut off.|Cây tùng sẽ mọc lên thay cho bụi gai, và cây sim sẽ lớn lên thay cho gai gốc; điều đó sẽ làm cho biết danh Đức Giê-hô-va, và là một dấu đời đời không hề tiệt diệt.

					Isaiah 56				|
						I-sai-a 56					
The Lord says, Let your way of life be upright, and let your behaviour be rightly ordered: for my salvation is near, and my righteousness will quickly be seen.|Đức Giê-hô-va phán như vầy: Hãy giữ điều chánh trực, và làm sự công bình; vì sự cứu rỗi của ta gần đến, sự công bình của ta sắp được bày tỏ.
Happy is the man who does this, and the son of man whose behaviour is so ordered; who keeps the Sabbath holy, and his hand from doing any evil.|Phước thay cho người làm điều đó, và con người cầm vững sự đó, giữ ngày Sa-bát đặng đừng làm ô uế, cấm tay mình không làm một điều ác nào!
And let not the man from a strange country, who has been joined to the Lord, say, The Lord will certainly put a division between me and his people: and let not the unsexed man say, See, I am a dry tree.|Người dân ngoại liên hiệp cùng Đức Giê-hô-va chớ nên nói rằng: Đức Giê-hô-va chắc sẽ biệt ta ra khỏi dân Ngài. Kẻ hoạn cũng chớ nên nói rằng: Nầy, ta là cây khô.
For the Lord says, As for the unsexed who keep my Sabbaths, and give their hearts to pleasing me, and keep their agreement with me:|Vì Đức Giê-hô-va phán như vầy: Những kẻ hoạn hay giữ các ngày Sa-bát ta, lựa điều đẹp lòng ta, cầm vững lời giao ước ta,
I will give to them in my house, and inside my walls, a place and a name better than that of sons and daughters; I will give them an eternal name which will not be cut off.|thì ta sẽ ban cho họ tại trong nhà ta và trong tường ta một chỗ, và một danh tốt hơn danh của con trai con gái; ta lại sẽ ban cho họ một danh đời đời chẳng hề dứt đi.
And as for those from a strange country, who are joined to the Lord, to give worship to him and honour to his name, to be his servants, even everyone who keeps the Sabbath holy, and keeps his agreement with me:|Các người dân ngoại về cùng Đức Giê-hô-va, đặng hầu việc Ngài, đặng yêu mến danh Đức Giê-hô-va, đặng làm tôi tớ Ngài; tức là hết thảy những kẻ giữ ngày Sa-bát cho khỏi ô uế, và cầm vững lời giao ước ta,
I will make them come to my holy mountain, and will give them joy in my house of prayer; I will take pleasure in the burned offerings which they make on my altar: for my house will be named a house of prayer for all peoples.|thì ta sẽ đem họ vui mừng trong nhà cầu nguyện ta. Của lễ thiêu và hi sinh họ dâng trên bàn thờ ta, sẽ được nhận lấy; vì nhà ta sẽ gọi là nhà cầu nguyện cho mọi dân tộc.
The Lord God, who gets together the wandering ones of Israel, says, I will get together others in addition to those of Israel who have come back.|Chúa Giê-hô-va, Đấng nhóm dân tan lạc của Y-sơ-ra-ên, phán như vầy: Dân nó đã được nhóm lại rồi, ta sẽ còn nhóm các dân khác lại về cùng nó.
All you beasts of the field, come together for your meat, even all you beasts of the wood.|Hỡi loài thú đồng, loài thú rừng, hết thảy hãy đến mà cắn-nuốt.
His watchmen are blind, they are all without knowledge; they are all dogs without tongues, unable to make a sound; stretched out dreaming, loving sleep.|Những kẻ canh giữ của Y-sơ-ra-ên đều là đui mù, không biết chi hết. Chúng nó thảy đều là chó câm, chẳng biết sủa, đều chiêm bao, nằm sóng sượt, và ham ngủ;
Yes, the dogs are for ever looking for food; while these, the keepers of the sheep, are without wisdom: they have all gone after their pleasure, every one looking for profit; they are all the same.|lại là chó mê ăn, không biết no. Ay là những kẻ chăn chiên chẳng khôn sáng; mọi người theo đường riêng mình, mỗi người tìm tư lợi mình, người nào cũng vậy.
Come, they say, I will get wine, and we will take strong drink in full measure; and tomorrow will be like today, full of pleasure.|Nó nói rằng: Hãy đến, ta sẽ lấy rượu, chúng ta say vì rượu mạnh; ngày mai sẽ cũng như ngày nay, trọng thể quá bội.
