
					Leviticus 1				|
And my face will be turned from you, and you will be broken before those who are against you, and your haters will become your rulers, and you will go in flight when no man comes after you.|Ta sẽ nổi giận cùng các ngươi; các ngươi sẽ bị quân thù nghịch đánh đập; kẻ nào ghét các ngươi sẽ lấn lướt các ngươi, và các ngươi sẽ chạy trốn không ai đuổi theo.
And if, even after these things, you will not give ear to me, then I will send you punishment seven times more for your sins.|Nếu đến đỗi vậy mà các ngươi không khứng nghe ta, ta sẽ vì cớ tội phạm, thêm gấp bảy lần đặng sửa phạt các ngươi,
And the pride of your strength will be broken, and I will make your heaven as iron and your earth as brass;|và ta sẽ dẹp sự kiêu ngạo về năng lực các ngươi. Ta sẽ khiến trời các ngươi cứng như sắt và đất trơ như đồng;
And your strength will be used up without profit; for your land will not give her increase and the trees of the field will not give their fruit.|năng lực mình hao mòn vô ích, đất không sanh sản huê lợi, cây cối không kết bông trái.
And if you still go against me and will not give ear to me, I will put seven times more punishments on you because of your sins.|Nếu các ngươi phản đối cùng ta, và không muốn nghe ta, thì ta sẽ tùy theo tội phạm giáng tai vạ trên các ngươi gấp bảy lần nữa.
I will let loose the beasts of the field among you, and they will take away your children and send destruction on your cattle, so that your numbers will become small and your roads become waste.|Ta sẽ sai những thú đồng đến tha con cái các ngươi đi, ăn hại súc vật, diệt số người ra ít; và đường nẻo các ngươi sẽ vắng tanh.
And if by these things you will not be turned to me, but still go against me;|Dẫu đến những việc ấy mà các ngươi cứ không phục sự sửa phạt ta, cứ phản đối cùng ta,
Then I will go against you, and I will give you punishment, I myself, seven times for all your sins.|thì ta đây cũng sẽ nghịch lại cùng các ngươi, và vì cớ tội lỗi, sẽ giáng tai vạ cho các ngươi gấp bảy lần nữa.
And I will send a sword on you to give effect to the punishment of my agreement; and when you come together into your towns I will send disease among you and you will be given up into the hands of your haters.|Ta sẽ khiến gươm giáo đến trên các ngươi đặng báo thù sự giao ước ta; khi các ngươi hội hiệp trong những thành mình, ta sẽ giáng dịch hạch đến giữa các ngươi, và nộp các ngươi vào tay thù nghịch.
When I take away your bread of life, ten women will be cooking bread in one oven, and your bread will be measured out by weight; you will have food but never enough.|Khi ta dẫn sự đói kém đến, mười người nữ sẽ nướng bánh của các ngươi trong một lò, cân bánh trao lại cho các ngươi; các ngươi sẽ ăn mà không no.
And if, after all this, you do not give ear to me, but go against me still,|Dầu đến nỗi vậy, mà các ngươi cứ không khứng nghe ta, còn phản đối cùng ta,
Then my wrath will be burning against you, and I will give you punishment, I myself, seven times for your sins.|thì ta cũng sẽ nghịch lại cùng các ngươi cách giận dữ, và vì cớ tội lỗi các ngươi, sẽ sửa phạt gấp bảy lần nữa.
Then you will take the flesh of your sons and the flesh of your daughters for food;|Các ngươi sẽ ăn thịt con trai con gái mình;
And I will send destruction on your high places, overturning your perfume altars, and will put your dead bodies on your broken images, and my soul will be turned from you in disgust.|ta sẽ hủy diệt những nơi cao các ngươi, phá đổ những hình mặt trời, và để thây các ngươi chồng trên thây của hình tượng mình, tâm hồn ta sẽ ghê gớm các ngươi.
And I will make your towns waste and send destruction on your holy places; I will take no pleasure in the smell of your sweet perfumes;|Ta sẽ làm cho thành các ngươi ra vắng vẻ, các nơi thánh quạnh hiu, và ta chẳng còn hưởng mùi thơm về của lễ các ngươi nữa.
And I will make your land a waste, a wonder to your haters living in it.|Ta sẽ làm xứ ra đồi bại, đến nỗi kẻ thù nghịch ở tại đó cũng lấy làm lạ.
And I will send you out in all directions among the nations, and my sword will be uncovered against you, and your land will be without any living thing, and your towns will be made waste.|Ta sẽ tản lạc các ngươi trong các dân và rút gươm ra đuổi theo sau các ngươi: xứ các ngươi sẽ hoang vu, thành sẽ vắng vẻ.
Then will the land take pleasure in its Sabbaths while it is waste and you are living in the land of your haters; then will the land have rest.|Trọn trong lúc đất bỏ hoang vu, và các ngươi ở trong đất của kẻ thù nghịch, khi đó đất sẽ được an nghỉ hưởng những năm sa-bát.
All the days while it is waste will the land have rest, such rest as it never had in your Sabbaths, when you were living in it.|Trọn lúc đất bỏ hoang vu sẽ được an nghỉ; vì lúc các ngươi còn ở đất đó, nó không được an nghỉ trong những năm sa-bát của các ngươi.
And as for the rest of you, I will make their hearts feeble in the land of their haters, and the sound of a leaf moved by the wind will send them in flight, and they will go in flight as from the sword, falling down when no one comes after them;|Còn ai trong các ngươi sống sót lại, ta sẽ làm cho họ nhát gan trong xứ của thù nghịch mình; tiếng lá khua sẽ làm cho họ chạy trốn, khác nào chạy trốn trước lưỡi gươm, té ngã mà không ai đuổi theo.
Falling on one another, as before the sword, when no one comes after them; you will give way before your haters.|Người nầy vấp ngã trên người kia như trước ngọn gươm, vốn chẳng ai rượt đuổi theo họ; các ngươi không thể chịu nổi trước mặt quân thù nghịch mình.
And death will overtake you among strange nations, and the land of your haters will be your destruction.|Các ngươi sẽ bị chết mất giữa các dân, đất kẻ thù nghịch sẽ nuốt các ngươi.
And those of you who are still living will be wasting away in their sins in the land of your haters; in the sins of their fathers they will be wasting away.|Ai trong các ngươi còn sống, sẽ vì cớ gian ác mình và gian ác của tổ phụ mà hao mòn trong xứ kẻ thù nghịch mình.
And they will have grief for their sins and for the sins of their fathers, when their hearts were untrue to me, and they went against me;|Khi ấy, họ sẽ nhận gian ác mình, và gian ác của tổ phụ mình, những tội lỗi họ đã phạm, và sự chống trả họ đã cự cùng ta,
So that I went against them and sent them away into the land of their haters: if then the pride of their hearts is broken and they take the punishment of their sins,|đến đỗi ta cũng chống trả lại, dẫn họ vào xứ kẻ thù nghịch. Bấy giờ nếu lòng không chịu cắt bì của họ sẽ tự hạ mình xuống, và sẽ phục điều sửa phạt về gian ác mình,
Then I will keep in mind the agreement which I made with Jacob and with Isaac and with Abraham, and I will keep in mind the land.|thì ta sẽ nhớ lại sự giao ước ta đã lập cùng Gia-cốp, cùng Y-sác, cùng Ap-ra-ham, và ta sẽ nhớ lại xứ nầy.
And the land, while she is without them, will keep her Sabbaths; and they will undergo the punishment of their sins, because they were turned away from my decisions and in their souls was hate for my laws.|Vì xứ bị họ bỏ hoang sẽ được nghỉ bấy nhiêu năm sa-bát tùy theo họ bỏ hoang vu bao nhiêu: họ sẽ chịu hình phạt của gian ác mình, bởi vì đã khinh bỉ mạng lịnh ta, và tâm hồn họ đã lấy làm ghê gớm các luật pháp ta.
But for all that, when they are in the land of their haters I will not let them go, or be turned away from them, or give them up completely; my agreement with them will not be broken, for I am the Lord their God.|Dẫu vậy, đương khi họ bị ở trong xứ kẻ thù nghịch mình, ta cũng chẳng bỏ họ đâu, chẳng ghê gớm họ đến phải hao mòn hết, và chẳng bội sự giao ước ta lập cùng họ đâu, vì ta là Giê-hô-va, Đức Chúa Trời của họ.
And because of them I will keep in mind the agreement which I made with their fathers, whom I took out of the land of Egypt before the eyes of the nations, to be their God: I am the Lord.|Ta vì họ sẽ nhớ lại sự giao ước đã lập cùng tổ phụ họ mà ta đã đem ra khỏi xứ Ê-díp-tô trước mặt các dân, đặng làm Đức Chúa Trời của họ. Ta là Đức Giê-hô-va.
These are the rules, decisions, and laws, which the Lord made between himself and the children of Israel in Mount Sinai, by the hand of Moses.|Đó là các điều lệ, mạng lịnh, và luật pháp mà Đức Giê-hô-va nhờ Môi-se,
