
					II Samuel 1				|
And he made an attack on an Egyptian, a tall man: and the Egyptian had a spear in his hand; but he went down to him with a stick, and pulling the spear out of the hands of the Egyptian, put him to death with that same spear.|Lại người cũng đánh giết một người Ê-díp-tô, có bộ tướng đáng sợ hãi. Người Ê-díp-tô cầm nơi tay một cây giáo; còn Bê-na-gia cầm cây gậy xuống đón người. Người rứt cây giáo khỏi tay người Ê-díp-tô, rồi dùng một cây giáo ấy mà giết hắn đi.
These were the acts of Benaiah, the son of Jehoiada, who had a great name among the thirty men of war.|Đó là công việc Bê-na-gia, con trai Giê-hô-gia-đa, đã làm; người được nổi tiếng trong ba người tướng gan dạ kia. Trong bọn ba mươi người, Bê-na-gia có danh tiếng hơn;
He was honoured over the rest of the thirty, but he was not equal to the first three. And David put him over the fighting men who kept him safe.|song không bằng ba người trước. Đa-vít nhận người vào trong bàn mật nghị mình.
Asahel, the brother of Joab, was one of the thirty; and Elhanan, the son of Dodai, of Beth-lehem,|A-sa-ên, em Giô-áp, là một người thuộc trong ba mươi người dõng sĩ kia; cũng có En-ca-nan, con trai của Đô-đô, ở Bết-lê-hem;
Shammah the Harodite, Elika the Harodite,|lại có Sa-ma ở Ha-rốt, Ê-li-ca ở Ha-rốt;
Helez the Paltite, Ira, the son of Ikkesh the Tekoite,|Hê-lết ở Phê-lết; Y-sa, con trai của Y-kẻ ở Tê-cô;
Abiezer the Anathothite, Sibbecai the Hushathite,|A-bi-ê-xe ở A-na-tốt; Mê-bô-nai ở Hu-sa;
Zalmon the Ahohite, Maharai the Netophathite,|Sanh-môn ở A-hô -a; Ma-ha-rai ở Nê-tô-pha;
Heldai, the son of Baanah the Netophathite, Ittai, the son of Ribai of Gibeah of the children of Benjamin,|Hê-lép, con trai của Ba -a-na ở Nê-to-pha; Y-tai, con trai của Ri-bai ở Ghi-bê -a, thành của dân Bên-gia-min;
Benaiah the Pirathonite, Hiddai of the valleys of Gaash,|Bê-na-gia ở Phi-ra-thôn; Hi-đai ở Na-ha-lê-Gia-ách;
Abiel the Arbathite, Azmaveth of Bahurim,|A-bi-Anh-bôn ở A-ra-ba; Ach-ma-vét ở Bạt cum;
Eliahba the Shaalbonite, Jashen the Gunite,|Ê-li -a-ba ở Sa-bôn; các con trai của Gia-sen, Giô-na-than;
Jonathan, the son of Shammah the Hararite, Ahiam, the son of Sharar the Hararite,|Sa-ma ở Ha-ra; A-ki-am, con trai của Sa-ra, người A-ra-rít;
Eliphelet, the son of Ahasbai the Maacathite, Eliam, the son of Ahithophel the Gilonite,|Ê-li-phê-lết, con trai của A-cạt-bai, con trai của một người Ma-ca-thít; Ê-li-am, con trai của A-hi-tô-phe ở Ghi-lô;
Hezrai the Carmelite, Paarai the Archite,|Hết-rai ở Cạt-mên; Pha-rai ở A-ráp;
Igal, the son of Nathan of Zobah, Bani the Gadite,|Di-ganh, con trai của Na-than, ở Xô-ba; Ba-ni ở Ga-đi;
Zelek the Ammonite, Naharai the Beerothite, who had the care of the arms of Joab, son of Zeruiah,|Xê-léc, người Am-môn, Na-ha-rai ở Bê-ê-rốt, là kẻ vác binh khí cho Giô-áp, con trai của Xê-ru-gia;
Ira the Ithrite, Gareb the Ithrite,|Y-ra ở Giê-the; Ga-rép ở Giê-the;
Uriah the Hittite: thirty-seven in number.|U-ri người Hê-tít; cộng là ba mươi bảy người.

					II Samuel 24				|
						II Sa-mu-ên 24					
Again the wrath of the Lord was burning against Israel, and moving David against them, he said, Go, take the number of Israel and Judah.|Cơn thạnh nộ của Đức Giê-hô-va lại nổi phừng cùng dân Y-sơ-ra-ên. Ngài giục lòng Đa-vít nghịch cùng chúng mà rằng: Hãy đi tu bộ dân Y-sơ-ra-ên và dân Giu-đa.
And the king said to Joab and the captains of the army, who were with him, Go now through all the tribes of Israel, from Dan as far as Beer-sheba, and have all the people numbered, so that I may be certain of the number of the people.|Vua bèn nói với Giô-áp, là quan tổng binh ở gần người, mà rằng: Hãy đi khắp các chi phái Y-sơ-ra-ên, từ Đan cho đến Bê -e-Sê-ba, tu bộ dân sự, để cho ta biết số dân Y-sơ-ra-ên là bao nhiêu.
And Joab said to the king, Whatever the number of the people, may the Lord make it a hundred times as much, and may the eyes of my lord the king see it: but why does my lord the king take pleasure in doing this thing?|Giô-áp đáp cùng vua rằng: Nguyện Giê-hô-va Đức Chúa Trời của vua làm cho dân sự vua ngày nay được còn thêm gấp bằng trăm, và nguyện mắt vua chúa tôi thấy sự gia thêm ấy! Nhưng cớ sao vua chúa tôi vui lòng về một việc như vậy?
But the king's order was stronger than Joab and the captains of the army. And Joab and the captains of the army went out from the king, to take the number of the children of Israel.|Dầu vậy mặc lòng, lời của vua mạnh hơn sự chống trả của Giô-áp và các quan tướng. Vậy, Giô-áp và các quan tướng ở trước mặt vua, đều đi ra đặng tu bộ dân Y-sơ-ra-ên.
And they went over Jordan, and starting from Aroer, from the town which is in the middle of the valley, they went in the direction of the Gadites, and on to Jazer;|Sau khi qua sông Giô-đanh rồi, chúng hạ trại tại A-rô -e, về phía hữu thành ở giữa trũng Gát; rồi hại trại tại Gia-ê-xe.
Then they came to Gilead, and to the land of the Hittites under Hermon; and they came to Dan, and from Dan they came round to Zidon,|Từ đó họ đi vào trong xứ Ga-la-át, về hướng xứ thấp của Hốt-si. Kế đó, họ đến Đan-Gia-an và miền chung quanh Si-đôn.
And to the walled town of Tyre, and to all the towns of the Hivites and the Canaanites: and they went out to the South of Judah at Beer-sheba.|Họ cũng đi đến thành lũy xứ Ty-rơ, vào các thành dân Hế-vít và dân Ca-na-an, rồi họ giáp đến Bê -e-Sê-ba tại miền nam Giu-đa.
So after going through all the land in every direction, they came to Jerusalem at the end of nine months and twenty days.|Như vậy, họ đi khắp xứ và trở về Giê-ru-sa-lem trong chín thành và hai mươi ngày.
And Joab gave the king the number of all the people: there were in Israel eight hundred thousand fighting men able to take up arms; and the men of Judah were five hundred thousand.|Giô-áp bèn trao cho vua cái sổ trọn sự tu bộ dân sự: trong Y-sơ-ra-ên có tám trăm ngàn người lính chiến, có tài cầm gươm được, và trong Giu-đa năm trăm ngàn người.
And after the people had been numbered, David's heart was troubled. And David said to the Lord, Great has been my sin in doing this; but now, O Lord, be pleased to take away the sin of your servant, for I have done very foolishly|Sau khi tu bộ dân sự rồi, Đa-vít bị lương tâm cắn rứt, bèn cầu Đức Giê-hô-va rằng: Tôi đã làm như vậy, thật là đã phạm tội rất nặng. Vậy, bây giờ Đức Giê-hô-va ôi! xin hãy cất tội lỗi của kẻ tôi tớ Ngài đã phạm; vì tôi có làm cách ngu dại quá.
And David got up in the morning; now the word of the Lord had come to the prophet Gad, David's seer, saying,|Sáng ngày mai, khi Đa-vít dậy, có lời của Đức Giê-hô-va phán cùng tiên tri Gát, là người tiên kiến của Đa-vít, rằng:
Go and say to David, The Lord says, Three things are offered to you: say which of them you will have, and I will do it to you.|Hãy đi nói với Đa-vít: Đức Giê-hô-va phán như vầy: Ta có ba điều định cho ngươi; trong ba điều đó, hãy chọn một, rồi ta sẽ lấy nó mà phạt ngươi.
So Gad came to David, and gave him word of this and said to him, Are there to be three years when there is not enough food in your land? or will you go in flight from your haters for three months, while they go after you? or will you have three days of violent disease in your land? take thought and say what answer I am to give to him who sent me.|Gát đi đến cùng Đa-vít, thật các lời đó cho người, mà rằng: Vua muốn chọn điều nào? hãy bảy năm đói kém trong nước vua, hoặc trong ba tháng vua phải chạy trốn khỏi trước mặt kẻ thù nghịch đuổi theo vua, hoặc ba ngày dịch hạch trong nước vua? Bây giờ, hãy suy nghĩ và xem điều tôi phải thưa lại cùng Đấng đã sai tôi.
And David said to Gad, This is a hard decision for me to make: let us come into the hands of the Lord, for great are his mercies: let me not come into the hands of men.|Đa-vít bèn đáp cùng Gát rằng: Sự khốn khổ tôi lớn thay! Thế thì, nguyện tôi sa vào tay của Đức Giê-hô-va, vì những sự thương xót của Ngài là lớn lắm; nhưng chớ cho tôi sa vào tay của loài người ta.
So David made selection of the disease; and the time was the days of the grain-cutting, when the disease came among the people, causing the death of seventy thousand men from Dan as far as Beer-sheba.|Vậy, Đức Giê-hô-va khiến dịch hạch phá hại trong dân Y-sơ-ra-ên, từ buổi sớm mai cho đến thì giờ Ngài đã nhứt định. Trong dân sự, từ Đan đến Bê -e-Sê-ba, chết bảy vạn người.
And when the hand of the angel was stretched out in the direction of Jerusalem, for its destruction, the Lord had regret for the evil, and said to the angel who was sending destruction on the people, It is enough; do no more. And the angel of the Lord was by the grain-floor of Araunah the Jebusite.|Thiên sứ giơ tay ra trên Giê-ru-sa-lem đặng hại nó; song Đức Giê-hô-va hối hận về tai họa ấy, bèn phán cùng thiên sứ hành hại dân sự rằng: Thôi! bây giờ hãy rút tay ngươi lại. Bấy giờ, thiên sứ của Đức Giê-hô-va ở gần sân đạp lúa của A-rau-na, người Giê-bu-sít.
And when David saw the angel who was causing the destruction of the people, he said to the Lord, Truly, the sin is mine; I have done wrong: but these are only sheep; what have they done? let your hand be against me and against my family.|Đa-vít thấy thiên sứ hành hại dân sự, bèn thưa với Đức Giê-hô-va như vầy: Ay chính tôi đã phạm tội, tôi là kẻ có tội; còn các con chiên kia có làm chi? Nguyện tay Chúa chỉ hành hại tôi và nhà cha tôi.
And that day Gad came to David and said to him, Go up, and put up an altar to the Lord on the grain-floor of Araunah the Jebusite.|Ngày đó, Gát đến tìm Đa-vít, và nói rằng: Hãy đi lên, lập một bàn thờ cho Đức Giê-hô-va tại nơi sân đạp lúa của A-rau-na, người Giê-bu-sít.
So David went up, as Gad had said and as the Lord had given orders.|Vậy, Đa-vít theo lời của Gát, đi lên y như Đức Giê-hô-va đã phán dặn người.
And Araunah, looking out, saw the king and his servants coming to him: and Araunah went out, and went down on his face to the earth before the king.|A-rau-na ngước mắt lên, thấy vua và các tôi tớ người đi tới trước mặt mình, liền đi ra và sấp mình xuống đất trước mặt vua.
