
					Jeremiah 1				|
For this cause their steps will be slipping on their way: they will be forced on into the dark and have a fall there: for I will send evil on them in the year of their punishment, says the Lord.|Cho nên đường chúng nó sẽ như nơi trơn trợt trong tối tăm, sẽ bị đuổi và vấp ngã tại đó. Vì đến năm chúng nó bị thăm phạt, ta sẽ giáng tai vạ trên chúng nó, Đức Giê-hô-va phán vậy.
And I have seen ways without sense in the prophets of Samaria; they became prophets of the Baal, causing my people Israel to go wrong.|Ta đã thấy rõ sự điên dại của bọn tiên tri xứ Sa-ma-ri; chúng nó nhơn danh Ba-anh mà nói tiên tri, khiến dân Y-sơ-ra-ên ta lầm lạc.
And in the prophets of Jerusalem I have seen a shocking thing; they are untrue to their wives, walking in deceit, and they make strong the hands of evil-doers, so that a man may not be turned back from his evil-doing: they have all become like Sodom to me, and its people like Gomorrah.|Nhưng, nơi bọn tiên tri ở Giê-ru-sa-lem, ta đã thấy sự đáng gớm ghiếc: chúng nó phạm tội tà dâm, bước theo sự giả dối; chúng nó làm cho cứng vững tay kẻ dữ, đến nỗi chẳng ai xây bỏ sự ác của mình. Ta coi chúng nó thảy đều như Sô-đôm, và dân cư nó như Gô-mô-rơ.
So this is what the Lord of armies has said about the prophets: See, I will give them a bitter plant for their food, and bitter water for their drink: for from the prophets of Jerusalem unclean behaviour has gone out into all the land.|Vậy nên, về phần bọn tiên tri đó, Đức Giê-hô-va vạn quân phán như vầy: Nầy, ta sẽ cho chúng nó ăn ngải cứu và uống mật đắng; vì các tiên tri ở Giê-ru-sa-lem đã làm cho sự vô đạo tràn ra trong cả xứ.
This is what the Lord of armies has said: Do not give ear to the words which the prophets say to you: they give you teaching of no value: it is from themselves that their vision comes, and not out of the mouth of the Lord.|Đức Giê-hô-va vạn quân phán như vầy: Chớ nheo những lời của các tiên tri nói tiên tri với các ngươi. Chúng nó dạy cho các ngươi sự hư không, và nói sự hiện thấy bởi lòng mình chẳng phải bởi miệng Đức Giê-hô-va.
They keep on saying to those who have no respect for the word of the Lord, You will have peace; and to everyone who goes on his way in the pride of his heart, they say, No evil will come to you.|Chúng nó cứ bảo kẻ khinh dể ta rằng: Đức Giê-hô-va phán, các ngươi sẽ được bình an. Lại bảo những kẻ bước theo sự cứng cỏi của lòng mình rằng: Chẳng có tai họa nào sẽ đến trên các ngươi hết.
For which of them has knowledge of the secret of the Lord, and has seen him, and given ear to his word? which of them has taken note of his word and given attention to it?|Vậy ai đã đứng được trong sự bàn luận của Đức Giê-hô-va, để được ngắm xem và nghe lời Ngài? Ai đã suy xét và nghe lời Ngài?
See, the storm-wind of the Lord, even the heat of his wrath, has gone out, a rolling storm, bursting on the heads of the evil-doers.|Nầy, cơn giận của Đức Giê-hô-va đã phát ra như bão, như gió lốc, nổ trên đầu những kẻ dữ.
The wrath of the Lord will not be turned back till he has done, till he has put into effect, the purposes of his heart: in days to come you will have full knowledge of this.|Đức Giê-hô-va chưa làm trọn ý đã định trong lòng, thì cơn giận của Ngài sẽ chẳng trở lại. Trong ngày sau rốt, các ngươi sẽ rõ biết sự ấy.
I did not send these prophets, but they went running: I said nothing to them, but they gave out the prophet's word.|Ta chẳng sai những tiên tri nầy, mà chúng nó đã chạy; ta chẳng phán với, mà đã nói tiên tri.
But if they had been in my secret, then they would have made my people give ear to my words, turning them from their evil way, and from the evil of their doings.|Nếu chúng nó có đứng trong sự bàn luận ta, thì đã khiến dân ta nghe lời ta, và đã làm cho dân từ đường dữ việc xấu mà trở lại rồi.
Am I only a God who is near, says the Lord, and not a God at a distance?|Đức Giê-hô-va phán: Ta có phải là Đức Chúa Trời ở gần mà không phải là Đức Chúa Trời ở xa sao?
In what secret place may a man take cover without my seeing him? says the Lord. Is there any place in heaven or earth where I am not? says the Lord.|Đức Giê-hô-va phán: Có người nào có thể giấu mình trong các nơi kín cho ta đừng thấy chăng? Đức Giê-hô-va phán: Há chẳng phải ta đầy dẫy các từng trời và đất sao?
My ears have been open to what the prophets have said, who say false words in my name, saying, I have had a dream, I have had a dream, I have had a dream,|Ta nghe điều những kẻ tiên tri nầy nói, chúng nó nhơn danh ta mà nói tiên tri giả dối, rằng: Ta có chiêm bao; thật, ta có chiêm bao!
Is (my word) in the hearts of the prophets who give out false words, even the prophets of the deceit of their hearts?|Những tiên tri ấy, theo sự dối trá của lòng mình mà nói tiên tri, chúng nó có lòng ấy cho đến chừng nào?
Whose purpose is to take away the memory of my name from my people by their dreams, of which every man is talking to his neighbour, as their fathers gave up the memory of my name for the Baal.|Chúng nó mỗi người thuật chiêm bao cùng kẻ lân cận, tưởng sẽ khiến dân quên danh ta cũng như tổ phụ chúng nó vì Ba-anh quên danh ta.
If a prophet has a dream, let him give out his dream; and he who has my word, let him give out my word in good faith. What has the dry stem to do with the grain? says the Lord.|Khi tiên tri nào có chiêm bao, hãy thuật chiêm bao ấy đi; còn kẻ nào đã lãnh lời ta, hãy truyền lại lời ta cách trung tín! Đức Giê-hô-va phán: Rơm rạ há xen vào với lúa mì sao?
Is not my word like fire? says the Lord; and like a hammer, smashing the rock to bits?|Lời ta há chẳng như lửa, như búa đập vỡ đá sao? Đức Giê-hô-va phán vậy.
For this cause I am against the prophets, says the Lord, who take my words, every one from his neighbour.|Vậy nên Đức Giê-hô-va phán rằng: Nầy, ta nghịch cùng những kẻ tiên tri ăn cắp lẫn nhau về lời của ta.
See, I am against the prophets, says the Lord, who let their tongues say, He has said.|Đức Giê-hô-va phán: Nầy, ta nghịch cùng những kẻ tiên tri dùng lưỡi mình nói ra, mà rằng: Ngài phán.
See, I am against the prophets of false dreams, says the Lord, who give them out and make my people go out of the way by their deceit and their uncontrolled words: but I did not send them or give them orders; and they will be of no profit to this people, says the Lord.|Đức Giê-hô-va phán: Nầy, ta nghịch cùng những kẻ lấy chiêm bao giả dối mà nói tiên tri, thuật lại và lấy lời dối trá khoe khoang mà làm cho dân ta lầm lạc, nhưng ta không sai và cũng không bảo chúng nó; chúng nó cũng không làm ích gì cho dân nầy hết, Đức Giê-hô-va phán vậy.
And if this people, or the prophet, or a priest, questioning you, says, What word of weight is there from the Lord? then you are to say to them, You are the word, for I will not be troubled with you any more, says the Lord.|Nếu dân nầy, kẻ tiên tri hay là thầy tế lễ, hỏi ngươi rằng: Gánh nặng của Đức Giê-hô-va là gì? Khá đáp rằng: Gánh nặng gì? Đức Giê-hô-va phán: Ta sẽ từ bỏ các ngươi.
And as for the prophet and the priest and the people who say, A word of weight from the Lord! I will send punishment on that man and on his house.|Còn như kẻ tiên tri, thầy tế lễ, và dân sẽ nói rằng: Gánh nặng của Đức Giê-hô-va, thì sẽ phạt người ấy và nhà nó.
But this is what you are to say, every man to his neighbour and every man to his brother, What answer has the Lord given? and, What has the Lord said?|Vậy, nầy là câu mỗi người khá hỏi kẻ lân cận mình, mỗi người khá hỏi anh em mình rằng: Đức Giê-hô-va đã trả lời làm sao? Đức Giê-hô-va đã phán thể nào?
And you will no longer put people in mind of the word of weight of the Lord: for every man's word will be a weight on himself; for the words of the living God, of the Lord of armies, our God, have been twisted by you.|Bấy giờ chớ nói gánh nặng của Đức Giê-hô-va nữa; vì lời của mỗi một người sẽ là gánh nặng của nó, vì các ngươi đã làm trái những lời của Đức Chúa Trời hằng sống, của Đức Giê-hô-va vạn quân, Đức Chúa Trời chúng ta.
This is what you are to say to the prophet, What answer has the Lord given to you? and, What has the Lord said?|Vậy ngươi khá hỏi kẻ tiên tri rằng: Đức Giê-hô-va đã trả lời cho ngươi làm sao? Hay là: Đức Giê-hô-va đã phán thể nào?
But if you say, The word of weight of the Lord; this is what the Lord has said: Because you say, The weight of the Lord, and I have sent to you, saying, You are not to say, The weight of the Lord;|Nhưng nếu các ngươi nói rằng: Gánh nặng của Đức Giê-hô-va, bởi cớ đó, Đức Giê-hô-va phán như vầy: Vì các ngươi nói lời nầy: Gánh nặng của Đức Giê-hô-va, và ta đã sai đến cùng các ngươi đặng bảo các ngươi rằng: Chớ còn nói rằng: Gánh nặng của Đức Giê-hô-va,
For this reason, truly, I will put you completely out of my memory, and I will put you, and the town which I gave to you and to your fathers, away from before my face:|nhơn đó, nầy, ta sẽ quên hẳn các ngươi; ta sẽ bỏ các ngươi, và thành ta đã ban cho các ngươi và tổ phụ các ngươi, xa khỏi trước mặt ta.
And I will give you a name without honour for ever, and unending shame which will never go from the memory of men.|Ta sẽ khiến các ngươi chịu nhơ nhuốc đời đời, hổ thẹn vô cùng, không bao giờ quên được.
