
					I Samuel 1				|
And the Ziphites came to Saul at Gibeah, and said, Is not David waiting secretly near us in the hill of Hachilah, before the waste land?|Dân Xíp lại đến tìm Sau-lơ tại Ghi-bê -a, mà nói rằng: Đa-vít há chẳng ẩn tại trên gò Ha-ki-la, đối ngang đồng vắng sao?
Then Saul went down to the waste land of Ziph, taking with him three thousand of the best men of Israel, to make search for David in the waste land of Ziph.|Sau-lơ bèn chổi dậy kéo ba ngàn tinh binh của Y-sơ-ra-ên, đi xuống đồng vắng Xíp đặng tìm Đa-vít.
And Saul put up his tents on the hill of Hachilah, which is in front of the waste land on the road. But David was in the waste land, and he saw that Saul was coming after him.|Sau-lơ đóng trại trên gò Ha-ki-la, đối ngang đồng vắng, tại nơi đầu đường. Đa-vít ở trong đồng vắng. Khi thấy Sau-lơ đến đuổi theo mình,
And so David sent out watchers, and got word from them that Saul was certainly coming.|bèn sai kẻ do thám đi, và biết chắc rằng Sau-lơ đã đến.
And David got up and came to the place where Saul's tents were: and David had a view of the place where Saul was sleeping with Abner, the son of Ner, the captain of his army: and Saul was sleeping inside the ring of carts, and the tents of the people were all round him.|Bấy giờ, Đa-vít chổi dậy, đi đến tận nơi Sau-lơ hạ trại; người cũng thấy nơi ngủ của Sau-lơ và của Ap-ne, con trai Nê-rơ, là quan tổng binh của người. Sau-lơ nằm ngủ tại đồn, có đạo binh đóng trại xung quanh mình.
Then David said to Ahimelech the Hittite, and to Abishai, the son of Zeruiah, brother of Joab, Who will go down with me to the tents of Saul? And Abishai said, I will go down with you.|Đa-vít cất tiếng nói cùng A-hi-mê-léc, người Hê-tít, và A-bi-sai, con trai của Xê-ru-gia, em của Giô-áp, rằng: Ai muốn đi cùng ta xuống dinh Sau-lơ? A-bi-sai đáp: Tôi sẽ đi với ông.
So David and Abishai came down to the army by night: and Saul was sleeping inside the ring of carts with his spear planted in the earth by his head: and Abner and the people were sleeping round him.|Vậy, Đa-vít và A-bi-sai lúc ban đêm, vào giữa quân lính, thấy Sau-lơ đương ngủ, nằm trong đồn, cây giáo cặm dưới đất tại nơi đầu giường. Ap-ne và quân lính nằm ở xung quanh người.
Then Abishai said to David, God has given up your hater into your hands today; now let me give him one blow through to the earth with his spear, and there will be no need to give him a second.|A-bi-sai nói cùng Đa-vít rằng: Ngày nay Đức Chúa Trời đã phó kẻ thù nghịch ông vào tay ông. Xin cho phép tôi lấy giáo đâm người chỉ một cái mà cặm người xuống đất; chẳng cần phải đâm lại.
And David said to Abishai Do not put him to death; for who, without sin, may put out his hand against the man on whom the Lord has put the holy oil?|Nhưng Đa-vít bảo A-bi-sai rằng: Đừng giết người; ai có thế tra tay trên kẻ chịu xức dầu của Đức Giê-hô-va mà không bị phạt?
And David said, By the living Lord, the Lord will send destruction on him; the natural day of his death will come, or he will go into the fight and come to his end.|Người tiếp rằng: Ta chỉ Đức Giê-hô-va hằng sống mà thề, Đức Giê-hô-va chắc sẽ đánh người, hoặc khi người đến kỳ định mà chết, hoặc khi người ra trận mà diệt vong.
Never will my hand be stretched out against the man marked with the holy oil; but take the spear which is by his head and the vessel of water, and let us go.|Nguyện Đức Giê-hô-va giữ, chớ cho tôi tra tay vào kẻ chịu xức dầu của Ngài! Ta xin ngươi chỉ hãy lấy cây giáo nơi đầu giường người cùng cái bình nước, rồi chúng ta hãy đi.
So David took the spear and the vessel of water from Saul's head; and they got away without any man seeing them, or being conscious of their coming, or awaking; for they were all sleeping because a deep sleep from the Lord had come on them.|Như vậy, Đa-vít lấy cây giáo và bình nước nơi đầu giường của Sau-lơ, rồi hai người đi. Không ai thấy hay là biết, và cũng chẳng ai tỉnh thức; hết thảy ngủ, vì Đức Giê-hô-va đã khiến sự ngủ mê giáng trên chúng nó.
Then David went over to the other side, and took his place on the top of a mountain some distance away, with a great space between them;|Đoạn, Đa-vít sang qua bên kia, dừng lại tại trên chót núi, xa trại quân. có một khoảng xa cách nhau.
And crying out to the people and to Abner, the son of Ner, David said, Have you no answer to give, Abner? Then Abner said, Who is that crying out to the king?|Người gọi quân lính với Ap-ne, con trai Nê-rơ mà rằng: Ap-ne, người chẳng đáp lời sao? Ap-ne đáp rằng: Ngươi là ai mà kêu la cùng vua?
And David said to Abner, Are you not a man of war? is there any other like you in Israel? why then have you not kept watch over your lord the king? for one of the people came in to put the king your lord to death.|Đa-vít đáp cùng Ap-nê rằng: Nào, ngươi há chẳng phải là một dõng sĩ sao? Trong Y-sơ-ra-ên ai bằng ngươi? Vậy, sao ngươi không canh giữ vua, là chúa của ngươi? Có kẻ trong dân sự đã đến muốn giết vua chúa ngươi.
What you have done is not good. By the living Lord, death is the right fate for you, because you have not kept watch over your lord, the man on whom the Lord has put the holy oil. Now see, where is the king's spear, and the vessel of water which was by his head?|Điều ngươi đã làm đó chẳng tốt đâu. Ta chỉ Đức Giê-hô-va hằng sống mà thề, ngươi đáng chết, vì không canh giữ chúa ngươi, là đấng chịu xức dầu của Đức Giê-hô-va. Bây giờ, hãy xem thử, cây giáo của vua và bình nước nơi đầu giường vua ở đâu?
And Saul, conscious that the voice was David's, said, Is that your voice, David, my son? And David said, It is my voice, O my lord king.|Sau-lơ nhận biết tiếng của Đa-vít, bèn nói rằng: Hỡi Đa-vít, con ta, có phải tiếng con chăng? Đa-vít thưa rằng: Hỡi vua chúa tôi, ấy là tiếng tôi.
And he said, Why does my lord go armed against his servant? what have I done? or what evil is there in me?|Người tiếp: Cớ sao chúa đuổi theo tôi tớ chúa như vậy? Tôi có làm điều gì, và tay tôi đã phạm tội ác chi?
Let my lord the king give ear now to the words of his servant. If it is the Lord who is moving you against me, let him take an offering: but if it is the children of men, may they be cursed before the Lord, for driving me out today and keeping me from my place in the heritage of the Lord, saying, Go, be the servant of other gods.|Bây giờ, xin vua hãy lắng nghe lời của tôi tớ vua. Nếu Đức Giê-hô-va xui giục vua hại tôi, nguyện Ngài nhậm mùi thơm của lễ, nhưng nếu là loài người, nguyện chúng bị rủa sả trước mặt Đức Giê-hô-va; vì ngày nay chúng đuổi tôi đi khỏi chỗ dành cho tôi trong sản nghiệp của Đức Giê-hô-va, và chúng nói rằng: Hãy đi, thờ tà thần.
Then do not let my blood be drained out on the earth away from the face of the Lord: for the king of Israel has come out to take my life, like one going after birds in the mountains.|Oi! nguyện huyết tôi chớ chảy ra trên đất cách xa mặt Đức Giê-hô-va; vì vua Y-sơ-ra-ên đã kéo ra đặng tìm một con bọ chét, như người ta đuổi theo chim đa đa trong núi vậy.
Then Saul said, I have done wrong: come back to me, David my son: I will do you no more wrong, because my life was dear to you today truly, I have been foolish and my error is very great.|Bấy giờ, Sau-lơ nói: Ta có phạm tội; hỡi Đa-vít, con ta, hãy trở lại! Ta sẽ chẳng làm hại cho con nữa, vì ngày nay, con đã kính nể mạng sống ta. Thật, ta đã làm điên cuồng, phạm một lỗi rất trọng.
Then David said, Here is the king's spear! let one of the young men come over and get it.|Đa-vít nói: Nầy là cây giáo của vua; hãy cho một gã trai trẻ của vua đi qua đây mà lấy đi.
And the Lord will give to every man the reward of his righteousness and his faith: because the Lord gave you into my hands today, and I would not put out my hand against the man who has been marked with the holy oil.|Đức Giê-hô-va sẽ báo trả cho mọi người tùy theo sự công bình và trung tín của người; vì ngày nay Ngài đã phó vua vào tay tôi, mà tôi không khứng tra tay vào đấng chịu xức dầu của Đức Giê-hô-va.
And so, as your life was dear to me today, may my life be dear to the Lord, and may he make me free from all my troubles.|Ngày nay, tôi lấy mạng sống vua làm quí trọng thế nào, thì Đức Giê-hô-va cũng sẽ lấy mạng sống tôi làm quí trọng thể ấy, và giải cứu tôi khỏi các hoạn nạn.
Then Saul said to David, May a blessing be on you, David, my son; you will do great things and without doubt you will overcome. Then David went on his way, and Saul went back to his place.|Sau-lơ nói cùng Đa-vít rằng: Hỡi Đa-vít, con ta, nguyện con được phước! Quả thật, con sẽ làm công việc lớn lao và được thắng hơn. Đoạn, Đa-vít cứ đi lối mình, còn Sau-lơ trở về nơi người.

					I Samuel 27				|
						I Sa-mu-ên 27					
And David said to himself, Some day death will come to me by the hand of Saul: the only thing for me to do is to get away into the land of the Philistines; then Saul will give up hope of taking me in any part of the land of Israel: and so I may be able to get away from him.|Đa-vít nói thầm nghĩ rằng: Chắc một ngày kia, ta sẽ chết bởi tay Sau-lơ. Ta chẳng làm chi hay hơn bằng trốn trong xứ Phi-li-tin, thì Sau-lơ sẽ chẳng còn kiếm ta trong cả địa phận Y-sơ-ra-ên nữa. Như vậy, ta sẽ thoát khỏi tay người.
So David and the six hundred men who were with him went over to Achish, the son of Maoch, king of Gath.|Vậy, Đa-vít chổi dậy, cùng sáu trăm người theo mình, sang qua đến A-kích, con trai Ma-óc, vua Gát.
And David and his men were living with Achish at Gath; every man had his family with him, and David had his two wives, Ahinoam of Jezreel, and Abigail of Carmel, who had been the wife of Nabal.|Đa-vít và những kẻ theo người ở cùng A-kích tại Gát, mỗi người có gia quyến mình. Đa-vít có hai vợ theo, tức là A-hi-nô-am ở Gít-rê-ên và A-bi-ga-in, trước làm vợ của Na-banh ở Cạt-mên.
