
					Judges 1				|
Now the children of Israel went up, weeping before the Lord till evening, requesting the Lord and saying, Am I to go forward again to the fight against the children of Benjamin my brother? And the Lord said, Go up against him.|Dân Y-sơ-ra-ên đi lên khóc trước mặt Đức Giê-hô-va cho đến chiều tối, cầu vấn Đức Giê-hô-va mà rằng: Tôi phải đi giao chiến lại cùng người Bên-gia-min, là anh em của tôi, chăng? Đức Giê-hô-va đáp: Hãy lên đánh nó!
So the children of Israel went forward against the children of Benjamin the second day.|Ngày thứ nhì người Y-sơ-ra-ên kéo tới đánh ngươi Bên-gia-min.
And the second day Benjamin went out against them from Gibeah, cutting down eighteen thousand men of the children of Israel, all swordsmen.|Người Bên-gia-min cũng ra Ghi-bê -a nội ngày đó, đánh dân Y-sơ-ra-ên, lại giết nằm sải dưới đất một muôn tám ngàn người của dân ấy, thảy đều có tài cầm gươm.
Then all the children of Israel, and all the people, went up to Beth-el, weeping and waiting there before the Lord, going without food all day till evening, and offering burned offerings and peace-offerings before the Lord.|Bấy giờ, hết thảy người Y-sơ-ra-ên và cả dân sự đều đi lên Bê-tên, khóc và đứng tại đó trước mặt Đức Giê-hô-va, cữ ăn trong ngày ấy cho đến chiều tối, rồi dâng của lễ thiêu và của lễ thù ân tại trước mặt Đức Giê-hô-va.
And the children of Israel made request to the Lord, (for the ark of the agreement of the Lord was there in those days,|Đương khi ấy, hòm giao ước của Đức Chúa Trời ở tại đó, có Phi-nê -a, con trai Ê-lê -a-sa, cháu A-rôn, phục sự trước mặt Đức Giê-hô-va. Vậy, dân Y-sơ-ra-ên cầu vấn Đức Giê-hô-va mà rằng:
And Phinehas, the son of Eleazar, the son of Aaron, was in his place before it,) and said, Am I still to go on with the fight against the children of Benjamin my brother, or am I to give it up? And the Lord said, Go on; for tomorrow I will give him into your hands.|Tôi còn phải giao chiến cùng người Bên-gia-min, anh em tôi, hay là tôi phải đình lại? Đức Giê-hô-va đáp: Hãy đi lên, vì ngày mai ta sẽ phó chúng nó vào tay các ngươi.
So Israel put men secretly all round Gibeah to make a surprise attack on it.|Y-sơ-ra-ên bèn phục binh chung quanh Ghi-bê -a.
And the children of Israel went up against the children of Benjamin on the third day, and put themselves in fighting order against Gibeah as before.|Ngày thứ ba, dân Y-sơ-ra-ên đi lên, đánh người Bên-gia-min và dàn trận cùng Ghi-bê -a như các lần trước.
And the children of Benjamin went out against the people, moving away from the town; and as before, at their first attack, they put to death about thirty men of Israel on the highways, of which one goes up to Beth-el and the other to Gibeah, and in the open country.|Người Bên-gia-min ra đón dân Y-sơ-ra-ên, bị dụ xa thành. Y như hai lần trước chúng khởi đánh và giết mấy người của dân Y-sơ-ra-ên, chừng ba mươi người, tại trong hai con đường trải qua đồng bằng đi lên, một ngả tới Bê-tên, và ngả kia tới Ghi-bê -a.
And the children of Benjamin said, They are giving way before us as at first. But the children of Israel said, Let us go in flight and get them away from the town, into the highways.|Người Bên-gia-min nói rằng: Kìa, chúng nó bị bại trước mặt chúng ta như lần trước. Nhưng dân Y-sơ-ra-ên nói: Chúng ta hãy chạy trốn, dụ chúng nó ra cách xa thành, đến trong các đường cái.
So all the men of Israel got up and put themselves in fighting order at Baal-tamar: and those who had been waiting secretly to make a surprise attack came rushing out of their place on the west of Geba.|Hết thảy người Y-sơ-ra-ên bèn bỏ chỗ mình đứng, dàn trận tại Ba-anh-Tha-ma, và đạo binh phục của Y-sơ-ra-ên đã phục của Y-sơ-ra-ên đâm sầm ra khỏi chỗ phục mình tại đồng bằng Ghi-bê -a.
And they came in front of Gibeah, ten thousand of the best men in all Israel, and the fighting became more violent; but the children of Benjamin were not conscious that evil was coming on them.|Như vậy, xảy có một muôn tinh binh của Y-sơ-ra-ên đã phục trước tại Ghi-bê -a xông tới, đánh giặc rất dữ dội; nhưng người Bên-gia-min không biết tai họa hãm lấy mình.
Then the Lord sent sudden fear on Benjamin before Israel; and that day the children of Israel put to death twenty-five thousand, one hundred men of Benjamin, all of them swordsmen.|Đức Giê-hô-va đánh bại người chi phái Bên-gia-min trước mặt dân Y-sơ-ra-ên; và trong ngày đó, dân Y-sơ-ra-ên giết hai muôn năm ngàn mốt người Bên-gia-min, hết thảy đều có tài cầm gươm.
So the children of Benjamin saw that they were overcome: and the men of Israel had given way before Benjamin, putting their faith in the watchers who were to make the surprise attack on Gibeah.|Người Bên-gia-min thấy rõ mình bị bại. Vả, người Y-sơ-ra-ên đã nhường bước cho người Bên-gia-min, vì chúng tin cậy nơi sự phục binh mình ở gần Ghi-bê -a.
And the watchers, rushing on Gibeah and overrunning it, put all the town to the sword without mercy.|Những binh đã phục, lật đật xông hãm Ghi-bê -a, đi tới lấy gươm giết hết thảy cả người ở thành.
Now the sign fixed between the men of Israel and those making the surprise attack was that when they made a pillar of smoke go up from the town,|Người Y-sơ-ra-ên đã hẹn một dấu hiệu với những binh phục, là những phục binh phải làm cho một ngọn khói đen cất lên khỏi thành.
The men of Israel were to make a turn about in the fight. And Benjamin had overcome and put to death about thirty of the men of Israel, and were saying, Certainly they are falling back before us as in the first fight.|Vậy, dân Y-sơ -r-ên đã thối lại trong trận, còn người Bên-gia-min khởi đánh và giết chừng ba mươi người Y-sơ-ra-ên. Chúng nói: Quả thật chúng nó bị thua trước mặt chúng ta như lần trước!
Then the sign went up out of the town in the pillar of smoke, and the Benjamites, turning back, saw all the town going up in smoke to heaven.|Nhưng khi trụ khói khởi bay lên khỏi thành, người Bên-gia-min nhìn xem lại đằng sau, thấy cả thành đều có khói bay lên trời.
And the men of Israel had made a turn about, and the men of Benjamin were overcome with fear, for they saw that evil had overtaken them.|Bấy giờ, dân Y-sơ-ra-ên trở lại, còn nhưng người Bên-gia-min lấy làm kinh hãi, vì thấy tai họa đã hãm áp mình.
So turning their backs on the men of Israel, they went in the direction of the waste land; but the fight overtook them; and those who came out of the town were heading them off and putting them to the sword.|Chúng xây lưng lại trước mặt dân Y-sơ-ra-ên, chạy trốn về phía đồng vắng; nhưng đạo binh Y-sơ-ra-ên theo riết gần, và những kẻ ra khỏi thành đều bị giết liền.
And crushing Benjamin down, they went after them, driving them from Nohah as far as the east side of Gibeah.|Chúng vây phủ người Bên-gia-min, đuổi theo và chà đạp họ tại nơi họ dừng lại, cho đến chỗ đối ngang Ghi-bê -a, về hướng mặt trời mọc.
Eighteen thousand men of Benjamin came to their death, all strong men of war.|Như vậy, một muôn tám ngàn người Bên-gia-min phải ngã, thảy đều là người dõng sĩ.
And turning, they went in flight to the rock of Rimmon in the waste land: and on the highways five thousand of them were cut off by the men of Israel, who, pushing on hard after them to Geba, put to death two thousand more.|Trong số người xây lưng chạy trốn về phía đồng vắng, hướng hòn đá Rim-môn, thì dân Y-sơ-ra-ên còn giết dọc đường năm ngàn người nữa, đoạn theo riết gần đến Ghi-bê-om thì giết hai ngàn người.
So twenty-five thousand of the swordsmen of Benjamin came to their end that day, all strong men of war.|Vậy, số tổng cộng người Bên-gia-min ngã chết trong ngày đó là hai muôn năm ngàn người có tài cầm gươm, và thảy đều là người dõng sĩ.
But six hundred men, turning back, went in flight to the rock of Rimmon in the waste land, and were living on the rock of Rimmon for four months.|Lại có sáu trăm người xây lưng chạy trốn về phía đồng vắng, đến hòn đá Rim-môn và ở đó bốn tháng.
And the men of Israel, turning again against the children of Benjamin, put to the sword without mercy all the towns and the cattle and everything there was, burning every town which came into their hands.|Đoạn, dân Y-sơ-ra-ên trở lại đánh người Bên-gia-min, dùng gươm giết hết thảy người ta ở trong thành, súc vật và hết thảy vật nào gặp được; lại hễ gặp thành nào, thì châm lửa đốt nó.

					Judges 21				|
						Các Thủ Lãnh 21					
Now the men of Israel had taken an oath in Mizpah, saying, Not one of us will give his daughter as a wife to Benjamin.|Tại Mích-ba, dân Y-sơ-ra-ên có lập lời thề nầy: Chẳng ai trong chúng ta sẽ gả con gái mình cho một người Bên-gia-min.
And the people came to Beth-el, waiting there till evening before God, and gave themselves up to bitter weeping.|Đoạn, dân sự đến Bê-tên, ở lại đó trước mặt Đức Chúa Trời cho đến chiều tối, cất tiếng lên khóc dầm dề;
And they said, O Lord, the God of Israel, why has this fate come on Israel, that today one tribe has been cut off from Israel?|mà rằng: Oi, Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên, ngày nay thiếu một chi phái của Y-sơ-ra-ên; sao tai họa nầy xảy đến cho chúng tôi?
