
					II Chronicles 1				|
He did evil in the eyes of the Lord, copying the disgusting ways of the nations whom the Lord had sent out of the land before the children of Israel.|Người làm điều ác trước mặt Đức Giê-hô-va, theo những sự gớm ghiếc của các dân tộc mà Đức Giê-hô-va đã đuổi khỏi trước mặt dân Y-sơ-ra-ên.
For he put up again the high places which had been pulled down by his father Hezekiah; and he made altars for the Baals, and pillars of wood, and was a worshipper and servant of all the stars of heaven;|Người cất lại các nơi cao mà Ê-xê-chia, cha người, đã phá dỡ, dựng lên những bàn thờ cho Ba-anh, làm các tượng A-sê-ra, thờ lạy cả cơ binh trên trời, và hầu việc chúng nó.
And he made altars in the house of the Lord, of which the Lord had said, In Jerusalem will my name be for ever.|Người xây những bàn thờ tại trong đền Đức Giê-hô-va, là về nơi ấy mà Đức Giê-hô-va đã phán rằng: Danh ta sẽ ngự nơi Giê-ru-sa-lem đời đời.
And he made altars for all the stars of heaven in the two outer squares of the house of the Lord.|Người cũng lập những bàn thờ cho các cơ binh trên trời, tại trong hai hành lang của đến Đức Giê-hô-va,
More than this, he made his children go through the fire in the valley of the son of Hinnom; and he made use of secret arts, and signs for reading the future, and unnatural powers, and gave positions to those who had control of spirits and to wonder-workers: he did much evil in the eyes of the Lord, moving him to wrath.|và đưa con cái mình qua lửa, tại trong trũng con Hi-nôm; người xem bói; ếm chú, dùng pháp thuật, ham theo những kẻ cầu vong và thầy phù thủy: người làm điều ác thái quá tại trước mặt Đức Giê-hô-va đặng chọc giận Ngài.
And he put the image he had made in the house of God, the house of which God had said to David and to Solomon his son, In this house, and in Jerusalem, the town which I have made mine out of all the tribes of Israel, will I put my name for ever:|Người đặt hình tượng chạm mà mình đã làm trong đền của Đức Chúa Trời, là về đền ấy mà Đức Chúa Trời có phán với Đa-vít và Sa-lô-môn, con trai người, rằng: Trong đền này và tại Giê-ru-sa-lem, thành ta đã chọn trong các chi phái Y-sơ-ra-ên, ta sẽ đặt danh ta ở đời đời;
And never again will I let the feet of Israel be moved out of the land which I have given to their fathers; if only they will take care to do all my orders, even all the law and the orders and the rules given to them by Moses.|nếu Y-sơ-ra-ên gìn giữ làm theo các luật pháp, điều răn, và mạng lịnh, mà ta đã cậy Môi-se phán dạy chúng nó, thì ta sẽ chẳng cất chơn của chúng nó khỏi đất ta đã ban cho tổ phụ chúng nó.
And Manasseh made Judah and the people of Jerusalem go out of the true way, so that they did more evil than those nations whom the Lord gave up to destruction before the children of Israel.|Ma-na-se quyến dụ Giu-đa và dân sự Giê-ru-sa-lem, đến đỗi chúng làm điều ác hơn các dân tộc mà Đức Giê-hô-va đã hủy diệt khỏi trước mặt dân Y-sơ-ra-ên.
And the word of the Lord came to Manasseh and his people, but they gave no attention.|Đức Giê-hô-va phán bảo Ma-na-se và dân sự người; song chúng không chủ ý đến.
So the Lord sent against them the captains of the army of Assyria, who made Manasseh a prisoner and took him away in chains to Babylon.|Vì cớ ấy, Đức Giê-hô-va khiến các quan tướng đạo binh của vua A-si-ri đến hãm đánh chúng; các quan ấy bắt đóng cùm Ma-na-se, xiềng người lại, rồi dẫn về Ba-by-lôn.
And crying out to the Lord his God in his trouble, he made himself low before the God of his fathers,|Khi người bị hoạn nạn, bèn cầu khẩn Giê-hô-va Đức Chúa Trời của người và hạ mình xuống lắm trước mặt Đức Chúa Trời của tổ phụ người.
And made prayer to him; and in answer to his prayer God let him come back to Jerusalem and to his kingdom. Then Manasseh was certain that the Lord was God.|Ma-na-se cầu nguyện cùng Ngài; Ngài nhậm người, dủ nghe lời nài xin của người, dẫn người về Giê-ru-sa-lem trong nước người; khi ấy Ma-na-se nhìn biết Giê-hô-va là Đức Chúa Trời.
After this he made an outer wall for the town of David, on the west side of Gihon in the valley, as far as the way into the town by the fish doorway; and he put a very high wall round the Ophel; and he put captains of the army in all the walled towns of Judah.|Sau việc ấy, người xây vách ngoài thành Đa-vít, về phía tây Ghi-hôn trong trũng, đến lối vào cửa cá, và chung quanh Ô-phên, xây nó rất cao rồi người đặt những quan tướng trong các thành bền vững xứ Giu-đa.
He took away the strange gods and the image out of the house of the Lord, and all the altars he had put up on the hill of the Lord's house and in Jerusalem, and put them out of the town.|Người cất khỏi đền Đức Giê-hô-va những thần ngoại bang, hình tượng, và bàn thờ mà người đã xây trên núi của đền Đức Giê-hô-va và tại Giê-ru-sa-lem, rồi quăng nó ra ngoài thành.
And he put the altar of the Lord in order, offering peace-offerings and praise-offerings on it, and said that all Judah were to be servants of the Lord, the God of Israel.|Đoạn, người sửa sang bàn thờ của Đức Giê-hô-va, dâng của lễ bình an và của lễ thù ân tại đó; người truyền dạy dân Giu-đa phục sự Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên.
However, the people still made offerings in the high places, but only to the Lord their God.|Dầu vậy, dân sự còn tế lễ cho Giê-hô-va Đức Chúa Trời của mình mà thôi.
Now the rest of the acts of Manasseh, and his prayer to his God, and the words which the seers said to him in the name of the Lord, the God of Israel, are recorded among the acts of the kings of Israel.|Các công việc khác của Ma-na-se, lời người cầu nguyện cùng Đức Chúa Trời người, và các lời của đấng tiên kiến nhân danh Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên mà phán với người, đều đã chép trong sách các vua Y-sơ-ra-ên.
And the prayer which he made to God, and how God gave him an answer, and all his sin and his wrongdoing, and the places where he made high places and put up pillars of wood and images, before he put away his pride, are recorded in the history of the seers.|Bài cầu nguyện người, và làm sao Đức Chúa Trời nhậm lời người, các tội lỗi, và gian ác người đã phạm, những chỗ người lập nơi cao, dựng lên thần A-sê-ra và tượng chạm, trước khi người chưa hạ mình xuống, kìa, thảy đều chép trong truyện Hô-xai.
So Manasseh went to rest with his fathers, and they put his body to rest in his house, and Amon his son became king in his place.|Ma-na-xe an giấc cùng tổ phụ mình, được chôn trong cung điện người; A-môn con trai người, cai trị thế cho người.
Amon was twenty-two years old when he became king; and he was ruling for two years in Jerusalem.|A-môn được hai mươi hai tuổi khi người lên ngôi làm vua; người cai trị hai năm tại Giê-ru-sa-lem.
He did evil in the eyes of the Lord, as Manasseh his father had done; and Amon made offerings to all the images which his father Manasseh had made, and was their servant.|Người làm điều ác tại trước mặt Đức Giê-hô-va y như Ma-na-se, cha người, đã làm, cúng tế cho các tượng chạm mà Ma-na-se, cha người, đã làm, và hầu việc chúng nó.
He did not make himself low before the Lord, as his father Manasseh had done, but went on sinning more and more.|Người không hạ mình xuống trước mặt Đức Giê-hô-va như Ma-na-se, cha người, đã làm; nhưng người càng thêm phạm tội.
And his servants made a secret design against him, and put him to death in his house.|Các đầy tớ người mưu phản, giết người tại trong cung điện người.
But the people of the land put to death all those who had taken part in the design against King Amon, and made his son Josiah king in his place.|Còn dân sự của xứ lại giết các kẻ đã mưu phản giết vua A-môn; rồi lập Giô-si -a, con trai người, làm vua thế cho người.

					II Chronicles 34				|
						II Sử Ký 34					
Josiah was eight years old when he became king; he was ruling in Jerusalem for thirty-one years.|Giô-si -a được tám tuổi khi người lên ngôi làm vua, và cai trị ba mươi mốt năm tại Giê-ru-sa-lem.
And he did what was right in the eyes of the Lord, walking in the ways of his father David, without turning to the right hand or to the left.|Người làm điều thiện trước mặt Đức Giê-hô-va, và đi theo con đường của Đa-vít, tổ phụ người, không xây về bên hữu hay là bên tả.
In the eighth year of his rule, while he was still young, his heart was first turned to the God of his father David; and in the twelfth year he undertook the clearing away of all the high places and the pillars and the images of wood and metal from Judah and Jerusalem.|Năm thứ tám đời người trị vì, khi người hãy còn trẻ tuổi, thì người khởi tìm kiếm Đức Chúa Trời của Đa-vít, tổ phụ người; năm thứ mười hai, người khởi dọn sạch Giu-đa và Giê-ru-sa-lem, trừ bỏ những nơi cao, thần A-sê-ra, tượng chạm và tượng đúc.
