
					Genesis 1				|
And when the grain which they had got in Egypt was all used up, their father said to them, Go again and get us a little food.|Khi nội nhà đã ăn hết lương thực ở xứ Ê-díp-tô đem về rồi, thì cha các người ấy dạy rằng: Bay hãy trở xuống mua một ít lương thực cho chúng ta.
And Judah said to him, The man said to us with an oath, You are not to come before me again without your brother.|Giu-đa thưa: Người đó có nói quyết cùng các con rằng: Ví em út không theo xuống với các ngươi, thì sẽ không bao giờ thấy mặt ta.
If you will let our brother go with us, we will go down and get food:|Nếu cha cho em đi với, thì chúng tôi mới xuống Ê-díp-tô mua lương thực cho cha được.
But if you will not send him, we will not go down: for the man said to us, You are not to come before me if your brother is not with you.|Bằng không, thì chúng tôi chẳng trở xuống đâu, vì người đó đã nói rằng: Ví em út không theo xuống với các ngươi, thì sẽ không bao giờ thấy mặt ta.
And Israel said, Why were you so cruel to me as to say to him that you had a brother?|Y-sơ-ra-ên quở rằng: Sao bay khéo tệ cùng tao, mà tỏ cho người ấy rằng bay còn một em nữa?
And they said, The man put a number of questions to us about ourselves and our family, saying, Is your father still living? have you another brother? And we had to give him answers; how were we to have any idea that he would say, Come back with your brother?|Thưa rằng: Người đó hỏi kỹ càng về chúng tôi, và về bà con chúng tôi rằng: Thân-phụ các ngươi còn sống chăn? cò có một người anh em nào nữa chăng? Chúng tôi có đáp các lời hỏi đó. Há dễ biết người đó sẽ dặn chúng tôi rằng: Hãy đem em út xuống đây, sao?
Then Judah said to Israel, his father, Send the boy with me, and let us be up and going, so that we and you and our little ones may not come to destruction.|Giu-đa lại thưa cùng Y-sơ-ra-ên cha mình, rằng: Hãy cho đứa trẻ theo con, thì chúng tôi sẽ đứng dậy đi, hầu cho chúng ta, nào các con, nào cha, nào các cháu của cha đây đều được sống và khỏi chết.
Put him into my care and make me responsible for him: if I do not give him safely back to you, let mine be the sin for ever.|Con sẽ bảo lãnh em cho; cha sẽ cứ nơi con mà đòi em. Nếu không dẫn em về không để em trước mặt cha, thì con đây sẽ cam tội cùng cha mãi mãi.
Truly, if we had not let the time go by, we might have come back again by now.|Vả, nếu không có điều dùng dằng, thì chúng tôi đã đi và về được hai lần rồi.
Then their father Israel said to them, If it has to be so, then do this: take of the best fruits of the land in your vessels to give the man, perfumes and honey and spices and nuts:|Đoạn, Y-sơ-ra-ên, cha các anh em, nói rằng: Nếu việc đã thể kia, thì bay phải làm thể nầy: Hãy lấy trong đồ hành lý những thổ sản quí nhứt của xứ ta: một ít nhũ hương và mật ong, các hương hoa và một dược, phi tử và hạnh nhân, đem dâng cho người đó làm của lễ.
And take twice as much money with you; that is to say, take back the money which was put in your bags, for it may have been an error;|Hãy đem theo một số tiền bằng hai, đặng thối hồi tiền mà họ đã để lại nơi miệng bao của bay: có lẽ là một sự lộn chăng.
And take your brother and go back to the man:|Bay hãy đứng dậy đi, dẫn em út theo và trở xuống đến người đó.
And may God, the Ruler of all, give you mercy before the man, so that he may give you back your other brother and Benjamin. If my children are to be taken from me; there is no help for it.|Cầu xin Đức Chúa Trời toàn năng xui cho bay được ơn trước mặt người, và tha đứa em kia và Bên-gia-min cho bay. Còn phần cha, nếu phải mất con, thì cha chịu phận vậy!
So they took what their father said for the man, and twice as much money in their hands, and Benjamin, and went on their journey to Egypt, and came before Joseph.|Vậy, các anh em đem theo của lễ và một số tiền bằng hai, cùng dẫn Bên-gia-min đồng đứng dậy đi xuống Ê-díp-tô, mà ra mắt Giô-sép.
And when Joseph saw Benjamin, he said to his chief servant, Take these men into my house, and make ready a meal, for they will take food with me in the middle of the day.|Vừa khi Giô-sép thấy Bên-gia-min đi theo xuống với, bèn truyền cho quản gia rằng: Hãy đua các người nầy vào nhà trong, bắt con gì làm thịt và nấu dọn đi; vì trưa nầy họ sẽ dùng bữa cùng ta.
And the servant did as Joseph said, and took the men into Joseph's house.|Quản gia làm theo y như lời dặn, đưa họ vào nhà Giô-sép.
Now the men were full of fear because they had been taken into Joseph's house and they said, It is because of the money which was put back in our bags the first time; he is looking for something against us, so that he may come down on us and take us and our asses for his use.|Anh em thấy mình phải đưa vào nhà Giô-sép, thì sợ hãi, và nói với nhau rằng: Ay cũng vì số tiền đã để lại vào bao chúng ta lần trước, nên họ mới đem chúng ta vào chốn nầy, đặng tìm cớ xông vào đánh chúng ta, bắt chúng ta làm tôi mọi, và chiếm đoạt mấy con lừa của chúng ta.
So they went up to Joseph's chief servant at the door of the house,|Mấy anh em bèn đến gần quản gia của Giô-sép, thưa cùng người tại ngoài cửa
And said, O my lord, we only came down the first time to get food;|mà rằng: Xin chúa tha lỗi cho! anh em chúng tôi đã đến đây một lần rồi, đặng mua lương thực;
And when we came to our night's resting-place, on opening our bags we saw that every man's money was in the mouth of his bag, all our money in full weight: and we have it with us to give it back;|và khi trở về đến nhà quán, mở các bao ra, nầy số bạc của mỗi người đều ở tại miệng bao mình; cân nặng bao nhiêu đều y như bấy nhiêu. Nầy, chúng tôi có đem lại số bạc đó,
As well as more money, with which to get food: we have no idea who put our money in our bags.|và cũng có đem thêm số bạc nữa đặng mua lương thực. Chẳng biết ai để bạc lại trong bao chúng tôi.
Then the servant said, Peace be with you: have no fear: your God, even the God of your father, has put wealth in your bags for you: I had your money. Then he let Simeon come out to them.|Quản gia đáp rằng: Mọi việc đều bình yên! đừng sợ chi cả! Ay là Đức Chúa Trời của các ngươi, tức Đức Chúa Trời của cha các ngươi, đã ban vật quí vào bao. Còn bạc các ngươi thì đã có giao cho ta. Đoạn, người dẫn Si-mê-ôn đến cùng anh em;
And the servant took them into Joseph's house, and gave them water for washing their feet; and he gave their asses food.|rồi đưa anh em vào nhà Giô-sép, đem nước ra cho rửa chơn, và cũng cho những lừa ăn cỏ nữa.
And they got ready the things for Joseph before he came in the middle of the day: for word was given to them that they were to have a meal there.|Các anh em bèn sửa soạn của lễ, đợi trưa Giô-sép về; vì có hay rằng mình sẽ ăn bữa tại nhà nầy.
And when Joseph came in, they gave him the things which they had for him, and went down to the earth before him.|Khi Giô-sép trở về, các anh em bèn lấy của lễ đã đem theo, dâng cho Giô-sép tại nhà; rồi cùng sấp mình xuống đất trước mặt người.
And he said, How are you? is your father well, the old man of whom you were talking to me? is he still living?|Người liền hỏi thăm họ mạnh giỏi thể nào, và nói rằng: Người cha già mà các ngươi đã nói cùng ta đó được mạnh khỏe chăng? còn sống chăng?
And they said, Your servant, our father, is well, he is still living. And they went down on their faces before him.|Đáp rằng: Kẻ tôi tớ cháu, là cha chúng tôi, vẫn mạnh khỏe và còn sống. Đoạn, họ cùi đầu và lạy.
Then, lifting up his eyes, he saw Benjamin, his brother, his mother's son, and he said, Is this your youngest brother of whom you gave me word? And he said, God be good to you, my son.|Giô-sép nhướng mắt thấy Bên-gia-min, em ruột, con trai của mẹ mình, thì hỏi rằng: Đó có phải em út mà các ngươi đã nói cùng ta chăng? Và tiếp rằng: Con út ơi! cầu xin Đức Chúa Trời làm ơn cho ngươi!
Then Joseph's heart went out to his brother, and he went quickly into his room, for he was overcome with weeping.|Vì thấy em mình, nên Giô-sép tất lòng cảm động, lật đật bước ra ngoài, tìm nơi nào đặng khóc. Người vào phòng nhà trong và khóc.
Then, after washing his face, he came out, and controlling his feelings said, Put food before us.|Đoạn, rửa mặt, bước ra, làm bộ chắc gan mà nói rằng: Hãy dọn bữa ăn đi.
And they put a meal ready for him by himself, and for them by themselves, and for the Egyptians who were with him by themselves; because the Egyptians may not take food with the Hebrews, for that would make them unclean.|Người ta dọn cho Giô-sép ăn riêng, và cho các anh em ăn riêng. Người Ê-díp-tô ăn chung cùng người cũng dọn cho ngồi riêng nữa; vì người Ê-díp-tô có tánh gớm người Hê-bơ-rơ, nên không ăn chung được.
And they were all given their seats before him in order of birth, from the oldest to the youngest: so that they were looking at one another in wonder.|Vậy, các anh em bèn ngồi lại trước mặt Giô-sép, lớn nhỏ tùy theo thứ tự mình, ngơ ngẩn mà nhìn nhau.
And Joseph sent food to them from his table, but he sent five times as much to Benjamin as to any of the others. And they took wine freely with him.|Giô-sép sai đem mấy món đồ ăn trước mặt mình cho các anh em; nhưng phần Bên-gia-min lại nhiều gấp năm của các người khác. Họ uống và ăn ngon vui cùng Giô-sép.

					Genesis 44				|
						Sáng Thế 44					
Then he gave orders to the servant who was over his house, saying, Put as much food into the men's bags as will go into them, and put every man's money in the mouth of his bag;|Giô-sép bèn truyền lịnh cho quản gia rằng: Hễ các người đó chở nổi bao nhiêu, thì hãy đổ lương thực cho họ đầy bao bấy nhiêu, rồi để bạc của mỗi người lại nơi miệng bao họ.
