
					Exodus 1				|
But whenever Moses went in before the Lord to have talk with him, he took off the veil till he came out. And whenever he came out he said to the children of Israel what he had been ordered to say;|Khi Môi-se vào trước mặt Đức Giê-hô-va đặng hầu chuyện Ngài, thì dở lúp lên cho đến chừng nào lui ra; đoạn ra nói lại cùng dân Y-sơ-ra-ên mọi lời Ngài đã phán dặn mình.
And the children of Israel saw that the face of Moses was shining: so Moses put the veil over his face again till he went to the Lord.|Dân Y-sơ-ra-ên nhìn mặt Môi-se thấy da mặt người sáng rực, thì Môi-se lấy lúp che mặt mình cho đến khi nào vào hầu chuyện Đức Giê-hô-va.

					Exodus 35				|
						Xuất Hành 35					
And Moses sent for all the children of Israel to come together, and said to them, This is what the Lord has said and these are his orders.|Môi-se nhóm hết hội chúng Y-sơ-ra-ên lại mà nói rằng: Đây là các việc của Đức Giê-hô-va đã phán dạy làm:
Six days let work be done, but the seventh day is to be a holy day to you, a Sabbath of rest to the Lord; whoever does any work on that day is to be put to death.|Người ta sẽ làm công việc trong sáu ngày, nhưng đến ngày thứ bảy sẽ là một lễ thánh, tức là ngày sa-bát biệt riêng ra thánh cho Đức Giê-hô-va. Ai làm công việc trong ngày đó sẽ bị xử tử.
No fire is to be lighted in any of your houses on the Sabbath day.|Nhằm ngày sa-bát chớ nổi lửa trong nhà nào của các ngươi hết.
And Moses said to all the meeting of the children of Israel, This is the order which the Lord has given:|Môi-se nói cùng cả hội chúng Y-sơ-ra-ên rằng: Đây là các lời Đức Giê-hô-va đã phán dặn:
Take from among you an offering to the Lord; everyone who has the impulse in his heart, let him give his offering to the Lord; gold and silver and brass;|Hãy lấy một lễ vật chi ở nhà các ngươi mà dâng cho Đức Giê-hô-va. Hễ người nào có lòng thành dâng cho, hãy đem lễ vật cho Đức Giê-hô-va: vàng, bạc và đồng;
And blue and purple and red and the best linen and goats' hair,|chỉ tím, đỏ điều, đỏ sặm, vải gai mịn, lông dê,
And sheepskins coloured red, and leather, and hard wood,|da chiên đực nhuộm đỏ, da cá nược, cây si-tim,
And oil for the lights, and spices for the holy oil and for the sweet perfumes for burning.|dầu thắp, các thứ hương liệu đặng chế dầu xức và hương thơm,
And beryls and jewels to be cut for the ephod and for the priest's bag.|bích ngọc, và các thứ ngọc khác để dùng khảm cho ê-phót và bảng đeo ngực.
And let every wise-hearted man among you come and make whatever has been ordered by the Lord;|Trong vòng các ngươi mấy người khôn ngoan hơn hết hãy đến làm mọi điều Đức Giê-hô-va đã phán dặn;
The House and its tent and its cover, its hooks and its boards, its rods and its pillars and its bases;|đền tạm, trại và bong của đền tạm, móc, ván, xà ngang, trụ và lỗ trụ;
The ark with its cover and its rods and the veil hanging before it;|hòm bảng chứng và đòn khiêng, nắp thi ân cùng màn che nơi chí thánh;
The table and its rods and all its vessels, and the holy bread;|cài bàn và đòn khiêng, các đồ phụ tùng của bàn cùng bánh trần thiết;
And the support for the lights, with its vessels and its lights and the oil for the light;|chân đèn, đồ phụ tùng, các đèn và dầu thắp đèn;
And the altar for burning spices, with its rods, and the holy oil and the sweet perfume, and the curtain for the door, at the door of the House;|bàn thờ xông hương cùng đòn khiêng; dầu xức, hương liệu, và bức màn cửa đền tạm;
The altar of burned offerings, with its network of brass, its rods, and all its vessels, the washing-vessel and its base;|bàn thờ dâng của lễ thiêu và rá đồng; đòn khiêng và các đồ phụ tùng của bàn thờ; cái thùng và chân thùng;
The hangings for the open space, its pillars and their bases, and the curtain for the doorway;|bố vi che hành lang, trụ, lỗ trụ, và bức màn của cửa hành lang;
The nails for the House, and the nails for the open space and their cords;|các nọc của đền tạm, cùng nọc và dây của hành lang;
The robes of needlework for the work of the holy place, the holy robes for Aaron the priest, and the robes for his sons when acting as priests.|bộ áo lễ dùng về công việc trong nơi thánh; bộ áo thánh cho A-rôn, thầy tế lễ cả, và bộ áo cho các con trai người đặng làm chức tế lễ.
And all the children of Israel went away from Moses.|Cả hội chúng Y-sơ-ra-ên bèn lui ra khỏi mặt Môi-se.
And everyone whose heart was moved, everyone who was guided by the impulse of his spirit, came with his offering for the Lord, for whatever was needed for the Tent of meeting and its work and for the holy robes.|Mọi người có lòng cảm động, và mọi người có lòng thành, đều đem lễ vật đến dâng cho Đức Giê-hô-va, để làm công việc hội mạc, các đồ phụ tùng và bộ áo thánh.
They came, men and women, all who were ready to give, and gave pins and nose-rings and finger-rings and neck-ornaments, all of gold; everyone gave an offering of gold to the Lord.|Phàm người nam cùng nữ, tức mọi kẻ có lòng thành, đều đến đem những hoa tai, nhẫn, khâu, kiềng, các thứ trang sức bằng vàng và hết thảy đều dâng lễ vật bằng vàng cho Đức Giê-hô-va.
And everyone who had blue and purple and red and the best linen and goats' hair and sheepskins coloured red and leather, gave them.|Kẻ nào ở nhà mình có chỉ tím, đỏ điều, đỏ sặm, vải gai mịn, lông dê, da chiên đực nhuộm đỏ, và da cá nược đều đem đến.
Everyone who had silver and brass gave an offering of them to the Lord; and everyone who had hard wood, such as was needed for the work, gave it.|Hễ ai có chi làm lễ vật bằng bạc hay bằng đồng, đều đem dâng cho Đức Giê-hô-va, và hễ ai có cây si-tim nơi nhà mình dùng hiệp về các công việc tế lễ, đều đem đến.
And all the women who were expert with their hands, made cloth, and gave the work of their hands, blue and purple and red and the best linen.|Phàm người đàn bà khéo thì chánh tay mình kéo chỉ lấy và đem đến món chi họ đã kéo rồi, chỉ tím, đỏ điều, đỏ sặm, và chỉ gai mịn.
And those women who had the knowledge, made the goats' hair into cloth.|Còn mấy người đàn bà có cảm động và tài khéo thì kéo chỉ lông dê.
And the rulers gave the beryls and the cut jewels for the ephod and the priest's bag;|Các bực tôn trưởng trong dân sự đem bích ngọc và các thứ ngọc khác để khảm cho ê-phót và bảng đeo ngực;
And the spice and the oil for the light, and the holy oil and the sweet perfumes.|dầu thắp đèn, các hương liệu để chế dầu xức và dầu thơm.
The children of Israel, every man and woman, from the impulse of their hearts, gave their offerings freely to the Lord for the work which the Lord had given Moses orders to have done.|Cả dân Y-sơ-ra-ên, nam hay nữ, phàm ai có lòng cảm động xui cho mình tình nguyện quyên vào các công việc Đức Giê-hô-va đã phán dặn nơi Môi-se, đều đem dâng cho Đức Giê-hô-va các lễ tình nguyện vậy.
And Moses said to the children of Israel, See, the Lord has made selection of Bezalel, the son of Uri, the son of Hur, of the tribe of Judah;|Môi-se nói cùng dân Y-sơ-ra-ên rằng: Nầy Đức Giê-hô-va đã kêu danh Bết-sa-lê-ên, con trai của U-ri, cháu của Hu-rơ, trong chi phái Giu-đa.
And he has made him full of the spirit of God, in all wisdom and knowledge and art of every sort;|Ngài phú cho người đầy dẫy Thần của Đức Chúa Trời, sự khôn ngoan, sự thông sáng, và sự hiểu biết, để làm mọi thứ nghề thợ,
As an expert designer of beautiful things, working in gold and silver and brass;|đặng bày ra và làm đồ vàng, bạc và đồng,
Trained in the cutting of stones and the ornamenting of wood and in every sort of handwork.|đặng khắc và khảm các thứ ngọc, đặng chạm cây làm các đồ khéo léo.
And he has given to him, and to Oholiab, the son of Ahisamach, of the tribe of Dan, the power of training others.|Ngài lại phú cho người tài dạy dỗ, và cũng đồng ban cho Ô-hô-li-áp, con của A-hi-sa-mạc, trong chi phái Đan nữa;
To them he has given knowledge of all the arts of the handworker, of the designer, and the expert workman; of the maker of needlework in blue and purple and red and the best linen, and of the maker of cloth; in all the arts of the designer and the trained workman they are expert.|Ngài phú cho hai người đó đầy sự khôn ngoan đặng làm các công nghệ về thợ thêu, thợ dệt nhiều màu, tức là màu tím, đỏ điều, đỏ sặm, và vải gai mịn; để bày ra và làm các thứ công nghệ khéo.

					Exodus 36				|
						Xuất Hành 36					
So let Bezalel and Oholiab get to work, with every wise-hearted man to whom the Lord has given wisdom and knowledge, to do whatever is necessary for the ordering of the holy place, as the Lord has given orders.|Bết-sa-lê-ên, Ô-hô-li-áp và các người khôn khéo, tức là người Đức Giê-hô-va đã phú cho sự khôn ngoan và sự thông sáng đặng làm các công việc định dùng về việc tế lễ nơi thánh, đều làm mọi việc mà Đức Giê-hô-va đã phán dặn.
Then Moses sent for Bezalel and Oholiab, and for all the wise-hearted men to whom the Lord had given wisdom, even everyone who was moved by the impulse of his heart to come and take part in the work:|Vậy, Môi-se bèn gọi Bết-sa-lê-ên, Ô-hô-li-áp, và các người khôn khéo mà trong lòng họ Đức Giê-hô-va phú sự thông sáng cùng các người có lòng cảm động xui mình đến gần, đặng làm công việc.
And they took from Moses all the offerings which the children of Israel had given for the building of the holy place. And still they went on giving him more free offerings every morning.|Trước mặt Môi-se, họ thâu các lễ vật của dân Y-sơ-ra-ên đã đem đến, để làm các công việc định dùng và sự tế lễ nơi thánh. Nhưng mỗi buổi sớm mai, dân sự lại đem đến lễ vật tình nguyện nữa.
Then the wise men, who were doing all the work of the holy place, came from their work;|Thế thì, các người khôn khéo làm mọi công việc của nơi thánh, đều tạm đình,
