
					I Sa-mu-ên 1				|
Vua hỏi: Mặt mày ra sao? Người đáp: Ay là một ông già ở dưới lên, mặc một cái áo tơi. Sau-lơ hiểu là Sa-mu-ên, bèn cúi đầu, sấp mình xuống đất và lạy.|掃 羅 說 、 他 是 怎 樣 的 形 狀 ． 婦 人 說 、 有 一 個 老 人 上 來 、 身 穿 長 衣 。 掃 羅 知 道 是 撒 母 耳 、 就 屈 身 、 臉 伏 於 地 下 拜 。
Sa-mu-ên hỏi Sau-lơ rằng: Nhân sao ngươi quấy sự yên tịnh ta mà gọi ta lên? Sau-lơ đáp: Tôi bị hoạn nạn lớn; vì dân Phi-li-tin tranh chiến với tôi, và Đức Chúa Trời đã lìa khỏi tôi. Ngài không trả lời cho tôi, hoặc bởi các đấng tiên tri, hoặc bởi chiêm bao. Vậy, tôi đã vời ông lên, để ông bảo cho tôi biết điều tôi phải làm.|撒 母 耳 對 掃 羅 說 、 你 為 甚 麼 攪 擾 我 、 招 我 上 來 呢 。 掃 羅 回 答 說 、 我 甚 窘 急 ． 因 為 非 利 士 人 攻 擊 我 、 　 神 也 離 開 我 、 不 再 藉 先 知 、 或 夢 、 回 答 我 ． 因 此 請 你 上 來 、 好 指 示 我 應 當 怎 樣 行 。
Sa-mu-ên đáp: Nhân sao ngươi cầu vấn ta, bởi vì Đức Giê-hô-va đã lìa khỏi ngươi và trở nên thù nghịch ngươi?|撒 母 耳 說 、 耶 和 華 已 經 離 開 你 、 且 與 你 為 敵 、 你 何 必 問 我 呢 。
Đức Giê-hô-va làm y như Ngài đã phán bởi miệng ta. Đức Giê-hô-va đoạt lấy nước khỏi tay ngươi mà ban cho kẻ lân cận ngươi là Đa-vít.|耶 和 華 照 他 藉 我 說 的 話 、 已 經 從 你 手 裡 奪 去 國 權 、 賜 與 別 人 、 就 是 大 衛 。
Ngươi không vâng theo lời phán của Đức Giê-hô-va và không làm cho A-ma-léc cảm biết cơn giận phừng của Ngài; vì cớ đó nên ngày nay Đức Giê-hô-va đãi ngươi cách nầy.|因 你 沒 有 聽 從 耶 和 華 的 命 令 、 他 惱 怒 亞 瑪 力 人 、 你 沒 有 滅 絕 他 們 、 所 以 今 日 耶 和 華 向 你 這 樣 行 。
Vả lại, Đức Giê-hô-va sẽ phó Y-sơ-ra-ên và ngươi vào tay dân Phi-li-tin. Ngày mai ngươi và các con trai ngươi sẽ ở một nơi với ta. Đức Giê-hô-va cũng sẽ phó đạo binh Y-sơ-ra-ên vào tay dân Phi-li-tin.|並 且 耶 和 華 必 將 你 和 以 色 列 人 交 在 非 利 士 人 的 手 裡 ． 明 日 你 和 你 眾 子 必 與 我 在 一 處 了 ． 耶 和 華 必 將 以 色 列 的 軍 兵 交 在 非 利 士 人 手 裡 。
Sau-lơ liền té nằm dài xuống đất, vì các lời của Sa-mu-ên khiến người sợ hoảng; và lại, người đã kiệt sức, bởi trọn ngày và đêm đó người không có ăn chi.|掃 羅 猛 然 仆 倒 、 挺 身 在 地 ． 因 撒 母 耳 的 話 、 甚 是 懼 怕 ． 那 一 晝 一 夜 、 沒 有 喫 甚 麼 、 就 毫 無 氣 力 。
Bấy giờ, người đờn bà đến gần Sau-lơ, thấy người bối rối, bèn nói rằng: Nầy con đòi vua đã vâng theo tiếng vua. Tôi đã liều mạng mình đặng vâng theo các lời vua dạy.|婦 人 到 掃 羅 面 前 、 見 他 極 其 驚 恐 、 對 他 說 、 婢 女 聽 從 你 的 話 、 不 顧 惜 自 己 的 性 命 、 遵 從 你 所 吩 咐 的 。
Vậy bây giờ, vua cũng hãy nghe lời của con đòi vua: Tôi xin đặt trước mặt vua một miếng bánh, để vua ăn bổ sức, đặng lên đường.|現 在 求 你 聽 婢 女 的 話 、 容 我 在 你 面 前 擺 上 一 點 食 物 ． 你 喫 了 、 可 以 有 氣 力 行 路 。
Sau-lơ từ chối mà rằng: Ta không ăn. Nhưng các đầy tớ người và người đờn bà ép nài quá đến đỗi người phải xuôi theo lời chúng; người bèn chổi dậy khỏi đất và ngồi trên giường.|掃 羅 不 肯 、 說 、 我 不 喫 。 但 他 的 僕 人 、 和 婦 人 、 再 三 勸 他 、 他 纔 聽 了 他 們 的 話 、 從 地 上 起 來 、 坐 在 床 上 。
Người đờn bà ấy có một con bò con mập, bèn lật đật giết nó; đoạn lấy bột mì nhồi và làm bánh không men,|婦 人 急 忙 將 家 裡 的 一 隻 肥 牛 犢 宰 了 ． 又 拿 麵 摶 成 無 酵 餅 、 烤 了 ．
để trước mặt Sau-lơ và các đầy tớ người. An xong, chúng trổi dậy và đi nội đêm đó.|擺 在 掃 羅 和 他 僕 人 面 前 ． 他 們 喫 完 ． 當 夜 就 起 身 走 了 。

					I Sa-mu-ên 29				|
						撒母耳記上 29					
Dân Phi-li-tin nhóm hiệp hết thảy các đạo quân tại A-phéc, còn dân Y-sơ-ra-ên đóng trại gần suối Gít-rê-ên.|非 利 士 人 將 他 們 的 軍 旅 聚 到 亞 弗 ． 以 色 列 人 在 耶 斯 列 的 泉 旁 安 營 。
Các quan trưởng dân Phi-li-tin và đạo quân kéo ra trước từng trăm từng ngàn; còn Đa-vít và những kẻ theo người đi hậu-tập với A-kích.|非 利 士 人 的 首 領 、 各 率 軍 隊 、 或 百 、 或 千 、 挨 次 前 進 ． 大 衛 和 跟 隨 他 的 人 、 同 著 亞 吉 、 跟 在 後 邊 。
Bấy giờ, các quan trưởng dân Phi-li-tin nói rằng: Những người Hê-bơ-rơ đó là ai? A-kích đáp rằng: Ay là Đa-vít, tôi tớ của Sau-lơ, vua Y-sơ-ra-ên, ở với ta đã lâu ngày chầy năm. Từ ngày người sang nơi chúng ta cho đến bây giờ, ta chẳng thấy lỗi gì nơi người.|非 利 士 人 的 首 領 說 、 這 些 希 伯 來 人 在 這 裡 作 甚 麼 呢 。 亞 吉 對 他 們 說 、 這 不 是 以 色 列 王 掃 羅 的 臣 子 大 衛 麼 ． 他 在 我 這 裡 有 些 年 日 了 ． 自 從 他 投 降 我 、 直 到 今 日 、 我 未 曾 見 他 有 過 錯 。
Các quan trưởng Phi-li-tin nổi giận, nói với A-kích rằng: Hãy đuổi người nầy trở về chỗ ông đã lập hắn, chớ cho hắn đi đánh giặc với chúng ta, e trong lúc chiến đấu, hắn trở lòng nghịch chúng ta chăng; vì hắn làm thế nào cho được hòa cùng chủ mình, há chẳng phải nhờ những thủ cấp của chúng ta sao?|非 利 士 人 的 首 領 、 向 亞 吉 發 怒 、 對 他 說 、 你 要 叫 這 人 回 你 所 安 置 他 的 地 方 、 不 可 叫 他 同 我 們 出 戰 、 恐 怕 他 在 陣 上 反 為 我 們 的 敵 人 ． 他 用 甚 麼 與 他 主 人 復 和 呢 ． 豈 不 是 用 我 們 這 些 人 的 首 級 麼 。
Há chẳng phải về Đa-vít này mà người nữ hát trong cuộc nhảy múa rằng: Sau-lơ giết hàng ngàn, Còn Đa-vít giết hàng vạn?|從 前 以 色 列 的 婦 女 跳 舞 唱 和 、 說 、 掃 羅 殺 死 千 千 、 大 衛 殺 死 萬 萬 ． 所 說 的 不 是 這 個 大 衛 麼 。
Vậy, A-kích gọi Đa-vít mà nói rằng: Ta chỉ Đức Giê-hô-va hằng sống mà thề, ngươi vốn một người ngay thẳng, ta thích ngươi vào ra trong trại quân với ta, vì từ ngày ngươi đến cùng ta cho tới ngày nay, ta chẳng tìm thấy nơi ngươi điều chi đáng trách. Nhưng ngươi không đẹp lòng các quan trưởng.|亞 吉 叫 大 衛 來 、 對 他 說 、 我 指 著 永 生 的 耶 和 華 起 誓 、 你 是 正 直 人 ． 你 隨 我 在 軍 中 出 入 、 我 看 你 甚 好 ． 自 從 你 投 奔 我 到 如 今 、 我 未 曾 見 你 有 甚 麼 過 失 ． 只 是 眾 首 領 不 喜 悅 你 。
Vậy bây giờ, hãy lui về và đi bình an, hầu cho khỏi mất lòng các quan trưởng Phi-li-tin.|現 在 你 可 以 平 平 安 安 的 回 去 、 免 得 非 利 士 人 的 首 領 不 歡 喜 你 。
Đa-vít nói với A-kích rằng: Tôi có làm điều gì, và từ khi tôi ở gần vua đến ngày nay, vua có tìm thấy điều chi nên quở trách nơi tôi tớ vua, mà tôi không được đi đánh quân thù nghịch của chúa tôi, là vua?|大 衛 對 亞 吉 說 、 我 作 了 甚 麼 呢 ． 自 從 僕 人 到 你 面 前 、 直 到 今 日 、 你 查 出 我 有 甚 麼 過 錯 、 使 我 不 去 攻 擊 主 我 王 的 仇 敵 呢 。
A-kích đáp với Đa-vít rằng: Ta biết điều đó, ngươi vốn đẹp lòng ta như một thiên sứ của Đức Chúa Trời. Nhưng các quan trưởng Phi-li-tin có nói: Hắn sẽ không lên đánh trận cùng chúng ta.|亞 吉 說 、 我 知 道 你 在 我 眼 前 是 好 人 、 如 同 　 神 的 使 者 一 般 ． 只 是 非 利 士 人 的 首 領 說 、 這 人 不 可 同 我 們 出 戰 。
Ay vậy, ngươi và những đầy tớ của chủ ngươi đã đến cùng ngươi, hãy dậy sớm; phải, hãy dậy sớm, và vừa khi trời sáng, hãy đi đi.|故 此 你 和 跟 隨 你 的 人 、 就 是 你 本 主 的 僕 人 、 要 明 日 早 晨 起 來 、 等 到 天 亮 回 去 罷 。
Vậy, Đa-vít và các kẻ theo người dậy sớm, để vừa sáng mai đi trở về trong xứ dân Phi-li-tin; còn dân Phi-li-tin đi lên Gít-rê-ên.|於 是 大 衛 和 跟 隨 他 的 人 早 晨 起 來 、 回 往 非 利 士 地 去 。 非 利 士 人 也 上 耶 斯 列 去 了 。

					I Sa-mu-ên 30				|
						撒母耳記上 30					
Khỏi ba ngày, khi Đa-vít với những kẻ theo mình đến Xiếc-lác, thì dân A-ma-léc đã loán đến miền nam cùng Xiếc-lác, xông vào Xiếc-lác và đã phóng hỏa nó.|第 三 日 大 衛 和 跟 隨 他 的 人 到 了 洗 革 拉 ． 亞 瑪 力 人 已 經 侵 奪 南 地 、 攻 破 洗 革 拉 、 用 火 焚 燒 ．
Chúng bắt lấy các người nữ và hết thảy kẻ lớn nhỏ ở tại đó. Chúng nó chẳng giết một ai, song khi đi, có dẫn tù hết thảy.|擄 了 城 內 的 婦 女 、 和 其 中 的 大 小 人 口 ． 卻 沒 有 殺 一 個 、 都 帶 著 走 了 。
Khi Đa-vít và những kẻ theo người đến thành, thì thành đã bị lửa cháy; vợ, con trai, con gái của chúng đều đã bị dẫn tù.|大 衛 和 跟 隨 他 的 人 到 了 那 城 、 不 料 、 城 已 燒 燬 ． 他 們 的 妻 子 兒 女 、 都 被 擄 去 了 。
Bấy giờ, Đa-vít và những kẻ theo người đều cất tiếng khóc, khóc đến đổi không còn sức khóc nữa.|大 衛 和 跟 隨 他 的 人 就 放 聲 大 哭 、 直 哭 得 沒 有 氣 力 。
Hai người vợ của Đa-vít cũng bị dẫn tù, tức A-hi-nô-am ở Gít-rê-ên, và A-bi-ga-in trước làm vợ của Na-banh tại Cạt-mên.|大 衛 的 兩 個 妻 、 耶 斯 列 人 亞 希 暖 、 和 作 過 拿 八 妻 的 迦 密 人 亞 比 該 、 也 被 擄 去 了 。
Đa-vít bị sự hoạn nạn lớn, vì dân sự toan ném đá người, bởi hết thảy đều có tâm hồn đầy cay đắng, vì cớ mất con trai và con gái mình. Nhưng Đa-vít được sức mạnh nơi Giê-hô-va Đức Chúa Trời mình.|大 衛 甚 是 焦 急 ． 因 眾 人 為 自 己 的 兒 女 苦 惱 、 說 、 要 用 石 頭 打 死 他 ． 大 衛 卻 倚 靠 耶 和 華 他 的 　 神 、 心 裡 堅 固 。
Người nói cùng thầy tế lễ A-bia-tha rằng: Ta xin thầy hãy đem ê-phót cho ta. A-bia-tha đem ê-phót cho Đa-vít.|大 衛 對 亞 希 米 勒 的 兒 子 祭 司 亞 比 亞 他 說 、 請 你 將 以 弗 得 拿 過 來 ． 亞 比 亞 他 就 將 以 弗 得 拿 到 大 衛 面 前 。
Đa-vít cầu vấn Đức Giê-hô-va rằng: Tôi phải đuổi theo đạo binh nầy chăng? Tôi sẽ theo kịp chăng? Đức Giê-hô-va phán rằng: Hãy khởi đuổi theo nó; quả thật ngươi sẽ theo kịp, và giải cứu hết thảy những kẻ bị bắt.|大 衛 求 問 耶 和 華 說 、 我 追 趕 敵 軍 、 追 得 上 、 追 不 上 呢 。 耶 和 華 說 、 你 可 以 追 、 必 追 得 上 、 都 救 得 回 來 。
Vậy, Đa-vít ra đi cùng sáu trăm người theo mình. Đến khe Bê-sô, những người mệt mỏi bèn dừng lại.|於 是 、 大 衛 和 跟 隨 他 的 六 百 人 來 到 比 梭 溪 ． 有 不 能 前 去 的 、 就 留 在 那 裡 。
Đa-vít cứ đuổi theo với bốn trăm người, vì hai trăm người kia dừng lại, lấy làm mệt nhọc quá, không thể qua khe Bê-sô được.|大 衛 卻 帶 著 四 百 人 、 往 前 追 趕 ． 有 二 百 人 疲 乏 、 不 能 過 比 梭 溪 、 所 以 留 在 那 裡 。
Bọn của Đa-vít gặp một người Ê-díp-tô trong đồng ruộng, bèn dẫn đến cùng Đa-vít. Người ta cho người nầy bánh ăn nước uống;|這 四 百 人 在 田 野 遇 見 一 個 埃 及 人 、 就 帶 他 到 大 衛 面 前 、 給 他 餅 喫 、 給 他 水 喝 ．
cũng ban cho người ăn một cái bánh trái vả khô và hai bánh nho khô. Người ăn, bèn được hồi sức lại; vì trong ba ngày đêm người không ăn, không uống chi hết.|又 給 他 一 塊 無 花 果 餅 、 兩 個 葡 萄 餅 ． 他 喫 了 、 就 精 神 復 原 ． 因 為 他 三 日 三 夜 沒 有 喫 餅 、 沒 有 喝 水 ．
Đa-vít hỏi người rằng: Ngươi ở với ai? và ở đâu đến? Người thưa rằng: Tôi là một người Ê-díp-tô tuổi trẻ, làm tôi tớ của một người A-ma-léc; chủ tôi bỏ tôi ba ngày rồi, vì tôi đau.|大 衛 問 他 說 、 你 是 屬 誰 的 ． 你 是 那 裡 的 人 ． 他 回 答 說 、 我 是 埃 及 的 少 年 人 、 是 亞 瑪 力 人 的 奴 僕 ． 因 我 三 日 前 患 病 、 我 主 人 就 把 我 撇 棄 了 。
Chúng tôi có loán đến đất miền nam của dân Kê-rê-thít, địa phận Giu-đa, và đến phía nam Ca-lép, và chúng tôi đã đốt Xiếc-lác.|我 們 侵 奪 了 基 利 提 的 南 方 和 屬 猶 大 的 的 、 並 迦 勒 的 的 南 方 ． 又 用 火 燒 了 洗 革 拉 。
Đa-vít hỏi: Ngươi khứng dẫn ta đến cơ binh nầy chăng? Người đó thưa rằng: Hãy chỉ danh Đức Chúa Trời mà thề cùng tôi rằng ông sẽ chẳng giết tôi, hoặc nộp tôi cho chủ tôi, thì tôi sẽ dẫn ông đến cơ binh đó.|大 衛 問 他 說 、 你 肯 領 我 們 到 敵 軍 那 裡 不 肯 ． 他 回 答 說 、 你 要 向 我 指 著 　 神 起 誓 、 不 殺 我 、 也 不 將 我 交 在 我 主 人 手 裡 、 我 就 領 你 上 到 敵 軍 那 裡 。
Người Ê-díp-tô dẫn họ đến; họ thấy dân A-ma-léc tràn ra khắp xứ, ăn uống và chơi giỡn, vì cớ của cướp rất nhiều mà chúng nó đã đoạt lấy ở trong xứ Phi-li-tin và trong xứ Giu-đa.|那 人 領 大 衛 下 去 、 見 他 們 散 在 地 上 、 喫 喝 跳 舞 ． 因 為 從 非 利 士 地 和 猶 大 地 所 擄 來 的 財 物 甚 多 。
Đa-vít đánh chúng nó từ tảng sáng ngày đó cho đến chiều ngày sau; trừ ra bốn trăm người trai trẻ cỡi lạc đà chạy trốn, thì chẳng một ai thoát khỏi.|大 衛 從 黎 明 直 到 次 日 晚 上 、 擊 殺 他 們 ． 除 了 四 百 騎 駱 駝 的 少 年 人 之 外 、 沒 有 一 個 逃 脫 的 。
Đa-vít thâu lại mọi vật dân A-ma-léc đã cướp lấy, và cũng giải cứu hai vợ mình nữa.|亞 瑪 力 人 所 擄 去 的 財 物 、 大 衛 全 都 奪 回 ． 並 救 回 他 的 兩 個 妻 來 。
Chẳng thiếu một ai, hoặc nhỏ hay lớn, hoặc gái hay trai, hoặc là một phần hóa tài nào mà dân A-ma-léc đã cướp lấy: Đa-vít đem về hết thảy.|凡 亞 瑪 力 人 所 擄 去 的 、 無 論 大 小 、 兒 女 、 財 物 、 大 衛 都 奪 回 來 、 沒 有 失 落 一 個 。
Người cũng bắt lại bò và chiên. Quân lính của Đa-vít đi đầu bầy nầy, mà nói rằng: Nầy là của Đa-vít bắt được.|大 衛 所 奪 來 的 牛 群 羊 群 、 跟 隨 他 的 人 趕 在 原 有 的 群 畜 前 邊 、 說 、 這 是 大 衛 的 掠 物 。
Đa-vít trở về cùng hai trăm người trước kia bị mệt nhọc quá, theo người không nổi, mà người ta đã để lại gần bên khe Bê-sô. Hai trăm người ấy đi tới đón Đa-vít và đạo binh theo người. Đa-vít lại gần, hỏi chúng mạnh giỏi chăng.|大 衛 到 了 那 疲 乏 不 能 跟 隨 、 留 在 比 梭 溪 的 二 百 人 那 裡 ． 他 們 出 來 迎 接 大 衛 、 並 跟 隨 的 人 ． 大 衛 前 來 問 他 們 安 。
Nhưng hết thảy kẻ hung ác, kẻ côn đồ ở trong bọn Đa-vít cất tiếng nói rằng: Bởi vì chúng nó không đi cùng chúng ta, chúng ta sẽ không nhường cho chúng nó một phần của cải nào mà chúng ta đã lấy được, chỉ trả lại vợ và con của mỗi người mà thôi. Chúng nó hãy dẫn họ mà đi đi!|跟 隨 大 衛 人 中 的 惡 人 和 匪 類 說 、 這 些 人 既 然 沒 有 和 我 們 同 去 、 我 們 所 奪 的 財 物 就 不 分 給 他 們 ． 只 將 他 們 各 人 的 妻 子 兒 女 給 他 們 、 使 他 們 帶 去 就 是 了 。
Nhưng Đa-vít đáp rằng; Hỡi anh em, chớ làm như vậy về vật mà Đức Giê-hô-va đã ban cho chúng ta; Ngài đã gìn giữ ta, phó cho ta đạo binh đã đến đánh chúng ta.|大 衛 說 、 弟 兄 們 、 耶 和 華 所 賜 給 我 們 的 、 不 可 不 分 給 他 們 、 因 為 他 保 佑 我 們 、 將 那 攻 擊 我 們 的 敵 軍 交 在 我 們 手 裡 。
Vậy, ai theo lời định ước của các ngươi được? Phần của kẻ ra trận và phần của kẻ giữ đồ vật phải bằng nhau; chúng sẽ chia cho nhau vậy.|這 事 誰 肯 依 從 你 們 呢 ． 上 陣 的 得 多 少 、 看 守 器 具 的 也 得 多 少 ． 應 當 大 家 平 分 。
Kể từ ngày ấy, Đa-vít lập điều đó làm luật và lệ trong Y-sơ-ra-ên, hãy còn đến ngày nay.|大 衛 定 此 為 以 色 列 的 律 例 典 章 、 從 那 日 直 到 今 日 。
Vậy, Đa-vít trở về Xiếc-lác và gởi một phần của cướp cho các trưởng lão Giu-đa, tức là bạn hữu người, mà nói rằng: Nầy là một lễ vật cho các ông do của cướp lấy nơi kẻ thù nghịch Đức Giê-hô-va.|大 衛 到 了 洗 革 拉 、 從 掠 物 中 取 些 送 給 他 朋 友 猶 大 的 長 老 、 說 、 這 是 從 耶 和 華 仇 敵 那 裡 奪 來 的 、 送 你 們 為 禮 物 。
