
					Sáng Thế 1				|
Giô-sép thưa rằng: Ay là những con trai của con mà Đức Chúa Trời đã cho tại xứ nầy. Y-sơ-ra-ên lại nói: Xin hãy đem đến đây, đặng cha chúc phước cho chúng nó.|約 瑟 對 他 父 親 說 、 這 是 　 神 在 這 裡 賜 給 我 的 兒 子 ． 以 色 列 說 、 請 你 領 他 們 到 我 跟 前 、 我 要 給 他 們 祝 福 。
Vả, mắt của Y-sơ-ra-ên già nên làng, chẳng thấy chi nữa, bèn biểu chúng nó lại gần, ôm choàng và hôn.|以 色 列 年 紀 老 邁 、 眼 睛 昏 花 、 不 能 看 見 、 約 瑟 領 他 們 到 他 跟 前 、 他 就 和 他 們 親 嘴 、 抱 著 他 們 。
Y-sơ-ra-ên nói cùng Giô-sép rằng: Trước cha tưởng chẳng còn thấy được mặt con, nhưng bây giờ Đức Chúa Trời lại làm cho cha thấy được đến dòng dõi con nữa.|以 色 列 對 約 瑟 說 、 我 想 不 到 得 見 你 的 面 、 不 料 、 　 神 又 使 我 得 見 你 的 兒 子 。
Giô-sép dẫn hai đứa con trai ra khỏi hai đầu gối cha mình, rồi sấp mình xuống đất.|約 瑟 把 兩 個 兒 子 從 以 色 列 兩 膝 中 領 出 來 、 自 己 就 臉 伏 於 地 下 拜 。
Đoạn, người dẫn hai đứa trẻ lại gần cha; tay hữu thì dẫn Ep-ra-im sang qua phía tả của cha, còn tay tả dắt Ma-na-se sang qua phía hữu.|隨 後 約 瑟 又 拉 著 他 們 兩 個 、 以 法 蓮 在 他 的 右 手 裡 、 對 著 以 色 列 的 左 手 、 瑪 拿 西 在 他 的 左 手 裡 、 對 著 以 色 列 的 右 手 、 領 他 們 到 以 色 列 的 跟 前 。
Y-sơ-ra-ên đưa tay mặt ra, để trên đầu Ep-ra-im, là đứa nhỏ, còn tay trái lại để trên đầu Ma-na-se. Người có ý riêng để tay như vậy, vì Ma-na-se là đứa lớn.|以 色 列 伸 出 右 手 來 、 按 在 以 法 蓮 的 頭 上 ． 以 法 蓮 乃 是 次 子 、 又 剪 搭 過 左 手 來 、 按 在 瑪 拿 西 的 頭 上 、 瑪 拿 西 原 是 長 子 ．
Rồi người chúc phước cho Giô-sép rằng: Cầu xin Đức Chúa Trời mà tổ phụ tôi là Ap-ra-ham và Y-sác đã thờ phượng; là Đức Chúa Trời đã chăn nuôi tôi từ khi mới lọt lòng cho đến ngày nay,|他 就 給 約 瑟 祝 福 、 說 、 願 我 祖 亞 伯 拉 罕 、 和 我 父 以 撒 所 事 奉 的 　 神 、 就 是 一 生 牧 養 我 直 到 今 日 的 　 神 、
thiên sứ đã cứu tôi ra ngoài vòng hoạn nạn, hãy ban phước cho hai đứa trẻ nầy; nối danh tôi và tổ phụ tôi là Ap-ra-ham và Y-sác, và cho chúng nó thêm lên nhiều vô số trên mặt đất!|救 贖 我 脫 離 一 切 患 難 的 那 使 者 、 賜 福 與 這 兩 個 童 子 、 願 他 們 歸 在 我 的 名 下 、 和 我 祖 亞 伯 拉 罕 、 我 父 以 撒 的 名 下 、 又 願 他 們 在 世 界 中 生 養 眾 多 。
Nhưng Giô-sép thấy cha mình để tay hữu trên đầu Ep-ra-im, thì có ý bất bình, liền nắm lấy tay cha đã để lên đầu Ep-ra-im mà tráo đổi qua đấu Ma-na-se,|約 瑟 見 他 父 親 把 右 手 按 在 以 法 蓮 的 頭 上 、 就 不 喜 悅 、 便 提 起 他 父 親 的 手 、 要 從 以 法 蓮 的 頭 上 挪 到 瑪 拿 西 的 頭 上 。
rồi thưa rằng: Chẳng phải vậy, cha. Đứa nầy đầu lòng, để tay hữu cha trên đầu nó mới phải chớ.|約 瑟 對 他 父 親 說 、 我 父 不 是 這 樣 、 這 本 是 長 子 、 求 你 把 右 手 按 在 他 的 頭 上 。
Nhưng cha người không chịu và cãi rằng: Cha biết, con, cha biết. Nó sẽ trở nên một dân; nó cũng sẽ lớn vậy, con; song thể nào em nó cũng sẽ lớn hơn và dòng dõi nó sẽ thành ra vô số nước.|他 父 親 不 從 、 說 、 我 知 道 、 我 兒 、 我 知 道 、 他 也 必 成 為 一 族 、 也 必 昌 大 。 只 是 他 的 兄 弟 將 來 比 他 還 大 、 他 兄 弟 的 後 裔 要 成 為 多 族 。
Trong ngày đó, người chúc phước cho hai đứa con trai nầy mà nói rằng: Ay vì ngươi mà dân Y-sơ-ra-ên sẽ chúc phước nhau rằng: Cầu xin Đức Chúa Trời làm cho ngươi được giống như Ep-ra-im và Ma-na-se. Vậy, Gia-cốp đặt Ep-ra-im trước Ma-na-se.|當 日 就 給 他 們 祝 福 、 說 、 以 色 列 人 要 指 著 你 們 祝 福 、 說 、 願 　 神 使 你 如 以 法 蓮 瑪 拿 西 一 樣 ． 於 是 立 以 法 蓮 在 瑪 拿 西 以 上 。
Y-sơ-ra-ên lại nói cùng Giô-sép rằng: Nầy, cha sẽ thác, nhưng Đức Chúa Trời sẽ phù hộ và đem các con trở về xứ tổ phụ.|以 色 列 又 對 約 瑟 說 、 我 要 死 了 、 但 　 神 必 與 你 們 同 在 、 領 你 們 回 到 你 們 列 祖 之 地 。
Còn cha sẽ cho con một phần đất trổi hơn các anh em, là phần đất của cha đã dùng cung-kiếm đoạt lấy của dân A-mô-rít đó.|並 且 我 從 前 用 弓 用 刀 、 從 亞 摩 利 人 手 下 奪 的 那 塊 地 、 我 都 賜 給 你 、 使 你 比 眾 弟 兄 多 得 一 分 。

					Sáng Thế 49				|
						創世記 49					
Gia-cốp gọi các con trai mình lại và nói rằng: Hãy hội lại đây, cha sẽ nói những điều phải xảy đến cho các con ngày sau.|雅 各 叫 了 他 的 兒 子 們 來 、 說 、 你 們 都 來 聚 集 、 我 好 把 你 們 日 後 必 遇 的 事 告 訴 你 們 。
Hỡi các con trai Gia-cốp, hãy hội lại mà nghe; Nghe lời Y-sơ-ra-ên, cha của các con.|雅 各 的 兒 子 們 、 你 們 要 聚 集 而 聽 、 要 聽 你 們 父 親 以 色 列 的 話 。
Hỡi Ru-bên! con là trưởng nam của cha, Sức lực cha, và đầu tiên sự mạnh mẽ cha; Vốn có sự tôn trọng và quyền năng tót chúng.|流 便 哪 、 你 是 我 的 長 子 、 是 我 力 量 強 壯 的 時 候 生 的 、 本 當 大 有 尊 榮 、 權 力 超 眾 ．
Con sôi trào như nước, nên sẽ chẳng phần hơn ai! Vì con đã lên giường cha. Con lên giường cha bèn làm ô làm dơ đó!|但 你 放 縱 情 慾 、 滾 沸 如 水 、 必 不 得 居 首 位 、 因 為 你 上 了 你 父 親 的 床 、 污 穢 了 我 的 榻 。
Si-mê-ôn và Lê-vi là anh em ruột. Thanh gươm chúng nó thật khí giới hung tàn.|西 緬 和 利 未 是 弟 兄 、 他 們 的 刀 劍 是 殘 忍 的 器 具 。
Cầu cho tâm hồn cha chớ có đồng mưu, Vinh hiển cha chớ hiệp cùng hội họ; Vì họ đã giết người trong cơn giận dữ, Cắt nhượng bò đực vì ý riêng mình.|我 的 靈 阿 、 不 要 與 他 們 同 謀 、 我 的 心 哪 、 不 要 與 他 們 聯 絡 、 因 為 他 們 趁 怒 殺 害 人 命 、 任 意 砍 斷 牛 腿 大 筋 ．
Đáng rủa sả thay cơn giận dữ họ, vì thật là hung mạnh! Đáng rủa sả thay khí giận họ, vì dữ dằn thay! Ta sẽ phân chia họ ra trong nhà Gia-cốp, Tan lạc họ trong dân Y-sơ-ra-ên.|他 們 的 怒 氣 暴 烈 可 咒 ． 他 們 的 忿 恨 殘 忍 可 詛 ． 我 要 使 他 們 分 居 在 雅 各 家 裡 、 散 住 在 以 色 列 地 中 。
Hỡi Giu-đa! các anh em sẽ khen ngợi con, Tay con chận cổ quân nghịch, Các con trai cha sẽ quì lạy trước mặt con.|猶 大 阿 、 你 弟 兄 們 必 讚 美 你 、 你 手 必 掐 住 仇 敵 的 頸 項 、 你 父 親 的 兒 子 們 必 向 你 下 拜 。
Giu-đa là một sư tử tơ; Hỡi con! Con bắt được mồi rồi tha về. Nó sụm gối, nằm khác nào sư tử đực, Như sư tử cái; há ai dám khiến ngồi lên?|猶 大 是 個 小 獅 子 ． 我 兒 阿 、 你 抓 了 食 便 上 去 ． 你 屈 下 身 去 、 臥 如 公 獅 、 蹲 如 母 獅 、 誰 敢 惹 你 。
Cây phủ việt chẳng hề dời khỏi Giu-đa, Kẻ lập pháp không dứt khỏi giữa chơn nó, Cho đến chừng Đấng Si-lô hiện tới, Và các dân vâng phục Đấng đó.|圭 必 不 離 猶 大 、 杖 必 不 離 他 兩 腳 之 間 、 直 等 細 羅 〔 就 是 賜 平 安 者 〕 來 到 、 萬 民 都 必 歸 順 。
Người buộc lừa tơ mình vào gốc nho, Lừa con mình vào nhành nho tốt nhứt. Người giặt áo xống mình vào rượu nho, Cùng lấy huyết nho lau áo tơi mình.|猶 大 把 小 驢 拴 在 葡 萄 樹 上 、 把 驢 駒 拴 在 美 好 的 葡 萄 樹 上 、 他 在 葡 萄 酒 中 洗 了 衣 服 、 在 葡 萄 汁 中 洗 了 袍 褂 。
Mắt người đỏ vì cớ rượu, Răng nhiều trắng vì cớ sữa.|他 的 眼 睛 必 因 酒 紅 潤 、 他 的 牙 齒 必 因 奶 白 亮 。
Sa-bu-lôn sẽ ở nơi gành biển, Tức là nơi có tàu đậu; Bờ cõi người chạy về hướng Si-đôn.|西 布 倫 必 住 在 海 口 、 必 成 為 停 船 的 海 口 ． 他 的 境 界 必 延 到 西 頓 。
Y-sa-ca là một con lừa mạnh mẽ, Nằm nghỉ giữa chuồng;|以 薩 迦 是 個 強 壯 的 驢 、 臥 在 羊 圈 之 中 ．
Thấy rằng sự yên ổn là tốt lành, Và đất-đai đẹp lắm thay. Người đã rùn vai vác gánh nặng, Phải vâng phục những điều sưu-dịch.|他 以 安 靜 為 佳 、 以 肥 地 為 美 、 便 低 肩 背 重 、 成 為 服 苦 的 僕 人 。
Đan sẽ xử đoán dân chúng mình, Như một trong các chi phái Y-sơ-ra-ên.|但 必 判 斷 他 的 民 、 作 以 色 列 支 派 之 一 。
Đan sẽ là một con rắn trên đường, Một con rắn lục trong chốn nẻo cùng, Cắn vó ngựa, Làm cho kẻ cỡi phải té nhào.|但 必 作 道 上 的 蛇 、 路 中 的 虺 、 咬 傷 馬 蹄 、 使 騎 馬 的 墜 落 於 後 。
Hỡi Giê-hô-va! tôi trông ơn chửng-cứu của Ngài!|耶 和 華 阿 、 我 向 來 等 候 你 的 救 恩 。
Còn Gát sẽ bị một đạo binh xông đánh, Nhưng người xông đánh lại và đuổi theo.|迦 得 必 被 敵 軍 追 逼 、 他 卻 要 追 逼 他 們 的 腳 跟 。
Do nơi A-se có thực vật ngon, Người sẽ cung cấp mỹ vị cho các vua.|亞 設 之 地 必 出 肥 美 的 糧 食 、 且 出 君 王 的 美 味 。
Nép-ta-li là nai cái thả chuồng Nói bày nhiều lời văn hoa.|拿 弗 他 利 是 被 釋 放 的 母 鹿 、 他 出 嘉 美 的 言 語 。
Giô-sép là chồi của cây tươi tốt, Mọc gần bên suối nước; Nhành nhánh phủ bao trên ngọn tường.|約 瑟 是 多 結 果 子 的 樹 枝 、 是 泉 旁 多 結 果 的 枝 子 、 他 的 枝 條 探 出 牆 外 。
Kẻ cầm cung đã ghẹo-chọc người, Bắn tên vào, và hãm đánh;|弓 箭 手 將 他 苦 害 、 向 他 射 箭 、 逼 迫 他 ．
Nhờ tay Đấng toàn năng của Gia-cốp, Nên cung người vẫn bền-chắc; Nhờ Đấng Chăn chiên, là Đá của Y-sơ-ra-ên, Nên hai tay người thêm mạnh.|但 他 的 弓 仍 舊 堅 硬 、 他 的 手 健 壯 敏 捷 ． 這 是 因 以 色 列 的 牧 者 、 以 色 列 的 磐 石 、 就 是 雅 各 的 大 能 者 ．
Đức Chúa Trời của Cha sẽ giúp đỡ con; Đấng toàn năng sẽ ban phước cho con, Tức là phước lành ở chốn trời cao xuống, Cùng phước lành ở nơi vực rộng thẳm lên, Phước lành của vú, và của lòng mẹ.|你 父 親 的 　 神 、 必 幫 助 你 、 那 全 能 者 、 必 將 天 上 所 有 的 福 、 地 裡 所 藏 的 福 、 以 及 生 產 乳 養 的 福 、 都 賜 給 你 。
Phước lành cha chúc cho con vượt lần lên Cao hơn các phước lành của tổ phụ cha, Cho đến các chót núi đời đời: Các phước nầy sẽ ở nơi đầu Giô-sép, Nơi trán của chúa các anh em mình.|你 父 親 所 祝 的 福 、 勝 過 我 祖 先 所 祝 的 福 、 如 永 世 的 山 嶺 、 至 極 的 邊 界 、 這 些 福 必 降 在 約 瑟 的 頭 上 、 臨 列 那 與 弟 兄 迥 別 之 人 的 頂 上 。
Bên-gia-min là một con chó sói hay cấu-xé; Ban mai đi đánh chết mồi, Chiều phân chia mồi đã được.|便 雅 憫 是 個 撕 掠 的 狼 、 早 晨 要 喫 他 所 抓 的 、 晚 上 要 分 他 所 奪 的 。
Các người đó là đầu trưởng của mười hai chi phái Y-sơ-ra-ên; và đó là lời của cha họ nói đương khi chúc phước cho, chúc một lời phước riêng cho mỗi người vậy.|這 一 切 是 以 色 列 的 十 二 支 派 ． 這 也 是 他 們 的 父 親 對 他 們 所 說 的 話 、 為 他 們 所 祝 的 福 、 都 是 按 著 各 人 的 福 分 、 為 他 們 祝 福 。
Đoạn, người ra lịnh cho các con trai mà rằng: Cha sẽ về nơi tổ tông, các con hãy chôn cha chung cùng tổ phụ, nơi hang đá tại đồng ruộng Ep-rôn, người Hê-tít,|他 又 囑 咐 他 們 說 、 我 將 要 歸 到 我 列 祖 〔 原 文 作 本 民 〕 那 裡 、 你 們 要 將 我 葬 在 赫 人 以 弗 崙 田 間 的 洞 裡 、 與 我 祖 我 父 在 一 處 、
tức là hang đá ở trong đồng Mặc-bê-la, ngang Mam-rê, thuộc về xứ Ca-na-an, mà Ap-ra-ham đã mua làm mộ địa luôn với đồng ruộng của Ep-rôn|就 是 在 迦 南 地 幔 利 前 、 麥 比 拉 田 間 的 洞 ． 那 洞 和 田 、 是 亞 伯 拉 罕 向 赫 人 以 弗 崙 買 來 為 業 、 作 墳 地 的 。
Ay nơi đó, người ta đã chôn Ap-ra-ham và Sa-ra, vợ người; Y-sác và Rê-be-ca, vợ người; mà lại nơi đó cha cũng đã chôn Lê -a nữa.|他 們 在 那 裡 葬 了 亞 伯 拉 罕 和 他 妻 撒 拉 ． 又 在 那 裡 葬 了 以 撒 、 和 他 的 妻 利 百 加 ． 我 也 在 那 裡 葬 了 利 亞 。
Cái đồng ruộng cùng hang đá ở tại đó đã mua của dân họ Hếch vậy.|那 塊 田 和 田 間 的 洞 、 原 是 向 赫 人 買 的 。
Khi trối mấy lời nầy cho các con mình xong, thì Gia-cốp để chơn vào giường lại, rồi tắt hơi, được về cùng tổ tông mình.|雅 各 囑 咐 眾 子 已 畢 、 就 把 腳 收 在 床 上 、 氣 絕 而 死 、 歸 到 列 祖 〔 原 文 作 本 民 〕 那 裡 去 了 。

					Sáng Thế 50				|
						創世記 50					
Giô-sép bèn cúi đầu xuống mặt cha mình, hôn người và khóc.|約 瑟 伏 在 他 父 親 的 面 上 哀 哭 、 與 他 親 嘴 。
Đoạn, Giô-sép biểu mấy thầy thuốc hầu việc mình, dùng thuốc thơm xông cho xác cha; thầy thuốc bèn xông cho Y-sơ-ra-ên.|約 瑟 吩 咐 伺 候 他 的 醫 生 、 用 香 料 薰 他 父 親 、 醫 生 就 用 香 料 薰 了 以 色 列 。
Bốn mươi ngày xông thuốc hầu qua, vì ấy là hạn ngày dùng xông thuốc; dân Ê-díp-tô khóc người trong bảy mươi ngày.|薰 尸 的 常 例 是 四 十 天 、 那 四 十 天 滿 了 、 埃 及 人 為 他 哀 哭 了 七 十 天 。
Khi mãn tang rồi, Giô-sép bèn nói cùng quần thần Pha-ra-ôn rằng: Nếu tôi được ơn trước mặt các ngươi, xin hãy thuật lại lời nầy cho Pha-ra-ôn nghe:|為 他 哀 哭 的 日 子 過 了 、 約 瑟 對 法 老 家 中 的 人 說 、 我 若 在 你 們 眼 前 蒙 恩 、 請 你 們 報 告 法 老 說 、
Cha tôi có biểu tôi thề mà rằng: Nầy, cha sẽ chết, con hãy chôn cha nơi mộ địa ta đã mua sẵn rồi trong xứ Ca-na-an. Vậy bây giờ, tôi phải lên đó chôn cha tôi, rồi sẽ trở xuống.|我 父 親 要 死 的 時 候 、 叫 我 起 誓 、 說 、 你 要 將 我 葬 在 迦 南 地 、 在 我 為 自 己 所 掘 的 墳 墓 裡 ． 現 在 求 你 讓 我 上 去 葬 我 父 親 、 以 後 我 必 回 來 。
Pha-ra-ôn bèn phán rằng: Hãy trở lên chôn cha ngươi, y như lời người đã bắt thề đó.|法 老 說 、 你 可 以 上 去 、 照 著 你 父 親 叫 你 起 的 誓 、 將 他 葬 埋 。
Giô-sép dời xác cha mình trở lên chôn; quần thần Pha-ra-ôn, các bực trưởng lão trong đền, các bực trưởng lão trong xứ Ê-díp-tô,|於 是 約 瑟 上 去 葬 他 父 親 ． 與 他 一 同 上 去 的 、 有 法 老 的 臣 僕 、 和 法 老 家 中 的 長 老 、 並 埃 及 國 的 長 老 ．
hết thảy nội nhà Giô-sép, các anh em và nội nhà cha mình đều đi lên theo đưa với người; trong Gô-sen chỉ còn những đứa trẻ và chiên, cùng bò của họ mà thôi.|還 有 約 瑟 的 全 家 、 和 他 的 弟 兄 們 、 並 他 父 親 的 眷 屬 、 只 有 他 們 的 婦 人 、 孩 子 、 和 羊 群 、 牛 群 、 都 留 在 歌 珊 地 ．
Lại cũng có đem ngựa và xe theo lên nữa: thật là một đám xác rất đông thay!|又 有 車 輛 、 馬 兵 、 和 他 一 同 上 去 ． 那 一 幫 人 甚 多 。
Khi đến sân đạp lúa của A-tát, ở bên kia sông Giô-đanh, thì họ làm lễ khóc than rất nên trọng thể tại đó; đoạn, Giô-sép để tang cha trong bảy ngày.|他 們 到 了 約 但 河 外 、 亞 達 的 禾 場 、 就 在 那 裡 大 大 的 號 咷 痛 哭 ． 約 瑟 為 他 父 親 哀 哭 了 七 天 。
Dân Ca-na-an, tức là dân xứ ấy, thấy khóc than nơi sân đạp lúa A-tát, thì nói rằng: Ay là một đám khóc than trọng thể của dân Ê-díp-tô đó! Bởi cớ ấy người ta gọi cái sân nầy tên là A-bên-Mích-ra-im ở bên kia sông Giô-đanh.|迦 南 的 居 民 、 見 亞 達 禾 場 上 的 哀 哭 、 就 說 、 這 是 埃 及 人 一 場 大 的 哀 哭 、 因 此 那 地 方 名 叫 亞 伯 麥 西 、 是 在 約 但 河 東 。
Vậy, các con trai Gia-cốp làm theo lời cha trối lại,|雅 各 的 兒 子 們 、 就 遵 著 他 父 親 所 吩 咐 的 辦 了 、
dời xác người về xứ Ca-na-an, chôn trong hanh đá của đồng Mặc-bê-la ngang Mam-rê, mà Ap-ra-ham đã mua luôn với đồng ruộng Ep-rôn, người Hê-tít, để dùng làm mộ địa.|把 他 搬 到 迦 南 地 、 葬 在 幔 利 前 、 麥 比 拉 田 間 的 洞 裡 ． 那 洞 和 田 、 是 亞 伯 拉 罕 向 赫 人 以 弗 崙 買 來 為 業 作 墳 地 的 。
