
					Lê-vi 1				|
Hãy đem kẻ đã rủa sả ra ngoài trại quân, hết thảy ai đã có nghe nó phải đặt tay mình trên đầu nó, và cả hội chúng phải ném đá nó.|把 那 咒 詛 聖 名 的 人 帶 到 營 外 、 叫 聽 見 的 人 都 放 手 在 他 頭 上 、 全 會 眾 就 要 用 石 頭 打 死 他 。
Đoạn hãy nói cùng dân Y-sơ-ra-ên rằng: Người nào rủa sả Đức Chúa Trời mình sẽ mang sự hình phạt của tội mình.|你 要 曉 諭 以 色 列 人 說 、 凡 咒 詛 　 神 的 、 必 擔 當 他 的 罪 。
Ai nói phạm đến danh Đức Giê-hô-va hẳn sẽ bị xử tử; cả hội chúng sẽ ném đá nó: mặc dầu nó là kẻ khách ngoại bang hay là sanh trong xứ, hễ khi nào nói phạm đến danh Đức Giê-hô-va, thì sẽ bị xử tử.|那 褻 瀆 耶 和 華 名 的 、 必 被 治 死 、 全 會 眾 總 要 用 石 頭 打 死 他 ． 不 管 是 寄 居 的 、 是 本 地 人 、 他 褻 瀆 耶 和 華 名 的 時 候 、 必 被 治 死 。
Kẻ nào đánh chết một người nào, mặc dầu kẻ đó là ai, sẽ bị xử tử.|打 死 人 的 、 必 被 治 死 。
Kẻ nào đánh chết một súc vật, phải thường lại, nghĩa là mạng đền mạng.|打 死 牲 畜 的 、 必 賠 上 牲 畜 ． 以 命 償 命 。
Khi một người nào làm thương tích cho kẻ lân cận mình, thì người ta phải làm thương tích cho người đó lại như chính người đã làm:|人 若 使 他 鄰 舍 的 身 體 有 殘 疾 、 他 怎 樣 行 、 也 要 照 樣 向 他 行 。
gãy đền gãy, mắt đền mắt, răng đền răng. Người ta sẽ làm cho người ấy đồng một thương vít như chính người đã làm cho người khác.|以 傷 還 傷 、 以 眼 還 眼 、 以 牙 還 牙 ． 他 怎 樣 叫 人 的 身 體 有 殘 疾 、 也 要 照 樣 向 他 行 。
Kẻ nào làm chết một súc vật, thì sẽ thường lại; còn kẻ nào giết chết một người, thì phải bị xử tử.|打 死 牲 畜 的 、 必 賠 上 牲 畜 ． 打 死 人 的 、 必 被 治 死 。
Bất luận kẻ khách ngoại bang hay là người trong xứ, các ngươi cũng phải dùng một luật lệ: vì ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|不 管 是 寄 居 的 、 是 本 地 人 、 同 歸 一 例 ． 我 是 耶 和 華 你 們 的 　 神 。
Vậy, Môi-se nói lại cùng dân Y-sơ-ra-ên, biểu đem kẻ đã rủa sả ra khỏi trại quân rồi ném đá nó. Thế thì, dân Y-sơ-ra-ên làm y như lời Đức Giê-hô-va đã truyền dặn Môi-se.|於 是 摩 西 曉 諭 以 色 列 人 、 他 們 就 把 那 咒 詛 聖 名 的 人 帶 到 營 外 、 用 石 頭 打 死 。 以 色 列 人 就 照 耶 和 華 所 吩 咐 摩 西 的 行 了 。

					Lê-vi 25				|
						利未記 25					
Đức Giê-hô-va cũng phán cùng Môi-se tại trên núi Si-na -i rằng:|耶 和 華 在 西 奈 山 對 摩 西 說 、
Hãy truyền cho dân Y-sơ-ra-ên rằng: Khi các ngươi đã vào xứ ta sẽ ban cho rồi, thì đất phải nghỉ, giữ một lễ sa-bát cho Đức Giê-hô-va.|你 曉 諭 以 色 列 人 說 、 你 們 到 了 我 所 賜 你 們 那 地 的 時 候 、 地 就 要 向 耶 和 華 守 安 息 。
Trong sáu năm, ngươi sẽ gieo ruộng và hớt nho mình, cùng thâu hoạch thổ sản.|六 年 要 耕 種 田 地 、 也 要 修 理 葡 萄 園 、 收 藏 地 的 出 產 。
Nhưng năm thứ bảy sẽ là năm sa-bát, để cho đất nghỉ, tức là một năm sa-bát cho Đức Giê-hô-va; ngươi chẳng nên gieo ruộng mình hay là hớt nho mình;|第 七 年 地 要 守 聖 安 息 、 就 是 向 耶 和 華 守 的 安 息 、 不 可 耕 種 田 地 、 也 不 可 修 理 葡 萄 園 。
chẳng nên gặt lại những chi đã tự mọc lên sau khi mùa màng, và đừng hái nho của vườn nho không hớt sửa: ấy sẽ là một năm cho đất nghỉ.|遺 落 自 長 的 莊 稼 、 不 可 收 割 、 沒 有 修 理 的 葡 萄 樹 、 也 不 可 摘 取 葡 萄 ． 這 年 、 地 要 守 聖 安 息 。
Phàm vật gì mà đất sanh sản trong năm sa-bát, sẽ dùng làm đồ ăn cho ngươi, cho tôi trai tớ gái ngươi, cho kẻ làm thuê của ngươi, và cho kẻ ngoại bang kiều ngụ với ngươi;|地 在 安 息 年 所 出 的 、 要 給 你 和 你 的 僕 人 、 婢 女 、 雇 工 人 、 並 寄 居 的 外 人 當 食 物 。
cùng luôn cho lục súc và thú vật ở trong xứ ngươi nữa; hết thảy thổ sản dùng làm đồ ăn vậy.|這 年 的 土 產 也 要 給 你 的 牲 畜 和 你 地 上 的 走 獸 當 食 物 。
Ngươi cũng hãy tính bảy tuần năm tức bảy lần bảy năm; thì giờ của bảy tuần năm nầy sẽ là bốn mươi chín năm;|你 要 計 算 七 個 安 息 年 、 就 是 七 七 年 ． 這 便 為 你 成 了 七 個 安 息 年 、 共 是 四 十 九 年 。
rồi đến ngày mồng mười tháng bảy, tức là ngày chuộc tội, các ngươi phải thổi kèn vang trong khắp xứ.|當 年 七 月 初 十 日 、 你 要 大 發 角 聲 、 這 日 就 是 贖 罪 日 、 要 在 遍 地 發 出 角 聲 。
Các ngươi phải làm cho năm thứ năm mươi nên thánh, và rao truyền sự tự do cho hết thảy dân trong xứ. Ay sẽ là năm hân hỉ cho các ngươi; ai nấy đều được nhận lại cơ nghiệp mình, và ai nấy đều trở về gia quyến mình.|第 五 十 年 你 們 要 當 作 聖 年 、 在 遍 地 給 一 切 的 居 民 宣 告 自 由 ． 這 年 必 為 你 們 的 禧 年 、 各 人 要 歸 自 己 的 產 業 、 各 歸 本 家 。
Năm thứ năm mươi nầy là một năm hân hỉ cho các ngươi, không nên gieo, không nên gặt vật chi đất tự sanh sản, và cũng chẳng nên hái nho không có hớt sửa,|第 五 十 年 要 作 為 你 們 的 禧 年 ． 這 年 不 可 耕 種 、 地 中 自 長 的 、 不 可 收 割 ． 沒 有 修 理 的 葡 萄 樹 、 也 不 可 摘 取 葡 萄 。
vì là một năm hân hỉ, sẽ làm thánh cho các ngươi; phải ăn những thổ sản.|因 為 這 是 禧 年 ． 你 們 要 當 作 聖 年 ． 喫 地 中 自 出 的 土 產 。
Trong năm hân hỉ nầy, các sản nghiệp đều sẽ trở về nguyên chủ.|這 禧 年 、 你 們 各 人 要 歸 自 己 的 地 業 。
Nếu các ngươi bán hay là mua vật chi với kẻ lân cận mình, thì chớ lận anh em mình.|你 若 賣 甚 麼 給 鄰 舍 、 或 是 從 鄰 舍 的 手 中 買 甚 麼 、 彼 此 不 可 虧 負 。
Người sẽ cứ lấy số năm từ sau năm hân hỉ mà mua với kẻ lân cận mình; còn người, cứ lấy theo số năm có hoa lợi mà bán.|你 要 按 禧 年 以 後 的 年 數 、 向 鄰 舍 買 ． 他 也 要 按 年 數 的 收 成 、 賣 給 你 。
Tùy theo số năm sau năm hân hỉ, ngươi sẽ bù thêm giá; tùy theo số năm ít, ngươi sẽ giảm bớt giá; vì theo số mùa gặt mà người bán cho ngươi.|年 歲 若 多 、 要 照 數 加 添 價 值 ． 年 歲 若 少 、 要 照 數 減 去 價 值 ． 因 為 他 照 收 成 的 數 目 賣 給 你 。
Chớ ai trong vòng các ngươi làm lận kẻ lân cận mình; nhưng hãy kính sợ Đức Chúa Trời, vì ta là Giê-hô-va Đức Chúa Trời của các ngươi.|你 們 彼 此 不 可 虧 負 、 只 要 敬 畏 你 們 的 　 神 、 因 為 我 是 耶 和 華 你 們 的 　 神 。
Các ngươi khá làm theo mạng lịnh ta, gìn giữ luật pháp ta và noi theo, như vậy sẽ được ăn ở bình yên trong xứ.|我 的 律 例 你 們 要 遵 行 、 我 的 典 章 你 們 要 謹 守 、 就 可 以 在 那 地 上 安 然 居 住 。
Đất sẽ sanh sản hoa lợi cho các ngươi, các ngươi sẽ ăn no và được ở bình yên trong xứ.|地 必 出 土 產 、 你 們 就 要 喫 飽 、 在 那 地 上 安 然 居 住 。
Vì các ngươi nói rằng: Nếu chúng tôi chẳng gieo, chẳng gặt mùa màng, thì trong năm thứ bảy sẽ lấy chi mà ăn?|你 們 若 說 、 這 第 七 年 我 們 不 耕 種 、 也 不 收 藏 土 產 、 喫 甚 麼 呢 ．
Năm thứ sáu, ta sẽ giáng phước cho các ngươi, và năm ấy sẽ trúng mùa bù ba năm.|我 必 在 第 六 年 、 將 我 所 命 的 福 賜 給 你 們 、 地 便 生 三 年 的 土 產 。
Năm thứ tám, các ngươi sẽ gieo và ăn hoa lợi của mùa màng cũ cho đến mùa màng mới của năm thứ chín.|第 八 年 你 們 要 耕 種 、 也 要 喫 陳 糧 、 等 到 第 九 年 出 產 收 來 的 時 候 、 你 們 還 喫 陳 糧 。
Đất không được đoạn mãi; vì đất thuộc về ta, các ngươi ở cùng ta như kẻ khách ngoại bang và kẻ kiều ngụ.|地 不 可 永 賣 、 因 為 地 是 我 的 、 你 們 在 我 面 前 是 客 旅 、 是 寄 居 的 。
Trong khắp xứ mà các ngươi sẽ được làm sản nghiệp, hãy cho phép chuộc đất lại.|在 你 們 所 得 為 業 的 全 地 、 也 要 准 人 將 地 贖 回 。
Nếu anh em ngươi trở nên nghèo, và bán một phần sản nghiệp mình, thì người bà con gần có quyền chuộc lại, phải đến chuộc phần đất anh em người đã bán.|你 的 弟 兄 。 〔 弟 兄 指 本 國 人 說 下 同 〕 若 漸 漸 窮 乏 、 賣 了 幾 分 地 業 、 他 至 近 的 親 屬 、 就 要 來 把 弟 兄 所 賣 的 贖 回 。
Nếu người nào không có ai được quyền chuộc lại, nhưng tự lo cho có chi chuộc lại được,|若 沒 有 能 給 他 贖 回 的 、 他 自 己 漸 漸 富 足 、 能 彀 贖 回 、
thì phải tính từ năm đã bán bồi số trội cho chủ mua, rồi người sẽ được nhận sản nghiệp mình lại.|就 要 算 出 賣 地 的 年 數 、 把 餘 剩 年 數 的 價 值 、 還 那 買 主 、 自 己 便 歸 回 自 己 的 地 業 。
Nếu nguyên chủ không tìm đủ giá đặng trả cho, đất bán sẽ thuộc về người chủ mua cho đến năm hân hỉ; đoạn đất sẽ ra khỏi tay chủ mua và về nguyên chủ.|倘 若 不 能 為 自 己 得 回 所 賣 的 、 仍 要 存 在 買 主 的 手 裡 、 直 到 禧 年 ． 到 了 禧 年 、 地 業 要 出 買 主 的 手 、 自 己 便 歸 回 自 己 的 地 業 。
Nếu người nào bán một cái nhà ở trong thành có vách bọc, thì có được phép chuộc lại cho đến giáp một năm sau khi bán; phép chuộc lại của người chỉ trong một năm trọn vậy.|人 若 賣 城 內 的 住 宅 、 賣 了 以 後 、 一 年 之 內 可 以 贖 回 ． 在 一 整 年 、 必 有 贖 回 的 權 柄 。
Còn nếu không chuộc lại trước khi giáp hạn một năm trọn, thì nhà ở trong thành có vách bọc đó sẽ về chủ mua và dòng dõi người mãi mãi; đến năm hân hỉ nhà đó không ra khỏi tay họ.|若 在 一 整 年 之 內 不 贖 回 、 這 城 內 的 房 屋 、 就 定 准 永 歸 買 主 世 世 代 代 為 業 ． 在 禧 年 也 不 得 出 買 主 的 手 。
Nhưng các nhà ở nơi hương thôn không có vách bọc lấy, thì kể như ruộng đất; chủ bán có phép chuộc lại; đến năm hân hỉ nhà sẽ về nguyên chủ.|但 房 屋 在 無 城 牆 的 村 莊 裡 、 要 看 如 鄉 下 的 田 地 一 樣 、 可 以 贖 回 ． 到 了 禧 年 、 都 要 出 買 主 的 手 。
Còn về các thành của người Lê-vi, và về các nhà của họ ở trong thành đó, thì người Lê-vi luôn luôn có quyền chuộc lại.|然 而 利 未 人 所 得 為 業 的 城 邑 、 其 中 的 房 屋 、 利 未 人 可 以 隨 時 贖 回 。
Ai mua của người Lê-vi một cái nhà tại trong thành người Lê-vi, đến năm hân hỉ nhà đó sẽ về nguyên chủ; vì các nhà cửa tại trong những thành người Lê-vi là sản nghiệp của họ giữa dân Y-sơ-ra-ên.|若 是 一 個 利 未 人 不 將 所 賣 的 房 屋 贖 回 、 是 在 所 得 為 業 的 城 內 、 到 了 禧 年 、 就 要 出 買 主 的 手 ． 因 為 利 未 人 城 邑 的 房 屋 、 是 他 們 在 以 色 列 人 中 的 產 業 。
Những ruộng đất thuộc về thành người Lê-vi không phép bán, vì là nghiệp đời đời của họ.|只 是 他 們 各 城 郊 野 之 地 、 不 可 賣 、 因 為 是 他 們 永 遠 的 產 業 。
Nếu anh em ở gần ngươi trở nên nghèo khổ, tài sản người lần lần tiêu mòn, thì hãy cứu giúp người, mặc dầu là kẻ khách kiều ngụ, hầu cho người cứ ở cùng ngươi.|你 的 弟 兄 在 你 那 裡 若 漸 漸 貧 窮 、 手 中 缺 乏 、 你 就 要 幫 補 他 、 使 他 與 你 同 住 、 像 外 人 和 寄 居 的 一 樣 。
Chớ ăn lời, cũng đừng lấy lợi người; nhưng hãy kính sợ Đức Chúa Trời mình, thì anh em ngươi sẽ ở cùng ngươi.|不 可 向 他 取 利 、 也 不 可 向 他 多 要 ． 只 要 敬 畏 你 的 　 神 、 使 你 的 弟 兄 與 你 同 住 ．
Chớ cho người vay bạc ăn lời và đừng cho mượn lương thực đặng lấy lời.|你 借 錢 給 他 、 不 可 向 他 取 利 ． 借 糧 給 他 、 也 不 可 向 他 多 要 。
Ta là Giê-hô-va, Đức Chúa Trời các ngươi, Đấng đã đem các ngươi ra khỏi xứ Ê-díp-tô, đặng ban cho các ngươi xứ Ca-na-an, và làm Đức Chúa Trời của các ngươi.|我 是 耶 和 華 你 們 的 　 神 、 曾 領 你 們 從 埃 及 地 出 來 、 為 要 把 迦 南 地 賜 給 你 們 、 要 作 你 們 的 　 神 。
Nếu anh em ở gần ngươi trở nên nghèo khổ, đem bán mình cho ngươi, chớ nên bắt người làm việc như tôi mọi;|你 的 弟 兄 若 在 你 那 裡 漸 漸 窮 乏 、 將 自 己 賣 給 你 、 不 可 叫 他 像 奴 僕 服 事 你 。
người ở nhà ngươi như kẻ làm thuê, người ở đậu, sẽ giúp việc ngươi cho đến năm hân hỉ:|他 要 在 你 那 裡 像 雇 工 人 、 和 寄 居 的 一 樣 、 要 服 事 你 直 到 禧 年 。
đoạn người và con cái người thôi ở nhà người, trở về nhà và nhận lấy sản nghiệp của tổ phụ mình.|到 了 禧 年 、 他 和 他 兒 女 要 離 開 你 、 一 同 出 去 歸 回 本 家 、 到 他 祖 宗 的 地 業 那 裡 去 ．
Vì ấy là những tôi tớ ta mà ta đã đem ra khỏi xứ Ê-díp-tô; không nên bán họ như người ta bán tôi mọi.|因 為 他 們 是 我 的 僕 人 、 是 我 從 埃 及 地 領 出 來 的 、 不 可 賣 為 奴 僕 ．
Ngươi chớ lấn lướt mà khắc bạc họ, nhưng phải kính sợ Đức Chúa Trời ngươi.|不 可 嚴 嚴 地 轄 管 他 ． 只 要 敬 畏 你 的 　 神 。
Còn tôi trai tớ gái thuộc về ngươi, thì sẽ do các dân chung quanh mình mà ra; ấy do nơi những dân đó mà các ngươi mua tôi trai tớ gái.|至 於 你 的 奴 僕 、 婢 女 、 可 以 從 你 四 圍 的 國 中 買 。
Các ngươi cũng có phép mua tôi mọi trong bọn con cái của kẻ khách kiều ngụ nơi mình và của họ hàng chúng nó sanh ra trong xứ các ngươi; vậy, họ sẽ làm sản nghiệp của các ngươi.|並 且 那 寄 居 在 你 們 中 間 的 外 人 、 和 他 們 的 家 屬 、 在 你 們 地 上 所 生 的 、 你 們 也 可 以 從 其 中 買 人 、 他 們 要 作 你 們 的 產 業 。
Các ngươi để họ lại làm cơ nghiệp cho con cháu mình; hằng giữ họ như kẻ tôi mọi. Nhưng về phần anh em các ngươi, là dân Y-sơ-ra-ên, thì không ai nên lấn lướt mà khắc bạc anh em mình.|你 們 要 將 他 們 遺 留 給 你 們 的 子 孫 為 產 業 ． 要 永 遠 從 他 們 中 間 揀 出 奴 僕 ． 只 是 你 們 的 弟 兄 以 色 列 人 、 你 們 不 可 嚴 嚴 的 轄 管 。
Khi một khách ngoại bang hay là một người kiều ngụ nơi ngươi trở nên giàu, còn anh em ngươi ở cùng họ lại nên nghèo, đem bán mình cho kẻ khách ngoại bang kiều ngụ nơi ngươi, hay là cho một người nào trong nhà kẻ khách ngoại bang ấy,|住 在 你 那 裡 的 外 人 、 或 是 寄 居 的 、 若 漸 漸 富 足 、 你 的 弟 兄 卻 漸 漸 窮 乏 、 將 自 己 賣 給 那 外 人 、 或 是 寄 居 的 、 或 是 外 人 的 宗 族 、
sau khi đã đem bán mình rồi, thì sẽ có phép chuộc lại: một anh em người được chuộc người lại,|賣 了 以 後 、 可 以 將 他 贖 回 ． 無 論 是 他 的 弟 兄 、
hoặc bác chú, hoặc con của bác chú; hoặc một người thân thích cũng được chuộc người lại; hay là nếu người có thế, thì chánh người phải chuộc mình lấy.|或 伯 叔 、 伯 叔 的 兒 子 、 本 家 的 近 支 、 都 可 以 贖 他 ． 他 自 己 若 漸 漸 富 足 、 也 可 以 自 贖 。
Người sẽ tính cùng chủ mua từ năm nào mình đã bán mình cho đến năm hân hỉ; và giá bán sẽ tính theo số năm nhiều hay ít: tức là tính như ngày công của người làm thuê vậy.|他 要 和 買 主 計 算 、 從 賣 自 己 的 那 年 起 、 算 到 禧 年 ． 所 賣 的 價 值 照 著 年 數 多 少 、 好 像 工 人 每 年 的 工 價 。
