
					Thánh Thi 1				|
Nguyện chúng nó như cỏ nơi nóc nhà, Đã khô héo trước khi bị nhổ;|願 他 們 像 房 頂 上 的 草 、 未 長 成 而 枯 乾 ．
Ngươi gặt không nắm đầy tay mình, Kẻ bó không gom đầy ôm mình;|收 割 的 不 彀 一 把 、 捆 禾 的 也 不 滿 懷 ．
Những kẻ lại qua cũng không nói: Nguyện phước Đức Giê-hô-va giáng trên các ngươi! Chúng ta nhơn danh Đức Giê-hô-va chúc phước cho các ngươi.|過 路 的 也 不 說 、 願 耶 和 華 所 賜 的 福 、 歸 與 你 們 ． 我 們 奉 耶 和 華 的 名 、 給 你 們 祝 福 。

					Thánh Thi 130				|
						詩篇 130					
Đức Giê-hô-va ôi! từ nơi sâu thẩm tôi cầu khẩn Ngài.|〔 上 行 之 詩 。 〕 耶 和 華 阿 、 我 從 深 處 向 你 求 告 。
Chúa ôi! xin nghe tiếng tôi; Nguyện tôi Chúa lắng nghe Tiếng nài xin của tôi.|主 阿 、 求 你 聽 我 的 聲 音 ． 願 你 側 耳 聽 我 懇 求 的 聲 音 。
Hỡi Đức Giê-hô-va, nếu Ngài cố chấp sự gian ác. Thì, Chúa ôi! ai sẽ còn sống?|主 耶 和 華 阿 、 你 若 究 察 罪 孽 、 誰 能 站 得 住 呢 ．
Nhưng Chúa có lòng tha thứ cho, Để người ta kính sợ Chúa.|但 在 你 有 赦 免 之 恩 、 要 叫 人 敬 畏 你 。
Tôi trông đợi Đức Giê-hô-va, linh hồn tôi trông đợi Ngài; Tôi trông đợi lời của Ngài.|我 等 候 耶 和 華 、 我 的 心 等 候 ． 我 也 仰 望 他 的 話 。
Linh hồn tôi trông đợi Chúa Hơn người lính canh trông đợi sáng, Thật, hơn người lính canh trông đợi sáng.|我 的 心 等 候 主 、 勝 於 守 夜 的 等 候 天 亮 、 勝 於 守 夜 的 等 候 天 亮 。
Hỡi Y-sơ-ra-ên, hãy trông cậy nơi Đức Giê-hô-va; Vì Đức Giê-hô-va có lòng nhơn từ, Nơi Ngài có sự cứu rỗi nhiều;|以 色 列 阿 、 你 當 仰 望 耶 和 華 ． 因 他 有 慈 愛 、 有 豐 盛 的 救 恩 。
Chánh Ngài sẽ chuộc Y-sơ-ra-ên Khỏi các sự gian ác người.|他 必 救 贖 以 色 列 脫 離 一 切 的 罪 孽 。

					Thánh Thi 131				|
						詩篇 131					
Hỡi Đức Giê-hô-va, lòng tôi không kiêu ngạo, Mắt tôi không tự cao, Tôi cũng không tìm tòi những việc lớn, Hoặc những việc cao kỳ quá cho tôi.|〔 大 衛 上 行 之 詩 。 〕 耶 和 華 阿 、 我 的 心 不 狂 傲 、 我 的 眼 不 高 大 ． 重 大 和 測 不 透 的 事 、 我 也 不 敢 行 。
Tôi đã làm cho linh hồn tôi êm dịu an tịnh, Như con trẻ dứt sữa bên mẹ mình; Linh hồn ở trong mình tôi cũng như con trẻ dứt sữa vậy.|我 的 心 平 穩 安 靜 、 好 像 斷 過 奶 的 孩 子 在 他 母 親 的 懷 中 ． 我 的 心 在 我 裡 面 真 像 斷 過 奶 的 孩 子 。
Hỡi Y-sơ-ra-ên, hãy trông cậy nơi Đức Giê-hô-va, Từ bấy giờ cho đến đời đời.|以 色 列 阿 、 你 當 仰 望 耶 和 華 、 從 今 時 直 到 永 遠 。

					Thánh Thi 132				|
						詩篇 132					
Đức Giê-hô-va ôi! xin nhớ lại Đa-vít, Và các sự khổ nạn của người;|〔 上 行 之 詩 。 〕 耶 和 華 阿 、 求 你 記 念 大 衛 所 受 的 一 切 苦 難 ．
Thể nào người thề cùng Đức Giê-hô-va, Và hứa nguyện với Đấng Toàn năng của Gia-cốp:|他 怎 樣 向 耶 和 華 起 誓 、 向 雅 各 的 大 能 者 許 願 、
Tôi hẳn không vào trại mình ở, Chẳng lên giường tôi nghỉ,|說 、 我 必 不 進 我 的 帳 幕 、 也 不 上 我 的 床 榻 ．
Không cho mắt tôi ngủ, Cũng không cho mí mắt tôi nghỉ nhọc,|我 不 容 我 的 眼 睛 睡 覺 、 也 不 容 我 的 眼 目 打 盹 ．
Cho đến chừng tôi tìm được một chỗ cho Đức Giê-hô-va, Một nơi ở cho Đấng Toàn năng của Gia-cốp!|直 等 我 為 耶 和 華 尋 得 所 在 、 為 雅 各 的 大 能 者 尋 得 居 所 。
Kìa, chúng tôi có nghe nói về hòm giao ước tại Ê-phơ-rát, Có tìm đặng hòm ấy trong đồng bằng Gia -a.|我 們 聽 說 約 櫃 在 以 法 他 ． 我 們 在 基 列 耶 琳 就 尋 見 了 。
Chúng tôi sẽ vào nơi ở Ngài, Thờ lạy trước bệ chơn Ngài.|我 們 要 進 他 的 居 所 、 在 他 腳 凳 前 下 拜 。
Hỡi Đức Giê-hô-va, xin hãy chổi dậy đặng vào nơi an nghỉ Ngài, Với hòm về sự năng lực Ngài!|耶 和 華 阿 、 求 你 興 起 、 和 你 有 能 力 的 約 櫃 同 入 安 息 之 所 。
Nguyện thầy tế lễ Chúa được mặc sự công bình, Kẻ thánh của Chúa reo mừng.|願 你 的 祭 司 披 上 公 義 ． 願 你 的 聖 民 歡 呼 。
Vì cớ Đa-vít, là kẻ tôi tớ Chúa, Xin chớ xô đẩy mặt đấng chịu xức dầu của Chúa.|求 你 因 你 僕 人 大 衛 的 緣 故 、 不 要 厭 棄 你 的 受 膏 者 。
Đức Giê-hô-va đã thề quyết với Đa-vít, Ngài cũng chẳng hề bội, mà rằng: Ta sẽ đặt trên ngôi ngươi một con ngươi sanh ra.|耶 和 華 向 大 衛 憑 誠 實 起 了 誓 、 必 不 反 覆 、 說 、 我 要 使 你 所 生 的 坐 在 你 的 寶 座 上 。
Nếu con cái ngươi giữ giao ước ta, Và những chứng cớ mà ta sẽ dạy cho chúng nó, Thì con cái chúng nó cũng sẽ Ngồi trên ngôi ngươi đến đời đời.|你 的 眾 子 若 守 我 的 約 、 和 我 所 教 訓 他 們 的 法 度 、 他 們 的 子 孫 、 必 永 遠 坐 在 你 的 寶 座 上 。
Vì Đức Giê-hô-va đã chôn Si-ôn; Ngài ước Si-ôn làm nơi ở của Ngài;|因 為 耶 和 華 揀 選 了 錫 安 、 願 意 當 作 自 己 的 居 所 、
Đây là nơi an nghỉ ta đời đời; Ta sẽ ngụ ở đây, vì ta có ước ao như thế.|說 、 這 是 我 永 遠 安 息 之 所 ． 我 要 住 在 這 裡 ． 因 為 是 我 所 願 意 的 。
Ta sẽ ban phước cho lương thực Si-ôn được dư dật, Cho những kẻ nghèo của thành ấy được ăn bánh no nê.|我 要 使 其 中 的 糧 食 豐 滿 、 使 其 中 的 窮 人 飽 足 。
Ta cũng sẽ mặc sự cứu rỗi cho thầy tế lễ thành ấy, Và các thánh nó sẽ reo mừng.|我 要 使 祭 司 披 上 救 恩 、 聖 民 大 聲 歡 呼 。
Tại đó ta sẽ khiến sừng Đa-vít đâm chồi; Ta đã sắm sửa ngọn đèn cho đấng chịu xức dầu của ta.|我 要 叫 大 衛 的 角 、 在 那 裡 發 生 ． 我 為 我 的 受 膏 者 、 豫 備 明 燈 。
Ta sẽ lấy sự hổ thẹn mặc cho kẻ thù nghịch người; Còn mão triều người sẽ rực rỡ trên đầu người.|我 要 使 他 的 仇 敵 、 披 上 羞 恥 ． 但 他 的 冠 冕 、 要 在 頭 上 發 光 。

					Thánh Thi 133				|
						詩篇 133					
Kìa, anh em ăn ở hòa thuận nhau Thật tốt đẹp thay!|〔 大 衛 上 行 之 詩 。 〕 看 哪 、 弟 兄 和 睦 同 居 、 是 何 等 的 善 、 何 等 的 美 。
Ay khác nào dầu quí giá đổ ra trên đầu, Chảy xuống râu, tức râu của A-rôn, Chảy đến trôn áo người;|這 好 比 那 貴 重 的 油 、 澆 在 亞 倫 的 頭 上 、 流 到 鬍 鬚 ． 又 流 到 他 的 衣 襟 ．
Lại khác nào sương móc Hẹt-môn Sa xuống các núi Si-ôn; Vì tại đó Đức Giê-hô-va đã ban phước, Tức là sự sống cho đến đời đời.|又 好 比 黑 門 的 甘 露 、 降 在 錫 安 山 ． 因 為 在 那 裡 有 耶 和 華 所 命 定 的 福 、 就 是 永 遠 的 生 命 。

					Thánh Thi 134				|
						詩篇 134					
Hỡi các tôi tớ Đức Giê-hô-va, là kẻ ban đêm đứng tại nhà Ngài, Hãy ngợi khen Đức Giê-hô-va!|〔 上 行 之 詩 。 〕 耶 和 華 的 僕 人 、 夜 間 站 在 耶 和 華 殿 中 的 、 你 們 當 稱 頌 耶 和 華 。
Hãy giơ tay lên hướng về nơi thánh, Và ngợi khen Đức Giê-hô-va!|你 們 當 向 聖 所 舉 手 、 稱 頌 耶 和 華 。
Nguyện Đức Giê-hô-va, là Đấng dựng nên trời đất. Từ Si-ôn ban phước cho ngươi!|願 造 天 地 的 耶 和 華 、 從 錫 安 賜 福 給 你 們 。

					Thánh Thi 135				|
						詩篇 135					
Ha-lê-lu-gia! Hãy ngợi khen danh Đức Giê-hô-va: Hỡi các tôi tớ Đức Giê-hô-va,|你 們 要 讚 美 耶 和 華 。 你 們 要 讚 美 耶 和 華 的 名 。 耶 和 華 的 僕 人 、 站 在 耶 和 華 殿 中 、 站 在 我 們 　 神 殿 院 中 的 、 你 們 要 讚 美 他 。
Là kẻ đứng trong nhà Đức Giê-hô-va, Tại hành lang của nhà Đức Chúa Trời chúng ta, hãy ngợi khen Ngài!|見 上 節
Hãy ngợi khen Đức Giê-hô-va, vì Đức Giê-hô-va là thiện; Khá hát ngợi khen danh Ngài, vì ấy là vui.|你 們 要 讚 美 耶 和 華 ． 耶 和 華 本 為 善 ． 要 歌 頌 他 的 名 、 因 為 這 是 美 好 的 。
Vì Đức Giê-hô-va đã chọn Gia-cốp cho mình, Lấy Y-sơ-ra-ên làm cơ nghiệp rằng của Ngài.|耶 和 華 揀 選 雅 各 歸 自 己 、 揀 選 以 色 列 特 作 自 己 的 子 民 。
Tôi biết rằng Đức Giê-hô-va là lớn, Chúa chúng tôi trổi cao hơn hết các thần.|原 來 我 知 道 耶 和 華 為 大 、 也 知 道 我 們 的 主 超 乎 萬 神 之 上 。
Điều nào đẹp ý Đức Giê-hô-va làm, Ngài bèn làm điều ấy, Hoặc trên trời, dưới đất, Trong biển, hay là trong các vực sâu.|耶 和 華 在 天 上 、 在 地 下 、 在 海 中 、 在 一 切 的 深 處 、 都 隨 自 己 的 意 旨 而 行 ．
Ngài khiến mây bay lên từ nơi cùng-đầu đất, Làm chớp-nhoáng theo mưa, Khiến gió ra từ các kho tàng của Ngài.|他 使 雲 霧 從 地 極 上 騰 、 造 電 隨 雨 而 閃 、 從 府 庫 中 帶 出 風 來 ．
Ngài đánh giết các con đầu lòng xứ Ê-díp-tô, Từ loài người cho đến loài thú vật;|他 將 埃 及 頭 生 的 、 連 人 帶 牲 畜 、 都 擊 殺 了 。
Sai đến giữa Ê-díp-tô những dấu kỳ phép lạ Hại Pha-ra-ôn và hết thảy các tôi tớ người;|埃 及 阿 、 他 施 行 神 蹟 奇 事 在 你 當 中 、 在 法 老 和 他 一 切 臣 僕 身 上 ．
Cũng đánh bại lắm dân tộc lớn, Và giết các vua mạnh mẽ,|他 擊 殺 許 多 的 民 、 又 殺 戮 大 能 的 王 、
Từ là Si-hôn, Vua dân A-mô-rít, Oc, vua Ba-san, Và hết thảy vua xứ Ca-na-an.|就 是 亞 摩 利 王 西 宏 、 和 巴 珊 王 噩 、 並 迦 南 一 切 的 國 王 、
Ngài ban xứ chúng nó làm sản nghiệp Cho Y-sơ-ra-ên, là dân sự Ngài.|將 他 們 的 地 、 賞 賜 他 的 百 姓 以 色 列 為 業 。
Hỡi Đức Giê-hô-va, danh Ngài còn đến đời đời; Kỷ niệm Ngài trải qua đời nầy đến đời kia.|耶 和 華 阿 、 你 的 名 存 到 永 遠 ． 耶 和 華 阿 、 你 可 記 念 的 名 、 存 到 萬 代 。
Vì Đức Giê-hô-va sẽ đoán xét dân sự Ngài, Và đổi ý về việc những kẻ tôi tớ Ngài.|耶 和 華 要 為 他 的 百 姓 伸 冤 、 為 他 的 僕 人 後 悔 。
Hình tượng của các dân bằng bạc và bằng vàng, Là công việc tay loài người làm ra.|外 邦 的 偶 像 、 是 金 的 銀 的 、 是 人 手 所 造 的 。
Hình tượng có miệng mà không nói, Có mắt mà chẳng thấy,|有 口 卻 不 能 言 ． 有 眼 卻 不 能 看 ．
Có tai mà không nghe, Và miệng nó không hơi thở.|有 耳 卻 不 能 聽 ． 口 中 也 沒 有 氣 息 。
Phàm kẻ nào làm hình tượng, và nhờ cậy nơi nó, Đều giống như nó.|造 他 的 要 和 他 一 樣 ． 凡 靠 他 的 、 也 要 如 此 。
Hỡi nhà Y-sơ-ra-ên, hãy chúc tụng Đức Giê-hô-va! Hỡi nhà A-rôn, hãy chúc tụng Đức Giê-hô-va!|以 色 列 家 阿 、 你 們 要 稱 頌 耶 和 華 ． 亞 倫 家 阿 、 你 們 要 稱 頌 耶 和 華 ．
Hỡi nhà Lê-vi, hãy chúc tụng Đức Giê-hô-va! Hỡi các người kính sợ Đức Giê-hô-va, khá chúc tụng Đức Giê-hô-va!|利 未 家 阿 、 你 們 要 稱 頌 耶 和 華 ． 你 們 敬 畏 耶 和 華 的 、 要 稱 頌 耶 和 華 。
Đáng từ Si-ôn chúc tụng Đức Giê-hô-va, Là Đấng ngự tại Giê-ru-sa-lem! Ha-lê-lu-gia!|住 在 耶 路 撒 冷 的 耶 和 華 、 該 從 錫 安 受 稱 頌 。 你 們 要 讚 美 耶 和 華 。

					Thánh Thi 136				|
						詩篇 136					
Hãy cảm tạ Đức Giê-hô-va, vì Ngài là thiện; Sự nhơn từ Ngài còn đến đời đời.|你 們 要 稱 謝 耶 和 華 、 因 他 本 為 善 ． 他 的 慈 愛 永 遠 長 存 。
Hãy cảm tạ Đức Chúa Trời của các thần, Vì sự nhơn từ Ngài còn đến đời đời.|你 們 要 稱 謝 萬 神 之 神 、 因 他 的 慈 愛 永 遠 長 存 ．
Hãy cảm tạ Chúa của muôn chúa; Vì sự nhơn từ Ngài còn đến đời đời.|你 們 要 稱 謝 萬 主 之 主 、 因 他 的 慈 愛 永 遠 長 存 ．
Chỉ một mình Ngài làm nên các phép lạ lớn lao, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 獨 行 大 奇 事 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài đã nhờ sự khôn sáng mà dựng nên các từng trời, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 用 智 慧 造 天 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài trương đất ra trên các nước, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 鋪 地 在 水 以 上 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Dựng nên những vì sáng lớn, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 造 成 大 光 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Mặt trời đặng cai trị ban ngày, Vì sự nhơn từ Ngài còn đến đời đời.|他 造 日 頭 管 白 晝 、 因 他 的 慈 愛 永 遠 長 存 ．
Mặt trăng và các ngôi sao đặng cai trị ban đêm, Vì sự nhơn từ Ngài còn đến đời đời.|他 造 月 亮 星 宿 管 黑 夜 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài đã đánh giết các con đầu lòng xứ Ê-díp-tô, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 擊 殺 埃 及 人 之 長 子 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Đem Y-sơ-ra-ên ra khỏi giữa chúng nó, Vì sự nhơn từ Ngài còn đến đời đời.|他 領 以 色 列 人 從 他 們 中 間 出 來 、 因 他 的 慈 愛 永 遠 長 存 ．
Dùng cánh tay quyền năng giơ thẳng ra, Vì sự nhơn từ Ngài còn đến đời đời.|他 施 展 大 能 的 手 、 和 伸 出 來 的 膀 臂 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài phân Biển đỏ ra làm hai, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 分 裂 紅 海 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Khiến Y-sơ-ra-ên đi qua giữa biển ấy, Vì sự nhơn từ Ngài còn đến đời đời.|他 領 以 色 列 從 其 中 經 過 、 因 他 的 慈 愛 永 遠 長 存 ．
Xô Pha-ra-ôn và cả đạo binh người xuống Biển đỏ, Vì sự nhơn từ Ngài còn đến đời đời.|卻 把 法 老 和 他 的 軍 兵 推 翻 在 紅 海 裡 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài dẫn dân sự Ngài qua đồng vắng, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 引 導 自 己 的 民 行 走 曠 野 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Đánh bại các vua lớn, Vì sự nhơn từ Ngài còn đến đời đời.|稱 謝 那 擊 殺 大 君 王 的 、 因 他 的 慈 愛 永 遠 長 存 ．
Đánh giết những vua có danh, Vì sự nhơn từ Ngài còn đến đời đời.|他 殺 戮 有 名 的 君 王 、 因 他 的 慈 愛 永 遠 長 存 ．
Tức là si-hôn, vua dân A-mô-rít, Vì sự nhơn từ Ngài còn đến đời đời.|就 是 殺 戮 亞 摩 利 王 西 宏 、 因 他 的 慈 愛 永 遠 長 存 ．
Và Oc, vua Ba-san, Vì sự nhơn từ Ngài còn đến đời đời.|又 殺 巴 珊 王 噩 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài ban xứ chúng nó làm sản nghiệp, Vì sự nhơn từ Ngài còn đến đời đời.|他 將 他 們 的 地 賜 他 的 百 姓 為 業 、 因 他 的 慈 愛 永 遠 長 存 ．
Tức làm sản nghiệp cho Y-sơ-ra-ên, là kẻ tôi tớ Ngài, Vì sự nhơn từ Ngài còn đến đời đời.|就 是 賜 他 的 僕 人 以 色 列 為 業 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài nhớ đến bực hèn hạ chúng tôi, Vì sự nhơn từ Ngài còn đến đời đời.|他 顧 念 我 們 在 卑 微 的 地 步 、 因 他 的 慈 愛 永 遠 長 存 ．
Giải cứu chúng tôi khỏi kẻ cừu địch, Vì sự nhơn từ Ngài còn đến đời đời.|他 救 拔 我 們 脫 離 敵 人 、 因 他 的 慈 愛 永 遠 長 存 ．
Ngài cũng ban đồ ăn cho mọi loài xác thịt, Vì sự nhơn từ Ngài còn đến đời đời.|他 賜 糧 食 給 凡 有 血 氣 的 、 因 他 的 慈 愛 永 遠 長 存 。
Hãy cảm tạ Đức Chúa Trời của các từng trời! Vì sự nhơn từ Ngài còn đến đời đời.|你 們 要 稱 謝 天 上 的 　 神 、 因 他 的 慈 愛 永 遠 長 存 。

					Thánh Thi 137				|
						詩篇 137					
Chúng tôi đương ngồi trên mé sông Ba-by-lôn, Bèn nhớ lại Si-ôn, và khóc.|我 們 曾 在 巴 比 倫 的 河 邊 坐 下 、 一 追 想 錫 安 就 哭 了 。
Chúng tôi treo đờn cầm chúng tôi Trên cây dương liễu của sông ấy.|我 們 把 琴 掛 在 那 裡 的 柳 樹 上 。
Vì ở đó những kẻ bắt chúng tôi làm phu tù, Có biểu chúng tôi hát xướng; Kẻ cướp giựt chúng tôi có đòi chúng tôi hát mừng, mà rằng: Hãy hát cho chúng ta một bài ca của Si-ôn.|因 為 在 那 裡 擄 掠 我 們 的 、 要 我 們 唱 歌 、 搶 奪 我 們 的 、 要 我 們 作 樂 、 說 、 給 我 們 唱 一 首 錫 安 歌 罷 。
