
					Phục Truyền Luật Lệ 1				|
Khi tai vạ nhiều và sự gian truân đã xông hãm dân nầy, thì bấy giờ, bài ca nầy sẽ rền lên làm chứng nghịch cùng nó, vì miệng của dòng dõi nó sẽ không quên. Vả, ta biết những ý tưởng của nó đã kết nên ngày nay, trước khi đưa nó vào xứ mà ta đã thề ban cho.|那 時 、 有 許 多 禍 患 災 難 臨 到 他 們 、 這 歌 必 在 他 們 面 前 作 見 證 、 他 們 後 裔 的 口 中 必 念 誦 不 忘 ． 我 未 領 他 們 到 我 所 起 誓 應 許 之 地 以 先 、 他 們 所 懷 的 意 念 我 都 知 道 了 。
Trong ngày đó, Môi-se chép bài ca nầy và dạy cho dân Y-sơ-ra-ên.|當 日 摩 西 就 寫 了 一 篇 歌 、 教 導 以 色 列 人 。
Đức Giê-hô-va ra lịnh cho Giô-suê, con trai Nun, mà rằng: Hãy vững lòng bền chí, vì ngươi sẽ đưa dân Y-sơ-ra-ên vào trong xứ mà ta đã thề ban cho chúng nó; còn ta, ta sẽ ở cùng ngươi.|耶 和 華 囑 咐 嫩 的 兒 子 約 書 亞 說 、 你 當 剛 強 壯 膽 、 因 為 你 必 領 以 色 列 人 進 我 所 起 誓 應 許 他 們 的 地 、 我 必 與 你 同 在 。
Khi Môi-se chép những lời luật pháp nầy trong một cuốn sách xong rồi,|摩 西 將 這 律 法 的 話 寫 在 書 上 、 及 至 寫 完 了 、
thì ra lịnh cho người Lê-vi khiêng hòm giao ước của Đức Giê-hô-va mà rằng:|就 吩 咐 抬 耶 和 華 約 櫃 的 利 未 人 說 、
Hãy lấy cuốn sách luật pháp nầy, để bên hòm giao ước của Giê-hô-va Đức Chúa Trời các ngươi. Nó sẽ ở đó làm chứng nghịch cùng ngươi;|將 這 律 法 書 放 在 耶 和 華 你 們 　 神 的 約 櫃 旁 、 可 以 在 那 裡 見 證 以 色 列 人 的 不 是 ．
vì ta biết tánh bội nghịch và cứng cổ của ngươi. Nầy ngày nay, lúc ta còn sống với các ngươi, các ngươi đã phản nghịch cùng Đức Giê-hô-va; huống chi sau khi ta qua đời!|因 為 我 知 道 你 們 是 悖 逆 的 、 是 硬 著 頸 項 的 、 我 今 日 還 活 著 與 你 們 同 在 、 你 們 尚 且 悖 逆 耶 和 華 、 何 況 我 死 後 呢 。
Hãy nhóm hiệp những trưởng lão của các chi phái và quan cai các ngươi lại gần ta; ta sẽ cho họ nghe những lời nầy nơi lỗ tai, và ta bắt trời cùng đất làm chứng nghịch cùng họ.|你 們 要 將 你 們 支 派 的 眾 長 老 和 官 長 都 招 聚 了 來 、 我 好 將 這 些 話 說 與 他 們 聽 、 並 呼 天 喚 地 見 證 他 們 的 不 是 。
Vì ta biết rằng, sau khi ta qua đời, các ngươi hẳn sẽ bại hoại, trở bỏ đường ta đã truyền dạy cho các ngươi; trong ngày sau rốt, tai họa sẽ xông hãm các ngươi, bởi các ngươi làm điều ác trước mặt Đức Giê-hô-va, lấy những công việc của tay mình mà chọc Ngài nổi giận.|我 知 道 我 死 後 你 們 必 全 然 敗 壞 、 偏 離 我 所 吩 咐 你 們 的 道 、 行 耶 和 華 眼 中 看 為 惡 的 事 、 以 手 所 作 的 惹 他 發 怒 、 日 後 必 有 禍 患 臨 到 你 們 。
Môi-se đọc hết những lời của bài ca nầy cho cả hội Y-sơ-ra-ên nghe:|摩 西 將 這 一 篇 歌 的 話 、 都 說 與 以 色 列 全 會 眾 聽 。

					Phục Truyền Luật Lệ 32				|
						申命記 32					
Hỡi trời, hãy lắng tai, tôi sẽ nói; Và đất, hãy nghe những lời của miệng tôi.|諸 天 哪 、 側 耳 、 我 要 說 話 、 願 地 也 聽 我 口 中 的 言 語 。
Đạo của tôi rải ra như mưa; Lời tôi sa xuống khác nào sương móc, Tợ mưa tro trên cây cỏ, Tỉ như mưa tầm tã trên đồng xanh.|我 的 教 訓 要 淋 漓 如 雨 、 我 的 言 語 要 滴 落 如 露 、 如 細 雨 降 在 嫩 草 上 、 如 甘 霖 降 在 菜 蔬 中 。
Vì tôi sẽ tung hô danh Giê-hô-va. Hãy tôn sự oai nghiêm cho Đức Chúa Trời chúng tôi!|我 要 宣 告 耶 和 華 的 名 ． 你 們 要 將 大 德 歸 與 我 們 的 　 神 。
Công việc của Hòn Đá là trọn vẹn; Vì các đường lối Ngài là công bình. Ay là Đức Chúa Trời thành tín và vô tội; Ngài là công bình và chánh trực.|他 是 磐 石 、 他 的 作 為 完 全 、 他 所 行 的 無 不 公 平 ． 是 誠 實 無 偽 的 　 神 、 又 公 義 、 又 正 直 。
Chúng đáng mang xấu hổ, vì đã phản Ngài, Chẳng phải con trai của Ngài nữa: quả là một dòng dõi gian tà và điên-đảo!|這 乖 僻 彎 曲 的 世 代 、 向 他 行 事 邪 僻 、 有 這 弊 病 、 就 不 是 他 的 兒 女 。
Hỡi dân khờ dại không trí, Các ngươi báo đáp Đức Giê-hô-va như vậy sao? Ngài há chẳng phải là Cha ngươi, Đấng đã chuộc ngươi chăng? Há chẳng phải Ngài đã dựng nên ngươi, và lập ngươi sao?|愚 昧 無 知 的 民 哪 、 你 們 這 樣 報 答 耶 和 華 麼 ． 他 豈 不 是 你 的 父 、 將 你 買 來 的 麼 ． 他 是 製 造 你 、 建 立 你 的 。
Hãy nhớ lại những ngày xưa; Suy xét những năm của các đời trước; Hãy hạch hỏi cha ngươi, người sẽ dạy cho. Cùng các trưởng lão, họ sẽ nói cho.|你 當 追 想 上 古 之 日 、 思 念 歷 代 之 年 ． 問 你 的 父 親 、 他 必 指 示 你 、 問 你 的 長 者 、 他 必 告 訴 你 。
Khi Đấng Chí Cao phân phát sản nghiệp cho muôn dân, Phân rẽ những con cái A-đam, Thì Ngài định bờ cõi của các dân, Cứ theo số dân Y-sơ-ra-ên.|至 高 者 將 地 業 賜 給 列 邦 、 將 世 人 分 開 、 就 照 以 色 列 人 的 數 目 、 立 定 萬 民 的 疆 界 。
Vì phần của Đức Giê-hô-va là dân Ngài, Gia-cốp là cơ nghiệp Ngài.|耶 和 華 的 分 、 本 是 他 的 百 姓 ． 他 的 產 業 、 本 是 雅 各 。
Ngài tìm được người trong một nơi rừng-rú, Tại nơi vắng vẻ, giữa những tiếng hét la của đồng vắng. Ngài bao phủ người, săn sóc ngươi, Gìn giữ người như con ngươi của mắt mình.|耶 和 華 遇 見 他 在 曠 野 荒 涼 野 獸 吼 叫 之 地 、 就 環 繞 他 、 看 顧 他 、 保 護 他 、 如 同 保 護 眼 中 的 瞳 人 。
Như phụng hoàng phấp phới dởn ổ mình, Bay chung quanh con nhỏ mình, Sè cánh ra xớt nó, Và cõng nó trên chéo cánh mình thể nào,|又 如 鷹 攪 動 巢 窩 、 在 雛 鷹 以 上 兩 翅 搧 展 、 接 取 雛 鷹 、 背 在 兩 翼 之 上 、
Thì một mình Đức Giê-hô-va đã dẫn dắt người thể ấy, Không có thần nào khác ở cùng người.|這 樣 、 耶 和 華 獨 自 引 導 他 、 並 無 外 邦 神 與 他 同 在 。
Ngài đã khiến người cỡi trên các nơi cao của xứ, Y-sơ-ra-ên ăn hoa quả của đồng ruộng, Ngài khiến người hút mật của hòn đá, Dầu của hòn đá cứng hơn hết,|耶 和 華 使 他 乘 駕 地 的 高 處 、 得 喫 田 間 的 土 產 、 又 使 他 從 磐 石 中 咂 蜜 、 從 堅 石 中 吸 油 。
Và nút mỡ sữa bò và sữa chiên. Ngài ban cho người mỡ chiên con, Chiên đực sanh tại Ba-san, và dê đực, Cùng bột lọc nhất hạng của lúa mạch; Người có uống huyết của nho như rượu mạnh.|也 喫 牛 的 奶 油 、 羊 的 奶 、 羊 羔 的 脂 油 、 巴 珊 所 出 的 公 綿 羊 、 和 山 羊 、 與 上 好 的 麥 子 、 也 喝 葡 萄 汁 釀 的 酒 。
Giê-su-run đã mập mạp và cất đá, Người trở nên mập, lớn và béo tròn. Người đã lìa bỏ Đức Chúa Trời, là Đấng dựng nên người, Và khinh dể Hòn Đá của sự chửng cứu ngươi.|但 耶 書 崙 漸 漸 肥 胖 、 粗 壯 、 光 潤 、 踢 跳 奔 跑 ． 便 離 棄 造 他 的 　 神 、 輕 看 救 他 的 磐 石 。
Chúng nó trêu ghẹo Ngài phân bì, bởi sự cúng thờ những thần khác, Chọc giận Ngài vì các sự gớm ghiếc;|敬 拜 別 神 、 觸 動 　 神 的 憤 恨 、 行 可 憎 惡 的 事 惹 了 他 的 怒 氣 。
Tế lễ những ma quỉ chẳng phải là Đức Chúa Trời, Quì lạy các thần mà mình chưa hề biết, Tức là các thần mới vừa đến ít lâu, Mà tổ phụ các ngươi không kính sợ.|所 祭 祀 的 鬼 魔 、 並 非 真 神 、 乃 是 素 不 認 識 的 神 、 是 近 來 新 興 的 、 是 你 列 祖 所 不 畏 懼 的 。
Ngươi không kể đến Hòn Đá sanh mình. Và quên Đức Chúa Trời đã tạo mình.|你 輕 忽 生 你 的 磐 石 、 忘 記 產 你 的 　 神 。
Đức Giê-hô-va có thấy điều đó, nên trong cơn thạnh nộ, Ngài đã từ bỏ các con trai và con gái mình.|耶 和 華 看 見 他 的 兒 女 惹 動 他 、 就 厭 惡 他 們 。
Ngài có phán: Ta sẽ giấu mặt ta, Để xem sự cuối cùng của chúng nó ra sao; Vì là một dòng dõi gian tà, Là những con cái không có lòng trung tín.|說 、 我 要 向 他 們 掩 面 、 看 他 們 的 結 局 如 何 ． 他 們 本 是 極 乖 僻 的 族 類 、 心 中 無 誠 實 的 兒 女 。
Chúng nó giục ta phân bì, vì cúng thờ thần chẳng phải là Đức Chúa Trời, Lấy sự hư không mà chọc giận ta; Ta cũng vậy, lấy một dân tộc hèn mà trêu sự phân bì của chúng nó, Lấy một nước ngu dại mà chọc giận chúng nó.|他 們 以 那 不 算 為 神 的 、 觸 動 我 的 憤 恨 、 以 虛 無 的 神 、 惹 了 我 的 怒 氣 、 我 也 要 以 那 不 成 子 民 的 、 觸 動 他 們 的 憤 恨 、 以 愚 昧 的 國 民 、 惹 了 他 們 的 怒 氣 。
Vì có lửa nổi phừng trong cơn giận ta, Cháy cho đến đáy sâu âm phủ, Thiêu nuốt đất và thổ sản, Cùng cháy đốt nền các núi.|因 為 在 我 怒 中 有 火 燒 起 、 直 燒 到 極 深 的 陰 間 、 把 地 和 地 的 出 產 、 盡 都 焚 燒 、 山 的 根 基 也 燒 ? 了 。
Ta sẽ chất những tai vạ trên mình chúng nó, Bắn chúng nó hết các tên ta.|我 要 將 禍 患 堆 在 他 們 身 上 、 把 我 的 箭 向 他 們 射 盡 。
Chúng nó sẽ bị đói hao mòn, bị rét tiêu đi, Và một thứ dịch hạch độc dữ ăn nuốt. Ta sẽ khiến răng thú rừng, Và nọc độc của loài bò dưới bụi đến hại chúng nó.|他 們 必 因 飢 餓 消 瘦 、 被 炎 熱 苦 毒 吞 滅 ． 我 要 打 發 野 獸 用 牙 齒 咬 他 們 、 並 土 中 腹 行 的 、 用 毒 氣 害 他 們 。
Ngoài thì gươm dao, Trong thì kinh khủng Sẽ làm cho trai trẻ, gái đồng trinh, Và con đang bú, luôn với người già bạc Đều bị diệt vong.|外 頭 有 刀 劍 、 內 室 有 驚 恐 、 使 人 喪 亡 、 使 少 男 、 童 女 、 喫 奶 的 、 白 髮 的 、 盡 都 滅 絕 。
Ta nói rằng: Ta sẽ lấy hơi thở ta quét sạch chúng nó đi, Diệt kỷ niệm chúng nó khỏi loài người.|我 說 、 我 必 將 他 們 分 散 遠 方 、 使 他 們 的 名 號 從 人 間 除 滅 、
Song sợ thù nghịch nhiếc nhóc, Kẻ cừu địch chúng nó lầm hiểu, La rằng: Tay chúng tôi đã tỏ sức cao cường, Chớ chẳng phải Đức Giê-hô-va có làm mọi điều ấy đâu!|惟 恐 仇 敵 惹 動 我 、 只 怕 敵 人 錯 看 、 說 、 是 我 們 手 的 能 力 、 並 非 耶 和 華 所 行 的 。
Vì là một dân mất trí, Trong lòng không có thông minh!|因 為 以 色 列 民 毫 無 計 謀 、 心 中 沒 有 聰 明 。
Chớ chi họ khôn ngoan và hiểu được, Ước gì nghĩ đến sự cuối cùng vẫn đợi họ!|惟 願 他 們 有 智 慧 、 能 明 白 這 事 、 肯 思 念 他 們 的 結 局 。
Nhược bằng Hòn Đá không có bán chúng nó, Và Giê-hô-va không giao nộp chúng nó, Thì làm sao một người rượt nổi ngàn người, Và hai người đuổi mười ngàn người trốn đi?|若 不 是 他 們 的 磐 石 賣 了 他 們 、 若 不 是 耶 和 華 交 出 他 們 、 一 人 焉 能 追 趕 他 們 千 人 、 二 人 焉 能 使 萬 人 逃 跑 呢 。
Vì hòn đá chúng nó chẳng phải như Hòn Đá chúng ta, Thù nghịch chúng ta cũng xét đoán như vậy.|據 我 們 的 仇 敵 自 己 斷 定 、 他 們 的 磐 石 不 如 我 們 的 磐 石 。
Cây nho chúng nó vốn là chồi của Sô-đôm, Và do đất của Gô-mô-rơ. Trái nho chúng nó vốn là độc, Và chùm nho vốn là đắng;|他 們 的 葡 萄 樹 是 所 多 瑪 的 葡 萄 樹 、 蛾 摩 拉 田 園 所 生 的 、 他 們 的 葡 萄 是 毒 葡 萄 、 全 掛 都 是 苦 的 。
Rượu nho chúng nó là nọc độc con rắn, Một thứ nọc độc rất dữ của rắn hổ.|他 們 的 酒 是 大 蛇 的 毒 氣 、 是 虺 蛇 殘 害 的 惡 毒 。
Những việc như thế làm sao ta quên được? Ta đã niêm phong nó vào trong kho ta.|這 不 都 是 積 蓄 在 我 這 裡 、 封 鎖 在 我 府 庫 中 麼 。
Khi chân chúng nó xiêu tó, Sự báo thù sẽ thuộc về ta, phần đối trả sẽ qui về ta. Vì ngày bại hoại của chúng nó hầu gần, Và những tai họa buộc phải xảy ra cho chúng nó đến mau.|他 們 失 腳 的 時 候 、 伸 ? 報 應 在 我 ． 因 他 們 遭 災 的 日 子 近 了 、 那 要 臨 在 他 們 身 上 的 、 必 速 速 來 到 。
Phải, khi Đức Giê-hô-va thấy sức lực của dân sự mình hao mòn, Và không còn lại tôi mọi hay là tự chủ cho chúng nó, Thì Ngài sẽ đoán xét công bình cho chúng nó, Và thương xót tôi tớ Ngài.|耶 和 華 見 他 百 姓 毫 無 能 力 、 無 論 困 住 的 、 自 由 的 、 都 沒 有 剩 下 、 就 必 為 他 們 伸 冤 、 為 他 的 僕 人 後 悔 。
Ngài sẽ phán: Các thần chúng nó, Những hòn đá chúng nó nhờ cậy,|他 必 說 、 他 們 的 神 、 他 們 所 投 靠 的 磐 石 、
Các thần hưởng mỡ của hi sinh, Và uống rượu của lễ quán chúng nó, đều ở đâu? Các thần ấy hãy đứng dậy, giúp đỡ Và che phủ cho các người!|就 是 向 來 喫 他 們 祭 牲 的 脂 油 、 喝 他 們 奠 祭 之 酒 的 、 在 那 裡 呢 ． 他 可 以 興 起 幫 助 你 們 、 護 衛 你 們 。
Bây giờ, hãy xem ta là Đức Chúa Trời, Ngoài ta chẳng có Đức Chúa Trời nào khác. Ta khiến cho chết và cho sống lại, Làm cho bị thương và chữa cho lành, Chẳng có ai giải cứu khỏi tay ta được.|你 們 如 今 要 知 道 、 我 、 惟 有 我 是 　 神 、 在 我 以 外 並 無 別 神 ． 我 使 人 死 、 我 使 人 活 、 我 損 傷 、 我 也 醫 治 、 並 無 人 能 從 我 手 中 救 出 來 。
Vì ta giơ tay chỉ trời Mà thề rằng: Ta quả thật hằng sống đời đời,|我 向 天 舉 手 說 、 我 憑 我 的 永 生 起 誓 ．
Khi ta mài lưỡi sáng của gươm ta, Và tay ta cầm sự đoán xét, Thì ta sẽ báo thù kẻ cừu địch ta, Cùng đối trả những kẻ nào ghét ta.|我 若 磨 我 閃 亮 的 刀 、 手 掌 審 判 之 權 、 就 必 報 復 我 的 敵 人 、 報 應 恨 我 的 人 。
Ta sẽ làm cho các mũi tên ta say huyết; Lưỡi gươm ta ăn thịt, Tức là huyết của kẻ bị giết và của phu tù, Thịt của đầu các tướng thù nghịch.|我 要 使 我 的 箭 飲 血 飲 醉 、 就 是 被 殺 被 擄 之 人 的 血 ． 我 的 刀 要 喫 肉 、 乃 是 仇 敵 中 首 領 之 頭 的 肉 。
Hỡi các nước! hãy vui mừng với dân Ngài, Vì Đức Chúa Trời sẽ báo thù huyết của tôi tớ Ngài, Trả thù kẻ cừu địch Ngài, Và tha tội cho xứ và cho dân của Ngài.|你 們 外 邦 人 、 當 與 主 的 百 姓 一 同 歡 呼 、 因 他 要 伸 他 僕 人 流 血 的 冤 、 報 應 他 的 敵 人 、 潔 淨 他 的 地 、 救 贖 他 的 百 姓 。
Vậy, Môi-se cùng Giô-suê, con trai của Nun, đến đọc hết các lời bài ca nầy cho dân sự nghe.|摩 西 和 嫩 的 兒 子 約 書 亞 、 去 將 這 歌 的 一 切 話 、 說 給 百 姓 聽 。
Khi Môi-se đã đọc xong các lời nầy tại trước mặt cả Y-sơ-ra-ên,|摩 西 向 以 色 列 眾 人 說 完 了 這 一 切 的 話 ．
thì người nói cùng chúng rằng: Hãy để lòng chăm chỉ về hết thảy lời ta đã nài khuyên các ngươi ngày nay, mà truyền cho con cháu mình, để chúng nó cẩn thận làm theo các lời của luật pháp nầy.|又 說 、 我 今 日 所 警 教 你 們 的 、 你 們 都 要 放 在 心 上 、 要 吩 咐 你 們 的 子 孫 謹 守 遵 行 這 律 法 上 的 話 ．
Vì chẳng phải một lời nói vô giá cho các ngươi đâu, nhưng nó là sự sống của các ngươi; nhờ lời nói nầy, các ngươi sẽ ở lâu ngày trên đất mà các ngươi sẽ đi nhận lấy, khi qua sông Giô-đanh.|因 為 這 不 是 虛 空 與 你 們 無 關 的 事 、 乃 是 你 們 的 生 命 、 在 你 們 過 約 但 河 要 得 為 業 的 地 上 、 必 因 這 事 日 子 得 以 長 久 。
