
					Lu-ca 1				|
Trước mặt dân chúng, họ không bắt lỗi lời Ngài phán chi được; và lấy lời đáp của Ngài làm lạ, thì nín lặng.|他 們 當 著 百 姓 、 在 這 話 上 得 不 著 把 柄 ． 又 希 奇 他 的 應 對 、 就 閉 口 無 言 了 。
Có mấy người Sa-đu-sê, là người vẫn quyết rằng không có sự sống lại, đến gần Đức Chúa Jêsus, mà hỏi rằng:|撒 都 該 人 常 說 沒 有 復 活 的 事 ． 有 幾 個 來 問 耶 穌 說 、
Thưa thầy, Môi-se đã truyền lại luật nầy cho chúng tôi: Nếu người kia có anh, cưới vợ rồi chết, không con, thì người phải cưới lấy vợ góa đó để nối dòng cho anh mình.|夫 子 、 摩 西 為 我 們 寫 著 說 、 人 若 有 妻 無 子 就 死 了 、 他 兄 弟 當 娶 他 的 妻 、 為 哥 哥 生 子 立 後 。
Vậy, có bảy anh em. Người thứ nhứt cưới vợ, rồi chết, không con.|有 弟 兄 七 人 ． 第 一 個 娶 了 妻 、 沒 有 孩 子 死 了 ．
Người thứ hai cũng lấy vợ đó,|第 二 個 、 第 三 個 、 也 娶 過 他 ．
rồi đến người thứ ba; hết thảy bảy người cũng vậy, đều chết đi không có con.|那 七 個 人 、 都 娶 過 他 、 沒 有 留 下 孩 子 就 死 了 。
Rốt lại, người đờn bà cũng chết.|後 來 婦 人 也 死 了 。
Vậy thì đến ngày sống lại, đờn bà đó sẽ là vợ ai? vì bảy người đều đã lấy làm vợ.|這 樣 、 當 復 活 的 時 候 、 他 是 那 一 個 的 妻 子 呢 ． 因 為 他 們 七 個 人 都 娶 過 他 。
Đức Chúa Jêsus phán rằng: Con cái của đời nầy lấy vợ gả chồng;|耶 穌 說 、 這 世 界 的 人 、 有 娶 有 嫁 ．
song những kẻ đã được kể đáng dự phần đời sau và đáng từ kẻ chết sống lại, thì không lấy vợ gả chồng.|惟 有 算 為 配 得 那 世 界 、 與 從 死 裡 復 活 的 人 、 也 不 娶 也 不 嫁 ．
Bởi họ sẽ không chết được nữa, vì giống như các thiên sứ, và là con của Đức Chúa Trời, tức là con của sự sống lại.|因 為 他 們 不 能 再 死 ． 和 天 使 一 樣 ． 既 是 復 活 的 人 、 就 為 　 神 的 兒 子 。
Còn về sự kẻ chết sống lại, Môi-se đã cho biết trong câu chuyện về Bụi gai, khi người gọi Chúa là Đức Chúa Trời của Ap-ra-ham, Đức Chúa Trời của Y-sác và Đức Chúa Trời của Gia-cốp.|至 於 死 人 復 活 、 摩 西 在 荊 棘 篇 上 、 稱 主 是 亞 伯 拉 罕 的 　 神 、 以 撒 的 　 神 、 雅 各 的 　 神 、 就 指 示 明 白 了 。
Vậy, Đức Chúa Trời không phải là Đức Chúa Trời của kẻ chết, nhưng của kẻ sống; vì ai nấy đều sống cho Ngài.|　 神 原 不 是 死 人 的 　 神 、 乃 是 活 人 的 　 神 ． 因 為 在 他 那 裡 、 人 都 是 活 的 。 〔 那 裡 或 作 看 來 〕
Có mấy thầy thông giáo cất tiếng thưa Ngài rằng: Lạy thầy, thầy nói phải lắm.|有 幾 個 文 士 說 、 夫 子 、 你 說 得 好 。
Họ không dám hỏi Ngài câu nào nữa.|以 後 他 們 不 敢 再 問 他 甚 麼 。
Đức Chúa Jêsus hỏi họ rằng: Làm sao người ta nói được rằng Đấng Christ là con vua Đa-vít?|耶 穌 對 他 們 說 、 人 怎 麼 說 基 督 是 大 衛 的 子 孫 呢 。
vì chính vua Đa-vít đã nói trong sách Thi thiên rằng: Chúa phán cùng Chúa tôi rằng: Hãy ngồi bên hữu ta,|詩 篇 上 、 大 衛 自 己 說 、 『 主 對 我 主 說 、 你 坐 在 我 的 右 邊 、
Cho đến khi ta bắt kẻ nghịch ngươi làm bệ chơn ngươi.|等 我 使 你 仇 敵 作 你 的 腳 凳 。 』
Vậy, vua Đa-vít gọi Ngài bằng Chúa; có lẽ nào Ngài là con vua ấy được?|大 衛 既 稱 他 為 主 、 他 怎 麼 又 是 大 衛 的 子 孫 呢 。
Khi dân chúng đương nghe, thì Ngài phán cùng môn đồ rằng:|眾 百 姓 聽 的 時 候 、 耶 穌 對 門 徒 說 、
Hãy giữ mình về các thầy thông giáo, là người ưa mặc áo dài đi dạo, và thích những sự chào hỏi giữa chợ, muốn ngôi cao trong nhà hội, ngồi đầu trong tiệc lớn,|你 們 要 防 備 文 士 ． 他 們 好 穿 長 衣 遊 行 、 喜 愛 人 在 街 市 上 問 他 們 安 、 又 喜 愛 會 堂 裡 的 高 位 、 筵 席 上 的 首 座 ．
làm bộ đọc lời cầu nguyện dài, mà nuốt gia tài của đờn bà góa. Họ sẽ bị đoán phạt nặng hơn.|他 們 侵 吞 寡 婦 的 家 產 、 假 意 作 很 長 的 禱 告 ． 這 些 人 要 受 更 重 的 刑 罰 。

					Lu-ca 21				|
						路加福音 21					
Đức Chúa Jêsus vừa ngó lên, thấy những kẻ giàu bỏ tiền lễ vào rương,|耶 穌 抬 頭 觀 看 、 見 財 主 把 捐 項 投 在 庫 裡 。
lại thấy một mụ góa nghèo bỏ vào hai đồng tiền.|又 見 一 個 窮 寡 婦 、 投 了 兩 個 小 錢 ．
Ngài phán rằng: Quả thật, ta nói cùng các ngươi, mụ góa nghèo nầy đã bỏ vào nhiều hơn hết mọi người khác.|就 說 、 我 實 在 告 訴 你 們 ． 這 窮 寡 婦 、 所 投 的 比 眾 人 還 多 ．
Vì mọi người kia đều lấy của dư mình mà làm của dâng; nhưng mụ nầy thiếu thốn, mà đã dâng hết của mình có để nuôi mình.|因 為 眾 人 都 是 自 己 有 餘 、 拿 出 來 投 在 捐 項 裡 ． 但 這 寡 婦 是 自 己 不 足 、 把 他 一 切 養 生 的 都 投 上 了 。
Có mấy người nói về đền thờ, về đá đẹp và đồ dâng làm rực rỡ trong đền thờ. Đức Chúa Jêsus phán rằng:|有 人 談 論 聖 殿 、 是 用 美 石 和 供 物 妝 飾 的 ．
Những ngày sẽ đến, mọi điều các ngươi ngó thấy đây, sẽ không còn một hòn đá nào chồng trên hòn khác mà không đổ xuống.|耶 穌 就 說 、 論 到 你 們 所 看 見 的 這 一 切 、 將 來 日 子 到 了 、 在 這 裡 沒 有 一 塊 石 頭 留 在 石 頭 上 、 不 被 拆 毀 了 。
Họ bèn hỏi Ngài rằng: Lạy thầy, vậy việc đó chừng nào sẽ xảy đến, và có điềm gì cho người ta biết rằng việc gần xảy đến không?|他 們 問 他 說 、 夫 子 、 甚 麼 時 候 有 這 事 呢 ． 這 事 將 到 的 時 候 、 有 甚 麼 豫 兆 呢 。
Ngài đáp rằng: Các ngươi hãy giữ, kẻo bị cám dỗ; vì có nhiều người sẽ mạo danh ta mà đến, và nói rằng: Ay chính ta là Đấng Christ, thì giờ đã đến gần. Các ngươi đừng theo họ.|耶 穌 說 、 你 們 要 謹 慎 、 不 要 受 迷 惑 ． 因 為 將 來 有 好 些 人 冒 我 的 名 來 、 說 、 我 是 基 督 ． 又 說 、 時 候 近 了 ． 你 們 不 要 跟 從 他 們 。
Lại khi các ngươi nghe nói về giặc giã loạn lạc, thì đừng kinh khiếp, vì các điều đó phải đến trước; nhưng chưa phải cuối cùng liền đâu.|你 們 聽 見 打 仗 和 擾 亂 的 事 、 不 要 驚 惶 ． 因 為 這 些 事 必 須 先 有 ． 只 是 末 期 不 能 立 時 就 到 。
Ngài cũng phán cùng họ rằng: Dân nầy sẽ dấy lên nghịch cùng dân khác, nước nó nghịch cùng nước kia;|當 時 耶 穌 對 他 們 說 、 民 要 攻 打 民 、 國 要 攻 打 國 ．
sẽ có sự động đất lớn, có đói kém và dịch lệ trong nhiều nơi, có những điềm lạ kinh khiếp và dấu lớn ở trên trời.|地 要 大 大 震 動 、 多 處 必 有 饑 荒 瘟 疫 ． 又 有 可 怕 的 異 象 、 和 大 神 蹟 、 從 天 上 顯 現 。
Song trước những điều đó thiên hạ sẽ vì cớ danh ta mà tra tay bắt bớ các ngươi, nộp tại các nhà hội, bỏ vào ngục, kéo đến trước mặt các vua và các quan tổng đốc.|但 這 一 切 的 事 以 先 、 人 要 下 手 拿 住 你 們 、 逼 迫 你 們 、 把 你 們 交 給 會 堂 、 並 且 收 在 監 裡 、 又 為 我 的 名 拉 你 們 到 君 王 諸 侯 面 前 。
Đều ấy xảy ra cho các ngươi để làm chứng cớ.|但 這 些 事 終 必 為 你 們 的 見 證 。
Vậy các ngươi hãy nhớ kĩ trong trí, đừng lo trước về sự binh vực mình thể nào.|所 以 你 們 當 立 定 心 意 、 不 要 豫 先 思 想 怎 樣 分 訴 ．
Vì ta sẽ ban cho các ngươi lời lẽ và sự khôn ngoan, mà kẻ nghịch không chống cự và bẻ bác được.|因 為 我 必 賜 你 們 口 才 智 慧 、 是 你 們 一 切 敵 人 所 敵 不 住 、 駁 不 倒 的 。
Các ngươi cũng sẽ bị cha, mẹ, anh, em, bà con, bạn hữu mình nộp mình; và họ sẽ làm cho nhiều người trong các ngươi phải chết.|連 你 們 的 父 母 、 弟 兄 、 親 族 、 朋 友 、 也 要 把 你 們 交 官 ． 你 們 也 有 被 他 們 害 死 的 。
Các ngươi sẽ vì cớ danh ta bị mọi người ghen ghét.|你 們 要 為 我 的 名 、 被 眾 人 恨 惡 ．
Nhưng một sợi tóc trên đầu các ngươi cũng không mất đâu.|然 而 你 們 連 一 根 頭 髮 、 也 必 不 損 壞 。
Nhờ sự nhịn nhục của các ngươi mà giữ được linh hồn mình.|你 們 常 存 忍 耐 、 就 必 保 全 靈 魂 。 〔 或 作 必 得 生 命 〕
Vả, khi các ngươi sẽ thấy quân lính vây thành Giê-ru-sa-lem, hãy biết sự tàn phá thành ấy gần đến.|你 們 看 見 耶 路 撒 冷 被 兵 圍 困 、 就 可 知 道 他 ． 成 荒 場 的 日 子 近 了 。
Lúc đó, ai ở trong xứ Giu-đê hãy trốn lên núi; ai ở trong thành phải đi ra ngoài, ai ở ngoài đồng đừng trở vào thành.|那 時 、 在 猶 太 的 、 應 當 逃 到 山 上 ． 在 城 裡 的 、 應 當 出 來 ． 在 鄉 下 的 、 不 要 進 城 。
Vì những ngày đó là ngày báo thù, hầu cho mọi lời đã chép được ứng nghiệm.|因 為 這 是 報 應 的 日 子 、 使 經 上 所 寫 的 都 得 應 驗 。
Trong những ngày ấy, khốn cho đờn bà có thai, và đờn bà cho con bú! Vì sẽ có tại nạn lớn trong xứ, và cơn thạnh nộ nghịch cùng dân nầy.|當 那 些 日 子 、 懷 孕 的 和 奶 孩 子 的 有 禍 了 ． 因 為 將 有 大 災 難 降 在 這 地 方 、 也 有 震 怒 臨 到 這 百 姓 。
Họ sẽ bị ngã dưới lưỡi gươm, sẽ bị đem đi làm phu tù giữa các dân ngoại, thành Giê-ru-sa-lem sẽ bị dân ngoại giày đạp, cho đến chừng nào các kỳ dân ngoại được trọn.|他 們 要 倒 在 刀 下 、 又 被 擄 到 各 國 去 ． 耶 路 撒 冷 要 被 外 邦 人 踐 踏 、 直 到 外 邦 人 的 日 期 滿 了 。
Sẽ có các điềm lạ trong mặt trời, mặt trăng, cùng các ngôi sao; còn dưới đất, dân các nước sầu não rối loạn vì biển nổi tiếng om sòm và sóng đào.|日 月 星 辰 要 顯 出 異 兆 ． 地 上 的 邦 國 也 有 困 苦 ． 因 海 中 波 浪 的 響 聲 、 就 慌 慌 不 定 ．
Người ta nhơn trong khi đợi việc hung dữ xảy ra cho thế gian, thì thất kinh mất vía, vì các thế lực trên trời sẽ rúng động.|天 勢 都 要 震 動 ． 人 想 起 那 將 要 臨 到 世 界 的 事 、 就 都 嚇 得 魂 不 附 體 。
Bấy giờ thiên hạ sẽ thấy Con người dùng đại quyền đại vinh mà ngự đến trên đám mây.|那 時 、 他 們 要 看 見 人 子 、 有 能 力 、 有 大 榮 耀 、 駕 雲 降 臨 。
Chừng nào các việc đó khỏi xảy đến, hãy đứng thẳng lên, ngước đầu lên, vì sự giải cứu của các ngươi gần tới.|一 有 這 些 事 、 你 們 就 當 挺 身 昂 首 ． 因 為 你 們 得 贖 的 日 子 近 了 。
Đoạn, Ngài phán cùng họ một lời ví dụ rằng: Hãy xem cây vả và các cây khác;|耶 穌 又 設 比 喻 對 他 們 說 、 你 們 看 無 花 果 樹 、 和 各 樣 的 樹 ． 他 發 芽 的 時 候 、 你 們 一 看 見 自 然 曉 得 夏 天 近 了 。
khi nó mới nứt lộc, các ngươi thấy thì tự biết rằng mùa hạ đã gần đến.|見 上 節
Cũng vậy, khi các ngươi thấy những điều ấy xảy ra, hãy biết nước Đức Chúa Trời gần đến.|這 樣 、 你 們 看 見 這 些 事 漸 漸 的 成 就 、 也 該 曉 得 　 神 的 國 近 了 。
Quả thật, ta nói cùng các ngươi, dòng dõi nầy chẳng qua trước khi mọi sự kia chưa xảy đến.|我 實 在 告 訴 你 們 、 這 世 代 還 沒 有 過 去 、 這 些 事 都 要 成 就 。
Trời đất sẽ qua, song lời ta nói sẽ không qua đâu.|天 地 要 廢 去 、 我 的 話 卻 不 能 廢 去 。
Vậy, hãy tự giữ lấy mình, e rằng vì sự ăn uống quá độ, sự say sưa và sự lo lắng đời nầy làm cho lòng các ngươi mê mẩn chăng, và e ngày ấy đến thình lình trên các ngươi như lưới bủa;|你 們 要 謹 慎 、 恐 怕 因 貪 食 醉 酒 並 今 生 的 思 慮 、 累 住 你 們 的 心 、 那 日 子 就 如 同 網 羅 忽 然 臨 到 你 們 ．
vì ngày đó sẽ đến cho mọi người ở khắp trên mặt đất cũng vậy.|因 為 那 日 子 要 這 樣 臨 到 全 地 上 一 切 居 住 的 人 。
Vậy, hãy tỉnh thức luôn và cầu nguyện, để các ngươi được tránh khỏi các tại nạn sẽ xảy ra, và đứng trước mặt Con người.|你 們 要 時 時 儆 醒 、 常 常 祈 求 、 使 你 們 能 逃 避 這 一 切 要 來 的 事 、 得 以 站 立 在 人 子 面 前 。
Vả, ban ngày, Đức Chúa Jêsus dạy dỗ trong đền thờ; còn đến chiều, Ngài đi lên núi, gọi là núi ô-li-ve, mà ở đêm tại đó.|耶 穌 每 日 在 殿 裡 教 訓 人 ． 每 夜 出 城 在 一 座 山 、 名 叫 橄 欖 山 住 宿 。
Vừa tảng sáng, cả dân sự đến cùng Ngài trong đền thờ, đặng nghe Ngài dạy.|眾 百 姓 清 早 上 聖 殿 、 到 耶 穌 那 裡 、 要 聽 他 講 道 。

					Lu-ca 22				|
						路加福音 22					
Ngày lễ ăn bánh không men thứ là lễ Vượt Qua đến gần.|除 酵 節 、 又 叫 逾 越 節 、 近 了 。
Các thầy tế lễ cả cùng các thầy thông giáo tìm phương đặng giết Đức Chúa Jêsus; vì họ sợ dân.|祭 司 長 和 文 士 、 想 法 子 怎 麼 纔 能 殺 害 耶 穌 ． 是 因 他 們 懼 怕 百 姓 。
Vả, quỉ Sa-tan ám vào Giu-đa, gọi là Ích-ca-ri-ốt, là người trong số mười hai sứ đồ,|這 時 、 撒 但 入 了 那 稱 為 加 略 人 猶 大 的 心 、 他 本 是 十 二 門 徒 裡 的 一 個 。
nó đi kiếm các thầy tế lễ cả và các thầy đội, để đồng mưu dùng cách nào nộp Ngài cho họ.|他 去 和 祭 司 長 並 守 殿 官 商 量 、 怎 麼 可 以 把 耶 穌 交 給 他 們 。
Các người kia mừng lắm, hứa sẽ cho nó tiền bạc.|他 們 歡 喜 、 就 約 定 給 他 銀 子 。
Nó đã ưng thuận với họ, bèn kiếm dịp tiện đặng nộp Đức Chúa Jêsus trong khi dân chúng không biết.|他 應 允 了 、 就 找 機 會 要 趁 眾 人 不 在 跟 前 的 時 候 、 把 耶 穌 交 給 他 們 。
Đến ngày lễ ăn bánh không men, là ngày người ta phải giết con sinh làm lễ Vượt Qua,|除 酵 節 、 須 宰 逾 越 羊 羔 的 那 一 天 到 了 。
Đức Chúa Jêsus sai Phi -e-rơ và Giăng đi, mà phán rằng: Hãy đi dọn lễ Vượt Qua cho chúng ta ăn.|耶 穌 打 發 彼 得 、 約 翰 、 說 、 你 們 去 為 我 們 豫 備 逾 越 節 的 筵 席 、 好 叫 我 們 喫 。
Hai người trong: Thầy muốn chúng tôi dọn lễ ấy tại đâu?|他 們 問 他 說 、 要 我 們 在 那 裡 豫 備 。
Ngài đáp rằng: Khi các ngươi vào thành, sẽ gặp một người mang vò nước; hãy theo người vào nhà.|耶 穌 說 、 你 們 進 了 城 、 必 有 人 拿 著 一 瓶 水 迎 面 而 來 ． 你 們 就 跟 著 他 、 到 他 所 進 的 房 子 裡 去 ．
và nói cùng chủ nhà rằng: Thầy phán cùng ngươi rằng: Phòng khách là chỗ ta sẽ ăn lễ Vượt Qua với môn đồ ta ở đâu?|對 那 家 的 主 人 說 、 夫 子 說 、 客 房 在 那 裡 、 我 與 門 徒 好 在 那 裡 喫 逾 越 節 的 筵 席 。
Chủ nhà sẽ chỉ cho một cái phòng rộng và cao, đồ đạc sẵn sàng; các ngươi hãy dọn ở đó.|他 必 指 給 你 們 擺 設 整 齊 的 一 間 大 樓 、 你 們 就 在 那 裡 豫 備 。
Hai môn đồ đi, quả gặp những đều như Ngài đã phán, bèn dọn lễ Vượt Qua.|他 們 去 了 、 所 遇 見 的 、 正 如 耶 穌 所 說 的 ． 他 們 就 豫 備 了 逾 越 節 的 筵 席 。
Đến giờ, Ngài ngồi bàn ăn, các sứ đồ cùng ngồi với Ngài.|時 候 到 了 、 耶 穌 坐 席 、 使 徒 也 和 他 同 坐 。
Ngài phán rằng: Ta rất muốn ăn lễ Vượt Qua nầy với các ngươi trước khi ta chịu đau đớn.|耶 穌 對 他 們 說 、 我 很 願 意 在 受 害 以 先 、 和 你 們 喫 這 逾 越 節 的 筵 席 。
