
					I-sai-a 1				|
Họ không biết đường bình an, trong đường họ đi không có sự công nghĩa. Họ tự làm những lối quanh queo: ai đi trong đó thì chẳng biết sự bình an!|平 安 的 路 、 他 們 不 知 道 ． 所 行 的 事 、 沒 有 公 平 ． 他 們 為 自 己 修 彎 曲 的 路 ． 凡 行 此 路 的 、 都 不 知 道 平 安 。
Vậy nên sự công bình đã cách xa chúng ta, sự nhơn nghĩa cũng không theo kịp chúng ta. Chúng ta trông mong sự sáng, mà sự tối tăm đây nầy, trông mong sự sáng láng, mà đi trong u ám.|因 此 公 平 離 我 們 遠 、 公 義 追 不 上 我 們 ． 我 們 指 望 光 亮 、 卻 是 黑 暗 ． 指 望 光 明 、 卻 行 幽 暗 。
Chúng ta đi dọc theo tường như người mù; rờ rẫm như người không có mắt; đúng trưa mà vấp chơn như chạng vạng; giữa những kẻ mạnh mẽ mà mình như người chết.|我 們 摸 索 牆 壁 、 好 像 瞎 子 ． 我 們 摸 索 、 如 同 無 目 之 人 ． 我 們 晌 午 絆 腳 、 如 在 黃 昏 一 樣 ． 我 們 在 肥 壯 人 中 、 像 死 人 一 般 。
Chúng ta cứ rên siếc như con gấu, và rầm rì như chim bò câu; trông sự công bình, mà nó không đến, đợi sự cứu rỗi, mà nó cách xa!|我 們 咆 哮 如 熊 、 哀 鳴 如 鴿 ． 指 望 公 平 、 卻 是 沒 有 ． 指 望 救 恩 、 卻 遠 離 我 們 。
Phải, sự phạm phép chúng tôi đã thêm nhiều trước mặt Ngài, tội lỗi chúng tôi làm chứng nghịch cùng chúng tôi. Vì sự phạm phép chúng tôi ở cùng chúng tôi, và chúng tôi biết sự gian ác mình.|我 們 的 過 犯 在 你 面 前 增 多 、 罪 惡 作 見 證 告 我 們 ． 過 犯 與 我 們 同 在 ． 至 於 我 們 的 罪 孽 、 我 們 都 知 道 ．
Chúng tôi đã bạn nghịch, chối Đức Giê-hô-va, và trở lòng chẳng theo Đức Chúa Trời mình. Chúng tôi nói sự bạo ngược và phản loạn, cưu mang những lời giả dối trong lòng và nói ra!|就 是 悖 逆 不 認 識 耶 和 華 、 轉 去 不 跟 從 我 們 的 　 神 、 說 欺 壓 和 叛 逆 的 話 、 心 懷 謊 言 、 隨 即 說 出 。
Cho nên sự công bình trở lui lại, sự nhơn nghĩa đứng xa; vì lẽ thật vấp ngã giữa đường phố, và sự ngay thẳng chẳng được vào.|並 且 公 平 轉 而 退 後 、 公 義 站 在 遠 處 ． 誠 實 在 街 上 仆 倒 、 正 直 也 不 得 進 入 。
Lẽ thật đã không còn, ai lánh điều dữ thì phải cướp bắt. Đức Giê-hô-va thấy không có sự công bình thì chẳng đẹp lòng,|誠 實 少 見 ． 離 惡 的 人 反 成 掠 物 。 那 時 、 耶 和 華 看 見 沒 有 公 平 、 甚 不 喜 悅 。
thấy không có người, chẳng ai cầu thay, thì lấy làm lạ lùng. Ngài bèn dùng chính cánh tay mình đem sự cứu rỗi đến; lấy sự công bình mình mà nâng đỡ.|他 見 無 人 拯 救 、 無 人 代 求 、 甚 為 詫 異 ． 就 用 自 己 的 膀 臂 施 行 拯 救 ． 以 公 義 扶 持 自 己 。
Ngài mặc sự công bình làm giáp, đội sự cứu rỗi trên đầu làm mão trụ; lấy sự báo thù làm áo mà bận, lấy sự sốt sắng làm áo tơi mà choàng mình.|他 以 公 義 為 鎧 甲 、 〔 或 作 護 心 鏡 〕 以 拯 救 為 頭 盔 、 以 報 仇 為 衣 服 、 以 熱 心 為 外 袍 。
Ngài báo trả cho người ta tùy việc họ làm: sự thạnh nộ cho kẻ đối địch Ngài, sự báo oán cho kẻ thù nghịch; Ngài sẽ báo trả các cù lao.|他 必 按 人 的 行 為 施 報 、 惱 怒 他 的 敵 人 、 報 復 他 的 仇 敵 、 向 眾 海 島 施 行 報 應 。
Người ta sự kính sợ danh Đức Giê-hô-va từ phương tây, và sự vinh hiển Ngài từ phương mặt trời mọc lên; vì Ngài sẽ đến như sông tràn dẫy bởi hơi Đức Giê-hô-va thổi giục.|如 此 、 人 從 日 落 之 處 、 必 敬 畏 耶 和 華 的 名 ． 從 日 出 之 地 、 也 必 敬 畏 他 的 榮 耀 ． 因 為 仇 敵 好 像 急 流 的 河 水 沖 來 、 是 耶 和 華 之 氣 所 驅 逐 的 。
Đấng Cứu chuộc sẽ đến Si-ôn, đến cùng những kẻ thuộc về Gia-cốp, là kẻ bỏ tội lỗi, Đức Giê-hô-va phán vậy.|必 有 一 位 救 贖 主 、 來 到 錫 安 雅 各 族 中 轉 離 過 犯 的 人 那 裡 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va phán: Về phần ta, nầy là giao ước ta đã lập với họ. Thần ta ở trên ngươi, cả đến những lời ta đã đặt nơi miệng ngươi, sẽ chẳng lìa khỏi miệng ngươi, miệng dòng dõi ngươi, và miệng dòng dõi của dòng dõi ngươi, từ bây giờ cho đến đời đời! Đức Giê-hô-va phán vậy.|耶 和 華 說 、 至 於 我 與 他 們 所 立 的 約 、 乃 是 這 樣 ． 我 加 給 你 的 靈 、 傳 給 你 的 話 、 必 不 離 你 的 口 、 也 不 離 你 後 裔 與 你 後 裔 之 後 裔 的 口 、 從 今 直 到 永 遠 ． 這 是 耶 和 華 說 的 。

					I-sai-a 60				|
						以賽亞書 60					
Hãy dấy lên, và sáng lòe ra! Vì sự sáng ngươi đã đến, và vinh quang Đức Giê-hô-va vã mọc lên trên ngươi.|興 起 發 光 ． 因 為 你 的 光 已 經 來 到 、 耶 和 華 的 榮 耀 發 現 照 耀 你 ．
Nầy, sự tối tăm vây phủ đất, sự u ám bao bọc các dân; song Đức Giê-hô-va dấy lên trên ngươi, vinh quang Ngài tỏ rạng trên ngươi.|看 哪 、 黑 暗 遮 蓋 大 地 、 幽 暗 遮 蓋 萬 民 ． 耶 和 華 卻 要 顯 現 照 耀 你 、 他 的 榮 耀 要 現 在 你 身 上 ．
Các dân tộc sẽ được nơi sự sáng ngươi, các vua sẽ đến nơi sự chói sáng đã mọc lên trên ngươi.|萬 國 要 來 就 你 的 光 、 君 王 要 來 就 你 發 現 的 光 輝 。
Hãy ngước mắt lên xung quanh ngươi, và nhìn xem: họ nhóm lại hết thảy, và đến cùng ngươi. Con trai ngươi đến từ xa, con gái ngươi sẽ được bồng ẵm trong cánh tay.|你 舉 目 向 四 方 觀 看 ． 眾 人 都 聚 集 來 到 你 這 裡 ． 你 的 眾 子 從 遠 方 而 來 、 你 的 眾 女 也 被 懷 抱 而 來 。
Bấy giờ ngươi sẽ thấy và được chói sáng, lòng ngươi vừa rung động vừa nở nang; vì sự dư dật dưới biển sẽ trở đến cùng ngươi, sự giàu có các nước sẽ đến với ngươi.|那 時 你 看 見 就 有 光 榮 、 你 心 又 跳 動 、 又 寬 暢 ． 因 為 大 海 豐 盛 的 貨 物 必 轉 來 歸 你 、 列 國 的 財 寶 、 也 必 來 歸 你 ．
Muôn vàn lạc đà sẽ che khắp xứ ngươi, cả đến lạc đà một gu ở Ma-đi-an và Ê-pha cũng vậy. Nầy, hết thảy những người Sê-ba đem vàng và nhũ hương đến, và rao truyền lời ngợi khen Đức Giê-hô-va.|成 群 的 駱 駝 、 並 米 甸 和 以 法 的 獨 峰 駝 、 必 遮 滿 你 ． 示 巴 的 眾 人 、 都 必 來 到 ． 要 奉 上 黃 金 乳 香 、 又 要 傳 說 耶 和 華 的 讚 美 ．
Hết thảy bầy súc vật của Kê-đa sẽ nhóm lại nơi ngươi, những chiên đực xứ Nê-ba-giốt sẽ làm của ngươi dùng, dâng lên bàn thờ ta làm một của lễ đẹp ý, nên ta sẽ làm sáng nhà của sự vinh hiển ta.|基 達 的 羊 群 、 都 必 聚 集 到 你 這 裡 、 尼 拜 約 的 公 羊 要 供 你 使 用 ． 在 我 壇 上 必 蒙 悅 納 ． 我 必 榮 耀 我 榮 耀 的 殿 。
Những kẻ bay như mây, giống chim bò câu về cửa sổ mình, đó là ai?|那 些 飛 來 如 雲 、 又 如 鴿 子 向 窗 戶 飛 回 的 、 是 誰 呢 ．
Các cù lao chắc sẽ trông đợi ta, các tàu bè của Ta-rê-si trước nhứt đem con trai ngươi từ xa về, cùng với bạc vàng của họ, vì danh của Giê-hô-va Đức Chúa Trời ngươi, và vì Đấng Thánh của Y-sơ-ra-ên, bởi Ngài đã làm vinh hiển ngươi.|眾 海 島 必 等 候 我 、 首 先 是 他 施 的 船 隻 、 將 你 的 眾 子 、 連 他 們 的 金 銀 、 從 遠 方 一 同 帶 來 、 都 為 耶 和 華 你 　 神 的 名 、 又 為 以 色 列 的 聖 者 、 因 為 他 已 經 榮 耀 了 你 。
Các ngươi dân ngoại sẽ sửa xây thành ngươi, các vua họ sẽ hầu việc ngươi; vì khi ta giận, có đánh ngươi, nhưng nay ta ra ơn thương xót ngươi.|外 邦 人 必 建 築 你 的 城 牆 、 他 們 的 王 必 服 事 你 ． 我 曾 發 怒 擊 打 你 、 現 今 卻 施 恩 憐 恤 你 ．
Các cửa ngươi sẽ mở luôn, ngày đêm đều không đóng, hầu cho người ta đem của báu các nước đến cho ngươi, và dẫn các vua đến làm phu tù.|你 的 城 門 必 時 常 開 放 、 晝 夜 不 關 、 使 人 把 列 國 的 財 物 帶 來 歸 你 、 並 將 他 們 的 君 王 牽 引 而 來 。
Vì dân và nước nào chẳng thần phục ngươi thì sẽ bị diệt vong. Những nước đó sẽ bị diệt vong.|哪 一 邦 哪 一 國 不 事 奉 你 、 就 必 滅 亡 、 也 必 全 然 荒 廢 。
Những cây tùng, cây sam, cây hoàng dương vốn là sự vinh hiển của Li-ban, sẽ cùng nhau bị đem đến cho ngươi để trang hoàng nơi thánh ta. Ta sẽ làm cho chỗ ta đặt chơn được vinh hiển.|利 巴 嫩 的 榮 耀 、 就 是 松 樹 、 杉 樹 、 黃 楊 樹 、 都 必 一 同 歸 你 、 為 要 修 飾 我 聖 所 之 地 ． 我 也 要 使 我 腳 踏 之 處 得 榮 耀 。
Các con trai của những kẻ ức hiếp ngươi sẽ cúi đầu đến cùng ngươi; mọi kẻ vốn khinh dể ngươi sẽ quì lạy nơi bàn chơn ngươi. Ngươi sẽ được xưng là Thành của Đức Giê-hô-va, là Si-ôn của Đấng Thánh Y-sơ-ra-ên.|素 來 苦 待 你 的 、 他 的 子 孫 都 必 屈 身 來 就 你 ． 藐 視 你 的 、 都 要 在 你 腳 下 跪 拜 ． 他 們 要 稱 你 為 耶 和 華 的 城 、 為 以 色 列 聖 者 的 錫 安 。
Xưa kia ngươi đã bị bỏ, bị ghét, đến nỗi không ai đi qua giữa ngươi, ta sẽ làm cho ngươi nên cao trọng đời đời, nên sự vui mừng của nhiều đời.|你 雖 然 被 撇 棄 被 厭 惡 、 甚 至 無 人 經 過 、 我 卻 使 你 變 為 永 遠 的 榮 華 、 成 為 累 代 的 喜 樂 。
Ngươi sẽ hút sữa của các nước; bú vú của các vua; ngươi sẽ biết ta, Đức Giê-hô-va, là Đấng Cứu ngươi, Đấng Chuộc ngươi, và là Đấng Toàn năng của Gia-cốp.|你 也 必 喫 萬 國 的 奶 、 又 喫 君 王 的 奶 ． 你 便 知 道 我 耶 和 華 是 你 的 救 主 、 是 你 的 救 贖 主 、 雅 各 的 大 能 者 。
Ta sẽ ban vàng thay cho đồng, ban bạc thay cho sắt, ban đồng tay cho gỗ, ban sắt thay cho đá. Ta sẽ khiến sự bình an làm quan cai trị ngươi, và sự công bình làm quan xử đoán ngươi.|我 要 拿 金 子 代 替 銅 、 拿 銀 子 代 替 鐵 、 拿 銅 代 替 木 頭 、 拿 鐵 代 替 石 頭 ． 並 要 以 和 平 為 你 的 官 長 、 以 公 義 為 你 的 監 督 。
Trong xứ ngươi sẽ chẳng nghe nói về sự hung dữ nữa, trong bờ cõi ngươi cũng không có sự hoang vu và phá hủy nữa; nhưng ngươi sẽ gọi tường mình là "Cứu-rỗi," cửa mình là "Ngợi khen."|你 地 上 不 再 聽 見 強 暴 的 事 、 境 內 不 再 聽 見 荒 涼 毀 滅 的 事 ． 你 必 稱 你 的 牆 為 拯 救 、 稱 你 的 門 為 讚 美 。
Ngươi sẽ chẳng nhờ mặt trời soi sáng ban ngày nữa, và cũng chẳng còn nhờ mặt trăng chiếu sáng ban đêm; nhưng Đức Giê-hô-va sẽ làm sự sáng đời đời cho ngươi, Đức Chúa Trời ngươi sẽ làm vinh quang cho ngươi.|日 頭 不 再 作 你 白 晝 的 光 、 月 亮 也 不 再 發 光 照 耀 你 ． 耶 和 華 卻 要 作 你 永 遠 的 光 、 你 　 神 要 為 你 的 榮 耀 ．
Mặt trời của ngươi không lặn nữa; mặt trăng chẳng còn khuyết, vì Đức Giê-hô-va sẽ là sự sáng đời đời cho ngươi, những ngày sầu thảm của ngươi đã hết rồi.|你 的 日 頭 不 再 下 落 、 你 的 月 亮 也 不 退 縮 ． 因 為 耶 和 華 必 作 你 永 遠 的 光 、 你 悲 哀 的 日 子 也 完 畢 了 。
Còn dân ngươi, hết thảy sẽ là công bình. Họ sẽ hưởng được xứ nầy đời đời; ấy là nhánh ta đã trồng, việc tay ta làm để ta được vinh hiển.|你 的 居 民 都 成 為 義 人 、 永 遠 得 地 為 業 、 是 我 種 的 栽 子 、 我 手 的 工 作 、 使 我 得 榮 耀 ．
Kẻ rất nhỏ trong vòng họ sẽ nên một ngàn, còn kẻ rất hèn yếu sẽ trở nên một dân mạnh. Ta, Đức Giê-hô-va, sẽ nôn nả làm điều ấy trong kỳ nó!|至 小 的 族 要 加 增 千 倍 、 微 弱 的 國 必 成 為 強 盛 ． 我 耶 和 華 要 按 定 期 速 成 這 事 。

					I-sai-a 61				|
						以賽亞書 61					
Thần của Chúa Giê-hô-va ngự trên ta; vì Đức Giê-hô-va đã xức dầu cho ta, đặng giảng tin lành cho kẻ khiêm nhường. Ngài đã sai ta đến đặng rịt những kẻ vỡ lòng, đặng rao cho kẻ phu tù được tự do, kẻ bị cầm tù được ra khỏi ngục;|主 耶 和 華 的 靈 在 我 身 上 ． 因 為 耶 和 華 用 膏 膏 我 、 叫 我 傳 好 信 息 給 謙 卑 的 人 、 〔 或 作 傳 福 音 給 貧 窮 的 人 〕 差 遣 我 醫 好 傷 心 的 人 、 報 告 被 擄 的 得 釋 放 、 被 囚 的 出 監 牢 ．
đặng rao năm ban ơn của Đức Giê-hô-va, và ngày báo thù của Đức Chúa Trời chúng ta; đặng yên ủi mọi kẻ buồn rầu;|報 告 耶 和 華 的 恩 年 、 和 我 們 　 神 報 仇 的 日 子 、 安 慰 一 切 悲 哀 的 人 ．
đặng ban mão hoa cho kẻ buồn rầu ở Si-ôn thay vì tro bụi, ban dầu vui mừng thay vì tang chế, ban áo ngợi khen thay vì lòng nặng nề; hầu cho những kẻ ấy được xưng là cây của sự công bình, là cây Đức Giê-hô-va đã trồng để được vinh hiển.|賜 華 冠 與 錫 安 悲 哀 的 人 、 代 替 灰 塵 、 喜 樂 油 、 代 替 悲 哀 、 讚 美 衣 、 代 替 憂 傷 之 靈 ． 使 他 們 稱 為 公 義 樹 、 是 耶 和 華 所 栽 的 、 叫 他 得 榮 耀 。
Họ sẽ xây lại các nơi hoang vu ngày xưa, dựng lại các nơi hủy hoại lúc trước, lập lại thành bị hủy phá, là những nơi đổ nát lâu đời.|他 們 必 修 造 已 久 的 荒 場 、 建 立 先 前 淒 涼 之 處 、 重 修 歷 代 荒 涼 之 城 。
Những người khách lạ sẽ đứng đặng chăn bầy chiên các ngươi, những người ngoại quốc sẽ làm kẻ cày ruộng và trồng nho của các ngươi;|那 時 、 外 人 必 起 來 牧 放 你 們 的 羊 群 、 外 邦 人 必 作 你 們 耕 種 田 地 的 、 修 理 葡 萄 園 的 。
nhưng các ngươi thì sẽ được gọi là thầy tế lễ của Đức Giê-hô-va; sẽ được xưng là chức dịch của Đức Chúa Trời chúng ta; sẽ ăn của báu các nước, và lấy sự vinh hoa của họ mà khoe mình.|你 們 倒 要 稱 為 耶 和 華 的 祭 司 ． 人 必 稱 你 們 為 我 們 　 神 的 僕 役 ． 你 們 必 喫 用 列 國 的 財 物 、 因 得 他 們 的 榮 耀 自 誇 。
Các ngươi sẽ được gấp hai để thay vì sự xấu hổ; chúng nó sẽ có sản nghiệp bội phần trong xứ mình, và được sự vui mừng đời đời.|你 們 必 得 加 倍 的 好 處 、 代 替 所 受 的 羞 辱 ． 分 中 所 得 的 喜 樂 、 必 代 替 所 受 的 凌 辱 ． 在 境 內 必 得 加 倍 的 產 業 ． 永 遠 之 樂 必 歸 與 你 們 ． 〔 原 文 作 他 們 〕
Vì ta, Đức Giê-hô-va, ưa sự chánh trực, ghét sự trộm cướp và sự bất nghĩa. Ta sẽ lấy điều thành tín báo trả lại, và lập giao ước nước chúng nó đời đời.|因 為 我 耶 和 華 喜 愛 公 平 、 恨 惡 搶 奪 和 罪 孽 ． 我 要 憑 誠 實 施 行 報 應 、 並 要 與 我 的 百 姓 立 永 約 ．
Dòng-dõi chúng nó sẽ nổi tiếng trong các nước, con cháu sẽ nổi tiếng trong các dân; phàm ai thấy sẽ nhận là một dòng dõi mà Đức Giê-hô-va đã ban phước.|他 們 的 後 裔 必 在 列 國 中 被 人 認 識 、 他 們 的 子 孫 在 眾 民 中 也 是 如 此 ． 凡 看 見 他 們 的 、 必 認 他 們 是 耶 和 華 賜 福 的 後 裔 。
Ta sẽ rất vui vẻ trong Đức Giê-hô-va, linh hồn ta mừng rỡ trong Đức Chúa Trời ta; vì Ngài đã mặc áo cứu rỗi cho ta; khoác áo choàng công bình cho ta, như chàng rể mới diện mão hoa trên đầu mình, như cô dâu mới dồi mình bằng châu báu.|我 因 耶 和 華 大 大 歡 喜 、 我 的 心 靠 　 神 快 樂 ． 因 他 以 拯 救 為 衣 給 我 穿 上 、 以 公 義 為 袍 給 我 披 上 、 好 像 新 郎 戴 上 華 冠 、 又 像 新 婦 佩 戴 妝 飾 。
