
					Ê-xê-ki-ên 1				|
Chúng nó sẽ không tìm củi trong đồng, không đốn củi trong rừng, vì lấy khí giới mà chụm lửa. Chúng nó sẽ bóc lột những kẻ đã bóc lột mình, và cướp giựt những kẻ đã cướp giựt mình, Chúa Giê-hô-va phán vậy.|甚 至 他 們 不 必 從 田 野 撿 柴 、 也 不 必 從 樹 林 伐 木 ． 因 為 他 們 要 用 器 械 燒 火 ． 並 且 搶 奪 那 搶 奪 他 們 的 人 、 擄 掠 那 擄 掠 他 們 的 人 ． 這 是 主 耶 和 華 說 的 。
Sẽ xảy ra trong ngày đó, ta sẽ cho Gót một chỗ chôn tại Y-sơ-ra-ên, trong đồng trũng của những người qua lại, ở về phương đông biển; và chỗ chôn đó sẽ ngăn đường của khác bộ hành. Ay tại đó người ta sẽ chôn Gót và cả đoàn dân nó; và người ta sẽ gọi đồng trũng ấy là đồng trũng của đảng Gót.|當 那 日 我 必 將 以 色 列 地 的 谷 、 就 是 海 東 人 所 經 過 的 谷 、 賜 給 歌 革 為 墳 地 、 使 經 過 的 人 到 此 停 步 ． 在 那 裡 人 必 葬 埋 歌 革 和 他 的 群 眾 、 就 稱 那 地 為 哈 們 歌 革 谷 。
Nhà Y-sơ-ra-ên sẽ phải mất bảy tháng để chôn chúng nó, hầu cho làm sạch trong đất.|以 色 列 家 的 人 、 必 用 七 個 月 葬 埋 他 們 、 為 要 潔 淨 全 地 。
Hết thảy dân cư trong đất sẽ chôn chúng nó, và ấy sẽ là một ngày danh tiếng cho dân, là ngày mà ta sẽ được vinh hiển, Chúa Giê-hô-va phán vậy.|全 地 的 居 民 都 必 葬 埋 他 們 ． 當 我 得 榮 耀 的 日 子 、 這 事 必 叫 他 們 得 名 聲 ． 這 是 主 耶 和 華 說 的 。
Chúng nó sẽ cắt những người hằng đi tuần trong đất, và với những người đó sẽ có người chôn những thây còn lại trên mặt đất để làm cho sạch; qua khỏi bảy tháng, họ sẽ đi tìm kiếm.|他 們 必 分 派 人 時 常 巡 查 遍 地 、 與 過 路 的 人 一 同 葬 埋 那 剩 在 地 面 上 的 屍 首 、 好 潔 淨 全 地 ． 過 了 七 個 月 、 他 們 還 要 巡 查 。
Vậy nếu nó đi tuần trong đất, thấy những xương người ta, thì dựng tiêu chí một bên, cho đến chừng nào những kẻ chôn đã chôn những xương ấy trong đồng trũng của đảng Gót.|巡 查 遍 地 的 人 、 要 經 過 全 地 ． 見 有 人 的 骸 骨 、 就 在 旁 邊 立 一 標 記 、 等 葬 埋 的 人 來 將 骸 骨 葬 在 哈 們 歌 革 谷 。
Cũng sẽ có một thành được gọi tên là Đảng. Ay người ta sẽ làm sạch trong đất như vậy.|他 們 必 這 樣 潔 淨 那 地 ． 並 有 一 城 名 叫 哈 摩 那 。
Hỡi con người, Chúa Giê-hô-va phán như vầy: Hãy nói cùng cả loài chim và hết thảy các loài thú đồng rằng: Hãy nhóm lại, hãy từ bốn phương đến vì một của lễ mà ta dọn cho bay, tức là một của lễ lớn trên các núi Y-sơ-ra-ên, để bay được ăn thịt và uống huyết.|人 子 阿 、 主 耶 和 華 如 此 說 、 你 要 對 各 類 的 飛 鳥 、 和 田 野 的 走 獸 說 、 你 們 聚 集 來 罷 ． 要 從 四 方 聚 到 我 為 你 們 獻 祭 之 地 、 就 是 在 以 色 列 山 上 獻 大 祭 之 地 、 好 叫 你 們 喫 肉 喝 血 。
Bay sẽ ăn thịt của người mạnh bạo, uống huyết của các quan trưởng trong thiên hạ, những chiên đực, chiên con, dê đực, bò đực mập của Ba-san.|你 們 必 喫 勇 士 的 肉 、 喝 地 上 首 領 的 血 、 就 如 喫 公 綿 羊 、 羊 羔 、 公 山 羊 、 公 牛 、 都 是 巴 珊 的 肥 畜 。
Bay sẽ ăn mỡ cho no, uống huyết cho say, trong hi sinh mà ta giết cho bay.|你 們 喫 我 為 你 們 所 獻 的 祭 、 必 喫 飽 了 脂 油 、 喝 醉 了 血 。
Nơi bàn ta, bay sẽ ăn no những ngựa và xe trân, những người mạnh bạo, và mọi lính chiến, Chúa Giê-hô-va phán vậy.|你 們 必 在 我 席 上 飽 喫 馬 匹 和 坐 車 的 人 、 並 勇 士 和 一 切 的 戰 士 ． 這 是 主 耶 和 華 說 的 。
Ta sẽ tỏ sự vinh hiển ta ra trong các nước; hết thảy các dân tộc sẽ thấy sẽ đoán xét ta làm ra, và tay ta đặt trên chúng nó.|我 必 顯 我 的 榮 耀 在 列 國 中 ． 萬 民 就 必 看 見 我 所 行 的 審 判 、 與 我 在 他 們 身 上 所 加 的 手 。
Từ ngày đó về sau, nhà Y-sơ-ra-ên sẽ biết ta là Giê-hô-va Đức Chúa Trời của mình.|這 樣 、 從 那 日 以 後 以 色 列 家 必 知 道 我 是 耶 和 華 他 們 的 　 神 。
Bấy giờ các dân tộc sẽ biết rằng nhà Y-sơ-ra-ên đã bị đem đi làm phu tù vì cớ tội lỗi nó, vì cớ nó đã phạm tội nghịch cùng ta. Ay vì vậy mà ta giấu mặt ta khỏi chúng nó, mà ta đã phó chúng nó trong tay những kẻ nghịch thù, và chúng nó chết hết thảy bởi gươm.|列 國 人 也 必 知 道 以 色 列 家 被 擄 掠 、 是 因 他 們 的 罪 孽 ． 他 們 得 罪 我 、 我 就 掩 面 不 顧 、 將 他 們 交 在 敵 人 手 中 、 他 們 便 都 倒 在 刀 下 。
Ta sẽ đãi chúng nó như vầy, vì cớ sự ô uế và tội ác chúng nó, và ta đã che mặt khỏi chúng nó.|我 是 照 他 們 的 污 穢 和 罪 過 待 他 們 ． 並 且 我 掩 面 不 顧 他 們 。
Vậy nên, Chúa Giê-hô-va phán như vầy: Nay ta sẽ đem những kẻ phu tù của Gia-cốp trở về; ta sẽ thương xót cả nhà Y-sơ-ra-ên, và vì danh thánh ta mà nổi ghen.|主 耶 和 華 如 此 說 、 我 要 使 雅 各 被 擄 的 人 歸 回 、 要 憐 憫 以 色 列 全 家 、 又 為 我 的 聖 名 發 熱 心 。
Chúng nó sẽ mang xấu hổ và mắc tội lỗi về mọi tội lỗi mà chúng nó đã phạm nghịch cùng ta, khi chúng nó sẽ ở yên trong đất mình, không lo sợ ai hết.|他 們 在 本 地 安 然 居 住 、 無 人 驚 嚇 、 是 我 將 他 們 從 萬 民 中 領 回 、 從 仇 敵 之 地 召 來 ． 我 在 許 多 國 的 民 眼 前 、 在 他 們 身 上 顯 為 聖 的 時 候 、 他 們 要 擔 當 自 己 的 羞 辱 、 和 干 犯 我 的 一 切 罪 。
Là khi ta sẽ đem chúng nó về từ giữa các dân và thâu lại khỏi các đất của kẻ thù chúng nó, thì ta sẽ được tỏ ra thánh bởi chúng nó ở trước mắt nhiều nước.|見 上 節
Chúng nó sẽ biết rằng ta là Giê-hô-va Đức Chúa Trời của mình, là khi ta đã đày chúng nó làm phu tù giữa các nước rồi, và đã thâu chúng nó lại đến đất của mình, chẳng để sót một kẻ nào ở đó.|因 我 使 他 們 被 擄 到 外 邦 人 中 、 後 又 聚 集 他 們 歸 回 本 地 、 他 們 就 知 道 我 是 耶 和 華 他 們 的 　 神 ． 我 必 不 再 留 他 們 一 人 在 外 邦 ．
Ta sẽ không che mặt khỏi chúng nó nữa, vì ta sẽ đổ Thần ta trên nhà Y-sơ-ra-ên, Chúa Giê-hô-va phán vậy.|我 也 不 再 掩 面 不 顧 他 們 、 因 我 已 將 我 的 靈 澆 灌 以 色 列 家 ． 這 是 主 耶 和 華 說 的 。

					Ê-xê-ki-ên 40				|
						以西結書 40					
Năm thứ hai mươi lăm sau khi chúng ta bị làm phu tù, đầu năm, ngày mồng mười trong tháng, tức là mười bốn năm sau khi Giê-ru-sa-lem bị hãm, cũng trong ngày ấy, tay của Đức Giê-hô-va đặt trên ta; và Ngài đem ta vào trong thành ấy.|我 們 被 擄 掠 第 二 十 五 年 、 耶 路 撒 冷 城 攻 破 後 十 四 年 、 正 在 年 初 、 月 之 初 十 日 、 耶 和 華 的 靈 〔 原 文 作 手 〕 降 在 我 身 上 ． 他 把 我 帶 到 以 色 列 地 。
Trong các sự hiện thấy của Đức Chúa Trời, Ngài đem ta vào đất Y-sơ-ra-ên, và đặt ta trên một hòn núi rất cao, trên núi đó, về phía nam, dường như có sự xây cất một thành.|在 　 神 的 異 象 中 帶 我 到 以 色 列 地 、 安 置 在 至 高 的 山 上 ． 在 山 上 的 南 邊 有 彷 彿 一 座 城 建 立 。
Khi Ngài đã dắt ta vào đó, ta thấy một người hình dáng như người bằng đồng. Người ấy cầm trong tay một sợi dây gai và một cái cần để đo, đứng nơi hiên cửa.|他 帶 我 到 那 裡 、 見 有 一 人 、 顏 色 〔 原 文 作 形 狀 〕 如 銅 、 手 拿 麻 繩 、 和 量 度 的 竿 、 站 在 門 口 。
Người bảo ta rằng: Hỡi con người, hãy lấy mắt xem, lấy tai nghe, và để lòng vào những việc mà ta sẽ tỏ ra cho ngươi; vì ấy là để cho ngươi thấy cả, mà đem ngươi đến đây. Vậy mọi đều ngươi sẽ thấy, khá thuật lại cho nhà Y-sơ-ra-ên biết.|那 人 對 我 說 、 人 子 阿 、 凡 我 所 指 示 你 的 、 你 都 要 用 眼 看 、 用 耳 聽 、 並 要 放 在 心 上 ． 我 帶 你 到 這 裡 來 、 特 為 要 指 示 你 ． 凡 你 所 見 的 、 你 都 要 告 訴 以 色 列 家 。
Nầy, có một cái tường ngoài bao chung quanh nhà. Người ấy cầm trong tay một cái cần để đo, dài sáu cu-đê, mỗi cu-đê dài hơn cu-đê thường một gang tay. Người đo bề rộng của tường là một cần, và bề cao là một cần.|我 見 殿 四 圍 有 牆 ． 那 人 手 拿 量 度 的 竿 、 長 六 肘 、 每 肘 是 一 肘 零 一 掌 ． 他 用 竿 量 牆 、 厚 一 竿 、 高 一 竿 。
Kế đó, người đi đến nơi hiên cửa phía đông, bước lên những cấp, đặng đo ngạch hiên cửa, bề rộng một cần; ngạch khác cũng rộng một cần.|他 到 了 朝 東 的 門 、 就 上 門 的 臺 階 、 量 門 的 這 檻 、 寬 一 竿 、 又 量 門 的 那 檻 、 寬 一 竿 。
Mỗi phòng dài một cần và rộng một cần. Giữa các phòng, có một khoảng hở năm cu-đê; ngạch của hiên cửa trong, gần bên nhà ngoài hiên cửa ấy, rộng một cần.|又 有 衛 房 、 每 房 長 一 竿 、 寬 一 竿 、 相 隔 五 肘 ． 門 檻 、 就 是 挨 著 向 殿 的 廊 門 檻 、 寬 一 竿 。
Người đo nhà ngoài của hiên cửa, về phía trong, cũng một cần.|他 又 量 向 殿 門 的 廊 子 、 寬 一 竿 。
Người đo nhà ngoài của hiên cửa, có tám cu-đê, và những cột nó hai cu-đê; ấy là nhà ngoài của hiên cửa về phía trong.|又 量 門 廊 、 寬 八 肘 、 牆 柱 厚 二 肘 、 那 門 的 廊 子 向 著 殿 。
Những phòng của hiên cửa phía đông mỗi bên ba cái, cả ba lớn đồng nhau, và các cột mỗi bên đo bằng nhau.|東 門 洞 有 衛 房 、 這 旁 三 間 、 那 旁 三 間 、 都 是 一 樣 的 尺 寸 ． 這 邊 的 柱 子 和 那 邊 的 柱 子 、 也 是 一 樣 的 尺 寸 。
Người đo bề rộng của lỗ hiên cửa, có mười cu-đê, và bề dài mười ba cu-đê.|他 量 門 口 、 寬 十 肘 、 長 十 三 肘 ．
Trước các phòng mỗi bên có một cái câu lơn một cu-đê; và mỗi phòng một bề có sáu cu-đê, bề kia cũng sáu cu-đê.|衛 房 前 展 出 的 境 界 、 這 邊 一 肘 、 那 邊 一 肘 ． 衛 房 這 邊 六 肘 、 那 邊 六 肘 ．
Người đo hiên cửa, từ mái của phòng nầy đến mái của phòng khác là hai mươi lăm cu-đê bề ngang, từ cửa nầy đến cửa kia.|又 量 門 洞 、 從 這 衛 房 頂 的 後 檐 到 那 衛 房 頂 的 後 檐 、 寬 二 十 五 肘 ． 衛 房 門 與 門 相 對 。
Đoạn, người tính các cột là sáu mươi cu-đê, gần các cột ấy có hàng lang bao lấy hiên cửa.|又 量 〔 量 原 文 作 造 〕 廊 子 六 十 肘 ． 〔 七 十 經 作 二 十 肘 〕 牆 柱 外 是 院 子 、 有 廊 為 界 、 在 門 洞 兩 邊 。
Khoảng hở giữa cửa vào và nhà ngoài của cửa trong là năm mươi cu-đê₫|從 大 門 口 到 內 廊 前 、 共 五 十 肘 。
Nơi các phòng và những cột nó, nơi phía trong hiên cửa, cả đến các nhà ngoài, thảy đều có những cửa sổ chấn song. Nơi phía trong, cả chung quanh có những cửa sổ, và trên các cột có những hình cây kè.|衛 房 和 門 洞 兩 旁 柱 間 、 並 廊 子 、 都 有 嚴 緊 的 窗 櫺 ． 裡 邊 都 有 窗 櫺 ． 柱 上 有 雕 刻 的 棕 樹 。
Rồi đó, người dẫn ta vào nơi hành lang ngoài; nầy, tại đó có những phòng, và có nền lót đá chung quanh hành lang; trên nền lót đá ấy có ba mươi cái phòng.|他 帶 我 到 外 院 、 見 院 的 四 圍 有 鋪 石 地 ． 鋪 石 地 上 有 屋 子 三 十 間 。
Nền lót đá ở bốn phía hiên cửa, và bề dài bằng hiên cửa ấy là nền lót đá dưới.|鋪 石 地 、 就 是 矮 鋪 石 地 在 各 門 洞 兩 旁 、 以 門 洞 的 長 短 為 度 。
Người đo bề ngang từ phía trước hiên cửa dưới cho đến mép hành lang trong, là một trăm cu-đê, phía đông và phía bắc cũng vậy.|他 從 下 門 量 到 內 院 外 、 共 寬 一 百 肘 、 東 面 北 面 、 都 是 如 此 。
Người lại đo bề dài và bề ngang của hiên cửa phía bắc thuộc về hành lang ngoài.|他 量 外 院 朝 北 的 門 、 長 寬 若 干 。
Những phòng của nó mỗi bên ba cái, các cột và nhà ngoài cũng đồng cỡ với của hiên cửa thứ nhứt: năm mươi cu-đê bề dài và hai mươi lăm cu-đê bề ngang.|門 洞 的 衛 房 、 這 旁 三 間 、 那 旁 三 間 ． 門 洞 的 柱 子 和 廊 子 、 與 第 一 門 的 尺 寸 一 樣 ． 門 洞 長 五 十 肘 、 寬 二 十 五 肘 。
Những cửa sổ, nhà ngoài và hình cây kè của nó cũng đồng cỡ với của hiên cửa phía đông; có bảy cấp bước lên, cái nhà ngoài ở ngay trước các cấp ấy.|其 窗 櫺 、 和 廊 子 、 並 雕 刻 的 棕 樹 、 與 朝 東 的 門 、 尺 寸 一 樣 ． 登 七 層 臺 階 上 到 這 門 ． 前 面 有 廊 子 。
Đối với hiên cửa phía bắc và hiên cửa phía đông thì có hiên cửa hành lang trong. Từ hiên cửa nầy đến hiên cửa khác độ một trăm cu-đê.|內 院 有 門 與 這 門 相 對 、 北 面 東 面 、 都 是 如 此 ． 他 從 這 門 量 到 那 門 、 共 一 百 肘 。
Rồi đó, người dắt ta qua phòng nam, nầy, tại đó có hiên cửa hướng nam; người đo các cột và các nhà ngoài, cũng đồng cỡ nhau.|他 帶 我 往 南 去 、 見 朝 南 有 門 ． 又 照 先 前 的 尺 寸 、 量 門 洞 的 柱 子 和 廊 子 。
Hiên cửa ấy có những cửa sổ giống như những cửa sổ trước bao bọc lấy, các nhà ngoài cũng vậy; bề dài của hiên cửa nầy là năm mươi cu-đê, và bề ngang hai mươi lăm cu-đê.|門 洞 兩 旁 與 廊 子 的 周 圍 、 都 有 窗 櫺 、 和 先 量 的 窗 櫺 一 樣 ． 門 洞 、 長 五 十 肘 、 寬 二 十 五 肘 。
Có bảy cấp bước lên, ngay trước các cấp ấy có một cái nhà ngoài; mỗi phía có những hình cây kè trên các cột.|登 七 層 臺 階 、 上 到 這 門 、 前 面 有 廊 子 ． 柱 上 有 雕 刻 的 棕 樹 、 這 邊 一 棵 、 那 邊 一 棵 。
Hành lang trong có một cái hiên cửa hướng nam, người ấy đo từ hiên cửa nầy đến hiên cửa khác, về phía nam, một trăm cu-đê.|內 院 朝 南 有 門 ． 從 這 門 量 到 朝 南 的 那 門 、 共 一 百 肘 。
Đoạn người đem ta vào hành lang trong do hiên cửa phía nam; người đo hiên cửa phía nam, có đồng một cỡ.|他 帶 我 從 南 門 到 內 院 、 就 照 先 前 的 尺 寸 量 南 門 ．
Những phòng, những cột, và những nhà ngoài của nó cũng đồng cỡ nhau. Hiên cửa nầy có những cửa sổ bao bọc lấy, các nhà ngoài nó cũng vậy; bề dài nó là năm mươi cu-đê, và bề ngang hai mươi lăm cu-đê.|衛 房 、 和 柱 子 、 並 廊 子 、 都 照 先 前 的 尺 寸 ． 門 洞 兩 旁 與 廊 子 的 周 圍 、 都 有 窗 櫺 ． 門 洞 、 長 五 十 肘 、 寬 二 十 五 肘 。
Cả chung quanh có nhà ngoài, bề dài hai mươi lăm cu-đê, bề ngang năm cu-đê.|周 圍 有 廊 子 、 長 二 十 五 肘 、 寬 五 肘 。
Các nhà ngoài của hiên cửa ở về phía hành lang ngoài; có những hình cây kè ở trên các cột nó, và có tám cấp bước lên.|廊 子 朝 著 外 院 、 柱 上 有 雕 刻 的 棕 樹 ． 登 八 層 臺 階 、 上 到 這 門 。
Kế đó, người ấy dắt ta vào hành lang trong về phía đông; người đo hiên cửa đó cũng đồng một cỡ. Những phòng, những cột, và nhà ngoài của nó cũng đồng một cỡ, và hiên cửa nầy có những cửa sổ bao bọc lấy, các nhà ngoài cũng vậy.|他 帶 我 到 內 院 的 東 面 、 就 照 先 前 的 尺 寸 量 東 門 ．
Hành lang dài năm mươi cu-đê, rộng hai mươi lăm cu-đê.|衛 房 、 和 柱 子 、 並 廊 子 、 都 照 先 前 的 尺 寸 、 門 洞 兩 旁 與 廊 子 的 周 圍 、 都 有 窗 櫺 ． 門 洞 長 五 十 肘 、 寬 二 十 五 肘 。
Các nhà ngoài của hiên cửa nầy ở về phía hành lang ngoài; mỗi phía có hình cây kè trên các cột, và có tám cấp bước lên.|廊 子 朝 著 外 院 ． 門 洞 兩 旁 的 柱 子 、 都 有 雕 刻 的 棕 樹 ． 登 八 層 臺 階 、 上 到 這 門 。
