
					Giê-rê-mi-a 1				|
Đức Giê-hô-va đã mở kho khí giới mình, lấy binh khí của sự thạnh nộ ra; vì Chúa, là Đức Giê-hô-va vạn quân, có việc phải làm ra trong đất người Canh-đê.|耶 和 華 已 經 開 了 武 庫 、 拿 出 他 惱 恨 的 兵 器 ． 因 為 主 萬 軍 之 耶 和 華 、 在 迦 勒 底 人 之 地 有 當 作 的 事 。
Hãy đến từ bờ cõi rất xa nghịch cùng nó; hãy mở kho tàng nó ra, chất lên như đống, hãy diệt hết cả, đừng để lại chút gì!|你 們 要 從 極 遠 的 邊 界 來 攻 擊 他 、 開 他 的 倉 廩 、 將 他 堆 如 高 堆 、 毀 滅 淨 盡 、 絲 毫 不 留 。
Hãy giết mọi bò đực nó, đem xuống hàng thịt! Kiên nhẫn cho chúng nó, vì ngày chúng nó đã đến, ấy là kỳ thăm phạt chúng nó!|要 殺 他 的 一 切 牛 犢 、 使 他 們 下 去 遭 遇 殺 戮 ． 他 們 有 禍 了 、 因 為 追 討 他 們 的 日 子 已 經 來 到 。
Hãy nghe tiếng kêu của kẻ đi trốn, của những kẻ thoát khỏi đất Ba-by-lôn, đặng rao ra trong Si-ôn sự báo thù của Giê-hô-va Đức Chúa Trời chúng ta, sự báo thù về đền thờ Ngài.|有 從 巴 比 倫 之 地 逃 避 出 來 的 人 、 在 錫 安 揚 聲 報 告 耶 和 華 我 們 的 　 神 報 仇 、 就 是 為 他 的 殿 報 仇 。
Hãy gọi hết thảy những kẻ cầm cung, mọi người giương cung đến đánh Ba-by-lôn; đóng trại chung quanh nó; đừng để cho ai thoát khỏi! Hãy theo công việc nó mà báo trả, làm cho nó trọn như nó đã làm; vì nó lên mình kiêu ngạo nghịch cùng Đức Giê-hô-va, nghịch cùng Đấng Thánh của Y-sơ-ra-ên.|招 集 一 切 弓 箭 手 來 、 攻 擊 巴 比 倫 ． 要 在 巴 比 倫 四 圍 安 營 ． 不 要 容 一 人 逃 脫 、 照 著 他 所 做 的 報 應 他 ． 他 怎 樣 待 人 、 也 要 怎 樣 待 他 ． 因 為 他 向 耶 和 華 以 色 列 的 聖 者 、 發 了 狂 傲 。
Vậy nên, bọn trai trẻ nó sẽ ngã trên các đường phố, và trong ngày đó, những người đánh giặc của nó sẽ phải nín lặng, Đức Giê-hô-va phán vậy.|所 以 他 的 少 年 人 、 必 仆 倒 在 街 上 ． 當 那 日 、 一 切 兵 丁 必 默 默 無 聲 ． 這 是 耶 和 華 說 的 。
Chúa, là Đức Giê-hô-va vạn quân, phán: Hỡi dân kiêu ngạo, nầy, ta hờn giận ngươi: vì ngày ngươi đã đến, ấy là kỳ ta sẽ thăm phạt ngươi.|主 萬 軍 之 耶 和 華 說 、 你 這 狂 傲 的 阿 、 我 與 你 反 對 ． 因 為 我 追 討 你 的 日 子 已 經 來 到 。
Kẻ kiêu ngạo sẽ xiêu tó, vấp ngã, không ai dựng lại. Ta sẽ đốt lửa nơi các thành nó, thiêu nuốt mọi sự chung quanh.|狂 傲 的 必 絆 跌 仆 倒 、 無 人 扶 起 ． 我 也 必 使 火 在 他 的 城 邑 中 ? 起 來 、 將 他 四 圍 所 有 的 盡 行 燒 滅 。
Đức Giê-hô-va vạn quân phán như vầy: Con cái Y-sơ-ra-ên và con cái Giu-đa thảy cùng nhau chịu hà hiếp. Phàm những kẻ bắt chúng nó đi làm phu tù đều giu chúng nó lại, chẳng khứng thả ra.|萬 軍 之 耶 和 華 如 此 說 、 以 色 列 人 和 猶 大 人 一 同 受 欺 壓 ． 凡 擄 掠 他 們 的 、 都 緊 緊 抓 住 他 們 、 不 肯 釋 放 。
Đấng Cứu chuộc chúng nó là mạnh mẽ, danh Ngài là Đức Giê-hô-va vạn quân. Ngài sẽ đối nại việc chúng nó chắc chắn, đặng cho cả đất được ý nghĩ, và làm bối rối dân cư Ba-by-lôn.|他 們 的 救 贖 主 大 有 能 力 ． 萬 軍 之 耶 和 華 是 他 的 名 ． 他 必 伸 清 他 們 的 冤 、 好 使 全 地 得 平 安 、 並 攪 擾 巴 比 倫 的 居 民 。
Đức Giê-hô-va phán: Gươm dao ở trên người Canh-đê, trên dân cư Ba-by-lôn, trên các quan trưởng và các người khôn ngoan nó.|耶 和 華 說 、 有 刀 劍 臨 到 迦 勒 底 人 、 和 巴 比 倫 的 居 民 、 並 他 的 首 領 、 與 智 慧 人 。
Gươm dao trên những người khoe khoang, chúng nó sẽ nên người dại dột! Gươm dao ở trên những kẻ mạnh mẽ, chúng nó sẽ bị kinh khiếp!|有 刀 劍 臨 到 矜 誇 的 人 、 他 們 就 成 為 愚 昧 ． 有 刀 劍 臨 到 他 的 勇 士 、 他 們 就 驚 惶 。
Gươm dao ở trên những xe, ngựa, cùng mọi dân lộn giống giữa nó, chúng nó sẽ trở nên như đờn bà! Gươm dao ở trên những kho tàng nó đều bị cướp giựt!|有 刀 劍 臨 到 他 的 馬 匹 、 車 輛 、 和 其 中 雜 族 的 人 民 ． 他 們 必 像 婦 女 一 樣 。 有 刀 劍 臨 到 他 的 寶 物 、 就 被 搶 奪 。
Sự hạn hán ở trên các dòng nước nó đều bị cạn khô! Vì ấy là xứ những tượng chạm, chúng nó vì thần tượng mà điên cuồng.|有 乾 旱 臨 到 他 的 眾 水 、 就 必 乾 涸 ． 因 為 這 是 有 雕 刻 偶 像 之 地 、 人 因 偶 像 而 顛 狂 。
Vậy nên, những thú rừng nơi sa mạc sẽ cùng chó rừng làm ở tại đó, những chim đà cũng choán làm chỗ ở mình; Ba-by-lôn sẽ không hề có dân cư nữa, vả từ đời nầy đến đời kia người ta sẽ không ở đó.|所 以 曠 野 的 走 獸 和 豺 狼 、 必 住 在 那 裡 、 鴕 鳥 也 住 在 其 中 、 永 無 人 煙 、 世 世 代 代 無 人 居 住 。
Đức Giê-hô-va phán: Nó sẽ giống như Sô-đôm, Gô-mô-rơ, và các thành lân cận, khi Đức Chúa Trời hủy diệt các thành ấy; sẽ không có dân ở nữa, chẳng một con người nào đến trú ngụ đó.|耶 和 華 說 、 必 無 人 住 在 那 裡 、 也 無 人 在 其 中 寄 居 ． 要 像 我 傾 覆 所 多 瑪 蛾 摩 拉 和 鄰 近 的 城 邑 一 樣 。
Nầy, một dân đến từ phương bắc; một nước lớn và nhiều vua từ các phương đất rất xa bị xui giục.|看 哪 、 有 一 種 民 從 北 方 而 來 ． 並 有 一 大 國 和 許 多 君 王 被 激 動 、 從 地 極 來 到 。
Họ cầm cung và giáo, hung dữ chẳng có lòng thương xót. Tiếng họ giống như biển gầm; hỡi con gái Ba-by-lôn, họ đã cỡi ngựa mà đến, dàn trận để đánh ngươi.|他 們 拿 弓 和 槍 ． 性 情 殘 忍 、 不 施 憐 憫 ． 他 們 的 聲 音 像 海 浪 匉 訇 。 巴 比 倫 城 阿 、 〔 城 原 文 作 女 子 〕 他 們 騎 馬 、 都 擺 隊 伍 、 如 上 戰 場 的 人 、 要 攻 擊 你 。
Vua Ba-by-lôn đã nghe tin đó, thì tay người trở nên rả rời; sự buồn rầu bắt lấy người như cơn đau của người đờn bà đang đẻ.|巴 比 倫 王 聽 見 他 們 的 風 聲 、 手 就 發 軟 ． 痛 苦 將 他 抓 住 、 疼 痛 彷 彿 產 難 的 婦 人 。
Nầy, kẻ thù như sư tử lên từ các rừng rậm rợp của Giô-đanh mà nghịch cùng chỗ ở kiên cố. Thình lình, ta sẽ làm cho người Canh-đê trốn khỏi, và lập người mà ta đã chọn cai trị nó. Vì, ai giống như ta? ai sẽ định kỳ cho ta? ai là kẻ chăn đứng được trước mắt ta?|仇 敵 必 像 獅 子 從 約 但 河 邊 的 叢 林 上 來 、 攻 擊 堅 固 的 居 所 ． 轉 眼 之 間 、 我 要 使 他 們 逃 跑 、 離 開 這 地 ． 誰 蒙 揀 選 、 我 就 派 誰 治 理 這 地 ． 誰 能 比 我 呢 ． 誰 能 給 我 定 規 日 期 呢 ． 有 何 牧 人 能 在 我 面 前 站 立 得 住 呢 。
Vậy hãy nghe mưu Đức Giê-hô-va đã toan nghịch cùng Ba-by-lôn, và ý định Ngài đã lập nghịch cùng đất người Canh-đê. Thật, những con nhỏ trong bầy chúng nó sẽ bị kéo đi, làm cho nơi ở chúng nó trở nên hoang vu!|你 們 要 聽 耶 和 華 攻 擊 巴 比 倫 所 說 的 謀 略 、 和 他 攻 擊 迦 勒 底 人 之 地 所 定 的 旨 意 。 仇 敵 定 要 將 他 們 群 眾 微 弱 的 拉 去 、 定 要 使 他 們 的 居 所 荒 涼 。
Nghe tiếng Ba-by-lôn bị bắt lấy, đất đều rúng động, và có tiếng kêu nghe ra giữa các người.|因 巴 比 倫 被 取 的 聲 音 、 地 就 震 動 、 人 在 列 邦 都 聽 見 呼 喊 的 聲 音 。

					Giê-rê-mi-a 51				|
						耶利米書 51					
Đức Giê-hô-va phán như vầy: Nầy, ta sẽ khiến gió hủy diệt, dất lên nghịch cùng Ba-by-lôn, nghịch cùng những người ở trong Líp-Ca-mai.|耶 和 華 如 此 說 、 我 必 使 毀 滅 的 風 颳 起 、 攻 擊 巴 比 倫 、 和 住 在 立 加 米 的 人 。
Ta sẽ sai những người dân ngoại đến sàng sảy Ba-by-lôn, và làm điêu hao đất nó; vì đến ngày khốn nạn, chúng nó sẽ đến trên Ba-by-lôn khắp tư bề.|我 要 打 發 外 邦 人 來 到 巴 比 倫 、 簸 揚 他 、 使 他 的 地 空 虛 ． 在 他 遭 禍 的 日 子 、 他 們 要 周 圍 攻 擊 他 。
Khá giương cung cự lại kẻ cầm cung, và cự lại kẻ mặc áo giáp đi xúng xính! Chớ chừa những lính chiến trai trẻ của Ba-by-lôn; hãy diệt trọn hết cả đạo binh nó.|拉 弓 的 、 要 向 拉 弓 的 和 貫 甲 挺 身 的 射 箭 ． 不 要 憐 惜 他 的 少 年 人 ． 要 滅 盡 他 的 全 軍 。
Chúng nó sẽ bị giết, ngã xuống trong đất người Canh-đê, và bị đâm trong các đường phố nó.|他 們 必 在 迦 勒 底 人 之 地 、 被 殺 仆 倒 、 在 巴 比 倫 的 街 上 被 刺 透 。
Y-sơ-ra-ên cùng Giu-đa chẳng bị lìa bỏ bởi Đức Chúa Trời mình, bởi Đức Giê-hô-va vạn quân; dầu đất chúng nó đầy tội lỗi nghịch cùng Đấng Thánh của Y-sơ-ra-ên.|以 色 列 和 猶 大 、 雖 然 境 內 充 滿 違 背 以 色 列 聖 者 的 罪 、 卻 沒 有 被 他 的 　 神 萬 軍 之 耶 和 華 丟 棄 。
Hãy trốn khỏi giữa Ba-by-lôn, ai nầy khá thoát mạng mình; chớ vì tội nó mà bị chết mất. Vì ấy là kỳ trả thù của Đức Giê-hô-va, Ngài sẽ báo cho nó.|你 們 要 從 巴 比 倫 中 逃 奔 、 各 救 自 己 的 性 命 ． 不 要 陷 在 他 的 罪 孽 中 、 一 同 滅 亡 、 因 為 這 是 耶 和 華 報 仇 的 時 候 ． 他 必 向 巴 比 倫 施 行 報 應 。
Ba-by-lôn vốn là một cái chén vàng trong tay Đức Giê-hô-va, làm cho say cả đất; các nước đã uống rượu nó, vì đó mà trở nên điên cuồng.|巴 比 倫 素 來 是 耶 和 華 手 中 的 金 杯 、 使 天 下 沉 醉 ． 萬 國 喝 了 他 的 酒 就 顛 狂 了 。
Ba-by-lôn thình lình bị đổ xuống và tan nát. Hãy vì nó than khóc! Hãy lấy nhũ hương chữa đau đớn nó, hoặc nó được chữa lành chăng?|巴 比 倫 忽 然 傾 覆 毀 壞 ． 要 為 他 哀 號 、 為 止 他 的 疼 痛 、 拿 乳 香 、 或 者 可 以 治 好 。
Chúng ta vẫn muốn chữa lành cho Ba-by-lôn, song nó không được chữa. Hãy lìa bỏ nó, ai nấy trở về xứ mình; vì sự phán xét nó thấu đến tận trời và lên tận vòng khung.|我 們 想 醫 治 巴 比 倫 、 他 卻 沒 有 治 好 ． 離 開 他 罷 、 我 們 各 人 歸 回 本 國 ． 因 為 他 受 的 審 判 通 於 上 天 、 達 到 穹 蒼 。
Đức Giê-hô-va đã tỏ ra sự công bình chúng ta. Hãy đến, rao ra trong Si-ôn công việc của Giê-hô-va Đức Chúa Trời chúng ta.|耶 和 華 已 經 彰 顯 我 們 的 公 義 ． 來 罷 、 我 們 可 以 在 錫 安 報 告 耶 和 華 我 們 　 神 的 作 為 。
Hãy chuốc tên, cầm thuẫn cho chắc! Đức Giê-hô-va đã giục lòng các vua ở Mê-đi, vì Ngài đã định ý hủy diệt Ba-by-lôn. Vì đây là sự báo thù của Đức Giê-hô-va, Ngài trả thù về đền thờ của Ngài.|你 們 要 磨 尖 了 箭 頭 、 抓 住 盾 牌 ． 耶 和 華 定 意 攻 擊 巴 比 倫 、 將 他 毀 滅 、 所 以 激 動 了 瑪 代 君 王 的 心 、 因 這 是 耶 和 華 報 仇 、 就 是 為 自 己 的 殿 報 仇 。
Hãy dựng cờ xí đánh các tường thành Ba-by-lôn! Khá thêm lính giữ, đặt vọng canh, sắp quân phục! Vì Đức Giê-hô-va đã định ý và đã làm ra sự Ngài đã phán về dân cư Ba-by-lôn.|你 們 要 豎 立 大 旗 、 攻 擊 巴 比 倫 的 城 牆 ． 要 堅 固 瞭 望 臺 、 派 定 守 望 的 設 下 埋 伏 ． 因 為 耶 和 華 指 著 巴 比 倫 居 民 所 說 的 話 、 所 定 的 意 、 他 已 經 作 成 。
Hỡi thành giàu có của báu, ở trên nhiều dòng được kia, sự cuối cùng ngươi đã đến, cái lượng sự tham lam ngươi đã đầy!|住 在 眾 水 之 上 多 有 財 寶 的 阿 、 你 的 結 局 到 了 、 你 貪 婪 之 量 滿 了 。
Đức Giê-hô-va vạn quân đã chỉ mình mà thề rằng: Ta chắc sẽ làm cho ngươi đầy người ta, đông như cào cào; chúng nó sẽ trổi tiếng kêu la nghịch cùng ngươi.|萬 軍 之 耶 和 華 指 著 自 己 起 誓 、 說 、 我 必 使 敵 人 充 滿 你 、 像 螞 蚱 一 樣 ． 他 們 必 吶 喊 攻 擊 你 。
Chính Ngài là Đấng đã lấy quyền năng mình dựng nên đất, lấy sự khôn ngoan mình lập thành thế gian, lấy sự sáng suốt mình giương các từng trời ra.|耶 和 華 用 能 力 創 造 大 地 、 用 智 慧 建 立 世 界 、 用 聰 明 鋪 張 穹 蒼 。
Nghe tiếng Ngài, những nước trong các từng trời om sòm. Ngài khiến hơi nước lên từ các đầu cùng đất, khiến chớp theo mưa, từ trong kho tàng mình phát ra gió.|他 一 發 聲 、 空 中 便 有 多 水 激 動 ． 他 使 雲 霧 從 地 極 上 騰 ． 他 造 電 隨 雨 而 閃 、 從 他 府 庫 中 帶 出 風 來 。
Vậy nên phàm những người đều mê muội, lảng trí; thợ vàng đều xấu hổ về tượng đúc của mình; vì tượng đúc nó chỉ là giả dối, chẳng có hơi thở ở trong.|各 人 都 成 了 畜 類 、 毫 無 知 識 ． 各 銀 匠 都 因 他 的 偶 像 羞 愧 ． 他 所 鑄 的 偶 像 、 本 是 虛 假 的 、 其 中 並 無 氣 息 ．
Những thần tượng chỉ là hư không, là việc phỉnh dối; đến ngày thăm phạt sẽ diệt mất cả.|都 是 虛 無 的 、 是 迷 惑 人 的 工 作 ． 到 追 討 的 時 候 、 必 被 除 滅 。
Nhưng cơ nghiệp của Gia-cốp thì chẳng giống như chúng nó, vì chính Ngài là Đấng đã tạo nên mọi vật, còn Y-sơ-ra-ên là chi phái của cơ nghiệp Ngài. Danh Ngài là Đức Giê-hô-va vạn quân.|雅 各 的 分 不 像 這 些 ． 因 他 是 造 作 萬 有 的 主 ． 以 色 列 也 是 他 產 業 的 支 派 ． 萬 軍 之 耶 和 華 是 他 的 名 。
Ngươi làm búa và khí giới đánh giặc cho ta; ta sẽ dùng ngươi phá tan các dân và diệt các nước.|你 是 我 爭 戰 的 斧 子 、 和 打 仗 的 兵 器 ． 我 要 用 你 打 碎 列 國 、 用 你 毀 滅 列 邦 ．
Ta sẽ dùng ngươi phá tan ngựa và người cưỡi ngựa, phá tan xe và kẻ cỡi xe.|用 你 打 碎 馬 和 騎 馬 的 ． 用 你 打 碎 戰 車 和 坐 在 其 上 的 ．
Ta sẽ dùng ngươi phá tan đờn ông, đờn bà, già và trẻ; ta sẽ dùng ngươi phá tan trai trẻ và gái đồng trinh.|用 你 打 碎 男 人 和 女 人 ． 用 你 打 碎 老 年 人 和 少 年 人 ． 用 你 打 碎 壯 丁 和 處 女 ．
Ta sẽ dùng ngươi phá tan kẻ chăn và bầy nó, kẻ cày ruộng và đôi bò nó. Ta sẽ dùng ngươi phá tan các quan cai trị và các quan đề hình.|用 你 打 碎 牧 人 和 他 的 群 畜 ． 用 你 打 碎 農 夫 和 他 一 對 牛 ． 用 你 打 碎 省 長 和 副 省 長 。
Nhưng trước mắt các ngươi, ta sẽ báo cho Ba-by-lôn và mọi dân cư Canh-đê phàm điều ác chi mà chúng nó đã làm tại Si-ôn, Đức Giê-hô-va phán vậy.|耶 和 華 說 、 我 必 在 你 們 眼 前 報 復 巴 比 倫 人 和 迦 勒 底 居 民 在 錫 安 所 行 的 諸 惡 。
Đức Giê-hô-va phán: Hỡi núi hay hủy diệt, nầy, ta nghịch cùng ngươi, là kẻ đã phá tan cả thế gian! Ta sẽ giá tay trên ngươi, sẽ xô ngươi lăn xuống từ trên các vầng đá, làm cho ngươi thành ra núi bị cháy.|耶 和 華 說 、 你 這 行 毀 滅 的 山 哪 、 就 是 毀 滅 天 下 的 山 、 我 與 你 反 對 ． 我 必 向 你 伸 手 、 將 你 從 山 巖 輥 下 去 、 使 你 成 為 燒 燬 的 山 。
Người ta sẽ chẳng từ nơi ngươi lấy đá làm góc cùng đá làm nền nữa, nhưng ngươi sẽ là hoang vu đời đời, Đức Giê-hô-va phán vậy.|人 必 不 從 你 那 裡 取 石 頭 為 房 角 石 、 也 不 取 石 頭 為 根 基 石 ． 你 必 永 遠 荒 涼 ． 這 是 耶 和 華 說 的 。
Hãy dựng cờ xí trong đất; thổi kèn trong các nước; sửa soạn các dân đánh nó! Hãy gọi những nước A-ra-rát, Min-ni, Ach-kê-na, đến đánh nó! Hãy lập một quan tướng đạo binh! Hãy khiến những ngựa lên như cào cào!|要 在 境 內 豎 立 大 旗 、 在 各 國 中 吹 角 、 使 列 國 豫 備 攻 擊 巴 比 倫 、 將 亞 拉 臘 、 米 尼 、 亞 實 基 拿 各 國 招 來 攻 擊 他 ． 又 派 軍 長 來 攻 擊 他 、 使 馬 匹 上 來 如 螞 蚱 ．
Hãy sửa soạn các nước đánh nó, tức các vua Mê-đi, các quan cai trị nó, các quan đề hình nó, và cả đất mà những người ấy cai quản!|使 列 國 和 瑪 代 君 王 、 與 省 長 、 和 副 省 長 、 並 他 們 所 管 全 地 之 人 、 都 豫 備 攻 擊 他 。
Đất rúng động và sầu thảm, vì ý chỉ của Đức Giê-hô-va nghịch cùng Ba-by-lôn đã đứng vững, để làm cho Ba-by-lôn thành ra hoang vu không có dân ở.|地 必 震 動 而 瘠 苦 ． 因 耶 和 華 向 巴 比 倫 所 定 的 旨 意 成 立 了 、 使 巴 比 倫 之 地 荒 涼 、 無 人 居 住 。
Những lính chiến của Ba-by-lôn thôi đánh, cứ ở trong các đồn lũy; sức chúng nó đã kiệt, trở nên giống như đờn bà. Nhà của nó bị đốt, then gài cửa nó bị bẻ.|巴 比 倫 的 勇 士 止 息 爭 戰 、 藏 在 堅 壘 之 中 ． 他 們 的 勇 力 衰 盡 、 好 像 婦 女 一 樣 ． 巴 比 倫 的 住 處 有 火 ? 起 ． 門 閂 都 折 斷 了 。
