
					I Các Vua 1				|
Rồi khi tôi lìa khỏi ông, sẽ có thần của Đức Giê-hô-va đem ông đi nơi nào tôi chẳng biết; vậy, khi tôi đi thuật lại cùng A-háp, mà người không thấy ông, ắt sẽ giết tôi đi. Vả, kẻ tôi tớ ông kính sợ Đức Giê-hô-va từ khi thơ ấu.|恐 怕 我 一 離 開 你 、 耶 和 華 的 靈 、 就 提 你 到 我 所 不 知 道 的 地 方 去 ． 這 樣 我 去 告 訴 亞 哈 、 他 若 找 不 著 你 、 就 必 殺 我 ． 僕 人 卻 是 自 幼 敬 畏 耶 和 華 的 。
Khi Giê-sa-bên giết các tiên tri của Đức Giê-hô-va, thì tôi có giấu một trăm tiên tri của Đức Giê-hô-va trong hai hang đá, mỗi hang năm mươi người, dùng bánh và nước mà nuôi họ; người ta há không có thuật điều đó cho chúa tôi hay sao?|耶 洗 別 殺 耶 和 華 眾 先 知 的 時 候 、 我 將 耶 和 華 的 一 百 個 先 知 藏 了 、 每 五 十 人 藏 在 一 個 洞 裡 、 拿 餅 和 水 供 養 他 們 、 豈 沒 有 人 將 這 事 告 訴 我 主 麼 。
Và bây giờ, ông biểu tôi: Hãy đi nói với chủ ngươi rằng: Ê-li ở đây. Người ắt sẽ giết tôi đi.|現 在 你 說 、 要 去 告 訴 你 主 人 、 說 、 以 利 亞 在 這 裡 、 他 必 殺 我 。
Ê-li đáp rằng: Ta chỉ sanh mạng Đức Giê-hô-va vạn quân, là Đấng ta phục sự, mà thề rằng: Chính ngày nay ta sẽ ra mắt A-háp.|以 利 亞 說 、 我 指 著 所 事 奉 永 生 的 萬 軍 之 耶 和 華 起 誓 、 我 今 日 必 使 亞 哈 得 見 我 。
Vậy, Ap-đia đi đón A-háp, và thuật lại cho người. A-háp bèn đi đón Ê-li.|於 是 俄 巴 底 去 迎 著 亞 哈 告 訴 他 ． 亞 哈 就 去 迎 著 以 利 亞 。
Vừa khi A-háp thấy Ê-li, thì nói rằng: Có phải ngươi, là kẻ làm rối loạn Y-sơ-ra-ên chăng?|亞 哈 見 了 以 利 亞 、 便 說 、 使 以 色 列 遭 災 的 就 是 你 麼 。
Ê-li đáp rằng: Chẳng phải tôi làm rối loạn Y-sơ-ra-ên đâu; bèn là vua và nhà cha vua, bởi vì vua đã bỏ điều răn của Đức Giê-hô-va, và đã tin theo thần Ba-anh.|以 利 亞 說 、 使 以 色 列 遭 災 的 不 是 我 、 乃 是 你 、 和 你 父 家 、 因 為 你 們 離 棄 耶 和 華 的 誡 命 、 去 隨 從 巴 力 。
Vậy bây giờ vua hãy sai người đi nhóm cả Y-sơ-ra-ên, với bốn trăm năm mươi tiên tri của Ba-anh, và bốn trăm tiên tri của At-tạt-tê, ăn tại bàn Giê-sa-bên, khiến họ đến cùng tôi trên núi Cạt-mên.|現 在 你 當 差 遣 人 、 招 聚 以 色 列 眾 人 、 和 事 奉 巴 力 的 那 四 百 五 十 個 先 知 、 並 耶 洗 別 所 供 養 事 奉 亞 舍 拉 的 那 四 百 個 先 知 、 使 他 們 都 上 迦 密 山 去 見 我 。
Vậy, A-háp sai người đi nhóm cả dân Y-sơ-ra-ên và những tiên tri đến núi Cạt-mên.|亞 哈 就 差 遣 人 招 聚 以 色 列 眾 人 、 和 先 知 、 都 上 迦 密 山 。
Đoạn Ê-li đến trước mặt dân sự mà nói rằng: Các ngươi đi giẹo hai bên cho đến chừng nào? Nếu Giê-hô-va là Đức Chúa Trời, khá theo Ngài; nếu Ba-anh là Đức Chúa Trời, hãy theo hắn. Song dân sự không đáp một lời.|以 利 亞 前 來 、 對 眾 民 說 、 你 們 心 持 兩 意 要 到 幾 時 呢 ． 若 耶 和 華 是 　 神 、 就 當 順 從 耶 和 華 ． 若 巴 力 是 　 神 、 就 當 順 從 巴 力 ． 眾 民 一 言 不 答 。
Bấy giờ, Ê-li nói với dân sự rằng: Trong vòng những tiên tri của Đức Giê-hô-va, chỉ một mình ta còn lại; còn các tiên tri Ba-anh số là bốn trăm năm mươi người.|以 利 亞 對 眾 民 說 、 作 耶 和 華 先 知 的 、 只 剩 下 我 一 個 人 ． 巴 力 的 先 知 、 卻 有 四 百 五 十 個 人 。
Vậy, hãy cho chúng ta hai con bò đực; họ phải chọn một con cho mình, sả ra từ miếng, sắp để trên củi, nhưng chớ châm lửa. Còn ta, ta sẽ làm con bò kia, để nó trên củi, nhưng không châm lửa.|當 給 我 們 兩 隻 牛 犢 ． 巴 力 的 先 知 可 以 挑 選 一 隻 、 切 成 塊 子 、 放 在 柴 上 、 不 要 點 火 ． 我 也 豫 備 一 隻 牛 犢 、 放 在 柴 上 、 也 不 點 火 。
Đoạn, hãy kêu cầu danh của thần các ngươi, còn ta, ta sẽ kêu cầu danh của Đức Giê-hô-va. Thần đáp lời bằng lửa, ấy quả là Đức Chúa Trời. Cả dân sự đều đáp rằng: Lời nói rất phải.|你 們 求 告 你 們 神 的 名 、 我 也 求 告 耶 和 華 的 名 ． 那 降 火 顯 應 的 神 、 就 是 　 神 。 眾 民 回 答 說 、 這 話 甚 好 。
Ê-li bèn nói với những tiên tri Ba-anh rằng: hãy chọn một con bò đực, làm nó trước đi, vì các ngươi đông; rồi hãy cầu khẩn danh của thần các ngươi; nhưng chớ châm lửa.|以 利 亞 對 巴 力 的 先 知 說 、 你 們 既 是 人 多 、 當 先 挑 選 一 隻 牛 犢 ． 豫 備 好 了 、 就 求 告 你 們 神 的 名 ． 卻 不 要 點 火 。
Vậy, chúng bắt con bò mà người ta đã ban cho mà làm nó; rồi từ sớm mai đến trưa, chúng cầu khẩn danh của Ba-anh, và rằng: Hỡi Ba-anh! xin đáp lời chúng tôi. Nhưng chẳng có tiếng gì, cũng chẳng ai đáp lời; chúng đều nhảy chung quanh bàn thờ mình đã dựng lên.|他 們 將 所 得 的 牛 犢 豫 備 好 了 、 從 早 晨 到 午 間 、 求 告 巴 力 的 名 、 說 、 巴 力 阿 、 求 你 應 允 我 們 ． 卻 沒 有 聲 音 、 沒 有 應 允 的 。 他 們 在 所 築 的 壇 、 四 圍 踊 跳 。
Khi đã đến trưa, Ê-li nhạo chúng mà rằng: Khá la lớn lên đi, vì người là thần; hoặc người đương suy gẫm, hoặc ở đâu xa, hoặc đương đi đường; hay là có lẽ người ngủ, và sẽ thức dậy.|到 了 正 午 、 以 利 亞 嬉 笑 他 們 、 說 、 大 聲 求 告 罷 ． 因 為 他 是 神 、 他 或 默 想 、 或 走 到 一 邊 、 或 行 路 、 或 睡 覺 、 你 們 當 叫 醒 他 。
Vậy, chúng kêu lớn tiếng; và theo thói lệ họ, lấy gươm giáo gạch vào mình cho đến chừng máu chảy ra.|他 們 大 聲 求 告 、 按 著 他 們 的 規 矩 、 用 刀 槍 自 割 、 自 刺 、 直 到 身 體 流 血 。
Khi quá trưa rồi, họ cứ nói tiên tri như vậy cho đến giờ dâng của lễ chay ban chiều; nhưng vẫn không có tiếng gì, chẳng ai đáp lời, cũng không cố ý đến.|從 午 後 直 到 獻 晚 祭 的 時 候 、 他 們 狂 呼 亂 叫 ． 卻 沒 有 聲 音 、 沒 有 應 允 的 、 也 沒 有 理 會 的 。
Bấy giờ, Ê-li nói với cả dân sự rằng: Hãy đến gần ta. Dân sự bèn đến gần người. Đoạn, Ê-li sửa lại cái bàn thờ của Đức Giê-hô-va bị phá hủy.|以 利 亞 對 眾 民 說 、 你 們 到 我 這 裡 來 ． 眾 民 就 到 他 那 裡 。 他 便 重 修 已 經 毀 壞 耶 和 華 的 壇 。
Người lấy mười hai chi phái của các con trai Gia-cốp, là người mà lời của Đức Giê-hô-va đã phán cho rằng: Y-sơ-ra-ên sẽ là tên ngươi.|以 利 亞 照 雅 各 子 孫 支 派 的 數 目 、 取 了 十 二 塊 石 頭 、 （ 耶 和 華 的 話 、 曾 臨 到 雅 各 、 說 、 你 的 名 要 叫 以 色 列 ）
Người dùng mười hai hòn đá ấy mà dựng lên một cái bàn thờ nhơn danh Đức Giê-hô-va; chung quanh bàn thờ, người đào một cái mương đựng được hai đấu hột giống;|用 這 些 石 頭 為 耶 和 華 的 名 築 一 座 壇 、 在 壇 的 四 圍 挖 溝 、 可 容 穀 種 二 細 亞 、
rồi chất củi, sả bò tơ ra từ miếng, và sắp nó lên trên củi. Kế người nói:|又 在 壇 上 擺 好 了 柴 、 把 牛 犢 切 成 塊 子 、 放 在 柴 上 、 對 眾 人 說 、 你 們 用 四 個 桶 盛 滿 水 、 倒 在 燔 祭 和 柴 上 ．
Hãy múc đầy bốn bình nước, và đem đổ trên của lễ thiêu và củi. Người lại nói: Hãy làm lần thứ nhì; thì người ta làm lần thứ nhì. Người tiếp: Hãy làm lần thứ ba, và họ làm lần thứ ba,|又 說 、 倒 第 二 次 ． 他 們 就 倒 第 二 次 ． 又 說 、 倒 第 三 次 ． 他 們 就 倒 第 三 次 。
cho đến đỗi nước chảy chung quanh bàn thờ, và đầy cái mương nữa.|水 流 在 壇 的 四 圍 、 溝 裡 也 滿 了 水 。
Đến giờ dâng của lễ chay ban chiều, tiên tri đến gần và nguyện rằng: Lạy Giê-hô-va Đức Chúa Trời của Ap-ra-ham, của Y-sác, và của Y-sơ-ra-ên, ngày nay xin hãy tỏ cho người ta biết rằng Ngài là Đức Chúa Trời trong Y-sơ-ra-ên, rằng tôi là kẻ tôi tớ Ngài, và tôi vâng lời Ngài mà làm mọi sự này.|到 了 獻 晚 祭 的 時 候 、 先 知 以 利 亞 近 前 來 、 說 、 亞 伯 拉 罕 、 以 撒 、 以 色 列 的 　 神 、 耶 和 華 阿 、 求 你 今 日 使 人 知 道 你 是 以 色 列 的 　 神 、 也 知 道 我 是 你 的 僕 人 、 又 是 奉 你 的 命 行 這 一 切 事 。
Đức Giê-hô-va ôi! Xin nhậm lời tôi, xin đáp lời tôi, hầu cho dân sự này nhìn biết rằng Giê-hô-va là Đức Chúa Trời, và Ngài khiến cho lòng họ trở lại.|耶 和 華 阿 、 求 你 應 允 我 、 應 允 我 、 使 這 民 知 道 你 耶 和 華 是 　 神 、 又 知 道 是 你 叫 這 民 的 心 回 轉 。
Lửa của Đức Giê-hô-va bèn giáng xuống, thiêu đốt của lễ thiêu, củi, đá, bụi, và rút nước trong mương.|於 是 耶 和 華 降 下 火 來 、 燒 盡 燔 祭 、 木 柴 、 石 頭 、 塵 土 、 又 燒 乾 溝 裡 的 水 。
Thấy vậy, cả dân sự sấp mình xuống đất, và la rằng: Giê-hô-va là Đức Chúa Trời! Giê-hô-va là Đức Chúa Trời!|眾 民 看 見 了 、 就 俯 伏 在 地 、 說 、 耶 和 華 是 　 神 、 耶 和 華 是 　 神 。
Ê-li nói với chúng rằng: Hãy bắt các tiên tri của Ba-anh, chớ cho thoát một người nào. Chúng bèn bắt họ, Ê-li đem họ xuống dưới khe Ki-sôn, và giết họ tại đó.|以 利 亞 對 他 們 說 、 拿 住 巴 力 的 先 知 、 不 容 一 人 逃 脫 。 眾 人 就 拿 住 他 們 ． 以 利 亞 帶 他 們 到 基 順 河 邊 、 在 那 裡 殺 了 他 們 。
Đoạn, Ê-li nói cùng A-háp rằng: Hãy đi lên, ăn và uống, vì tôi đã nghe tiếng mưa lớn.|以 利 亞 對 亞 哈 說 、 你 現 在 可 以 上 去 喫 喝 、 因 為 有 多 雨 的 響 聲 了 。
Vậy, A-háp trở lên đặng ăn uống. Nhưng Ê-li leo lên chót núi Cạt-mên, cúi xuống đất và úp mặt mình giữa hai đầu gối.|亞 哈 就 上 去 喫 喝 。 以 利 亞 上 了 迦 密 山 頂 、 屈 身 在 地 、 將 臉 伏 在 兩 膝 之 中 ．
Đoạn, người nói với kẻ tôi tớ mình rằng: Xin hãy đi lên, ngó về phía biển. Kẻ tôi tớ đi lên xem, nhưng nói rằng: Không có chi hết. Ê-li lại nói: Hãy trở lên bảy lần.|對 僕 人 說 、 你 上 去 、 向 海 觀 看 。 僕 人 就 上 去 觀 看 、 說 、 沒 有 甚 麼 。 他 說 你 再 去 觀 看 、 如 此 七 次 。
Lần thứ bảy, kẻ tôi tớ đáp rằng: Tôi thấy ở phía biển lên một cụm mây nhỏ như lòng bàn tay, Ê-li bèn tiếp: Hãy đi nói với A-háp rằng: Hãy thắng xe và đi xuống, kẻo mưa cầm vua lại chăng.|第 七 次 僕 人 說 、 我 看 見 有 一 小 片 雲 從 海 裡 上 來 、 不 過 如 人 手 那 樣 大 。 以 利 亞 說 、 你 上 去 、 告 訴 亞 哈 、 當 套 車 下 去 、 免 得 被 雨 阻 擋 。
Trong một lúc, trời bị mây che đen, gió nổi dậy, và có cơn mưa rất lớn. A-háp bèn lên xe mình, đi đến Gít-rê-ên.|霎 時 間 天 因 風 雲 黑 暗 、 降 下 大 雨 。 亞 哈 就 坐 車 、 往 耶 斯 列 去 了 。
Tay Đức Giê-hô-va giáng trên Ê-li; người thắt lưng, chạy trước A-háp cho đến khi tới Gít-rê-ên.|耶 和 華 的 靈 〔 原 文 作 手 〕 降 在 以 利 亞 身 上 、 他 就 束 上 腰 、 奔 在 亞 哈 前 頭 、 直 到 耶 斯 列 的 城 門 。

					I Các Vua 19				|
						列王紀上 19					
A-háp thuật lại cho Giê-sa-bên mọi điều Ê-li đã làm, và người đã dùng gươm giết hết thảy tiên tri Ba-anh làm sao.|亞 哈 將 以 利 亞 一 切 所 行 的 、 和 他 用 刀 殺 眾 先 知 的 事 、 都 告 訴 耶 洗 別 。
Giê-sa-bên sai một sứ giả đến Ê-li mà nói rằng: Nếu ngày mai trong giờ này, ta không xử mạng sống ngươi như mạng sống của một người trong chúng nó, nguyện các thần đãi ta cách nặng nề.|耶 洗 別 就 差 遣 人 去 見 以 利 亞 、 告 訴 他 說 、 明 日 約 在 這 時 候 、 我 若 不 使 你 的 性 命 像 那 些 人 的 性 命 一 樣 、 願 神 明 重 重 的 降 罰 與 我 。
Vì vậy, Ê-li sợ hãi, đứng dậy chạy đi đặng cứu mạng sống mình. Đến tại Bê -e-Sê-ba, thuộc về Giu-đa, người để tôi tớ mình lại đó.|以 利 亞 見 這 光 景 、 就 起 來 逃 命 、 到 了 猶 大 的 別 是 巴 、 將 僕 人 留 在 那 裡 。
Còn người vào đồng vắng, đường đi ước một ngày, đến ngồi dưới cây giếng giêng, xin chết mà rằng: Oi Đức Giê-hô-va! đã đủ rồi. Hãy cất lấy mạng sống tôi, vì tôi không hơn gì các tổ phụ tôi.|自 己 在 曠 野 走 了 一 日 的 路 程 、 來 到 一 棵 羅 騰 樹 下 ． 〔 羅 騰 小 樹 名 松 類 下 同 〕 就 坐 在 那 裡 求 死 、 說 、 耶 和 華 阿 、 罷 了 ． 求 你 取 我 的 性 命 、 因 為 我 不 勝 於 我 的 列 祖 。
Đoạn, người nằm ngủ dưới cây giếng giêng. Có một thiên sứ đụng đến người và nói rằng: Hãy chổi dậy và ăn.|他 就 躺 在 羅 騰 樹 下 、 睡 著 了 ． 有 一 個 天 使 拍 他 、 說 、 起 來 喫 罷 。
Người nhìn thấy nơi đầu mình một cái bánh nhỏ nướng trên than, và một bình nước. Người ăn uống, rồi lại nằm.|他 觀 看 見 頭 旁 有 一 瓶 水 、 與 炭 火 燒 的 餅 、 他 就 喫 了 喝 了 、 仍 然 躺 下 。
Thiên sứ của Đức Giê-hô-va đến lần thứ nhì, đụng người và nói rằng: Hãy chổi dậy và ăn, vì đường xa quá cho ngươi. Vậy người chổi dậy, ăn và uống,|耶 和 華 的 使 者 第 二 次 來 拍 他 、 說 、 起 來 喫 罷 、 因 為 你 當 走 的 路 甚 遠 ．
rồi nhờ sức của lương thực ấy, người đi bốn mươi ngày và bốn mươi đêm cho đến Hô-rếp, là núi của Đức Chúa Trời.|他 就 起 來 喫 了 喝 了 、 仗 著 這 飲 食 的 力 、 走 了 四 十 晝 夜 、 到 了 　 神 的 山 、 就 是 何 烈 山 。
Đến nơi, người đi vào trong hang đá, ngủ đêm ở đó. Và kìa, có lời của Đức Giê-hô-va phán với người rằng: Hỡi Ê-li, ngươi ở đây làm chi?|他 在 那 裡 進 了 一 個 洞 、 就 住 在 洞 中 ． 耶 和 華 的 話 臨 到 他 說 、 以 利 亞 阿 、 你 在 這 裡 作 甚 麼 ．
Người thưa rằng: Tôi đã rất nóng nảy sốt sắng vì Giê-hô-va Đức Chúa Trời vạn quân; vì dân Y-sơ-ra-ên đã bội giao ước Ngài, phá hủy các bàn thờ Ngài, dùng gươm giết những tiên tri Ngài; chỉ một mình tôi còn lại, và họ cũng kiếm thế cất mạng sống tôi.|他 說 、 我 為 耶 和 華 萬 軍 之 　 神 大 發 熱 心 、 因 為 以 色 列 人 背 棄 了 你 的 約 、 毀 壞 了 你 的 壇 、 用 刀 殺 了 你 的 先 知 、 只 剩 下 我 一 個 人 、 他 們 還 要 尋 索 我 的 命 。
Đức Chúa Trời phán với người rằng: Hãy đi ra, đứng tại trên núi trước mặt Đức Giê-hô-va. Nầy Đức Giê-hô-va đi ngang qua, có một ngọn gió mạnh thổi dữ tợn trước mặt Ngài, xé núi ra, và làm tan nát các hòn đá; nhưng không có Đức Giê-hô-va trong trận gió. Sau trận gió có cơn động đất; nhưng không có Đức Giê-hô-va trong cơn động đất.|耶 和 華 說 、 你 出 來 站 在 山 上 、 在 我 面 前 。 那 時 耶 和 華 從 那 裡 經 過 、 在 他 面 前 有 烈 風 大 作 、 崩 山 碎 石 、 耶 和 華 卻 不 在 風 中 ． 風 後 地 震 、 耶 和 華 卻 不 在 其 中 ．
Sau cơn động đất có đám lửa; nhưng không có Đức Giê-hô-va trong đám lửa. Sau đám lửa, có một tiếng êm dịu nhỏ nhẹ.|地 震 後 有 火 、 耶 和 華 也 不 在 火 中 ． 火 後 有 微 小 的 聲 音 ．
Khi Ê-li vừa nghe tiếng đó, thì lấy áo tơi bao phủ mặt mình, đi ra đứng tại nơi miệng hang; này có một tiếng phán với người rằng: Hỡi Ê-li, ngươi làm chi đây?|以 利 亞 聽 見 、 就 用 外 衣 蒙 上 臉 、 出 來 站 在 洞 口 ． 有 聲 音 向 他 說 、 以 利 亞 阿 、 你 在 這 裡 作 甚 麼 ．
Người thưa rằng: Tôi rất nóng nảy sốt sắng vì Giê-hô-va Đức Chúa Trời vạn quân, vì dân Y-sơ-ra-ên đã bội giao ước của Ngài, phá hủy các bàn thờ Ngài, dùng gươm giết những tiên tri; chỉ một mình tôi còn lại, và họ cũng tìm cách cất mạng sống tôi.|他 說 、 我 為 耶 和 華 萬 軍 之 　 神 大 發 熱 心 、 因 為 以 色 列 人 背 棄 了 你 的 約 、 毀 壞 了 你 的 壇 、 用 刀 殺 了 你 的 先 知 、 只 剩 下 我 一 個 人 、 他 們 還 要 尋 索 我 的 命 。
